"","GSM1621305","GSM1621306","GSM1621307","GSM1621308","GSM1621309","GSM1621310","GSM1621311"
"2977",0,0,0,0,0,0,0
"1543",1,1,0,0,1,0,0
"1544",1,0,0,1,0,1,1
"9615",0,0,0,0,0,0,0
"4144",1,0,0,1,0,1,0
"4143",0,1,0,0,1,1,1
"5150",0,0,0,0,0,1,1
"27430",1,1,1,1,1,1,1
"4548",1,1,1,1,1,1,1
"763",0,0,1,1,0,1,1
"5143",0,1,0,0,0,1,1
"11238",0,0,0,1,0,1,1
"4598",0,1,0,1,1,1,1
"5137",0,0,0,0,0,0,0
"3636",1,1,1,1,1,1,1
"5151",0,0,0,0,0,1,1
"23556",1,1,1,1,1,0,1
"55650",1,1,1,0,0,0,0
"3635",0,0,0,0,0,1,1
"3633",1,0,1,1,0,0,0
"8867",1,0,0,1,1,0,0
"5140",0,1,1,0,1,0,1
"27124",1,1,0,1,1,0,1
"53905",0,0,0,0,0,0,0
"50506",0,0,1,0,0,0,0
"5142",0,1,0,0,0,1,1
"343",1,0,0,0,0,1,1
"5281",1,0,1,0,1,0,0
"3632",0,0,0,0,1,1,1
"10846",0,0,0,0,0,0,0
"84720",1,0,1,1,0,0,1
"56623",1,0,1,1,1,0,1
"5141",0,0,1,1,1,1,1
"8622",0,0,0,0,0,0,0
"3628",1,1,1,1,1,1,1
"3707",1,1,1,1,1,1,1
"80235",1,1,0,1,1,0,0
"5144",1,0,0,1,1,1,1
"3706",1,0,1,1,1,0,0
"5153",0,1,0,0,1,1,0
"80271",1,1,1,0,0,0,0
"94005",1,1,1,1,1,0,1
"27115",1,1,0,1,0,0,1
"128869",0,1,1,1,1,0,1
"51477",1,1,0,1,0,0,0
"10026",1,1,1,1,0,0,1
"5138",0,0,1,1,1,1,0
"51604",1,1,0,0,1,1,0
"3631",1,1,1,1,0,0,1
"5139",0,0,0,0,0,0,0
"8821",1,1,0,1,1,0,0
"50940",0,0,0,0,0,0,0
"2595",1,1,0,1,0,0,0
"84693",1,0,1,0,1,0,0
"8733",1,1,1,1,1,1,1
"5136",0,0,0,0,0,0,0
"4594",1,1,1,1,1,1,0
"3028",1,1,1,1,1,1,1
"5152",1,0,0,1,0,1,1
"3033",1,1,1,1,1,0,0
"3037",0,0,0,0,0,0,0
"80168",0,1,0,0,1,1,0
"116255",0,0,0,0,0,0,0
"5146",0,0,0,0,0,0,0
"4507",1,0,1,0,0,1,1
"3038",1,0,1,1,1,0,0
"3036",1,0,0,0,0,0,1
"27235",0,1,0,0,0,0,1
"6521",0,0,0,0,0,0,0
"83697",0,0,0,0,0,0,0
"10797",1,0,0,1,1,1,1
"56913",1,1,0,0,0,1,1
"443",0,0,0,0,0,0,0
"91703",1,0,1,0,1,0,1
"6522",0,0,0,1,0,1,1
"6508",0,0,0,0,0,1,1
"5145",0,0,0,0,0,0,1
"4668",1,0,1,1,1,0,1
"9498",0,1,0,0,1,1,1
"57282",NA,NA,NA,NA,NA,NA,NA
"6528",0,1,0,1,1,1,0
"3098",1,1,1,1,1,1,1
"80201",0,0,0,0,0,0,0
"8654",0,0,0,0,0,0,0
"2645",1,0,0,0,1,0,1
"483",1,1,1,1,1,1,1
"3101",1,1,0,0,0,1,0
"5149",0,0,0,0,0,0,0
"478",0,0,0,0,0,0,0
"480",0,0,0,0,0,0,0
"481",0,0,0,1,1,1,1
"3099",1,0,1,1,1,0,0
"5147",0,1,1,0,1,0,0
"482",0,1,0,0,1,1,1
"476",1,1,1,1,1,1,1
"477",0,0,0,0,0,0,0
"23439",0,0,0,0,0,0,0
"3081",0,0,0,0,0,0,0
"11112",1,0,1,0,1,0,1
"3067",0,1,0,0,0,1,1
"6549",1,0,0,0,1,0,0
"6550",1,1,1,0,0,0,0
"5148",0,1,0,0,1,1,1
"496",0,0,0,0,0,0,0
"6548",1,1,0,0,1,1,1
"495",0,0,1,0,0,1,0
"55748",0,1,1,1,1,0,0
"5158",0,0,1,0,1,0,1
"84735",0,0,0,0,0,0,0
"6559",0,1,0,0,0,0,1
"8942",0,0,0,0,0,0,0
"5162",1,1,1,1,1,1,1
"3157",0,1,0,0,1,1,1
"5161",0,0,0,0,0,0,0
"123041",0,0,0,0,0,0,0
"1737",0,0,1,0,0,1,1
"3158",0,0,0,0,0,0,0
"5160",1,1,1,1,1,1,1
"55163",1,0,1,1,1,0,1
"25769",0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0
"10396",0,0,0,1,1,1,1
"57419",0,0,0,0,1,0,1
"9187",1,0,1,0,0,1,1
"5105",0,0,0,0,0,0,0
"124583",1,1,1,0,1,0,1
"3155",1,1,1,1,1,1,1
"5106",1,1,1,1,0,0,0
"3162",0,1,1,0,0,1,0
"3163",1,0,1,1,1,0,0
"79077",1,1,1,1,1,1,1
"8310",0,1,1,1,1,0,0
"9583",0,1,0,0,0,1,1
"26062",0,0,0,0,0,0,0
"197257",0,0,0,0,0,0,0
"5833",1,1,1,1,1,0,1
"1841",1,1,1,0,1,0,0
"10400",1,1,0,1,1,0,0
"6448",1,0,1,1,1,0,1
"29922",0,0,0,1,1,1,1
"26227",1,0,1,0,1,0,0
"10201",1,0,1,0,1,0,1
"5730",0,1,0,1,1,0,0
"4830",1,1,1,1,1,1,1
"27306",0,0,1,1,0,1,0
"80142",1,1,1,1,1,1,1
"4831",1,1,1,1,1,1,1
"4832",1,1,1,1,1,1,1
"200576",0,0,0,0,1,1,1
"8396",0,1,1,1,0,0,0
"9536",0,1,1,1,1,0,0
"4833",0,0,1,1,1,1,1
"6005",0,0,0,0,0,0,0
"79837",1,1,1,1,1,1,1
"5740",0,0,0,0,0,0,0
"5289",0,0,1,0,0,1,1
"57127",0,0,0,1,1,1,0
"6557",0,0,0,0,0,0,0
"5277",0,1,0,0,0,1,1
"114971",0,1,0,1,1,0,0
"6558",1,1,0,0,0,1,0
"349565",0,1,0,1,1,0,0
"9489",0,1,0,0,0,1,1
"64802",1,0,1,0,0,0,1
"23057",0,0,0,0,0,0,0
"8818",1,1,1,1,1,1,1
"5743",0,0,0,0,0,0,0
"5742",0,1,0,0,0,1,0
"10135",1,1,0,1,1,1,1
"6898",0,1,0,1,1,1,1
"5053",0,0,0,0,0,0,0
"5283",1,1,1,1,1,0,1
"5264",1,0,0,1,1,0,1
"4837",1,1,0,0,0,0,0
"5409",0,0,0,1,1,1,1
"5728",1,1,1,1,1,1,1
"645740",NA,NA,NA,NA,NA,NA,NA
"8871",0,0,0,0,0,1,1
"51227",1,1,1,1,1,1,1
"8395",0,1,1,0,0,1,1
"9091",0,0,0,1,1,0,1
"4842",0,1,0,1,1,0,0
"23396",0,1,0,1,0,1,0
"4843",0,0,1,1,1,1,1
"5279",0,0,1,0,0,1,1
"8394",0,0,0,0,1,1,1
"55361",1,0,0,0,1,1,1
"201288",NA,NA,NA,NA,NA,NA,NA
"4846",1,0,1,1,0,0,0
"5297",1,1,1,1,1,1,1
"4860",1,1,1,1,1,1,1
"5298",1,1,1,1,1,1,1
"5294",0,0,1,0,0,1,1
"123745",NA,NA,NA,NA,NA,NA,NA
"5290",0,0,1,0,0,1,1
"6580",0,0,0,0,0,0,0
"5295",0,0,0,0,0,1,1
"10870",1,1,1,1,1,1,1
"55808",0,0,0,0,0,0,0
"5251",1,1,1,1,0,1,0
"5320",0,0,1,0,0,1,1
"8503",1,0,0,1,0,0,0
"30833",1,0,1,1,1,0,0
"81579",1,0,1,0,0,0,0
"56953",0,1,1,1,1,0,1
"23533",0,1,1,1,0,1,0
"8398",1,1,1,1,1,1,1
"5296",0,1,1,1,1,0,0
"5322",0,0,0,0,0,0,0
"4907",0,0,0,0,0,0,0
"5291",0,1,0,0,0,1,1
"5293",1,1,1,1,1,1,1
"6476",0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0
"4952",0,0,0,0,1,1,1
"64600",0,0,0,0,0,0,0
"64064",0,1,0,1,1,0,0
"23236",0,0,0,0,0,0,0
"100137049",1,1,1,1,1,1,1
"30814",0,1,0,1,0,0,1
"26279",1,1,1,0,1,0,0
"5335",1,0,1,1,0,0,0
"8399",0,0,0,1,1,1,1
"5332",0,0,0,0,0,0,0
"257068",1,1,1,1,1,0,0
"5319",0,0,0,0,0,0,0
"6489",1,1,1,1,1,1,1
"5336",0,0,0,0,0,0,0
"23007",0,0,0,0,0,0,0
"29906",0,0,1,1,0,1,1
"5334",0,1,0,0,0,1,0
"10654",1,1,1,1,1,1,1
"9651",0,1,0,0,1,0,0
"9807",1,1,1,1,1,0,1
"412",1,0,0,1,0,1,1
"51196",0,0,0,0,0,0,0
"117283",0,0,0,0,0,0,0
"5331",0,0,0,1,1,1,1
"84812",0,0,0,0,0,0,0
"5330",0,1,1,1,1,0,0
"6391",0,0,1,0,1,0,1
"113026",0,1,1,0,0,1,1
"6392",1,1,1,1,1,1,1
"6390",1,1,1,1,1,1,1
"51447",1,1,1,1,1,1,1
"5333",0,1,1,1,1,0,0
"6389",1,1,1,1,1,1,1
"6821",1,0,0,0,1,0,1
"89869",0,0,0,0,0,0,0
"6533",1,0,0,1,0,1,1
"5288",0,0,0,0,0,0,0
"55350",0,0,0,0,0,0,0
"5092",1,0,1,1,0,0,0
"5287",1,1,1,1,1,1,1
"23530",1,0,1,0,0,1,1
"5286",0,0,0,0,0,1,1
"8876",0,0,0,0,0,0,0
"79178",0,0,1,1,0,0,1
"5305",1,1,1,1,1,1,1
"8875",1,1,1,0,0,0,0
"64499",1,0,0,0,0,1,1
"6567",0,0,0,0,0,0,0
"7177",1,0,0,0,0,1,1
"1890",1,0,0,1,0,1,1
"27068",0,1,1,0,1,0,1
"1636",0,0,1,0,1,0,0
"9365",0,0,0,0,0,0,0
"9331",0,0,0,0,0,0,0
"55217",1,0,1,1,0,0,0
"7368",0,0,0,0,0,0,0
"7296",1,1,1,1,1,1,1
"8613",0,0,0,0,0,0,0
"5315",1,1,1,1,1,1,1
"8611",1,0,1,0,1,0,0
"26063",0,1,0,1,1,0,0
"8612",0,0,0,0,1,1,0
"1666",1,1,1,1,1,1,1
"874",0,0,0,0,1,0,1
"5498",1,0,1,1,0,0,1
"11181",0,0,0,0,0,0,0
"10901",1,1,1,1,1,0,1
"126410",1,1,1,0,0,0,0
"80162",1,1,1,1,1,1,1
"7166",0,0,0,0,0,0,0
"8288",0,0,0,0,0,0,0
"2053",0,0,0,0,1,1,1
"9588",1,1,1,1,1,1,1
"121278",0,0,0,0,0,0,0
"8897",0,1,0,0,1,1,1
"4353",0,0,0,0,0,0,0
"8898",1,0,1,1,1,0,1
"169355",0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0
"2880",0,0,0,0,0,0,0
"5625",1,0,0,0,0,1,1
"9152",1,1,0,0,0,1,1
"6578",0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0
"9497",0,1,0,0,1,1,0
"115584",1,0,1,0,1,0,1
"6575",1,1,1,0,0,1,0
"6916",0,1,0,1,0,1,0
"23761",1,1,1,1,1,1,1
"6574",1,1,1,1,1,1,1
"7054",0,0,0,0,0,0,0
"142680",0,1,0,1,1,0,1
"9791",1,1,1,1,1,1,1
"6534",0,1,0,1,1,0,0
"81490",0,1,0,1,1,0,1
"10005",0,1,1,1,1,0,0
"3293",1,1,1,0,1,0,0
"1622",1,1,1,1,1,1,1
"225",0,0,0,0,0,0,0
"10965",0,1,1,1,0,1,0
"28965",0,0,0,0,0,0,0
"122970",0,0,1,0,0,0,0
"10020",1,1,1,1,1,1,1
"23205",1,1,0,1,1,0,0
"5805",1,1,1,1,1,1,1
"26061",1,1,1,1,1,1,1
"112483",1,1,1,1,1,1,1
"6303",1,1,1,1,1,1,1
"29880",1,1,1,1,1,1,1
"54716",0,0,0,0,0,0,0
"7355",1,0,0,0,1,0,1
"6564",0,0,0,1,1,1,1
"8566",1,1,0,1,1,0,0
"113235",0,1,0,1,0,1,0
"151531",0,0,0,0,0,0,0
"1200",1,1,1,1,1,1,1
"2168",0,0,0,0,0,0,0
"7358",1,0,1,1,1,0,1
"23169",1,0,0,0,0,1,1
"51056",1,1,1,1,1,1,1
"7378",1,0,0,1,1,1,1
"9390",0,0,0,0,0,0,0
"80146",1,1,1,1,1,1,1
"5184",1,1,1,1,1,1,1
"4891",0,1,0,0,1,1,0
"5168",0,1,0,1,1,1,1
"2944",1,0,0,1,0,0,1
"30061",0,1,1,0,1,0,1
"84912",1,0,1,0,1,0,0
"248",1,0,1,1,1,0,0
"64080",1,0,1,1,1,0,0
"4524",1,0,1,0,0,1,1
"3906",1,1,0,0,0,1,1
"65263",0,1,1,0,1,0,1
"8608",0,0,0,0,1,1,1
"25796",1,1,1,1,1,1,1
"5959",1,1,1,0,0,0,1
"7357",1,1,1,1,1,1,1
"28982",1,1,0,1,1,1,0
"6120",1,0,1,0,0,0,0
"11046",1,0,0,0,1,0,0
"54576",0,0,0,1,1,1,0
"54575",0,0,0,1,1,1,0
"51109",1,1,1,1,1,1,1
"157506",0,1,0,1,1,1,1
"54578",0,0,0,1,1,1,0
"54579",0,0,0,1,1,1,0
"10864",0,1,1,0,1,0,0
"9356",1,1,0,0,1,0,1
"54657",0,0,0,1,1,1,0
"195814",0,0,0,0,0,0,0
"9376",0,1,1,0,1,0,0
"112724",1,0,1,0,0,0,1
"50700",1,1,0,0,0,0,1
"54658",0,0,0,1,1,1,0
"348932",1,0,0,0,0,1,1
"54659",0,0,0,1,1,1,0
"54577",0,0,0,1,1,1,0
"57665",1,1,1,1,1,1,1
"120103",0,1,0,0,0,1,0
"1080",0,0,0,0,0,0,0
"85320",0,0,0,0,0,0,0
"145226",1,1,0,0,1,0,0
"54600",0,0,0,1,1,1,0
"222962",0,1,0,1,1,0,0
"8228",1,1,1,1,0,0,0
"113278",0,1,0,1,1,0,0
"10351",0,0,0,0,0,0,0
"54981",1,0,1,0,1,1,1
"7364",NA,NA,NA,NA,NA,NA,NA
"9429",0,0,0,0,0,0,0
"7367",0,0,0,0,0,0,0
"55867",0,0,0,0,0,1,0
"54490",0,1,0,1,0,0,0
"364",0,1,0,1,1,0,1
"7366",1,0,0,0,1,1,1
"6482",0,0,0,0,0,1,1
"360",1,1,1,1,1,1,1
"6484",0,0,0,0,0,0,0
"7363",0,0,0,0,0,0,0
"89872",0,0,0,0,0,0,0
"7365",NA,NA,NA,NA,NA,NA,NA
"6483",0,1,1,1,0,0,0
"21",1,1,0,1,1,0,0
"10720",0,1,0,1,0,0,0
"24",0,0,0,0,0,0,0
"54963",0,0,0,0,0,1,1
"10057",1,1,0,0,0,0,1
"125206",0,0,0,0,0,0,0
"7498",0,1,0,1,1,1,1
"10090",0,1,0,1,1,0,0
"200010",0,0,0,0,0,0,0
"9653",1,0,1,1,1,0,0
"9942",0,0,0,0,0,0,0
"6524",0,1,0,1,0,1,0
"159963",0,0,0,0,0,0,0
"64131",1,1,0,0,0,1,1
"55065",0,0,0,0,0,0,0
"64132",0,0,1,1,1,0,0
"3423",0,1,0,0,1,1,1
"79581",0,0,1,1,0,0,1
"10060",0,0,0,0,0,0,0
"9957",0,0,0,0,0,0,0
"51181",1,1,1,1,1,1,1
"6833",1,0,0,1,1,1,1
"9951",0,0,0,0,0,0,0
"3764",0,0,0,0,0,0,0
"222537",0,0,0,0,0,0,0
"64077",0,1,1,1,0,0,1
"3767",0,0,0,1,0,0,0
"5464",1,1,1,1,1,1,1
"64220",0,0,0,0,0,0,0
"10724",1,1,1,1,1,1,1
"5950",0,0,0,0,0,0,0
"1356",0,0,0,0,0,0,0
"2495",1,1,1,1,1,1,1
"9956",0,1,0,0,1,0,0
"5947",0,1,0,0,1,1,0
"9955",0,0,0,0,0,0,0
"2512",1,1,1,1,1,1,1
"94033",NA,NA,NA,NA,NA,NA,NA
"5948",1,1,0,0,1,0,1
"29881",1,0,0,1,1,0,0
"1727",1,1,1,1,1,1,1
"9953",0,1,0,1,1,1,0
"64711",0,1,0,1,0,0,1
"949",1,0,1,1,1,0,0
"2350",0,1,0,1,1,1,0
"55501",0,0,1,0,1,0,1
"51706",0,1,0,1,1,0,0
"3248",0,0,0,0,0,0,0
"51700",0,0,0,0,0,0,0
"166929",1,1,0,0,0,1,1
"10587",1,1,1,1,1,0,0
"166012",0,0,0,0,0,0,0
"113189",0,0,1,0,1,0,0
"56261",1,1,1,1,1,1,1
"50515",1,1,1,1,1,1,1
"80347",1,1,1,1,1,0,0
"3658",0,1,0,0,0,1,0
"93034",0,0,0,0,0,0,0
"84618",0,1,1,1,1,1,0
"411",0,0,0,0,0,0,0
"203",1,1,1,1,1,1,1
"22978",1,1,1,1,1,1,1
"122481",0,0,0,0,0,0,0
"100526794",1,1,1,1,1,1,1
"159",1,1,1,1,1,1,1
"51251",1,1,1,1,1,1,1
"23563",1,0,0,1,1,1,0
"122622",0,0,1,1,1,0,0
"10164",0,0,0,1,1,1,1
"353",1,1,1,1,1,1,1
"11212",1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1
"383",0,0,0,0,0,0,0
"9435",0,1,0,1,0,1,1
"1371",0,0,1,0,0,1,0
"4166",0,0,0,0,0,0,0
"56954",1,1,1,1,1,1,1
"1503",1,1,0,1,0,0,0
"9469",1,1,0,0,0,0,1
"56474",1,1,1,1,1,0,0
"8534",0,1,0,1,0,1,0
"1491",1,1,0,1,0,1,1
"5313",0,1,0,0,0,0,0
"92086",0,0,0,1,1,0,1
"2987",1,1,1,1,1,1,1
"56548",0,1,1,1,1,0,1
"5860",1,0,1,1,0,1,1
"9394",0,1,0,1,1,1,0
"728441",0,0,0,1,1,0,1
"124975",1,1,0,0,0,0,0
"9453",1,1,1,0,0,0,0
"2686",1,0,0,0,1,1,1
"2023",0,0,0,0,1,1,1
"2027",1,0,0,0,0,0,0
"90161",0,0,0,0,0,0,0
"91227",0,1,0,1,1,0,1
"2026",1,0,1,0,0,0,0
"102724197",0,0,0,1,1,0,1
"266722",0,0,0,0,0,0,0
"9843",0,0,0,0,0,0,0
"2799",1,0,1,1,0,0,0
"80308",1,0,1,0,0,0,0
"10157",0,0,0,0,0,0,0
"118881",0,1,1,1,1,0,0
"5211",0,1,0,1,0,0,1
"7360",1,1,1,1,1,1,1
"2819",0,0,0,0,0,1,1
"3176",0,0,0,0,0,0,0
"26330",0,0,0,0,0,0,0
"1757",0,0,1,0,1,1,1
"81537",0,0,1,0,0,1,1
"2597",1,1,1,1,1,1,1
"29926",1,0,1,1,1,0,0
"2673",1,1,1,1,1,0,0
"9945",1,0,0,0,0,1,1
"6652",0,0,1,1,1,0,0
"29925",0,0,1,1,0,0,1
"51557",0,0,0,0,0,0,0
"875",1,1,1,0,0,0,0
"6342",1,1,1,1,1,1,1
"2752",0,1,0,0,1,1,0
"102724560",1,1,1,0,0,0,0
"1800",1,1,0,0,0,1,0
"249",0,0,0,0,0,0,0
"9056",1,1,0,0,1,1,0
"2762",1,1,1,0,1,0,1
"10558",1,1,0,1,1,1,1
"2643",1,1,1,1,1,1,1
"22934",1,1,1,1,1,1,1
"761",0,0,0,0,0,0,0
"51292",1,1,1,1,1,1,1
"55304",0,0,0,0,0,0,0
"766",0,0,0,1,0,1,1
"9517",1,0,0,0,0,1,1
"2098",1,1,1,1,1,1,1
"8879",1,1,1,0,0,0,1
"2766",0,0,0,0,0,0,0
"771",0,1,0,1,0,1,1
"4284",0,0,0,1,1,1,1
"57571",1,1,1,1,1,1,1
"8869",0,0,1,1,1,0,1
"362",0,0,0,0,0,1,1
"358",0,1,1,0,1,0,0
"8833",1,0,1,0,1,0,0
"641371",0,1,1,1,0,1,0
"361",0,0,0,0,0,0,0
"5538",1,1,1,1,1,1,1
"56848",0,0,1,1,0,0,1
"359",0,1,0,0,0,1,1
"8877",0,0,0,1,1,1,1
"3145",1,0,1,0,0,0,0
"9374",0,1,0,1,1,0,0
"11332",1,0,1,0,1,0,1
"586",1,1,1,1,1,1,1
"55825",0,0,0,0,1,1,1
"130752",0,0,0,0,0,0,0
"51102",1,0,1,0,0,1,1
"3615",1,1,1,1,1,1,1
"3614",1,1,1,0,1,0,0
"37",1,1,1,1,1,1,1
"55512",1,0,1,0,1,1,1
"55627",1,1,1,1,1,1,1
"33",0,0,0,0,0,0,0
"682",1,0,1,0,1,1,1
"132158",1,0,1,0,0,0,1
"339221",0,1,1,0,0,1,1
"6609",0,0,1,1,1,0,1
"641649",0,1,0,0,1,1,1
"4351",0,0,1,1,0,0,1
"23475",1,1,1,1,1,1,1
"6610",0,1,0,1,0,0,1
"100287639",NA,NA,NA,NA,NA,NA,NA
"259230",1,1,1,1,1,1,0
"93100",0,0,0,1,1,0,1
"441024",0,0,0,0,0,0,0
"50484",1,1,1,0,0,1,0
"65220",0,1,0,1,1,0,1
"6241",1,1,1,0,1,0,0
"116369",0,0,0,0,0,0,0
"115111",0,0,0,0,0,0,0
"389015",NA,NA,NA,NA,NA,NA,NA
"6240",1,1,1,1,1,1,1
"6553",0,1,0,1,0,1,0
"3156",1,1,1,1,1,1,1
"284129",1,1,1,1,1,1,1
"2821",1,1,1,1,1,1,1
"115019",0,1,0,1,1,0,0
"5230",1,1,1,1,1,1,1
"79966",1,0,0,0,0,1,1
"5232",0,0,1,1,1,1,1
"375056",1,1,1,0,0,1,0
"10588",1,1,1,1,1,1,1
"5236",1,1,1,1,1,1,1
"26266",1,1,0,0,0,1,0
"84890",0,1,1,0,0,0,1
"55276",0,1,1,1,0,0,0
"6646",1,0,1,0,1,0,0
"5372",1,1,1,1,1,1,1
"6649",0,1,0,1,0,0,0
"55229",1,1,1,1,1,1,1
"5373",0,1,1,1,0,0,0
"79646",1,1,1,0,0,1,0
"80025",0,0,1,1,1,1,0
"53354",1,0,1,0,0,0,0
"6648",1,0,0,0,0,1,1
"6647",1,1,1,1,1,1,1
"6697",0,0,0,0,1,1,1
"6611",1,1,1,1,1,1,1
"83594",0,0,0,0,0,0,0
"7263",0,0,1,0,1,0,0
"26275",0,1,1,0,0,0,0
"6723",1,1,1,1,1,1,1
"6713",0,1,0,1,1,1,1
"2222",1,1,1,1,1,1,1
"210",1,0,1,0,0,1,1
"29920",1,1,1,1,1,1,1
"6715",0,0,1,0,1,0,1
"60490",1,1,1,1,1,0,0
"6716",0,0,0,0,0,0,0
"79717",1,1,1,1,1,1,1
"15",0,0,0,0,0,0,0
"7389",1,0,1,0,1,0,0
"58510",1,1,0,0,0,0,0
"1595",0,1,0,1,1,1,1
"130367",1,1,1,1,1,1,1
"6532",0,0,0,0,0,0,0
"153201",NA,NA,NA,NA,NA,NA,NA
"10478",1,0,1,0,1,1,0
"221823",0,0,0,0,0,0,0
"23443",1,0,0,0,0,1,1
"5634",1,1,1,1,1,1,1
"64240",0,0,0,0,0,0,0
"6487",1,1,1,0,1,0,1
"5631",1,1,1,1,1,1,1
"29968",1,1,1,0,0,0,0
"64241",0,0,0,0,1,0,1
"284111",0,1,0,0,0,0,0
"8781",1,1,0,0,1,1,0
"8435",1,0,0,1,0,1,1
"5723",1,1,0,0,1,1,0
"3988",1,1,1,1,0,0,0
"55312",1,0,0,1,0,0,1
"6888",1,1,1,1,1,1,1
"79896",0,0,1,0,0,0,0
"8277",0,0,0,1,0,1,1
"768",0,1,0,0,1,0,1
"84076",0,0,0,0,0,0,0
"762",1,0,0,1,1,0,1
"765",0,0,0,0,0,0,0
"7086",0,0,0,1,0,0,1
"10402",0,0,0,0,0,0,0
"27010",1,1,1,1,1,1,1
"286016",NA,NA,NA,NA,NA,NA,NA
"10610",0,0,0,0,0,0,0
"23632",0,1,1,0,0,1,1
"7167",1,1,1,1,1,1,1
"760",0,0,0,0,0,0,0
"256435",0,0,0,0,0,0,0
"2582",0,1,1,1,1,0,0
"30815",1,1,1,0,0,0,1
"81849",0,0,0,0,0,0,0
"767",0,0,1,0,0,1,1
"759",0,1,0,0,0,0,0
"91373",1,0,1,1,1,0,0
"377677",0,0,0,0,0,0,0
"31",0,1,0,1,1,1,0
"6675",1,1,1,1,1,1,1
"6556",0,0,0,0,1,1,1
"7390",0,0,1,1,1,0,1
"6563",1,0,1,1,1,1,1
"8170",0,0,0,0,0,0,0
"6568",0,0,0,0,0,0,0
"374569",0,0,0,0,1,1,1
"7779",1,1,0,1,1,1,1
"54020",1,0,0,1,1,0,1
"100507855",0,0,1,1,1,0,0
"285440",1,1,1,0,1,0,1
"55191",1,1,0,1,0,0,0
"132",1,1,1,0,1,0,0
"97",1,1,1,1,1,0,0
"98",1,1,1,1,0,0,1
"112611",0,0,1,0,1,0,0
"51005",1,1,1,1,1,1,1
"471",1,1,1,1,1,1,1
"435",1,0,0,1,1,0,1
"171425",1,1,1,0,1,0,1
"132789",0,1,1,1,1,0,1
"10007",1,1,1,1,1,0,0
"2585",0,0,1,1,1,0,1
"2584",0,0,1,0,1,1,1
"2592",0,0,1,1,0,1,1
"5471",1,0,0,1,1,0,1
"84264",0,1,0,0,1,0,1
"3034",0,1,1,1,0,1,0
"144193",0,1,1,1,0,0,0
"2739",1,1,1,1,1,1,1
"8776",1,1,1,1,1,0,0
"3612",1,1,1,1,1,1,1
"3613",1,0,1,0,1,0,0
"2978",1,0,0,1,1,0,0
"4953",1,1,1,1,1,1,1
"5213",1,0,1,1,1,0,0
"5214",1,1,1,1,1,1,1
"10050",0,0,0,0,0,0,0
"10786",0,0,0,0,0,0,0
"10246",0,0,0,0,0,0,0
"6569",1,1,0,1,0,0,0
"10568",0,0,0,0,0,0,0
"5198",1,1,1,0,1,0,0
"113675",1,1,0,1,0,1,1
"7298",1,1,1,0,1,0,0
"215",0,0,0,1,1,1,1
"5825",1,0,1,0,1,1,0
"641372",0,0,0,0,0,0,0
"9045",1,1,1,1,1,1,1
"4017",1,0,0,1,0,1,1
"84105",0,1,1,0,1,0,0
"25830",1,1,0,0,1,0,0
"84569",0,0,0,0,0,0,0
"4025",1,1,0,1,1,0,0
"54995",1,1,1,1,1,0,0
"93492",NA,NA,NA,NA,NA,NA,NA
"1267",1,0,1,1,1,0,0
"10249",0,0,0,0,0,0,0
"1549",0,0,0,1,0,0,1
"1580",0,0,0,0,0,0,0
"1573",0,0,0,0,0,0,0
"29785",1,0,0,1,0,1,1
"199974",0,0,0,0,0,0,0
"57834",0,0,0,0,0,0,0
"1555",1,1,0,0,0,1,1
"260293",0,0,0,0,0,0,0
"1215",0,0,0,0,0,0,0
"57094",0,0,0,0,0,0,0
"1357",0,0,0,0,0,0,0
"1358",1,0,1,0,0,1,1
"93979",0,0,0,1,1,0,1
"23430",0,1,0,1,1,1,0
"7384",1,1,1,1,1,1,1
"7388",1,1,1,1,1,1,1
"7386",1,1,1,1,1,1,1
"29796",1,1,1,1,1,1,1
"7385",0,0,0,1,1,1,1
"1537",1,1,1,1,1,1,1
"9481",0,0,0,0,0,0,0
"9016",1,1,0,0,1,1,0
"7352",0,0,0,0,0,1,1
"7351",1,1,1,1,1,1,1
"4726",1,1,1,1,1,1,1
"4729",1,1,1,1,1,1,1
"4541",1,1,1,1,1,1,1
"4719",0,0,1,0,0,1,1
"4713",1,1,1,1,1,1,1
"4718",1,1,1,1,1,1,1
"7991",0,0,0,0,0,0,0
"126328",1,1,1,1,1,1,1
"4539",1,1,1,1,1,1,1
"4731",0,1,1,1,0,0,0
"4694",1,1,1,1,1,1,1
"4705",1,1,0,0,0,1,1
"4704",1,1,1,0,0,0,1
"4695",1,1,1,1,1,1,1
"4696",1,1,1,1,1,1,1
"4707",1,1,1,1,1,1,1
"4711",1,1,1,1,1,1,1
"4712",1,1,1,1,1,1,1
"4702",1,1,1,1,1,1,1
"4537",1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1
"4700",1,1,1,1,1,1,1
"4538",1,1,1,1,1,1,1
"4708",1,1,1,1,1,1,1
"4709",1,1,1,1,1,1,1
"4715",1,1,1,1,1,1,1
"4535",1,1,1,1,1,1,1
