"","GSM1209561","GSM1209562","GSM1209563","GSM2460434","GSM2460438","GSM2460442","GSM2460446","GSM2460450","GSM2460454","GSM2607420","GSM2607421","GSM2607422","GSM2607423","GSM2607424","GSM2607425"
"115286",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"271",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"272",1,0,0,0,0,1,0,1,1,0,0,0,1,1,1
"270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"278",1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"277",1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"279",1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"280",1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"6519",1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"276",1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"11136",0,1,0,0,1,0,0,1,1,1,0,0,0,1,1
"10998",0,1,0,1,1,1,0,0,0,1,1,1,1,0,0
"113451",0,0,1,1,1,0,0,0,1,1,1,1,0,1,0
"9057",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"384",1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
"445",1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
"83884",0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
"10166",1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"410",0,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"427",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"9963",1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
"9962",0,0,1,1,1,0,0,1,1,1,0,1,1,0,0
"80150",0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
"440",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"790",0,0,1,0,0,1,0,1,1,1,1,1,0,0,0
"6505",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"6512",1,0,1,1,1,1,0,0,0,1,1,1,0,0,0
"6511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9296",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"533",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"90423",0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
"528",1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"525",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10312",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"127124",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"245973",0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
"50617",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9114",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"23545",1,0,1,0,1,1,1,0,1,1,1,1,0,0,0
"8992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"535",0,1,0,1,1,1,0,1,0,0,1,1,1,1,0
"527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"526",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"523",0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
"529",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9550",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51382",0,1,1,1,1,0,0,1,0,0,0,1,1,0,1
"245972",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"957",0,1,0,0,0,1,1,1,1,1,0,1,1,1,0
"956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955",0,1,0,0,1,1,1,0,1,1,0,0,0,0,1
"953",1,0,1,0,0,1,1,1,0,1,0,1,0,1,0
"954",1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
"377841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"291",0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
"292",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4126",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84002",0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
"3141",0,1,0,0,0,1,0,1,1,1,1,1,1,0,0
"140679",0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
"8424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1244",1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
"8714",0,0,1,1,1,1,0,0,0,1,1,0,1,0,0
"28234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645",0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
"644",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"9488",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10380",1,0,0,0,0,0,1,1,1,1,0,1,1,0,0
"686",0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
"8884",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51733",1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
"7108",1,0,0,0,1,0,1,0,0,1,1,1,0,1,0
"50814",1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
"3295",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"6307",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"493",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"847",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6543",0,1,0,1,1,1,0,1,0,1,1,1,0,0,0
"6547",0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"6546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166785",1,0,0,0,1,0,1,1,0,1,1,1,0,0,0
"2538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92579",0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"1373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873",0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
"10423",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8760",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56994",1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"10390",1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
"64781",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10087",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"6565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9023",1,1,0,0,1,0,0,0,1,0,1,0,0,1,1
"1103",0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
"162466",1,0,1,0,1,1,0,1,0,0,0,1,1,1,0
"9468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5130",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"6579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6555",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6554",0,1,0,1,0,0,0,0,1,0,1,1,1,1,0
"55349",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"1120",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1119",1,0,1,1,1,0,0,0,0,1,1,1,0,0,1
"60482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6582",1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
"6584",1,0,1,1,0,1,1,1,1,0,0,1,1,0,1
"6820",0,0,1,0,1,1,0,1,1,1,1,1,1,0,0
"10948",0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
"19",0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
"1118",1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
"27159",1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
"54682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9058",1,0,1,1,1,0,0,0,0,1,1,1,0,0,0
"6576",1,0,1,1,1,0,0,0,0,0,1,0,1,1,0
"1159",0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
"548596",0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
"1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152",0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
"5172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65010",1,0,1,0,0,1,1,0,0,1,1,0,0,1,0
"54675",1,0,1,0,0,0,1,1,0,1,0,1,1,0,0
"10559",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"55907",1,0,0,1,0,1,1,1,1,1,0,0,1,1,1
"8034",1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
"8824",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1
"51805",0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
"51004",0,1,1,0,1,0,1,1,0,1,0,1,1,0,0
"10229",1,0,0,0,1,1,0,1,0,1,1,1,0,0,0
"2650",1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
"9245",1,0,1,1,1,0,0,0,1,1,1,0,0,1,1
"51301",1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
"192134",0,1,1,1,1,0,0,0,0,1,1,1,1,1,0
"386757",0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
"6535",0,1,0,1,1,1,0,0,0,1,1,1,0,1,0
"1384",1,1,0,1,1,1,0,0,0,0,1,0,1,1,0
"6583",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54677",1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
"8140",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23428",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
"1036",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"23657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978",1,0,1,1,0,1,0,1,1,1,0,1,1,1,0
"7371",1,1,0,0,1,1,0,0,0,1,1,1,0,0,0
"83549",0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"129607",1,1,0,0,0,1,1,1,1,0,1,1,0,0,1
"160851",0,0,1,0,1,1,1,0,1,1,0,0,1,0,0
"8526",1,0,1,1,0,0,1,1,1,1,0,1,0,0,1
"1606",0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"8527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609",0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
"8525",0,0,1,0,1,1,0,1,0,1,1,0,1,0,1
"9162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1610",0,1,0,0,1,1,0,0,1,1,1,1,0,0,0
"51022",1,0,1,1,1,0,0,0,1,1,1,1,1,0,0
"2745",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8528",0,1,0,1,1,0,0,0,0,1,0,1,1,0,1
"10455",0,0,1,0,0,1,1,1,1,0,0,0,1,1,1
"1632",1,0,1,1,1,0,1,0,0,1,1,1,0,0,0
"1633",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6319",0,0,1,0,0,1,0,1,1,1,1,1,0,0,0
"9415",1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
"3992",0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
"8694",1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
"84649",1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"1716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6513",0,1,0,1,1,0,0,0,1,1,1,0,1,0,0
"6517",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1718",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717",0,0,1,0,1,1,1,0,1,1,1,1,1,0,0
"8560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123099",1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
"11309",1,0,1,1,1,0,0,0,1,1,0,1,1,1,0
"6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",1,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"1809",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1808",1,0,1,0,0,1,1,1,1,0,1,0,1,1,0
"1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23539",1,0,1,1,1,0,0,0,0,1,1,1,0,0,0
"2224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29958",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"60386",1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
"84920",1,0,1,0,0,1,1,1,1,1,0,1,1,0,0
"79087",0,0,1,0,1,1,1,0,0,1,1,1,1,0,0
"26002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621",0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
"7299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
"5224",1,0,1,1,1,0,0,0,0,0,1,1,1,0,0
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4597",0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
"51071",0,1,1,0,0,1,1,1,1,1,0,0,1,0,1
"1806",0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
"7083",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0
"7084",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3704",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1892",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"549",0,0,1,0,1,1,1,0,1,1,1,1,0,0,0
"1962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11001",1,0,1,0,0,1,1,1,0,1,1,1,0,0,1
"28231",0,0,1,0,1,0,1,0,0,1,1,1,0,0,1
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10257",1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
"28232",1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2108",1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
"2110",0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
"55500",1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"55224",0,0,1,1,1,0,1,0,1,1,1,0,0,1,1
"8790",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"51086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2181",1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
"2180",1,0,0,0,1,1,1,1,0,1,1,0,1,0,1
"2182",1,0,0,0,1,1,1,1,1,1,1,1,0,0,1
"81616",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23305",0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
"116285",1,1,0,1,0,1,0,0,0,0,1,0,0,1,0
"5167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6785",1,0,0,0,0,1,0,1,0,0,0,0,1,1,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79071",1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
"1579",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2194",1,1,0,1,1,0,0,0,0,1,1,1,0,0,0
"10999",1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
"376497",0,1,1,1,0,0,1,1,1,1,0,0,0,1,0
"230",0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5207",0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"2203",1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
"5210",1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
"5209",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8789",0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
"2235",1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"10840",0,0,1,1,1,1,0,0,0,1,1,1,0,0,0
"79901",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"197258",0,1,1,0,0,1,1,1,1,0,0,1,0,1,1
"125061",1,0,1,1,1,0,0,0,0,1,1,1,0,0,1
"1719",0,1,1,1,0,0,1,1,1,1,1,0,1,0,0
"2356",0,1,0,0,1,0,0,0,1,1,1,1,0,0,1
"155184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29988",1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
"66035",0,1,0,0,1,0,1,1,1,0,1,0,1,1,0
"6518",0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25902",1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"4522",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"2519",1,0,0,0,0,0,1,1,1,1,0,0,1,1,0
"2517",1,1,0,0,0,1,1,1,1,0,0,1,1,0,1
"2184",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2271",1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
"2523",0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
"2525",1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"9334",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8704",1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
"8703",1,1,0,0,1,0,1,1,1,1,0,1,0,1,0
"2820",0,0,1,0,0,0,1,1,1,1,0,0,1,0,0
"5832",1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
"9563",0,1,0,0,1,1,0,0,1,0,0,1,1,1,0
"2539",1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
"2542",0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
"2593",0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
"9514",1,0,1,0,1,1,0,0,1,1,0,1,0,0,0
"5476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2720",1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
"2588",1,0,1,0,0,0,1,1,1,0,0,0,0,1,1
"2581",0,0,1,0,0,1,1,1,1,0,0,1,1,1,1
"2583",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"55454",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"55790",1,0,0,1,0,0,1,1,1,0,1,0,1,1,1
"79586",0,1,0,1,1,0,0,0,1,1,1,1,0,0,0
"337876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22856",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63917",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11226",1,0,0,0,0,1,1,1,0,1,1,1,0,0,0
"55568",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2589",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"51809",1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
"8693",1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
"2591",1,0,1,0,0,1,0,1,1,0,1,1,1,0,0
"117248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26290",0,1,0,1,1,0,1,0,0,0,1,0,1,1,1
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79695",0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
"50614",0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
"79623",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
"2590",1,0,1,0,0,1,1,1,0,1,0,0,0,0,1
"11227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126792",0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
"11285",0,0,1,1,1,0,0,0,1,1,1,1,0,0,1
"8972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",0,0,1,0,0,1,1,1,1,1,0,1,0,0,0
"26301",1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
"4329",1,0,1,0,0,1,1,1,1,0,0,1,1,1,0
"7915",1,0,1,0,0,0,1,1,1,1,1,0,1,1,0
"2731",0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
"275",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1
"2653",1,0,1,0,1,0,0,1,1,1,1,1,1,0,0
"2651",1,0,1,1,0,0,0,0,1,0,1,1,1,1,1
"55343",0,1,0,0,0,0,1,1,1,1,1,0,0,0,0
"8836",1,0,1,0,0,1,1,1,0,1,1,0,1,0,0
"79017",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"8908",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"2992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2997",1,0,1,0,1,0,1,0,1,1,1,0,1,0,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687",0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6470",0,1,0,1,0,0,1,1,1,1,1,0,1,0,0
"2717",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"2632",1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8372",1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
"26035",0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
"54480",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"2131",1,0,1,1,0,1,1,1,0,0,1,0,1,0,0
"2132",0,0,1,1,0,0,1,1,1,1,0,1,1,1,0
"27087",1,0,1,0,0,1,1,0,0,1,0,0,1,1,1
"26229",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"135152",0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
"4669",0,1,1,1,1,0,0,0,0,1,1,0,1,1,0
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8509",1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"3340",0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"2137",1,0,0,1,1,0,0,0,1,1,1,0,1,0,0
"2135",0,1,0,1,0,0,1,0,1,0,0,1,1,0,1
"2134",1,0,1,1,1,0,0,1,0,1,0,1,1,0,0
"144195",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"154091",1,0,1,0,1,1,1,0,0,1,1,1,0,1,0
"11182",1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
"56606",1,1,0,1,1,0,0,0,0,1,0,0,1,1,0
"6523",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"178",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"5837",1,0,1,0,0,0,1,1,1,0,1,1,0,1,1
"5834",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5836",0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"2729",1,0,0,0,1,1,0,1,1,1,0,1,0,0,0
"2730",1,0,1,0,0,1,1,1,1,1,0,1,1,0,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2747",1,0,1,1,0,1,0,1,1,1,1,1,0,0,0
"10841",1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"27165",0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
"2744",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"79751",1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
"83733",0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
"2639",1,0,1,0,0,0,1,1,1,1,1,1,0,0,0
"57084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57030",1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
"246213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51179",1,0,1,1,1,0,0,0,0,1,0,0,1,1,1
"54363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9380",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2713",1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
"2710",0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"3029",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6536",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"5226",1,1,0,1,1,0,1,0,0,1,0,1,1,0,0
"27232",1,0,0,0,1,0,1,1,1,0,1,1,0,0,1
"57678",0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
"80055",1,0,1,1,1,0,0,1,1,1,1,1,0,0,0
"54965",1,0,1,0,1,1,1,1,1,1,0,1,1,0,0
"93183",1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"2936",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2876",1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2877",0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
