"","ImmProt_T8.CM_01","ImmProt_T8.CM_02","ImmProt_T8.CM_03","ImmProt_T8.CM_04","ImmProt_T8.CM_01_activated","ImmProt_T8.CM_02_activated","ImmProt_T8.CM_03_activated","ImmProt_T8.CM_04_activated","ImmProt_T8.EM_01","ImmProt_T8.EM_02","ImmProt_T8.EM_03","ImmProt_T8.EM_04","ImmProt_T8.EM_01_activated","ImmProt_T8.EM_02_activated","ImmProt_T8.EM_03_activated","ImmProt_T8.EM_04_activated"
"9331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55217",0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0
"7368",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7296",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"8613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5315",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8611",0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
"26063",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"8612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"874",1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
"5498",1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
"11181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10901",1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1
"126410",0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1
"80162",1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"7166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8288",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2053",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"9588",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"121278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8897",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"4353",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8898",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"169355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9497",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"115584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6916",0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
"23761",0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"6574",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"7054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9791",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
"6534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81490",0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"10005",0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
"3293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
"10965",1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
"28965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10020",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"23205",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26061",0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
"112483",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"6303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29880",0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
"54716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8566",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"113235",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"151531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
"2168",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7358",0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
"23169",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"51056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7378",0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1
"9390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80146",0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0
"5184",1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"4891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5168",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2944",1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"30061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64080",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"4524",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"3906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25796",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7357",1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"28982",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6120",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"11046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51109",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"157506",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"54578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112724",0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1
"50700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57665",1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1
"120103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8228",0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
"113278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54981",1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
"7364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6482",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6484",1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"7363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6483",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54963",0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1
"10057",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9653",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"9942",0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
"6524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64131",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"55065",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
"64132",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"3423",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"79581",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
"10060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51181",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64077",1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"3767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5464",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10724",0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1
"5950",0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
"1356",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2495",0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
"9956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512",0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
"94033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"2350",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55501",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"51706",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"3248",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"51700",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"166929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10587",1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
"166012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113189",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"56261",0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1
"50515",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"80347",1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"3658",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"93034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
"203",0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"22978",0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
"122481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100526794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"51251",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"23563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11212",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"383",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9435",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1371",1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"4166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56954",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1503",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"9469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56474",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"8534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"5313",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"92086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987",1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
"56548",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5860",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"9394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9453",1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"2686",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2023",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2027",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"90161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102724197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"80308",1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"10157",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
"118881",1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0
"5211",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7360",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3176",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"26330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
"81537",0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1
"2597",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29926",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"2673",1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"9945",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6652",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"29925",1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"51557",1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6342",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2752",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"102724560",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"9056",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2762",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"10558",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"2643",0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
"22934",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"761",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51292",1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0
"55304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9517",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"2098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8879",0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
"2766",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"771",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57571",0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"8869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8833",1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"641371",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5538",1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1
"56848",0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8877",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3145",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"9374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11332",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"586",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"55825",1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"130752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51102",1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"3615",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3614",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55627",0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"132158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609",1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
"641649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4351",1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"23475",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6610",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"100287639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93100",1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"441024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50484",0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
"65220",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"6241",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"116369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6240",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"284129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79966",0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1
