"","GSM1621305","GSM1621306","GSM1621307","GSM1621308","GSM1621309","GSM1621310","GSM1621311"
"ENSG00000006327",0,1,0,0,1,0,1
"ENSG00000006377",0,0,0,0,0,0,0
"ENSG00000006432",1,1,0,0,0,0,0
"ENSG00000006451",1,1,1,1,1,1,1
"ENSG00000006453",0,1,0,0,0,0,1
"ENSG00000006459",1,1,1,1,1,1,1
"ENSG00000006468",0,0,0,0,0,0,0
"ENSG00000006530",1,1,1,0,0,0,1
"ENSG00000006534",0,1,0,1,1,1,0
"ENSG00000006555",0,1,1,1,1,0,0
"ENSG00000006576",0,1,0,0,0,1,1
"ENSG00000006606",0,0,0,0,0,0,0
"ENSG00000006607",0,0,0,0,1,1,1
"ENSG00000006611",0,1,0,0,0,1,1
"ENSG00000006625",1,1,1,1,1,1,1
"ENSG00000006634",1,1,1,1,1,1,1
"ENSG00000006638",0,0,0,1,1,1,1
"ENSG00000006652",1,1,1,1,1,1,1
"ENSG00000006659",1,1,1,0,0,0,0
"ENSG00000006695",1,1,1,0,1,0,0
"ENSG00000006704",1,1,1,0,1,0,0
"ENSG00000006712",1,1,1,1,1,1,1
"ENSG00000006715",1,1,0,0,1,0,0
"ENSG00000006740",1,0,1,1,0,0,0
"ENSG00000006744",1,1,1,1,1,1,1
"ENSG00000006747",0,0,0,0,0,0,0
"ENSG00000006756",1,1,0,0,0,0,1
"ENSG00000006757",1,1,1,1,0,0,0
"ENSG00000006788",1,1,1,1,0,0,0
"ENSG00000006831",1,1,1,1,1,1,1
"ENSG00000006837",0,0,1,1,0,0,0
"ENSG00000007001",0,0,0,0,0,0,0
"ENSG00000007038",1,0,0,1,1,0,1
"ENSG00000007047",1,1,1,1,1,1,1
"ENSG00000007062",0,0,0,0,0,0,0
"ENSG00000007080",0,1,0,1,1,0,1
"ENSG00000007129",1,0,1,0,0,0,1
"ENSG00000007168",1,1,1,1,1,1,1
"ENSG00000007171",0,0,1,1,1,1,1
"ENSG00000007174",1,0,0,0,1,0,1
"ENSG00000007202",0,0,0,0,0,1,1
"ENSG00000007216",0,0,0,0,0,0,0
"ENSG00000007237",1,1,0,1,0,1,0
"ENSG00000007255",1,1,1,1,1,1,1
"ENSG00000007264",0,1,0,1,0,1,0
"ENSG00000007306",0,0,0,0,0,0,0
"ENSG00000007312",1,1,0,1,1,0,0
"ENSG00000007314",0,0,0,0,0,0,0
"ENSG00000007341",1,1,1,0,0,0,0
"ENSG00000007350",0,0,0,1,0,1,1
"ENSG00000007372",0,0,0,0,0,0,0
"ENSG00000007376",0,1,0,0,1,0,0
"ENSG00000007384",1,1,0,1,0,0,1
"ENSG00000007392",1,1,1,1,1,1,1
"ENSG00000007402",0,1,0,1,0,1,1
"ENSG00000007516",0,1,0,1,1,1,1
"ENSG00000007520",1,1,1,1,1,1,1
"ENSG00000007541",0,0,0,1,1,0,1
"ENSG00000007545",1,1,1,1,1,1,1
"ENSG00000007866",1,0,0,0,0,0,0
"ENSG00000007908",0,0,0,0,0,0,0
"ENSG00000007923",0,0,0,0,1,0,1
"ENSG00000007933",0,0,0,0,0,0,0
"ENSG00000007944",1,1,1,1,1,1,1
"ENSG00000007952",0,0,0,0,0,0,0
"ENSG00000007968",1,1,1,0,1,0,0
"ENSG00000008018",1,1,1,1,1,1,1
"ENSG00000008056",0,1,0,1,1,1,0
"ENSG00000008083",1,1,1,1,1,1,1
"ENSG00000008086",1,0,1,1,0,0,1
"ENSG00000008118",0,0,0,0,0,0,0
"ENSG00000008128",1,1,1,1,1,1,1
"ENSG00000008130",0,1,0,1,1,0,1
"ENSG00000008196",0,0,0,0,0,0,0
"ENSG00000008197",0,0,0,0,0,0,0
"ENSG00000008226",1,1,0,1,0,0,0
"ENSG00000008256",1,0,0,1,0,1,1
"ENSG00000008277",0,0,0,0,0,0,0
"ENSG00000008282",1,1,1,1,1,1,1
"ENSG00000008283",0,0,0,1,1,1,1
"ENSG00000008294",0,1,0,0,0,1,1
"ENSG00000008300",1,1,1,1,0,0,0
"ENSG00000008311",0,0,0,0,0,0,0
"ENSG00000008323",0,0,0,1,1,1,1
"ENSG00000008324",1,1,1,1,1,1,1
"ENSG00000008382",1,1,1,1,1,0,1
"ENSG00000008394",0,0,0,0,0,0,0
"ENSG00000008405",1,1,0,0,0,1,0
"ENSG00000008438",0,1,0,0,0,1,1
"ENSG00000008441",0,1,0,0,0,0,1
"ENSG00000008513",0,0,0,0,0,1,1
"ENSG00000008516",0,1,0,1,1,0,0
"ENSG00000008517",1,1,1,1,1,1,1
"ENSG00000008710",1,1,0,0,0,1,1
"ENSG00000008735",0,0,0,1,1,1,1
"ENSG00000008838",1,1,1,1,1,0,1
"ENSG00000008853",1,0,1,0,1,0,0
"ENSG00000008869",1,0,0,0,0,1,0
"ENSG00000008952",1,0,1,1,1,0,0
"ENSG00000008988",1,1,1,1,1,1,1
"ENSG00000009307",1,1,1,1,1,1,1
"ENSG00000009335",0,1,0,0,0,1,1
"ENSG00000009413",1,1,1,1,1,1,1
"ENSG00000009694",1,0,0,0,1,1,0
"ENSG00000009709",0,1,0,1,0,1,0
"ENSG00000009724",0,0,0,0,1,1,1
"ENSG00000009765",0,0,0,0,0,0,0
"ENSG00000009780",1,1,0,0,1,1,0
"ENSG00000009790",1,1,1,1,1,1,1
"ENSG00000009830",0,1,0,1,0,0,1
"ENSG00000009844",0,1,1,0,0,0,0
"ENSG00000009950",0,1,0,1,1,0,1
"ENSG00000009954",1,1,1,1,1,1,1
"ENSG00000010017",1,1,1,1,1,1,1
"ENSG00000010030",0,1,1,1,1,0,0
"ENSG00000010072",0,1,0,1,0,1,1
"ENSG00000010165",1,0,1,1,0,0,0
"ENSG00000010219",0,1,1,1,1,0,0
"ENSG00000010244",1,1,0,1,1,1,1
"ENSG00000010256",1,1,1,1,1,1,1
"ENSG00000010270",1,1,1,1,1,1,1
"ENSG00000010278",0,0,1,0,0,0,0
"ENSG00000010282",0,0,0,0,0,0,0
"ENSG00000010292",0,1,1,0,0,0,1
"ENSG00000010295",1,1,1,1,1,1,1
"ENSG00000010310",1,1,0,1,1,0,1
"ENSG00000010318",1,1,1,0,1,0,0
"ENSG00000010319",0,0,0,0,0,0,1
"ENSG00000010322",1,1,1,1,1,1,1
"ENSG00000010327",1,1,1,1,1,0,0
"ENSG00000010361",0,1,0,1,1,1,1
"ENSG00000010379",0,1,0,1,0,1,0
"ENSG00000010404",0,1,0,0,1,1,1
"ENSG00000010438",0,0,0,1,1,1,1
"ENSG00000010539",0,1,1,0,0,1,0
"ENSG00000010610",1,1,1,1,1,1,1
"ENSG00000010626",1,0,1,1,0,0,0
"ENSG00000010671",0,1,1,0,1,1,1
"ENSG00000010704",0,0,0,1,1,1,1
"ENSG00000010803",1,0,1,1,1,0,0
"ENSG00000010810",1,1,1,1,1,1,1
"ENSG00000010818",1,1,1,1,1,1,1
"ENSG00000010932",0,0,0,0,0,0,0
"ENSG00000011007",0,1,0,1,0,1,1
"ENSG00000011009",1,1,1,1,1,1,1
"ENSG00000011021",1,0,1,1,1,0,0
"ENSG00000011028",1,0,1,0,1,0,0
"ENSG00000011052",1,1,1,1,1,1,1
"ENSG00000011083",0,1,0,1,1,0,0
"ENSG00000011105",0,1,0,1,1,0,1
"ENSG00000011114",0,0,0,0,0,1,1
"ENSG00000011132",1,1,1,1,1,1,1
"ENSG00000011143",0,0,1,1,0,0,1
"ENSG00000011198",1,0,0,1,1,1,1
"ENSG00000011201",1,1,1,0,1,1,1
"ENSG00000011243",0,1,0,0,1,1,1
"ENSG00000011258",0,0,1,0,0,1,1
"ENSG00000011260",1,1,1,1,1,1,1
"ENSG00000011275",1,1,0,0,1,0,1
"ENSG00000011295",1,1,1,1,1,1,1
"ENSG00000011304",1,1,1,1,1,1,1
"ENSG00000011332",0,0,0,0,1,1,1
"ENSG00000011347",1,0,0,1,0,0,1
"ENSG00000011376",1,1,1,1,1,0,0
"ENSG00000011405",0,0,0,0,0,1,1
"ENSG00000011422",0,1,0,1,1,0,1
"ENSG00000011426",0,0,0,0,0,0,0
"ENSG00000011451",0,1,1,1,0,0,1
"ENSG00000011454",0,1,0,0,0,1,1
"ENSG00000011465",0,0,0,0,0,0,0
"ENSG00000011478",0,1,0,0,0,1,0
"ENSG00000011485",0,0,0,0,0,1,1
"ENSG00000011523",0,0,0,0,1,1,1
"ENSG00000011566",1,1,0,0,1,1,0
"ENSG00000011590",0,0,0,1,1,0,1
"ENSG00000011600",0,0,0,0,0,0,0
"ENSG00000011638",0,0,0,0,0,1,1
"ENSG00000011677",0,0,0,0,0,0,0
"ENSG00000012048",1,0,1,0,1,0,1
"ENSG00000012061",1,1,1,1,1,0,1
"ENSG00000012124",0,0,0,1,0,0,0
"ENSG00000012171",0,1,1,0,1,0,1
"ENSG00000012174",0,0,1,1,1,0,1
"ENSG00000012211",0,1,1,0,0,1,1
"ENSG00000012223",0,1,0,0,1,1,0
"ENSG00000012232",1,1,1,0,1,0,0
"ENSG00000012504",0,0,0,0,0,0,0
"ENSG00000012660",1,1,1,1,1,1,1
"ENSG00000012779",0,0,0,0,0,0,0
"ENSG00000012817",1,1,1,0,1,1,1
"ENSG00000012822",1,1,1,1,1,1,1
"ENSG00000012963",1,1,1,1,1,1,1
"ENSG00000012983",1,0,0,0,0,1,1
"ENSG00000013016",0,0,1,0,0,0,0
"ENSG00000013275",1,1,1,1,1,1,1
"ENSG00000013288",1,1,1,1,1,1,1
"ENSG00000013293",0,0,1,0,0,1,0
"ENSG00000013297",1,0,0,0,0,0,0
"ENSG00000013306",1,1,1,1,1,1,1
"ENSG00000013364",1,1,1,1,1,1,1
"ENSG00000013374",1,1,1,1,1,1,1
"ENSG00000013375",1,0,0,1,1,1,0
"ENSG00000013392",0,0,1,0,1,0,0
"ENSG00000013441",1,1,1,1,1,1,1
"ENSG00000013503",1,1,1,1,0,0,0
"ENSG00000013523",0,1,1,1,1,0,1
"ENSG00000013561",1,1,1,1,0,0,0
"ENSG00000013563",1,1,1,1,1,0,1
"ENSG00000013573",0,0,1,1,0,0,1
"ENSG00000013583",0,1,1,1,0,0,0
"ENSG00000013588",0,1,1,0,1,1,0
"ENSG00000013619",1,1,1,0,0,0,0
"ENSG00000013725",0,1,0,1,1,1,1
"ENSG00000013810",1,1,1,0,1,1,1
"ENSG00000014123",0,1,0,0,0,1,0
"ENSG00000014138",0,0,1,1,1,0,0
"ENSG00000014164",1,1,0,0,0,0,1
"ENSG00000014216",1,1,1,1,1,1,1
"ENSG00000014257",0,0,0,0,0,0,0
"ENSG00000014641",1,1,1,1,1,1,1
"ENSG00000014824",0,1,1,1,1,1,0
"ENSG00000014914",1,0,1,1,1,0,0
"ENSG00000014919",1,0,1,0,1,0,1
"ENSG00000015133",1,1,0,1,1,1,1
"ENSG00000015153",1,0,1,0,1,0,1
"ENSG00000015171",1,0,0,0,0,1,1
"ENSG00000015285",1,1,1,1,1,1,1
"ENSG00000015413",1,1,0,0,0,1,0
"ENSG00000015475",1,0,1,1,1,0,0
"ENSG00000015479",1,1,1,1,1,1,1
"ENSG00000015520",1,0,0,1,1,0,0
"ENSG00000015532",0,0,1,1,1,0,0
"ENSG00000015568",0,1,0,0,1,1,1
"ENSG00000015592",0,1,0,1,0,0,1
"ENSG00000015676",1,1,1,0,1,0,0
"ENSG00000016082",0,0,0,0,0,0,0
"ENSG00000016391",0,0,0,0,0,0,0
"ENSG00000016402",0,0,0,0,0,0,0
"ENSG00000016490",0,0,0,0,0,0,0
"ENSG00000016602",0,0,0,0,0,0,0
"ENSG00000016864",1,1,1,1,1,1,1
"ENSG00000017260",1,0,1,1,0,0,0
"ENSG00000017427",0,0,0,0,0,0,0
"ENSG00000017483",1,0,0,1,0,0,1
"ENSG00000017797",1,1,1,1,1,1,1
"ENSG00000018189",1,0,0,0,0,1,1
"ENSG00000018236",0,0,0,0,0,0,0
"ENSG00000018280",0,0,0,0,1,1,1
"ENSG00000018408",1,0,0,0,0,1,0
"ENSG00000018510",1,1,1,0,1,0,0
"ENSG00000018610",1,0,1,1,1,0,0
"ENSG00000018625",0,0,0,0,0,0,0
"ENSG00000018699",1,1,1,1,1,1,1
"ENSG00000018869",0,1,1,1,1,0,0
"ENSG00000019102",0,1,1,1,1,0,1
"ENSG00000019144",0,1,0,0,0,1,0
"ENSG00000019169",0,0,0,0,0,1,1
"ENSG00000019186",0,0,0,0,0,0,0
"ENSG00000019485",1,0,0,1,1,0,1
"ENSG00000019505",0,1,1,1,0,0,1
"ENSG00000019549",0,0,0,0,0,0,0
"ENSG00000019582",0,1,1,1,1,1,1
"ENSG00000019991",0,0,0,0,0,0,0
"ENSG00000019995",1,1,0,1,1,1,1
"ENSG00000020129",0,0,0,0,0,1,1
"ENSG00000020181",0,0,0,0,0,0,0
"ENSG00000020256",1,0,1,1,0,0,0
"ENSG00000020426",1,1,1,1,0,0,0
"ENSG00000020577",0,1,0,0,0,0,1
"ENSG00000020633",0,0,0,1,0,1,1
"ENSG00000020922",1,0,0,1,0,1,0
"ENSG00000021300",1,0,1,1,0,1,1
"ENSG00000021355",1,1,1,1,1,1,1
"ENSG00000021461",0,0,0,0,0,0,0
"ENSG00000021488",0,0,1,0,1,1,1
"ENSG00000021574",0,0,0,0,1,1,1
"ENSG00000021645",0,0,0,0,0,0,0
"ENSG00000021762",1,1,1,0,0,1,0
"ENSG00000021776",1,0,1,0,0,1,0
"ENSG00000021826",0,0,0,0,0,0,0
"ENSG00000021852",0,0,0,0,0,0,0
"ENSG00000022267",1,0,0,0,1,1,0
"ENSG00000022277",0,1,0,1,1,0,0
"ENSG00000022355",0,0,0,0,0,0,0
"ENSG00000022556",0,0,1,1,0,0,1
"ENSG00000022567",1,0,0,0,0,1,0
"ENSG00000022840",1,1,1,1,1,1,1
"ENSG00000022976",0,1,1,1,1,0,0
"ENSG00000023041",1,1,1,1,1,1,1
"ENSG00000023171",1,1,1,1,1,1,1
"ENSG00000023191",1,1,0,0,0,0,1
"ENSG00000023228",0,0,1,0,0,1,1
"ENSG00000023287",1,1,1,1,1,1,1
"ENSG00000023318",1,1,1,0,0,1,0
"ENSG00000023330",1,1,1,1,1,1,1
"ENSG00000023445",1,1,1,1,1,1,1
"ENSG00000023516",1,1,1,1,1,1,1
"ENSG00000023572",1,1,1,1,1,1,1
"ENSG00000023608",1,1,0,1,1,1,1
"ENSG00000023697",1,1,1,1,1,1,1
"ENSG00000023734",1,1,0,1,1,1,0
"ENSG00000023839",1,1,1,0,0,0,0
"ENSG00000023892",1,1,1,1,1,1,1
"ENSG00000023902",1,1,1,1,1,1,1
"ENSG00000023909",1,0,1,0,1,1,0
"ENSG00000024048",1,1,0,0,0,1,0
"ENSG00000024422",0,1,0,1,1,0,1
"ENSG00000024526",0,0,0,0,0,0,0
"ENSG00000024862",1,1,1,1,1,1,1
"ENSG00000025039",1,1,0,1,0,1,0
"ENSG00000025156",0,1,0,1,0,1,0
"ENSG00000025293",0,1,0,0,0,1,1
"ENSG00000025423",0,0,0,0,0,0,0
"ENSG00000025434",1,1,1,0,0,0,1
"ENSG00000025708",1,0,0,1,0,1,1
"ENSG00000025770",0,1,0,1,1,0,0
"ENSG00000025772",1,1,1,1,1,1,1
"ENSG00000025796",1,0,1,0,1,0,1
"ENSG00000025800",1,1,1,1,1,1,1
"ENSG00000026025",1,1,1,1,1,1,1
"ENSG00000026036",0,1,0,1,1,0,1
"ENSG00000026103",1,1,1,1,1,1,1
"ENSG00000026297",1,1,1,1,1,1,1
"ENSG00000026508",1,1,1,1,1,1,1
"ENSG00000026559",0,0,0,1,1,1,1
"ENSG00000026652",0,1,0,0,0,1,1
"ENSG00000026751",0,0,0,0,0,0,0
"ENSG00000026950",1,1,1,1,1,1,1
"ENSG00000027001",1,0,1,1,1,0,0
"ENSG00000027075",1,1,1,1,1,1,1
"ENSG00000027644",0,1,1,0,1,0,1
"ENSG00000027697",0,1,0,0,0,1,1
"ENSG00000027847",1,0,1,1,0,0,0
"ENSG00000027869",0,1,1,0,0,0,1
"ENSG00000028116",1,1,1,1,1,0,1
"ENSG00000028137",1,1,1,1,1,1,1
"ENSG00000028203",1,0,0,0,0,1,0
"ENSG00000028277",1,1,1,0,0,0,0
"ENSG00000028310",1,1,1,1,1,1,1
"ENSG00000028528",1,1,1,1,1,1,1
"ENSG00000028839",1,1,1,1,1,1,1
"ENSG00000029153",0,0,1,0,0,0,1
"ENSG00000029363",1,1,1,1,1,1,1
"ENSG00000029364",1,0,1,1,0,0,1
"ENSG00000029534",0,1,0,0,1,0,0
"ENSG00000029559",0,0,0,0,0,0,0
"ENSG00000029639",1,1,1,0,0,0,0
"ENSG00000029725",1,0,1,1,0,1,0
"ENSG00000029993",1,1,1,1,1,0,0
"ENSG00000030066",0,1,0,0,0,1,1
"ENSG00000030110",1,1,1,1,1,1,1
"ENSG00000030304",0,0,0,0,0,0,0
"ENSG00000030419",0,1,0,0,0,1,1
"ENSG00000030582",1,0,1,1,1,0,0
"ENSG00000031003",1,1,0,1,0,1,0
"ENSG00000031081",1,1,1,0,0,0,0
"ENSG00000031691",1,0,1,0,1,0,1
"ENSG00000031698",1,1,1,1,1,1,1
"ENSG00000031823",0,1,0,0,0,1,1
"ENSG00000032219",1,1,1,1,1,1,1
"ENSG00000032389",1,1,1,1,1,1,1
"ENSG00000032444",1,1,1,1,1,1,1
"ENSG00000032742",1,0,1,1,1,1,1
"ENSG00000033011",1,0,1,0,1,0,0
"ENSG00000033030",1,1,1,0,1,1,0
"ENSG00000033050",0,0,1,0,0,0,1
"ENSG00000033100",1,1,1,1,1,1,1
"ENSG00000033122",0,0,0,0,0,0,0
"ENSG00000033170",0,1,1,1,0,1,1
"ENSG00000033178",0,0,1,0,0,1,1
"ENSG00000033327",1,1,1,1,1,0,1
"ENSG00000033627",0,1,0,0,1,0,1
"ENSG00000033800",1,1,0,0,0,0,0
"ENSG00000033867",0,1,0,0,1,1,0
"ENSG00000034053",1,0,1,1,0,1,0
"ENSG00000034152",1,1,1,1,1,1,1
"ENSG00000034239",0,0,0,0,0,0,0
"ENSG00000034510",1,1,1,1,1,1,1
"ENSG00000034533",1,1,1,1,1,1,1
"ENSG00000034677",1,1,1,1,1,1,1
"ENSG00000034693",1,0,1,1,0,0,0
"ENSG00000034713",1,1,1,1,1,1,1
"ENSG00000034971",0,0,0,0,0,0,0
"ENSG00000035115",0,1,0,1,1,1,0
"ENSG00000035141",1,1,1,1,1,1,1
"ENSG00000035403",1,0,0,0,0,1,0
"ENSG00000035499",1,0,1,0,1,0,0
"ENSG00000035664",0,0,1,1,1,0,0
"ENSG00000035681",0,0,0,0,0,1,1
"ENSG00000035687",1,1,1,1,1,1,1
"ENSG00000035720",1,0,0,1,0,1,1
"ENSG00000035862",1,1,1,0,1,1,0
"ENSG00000035928",1,1,1,1,1,1,1
"ENSG00000036054",1,1,1,1,1,1,1
"ENSG00000036257",1,1,0,1,1,1,1
"ENSG00000036448",1,1,1,1,1,0,1
"ENSG00000036473",0,0,0,0,0,0,0
"ENSG00000036530",1,1,0,0,0,1,0
"ENSG00000036549",1,0,1,0,0,0,0
"ENSG00000036565",0,0,0,0,0,0,0
"ENSG00000036672",1,0,0,1,1,0,1
"ENSG00000036828",1,1,0,1,1,1,0
"ENSG00000037042",1,1,1,0,0,0,0
"ENSG00000037241",1,1,1,1,1,1,1
"ENSG00000037280",1,1,0,0,0,1,0
"ENSG00000037474",1,1,1,1,1,1,1
"ENSG00000037637",0,1,0,0,0,1,1
"ENSG00000037749",0,1,0,1,0,1,1
"ENSG00000037757",1,1,1,1,1,0,0
"ENSG00000037897",1,0,1,1,1,0,0
"ENSG00000037965",1,1,1,0,0,0,0
"ENSG00000038002",1,0,1,1,0,0,1
"ENSG00000038210",1,1,1,1,1,1,1
"ENSG00000038219",0,1,0,0,1,1,1
"ENSG00000038274",1,1,1,1,1,1,1
"ENSG00000038295",0,0,0,0,0,0,0
"ENSG00000038358",1,1,1,1,1,1,1
"ENSG00000038382",0,0,0,1,1,1,1
"ENSG00000038427",0,0,0,0,0,0,0
"ENSG00000038532",1,1,0,1,1,0,0
"ENSG00000038945",0,0,0,0,0,0,0
"ENSG00000039068",0,0,0,0,0,0,0
"ENSG00000039123",1,1,1,1,1,1,1
"ENSG00000039139",1,0,1,0,0,1,0
"ENSG00000039319",0,0,0,0,0,1,1
"ENSG00000039523",0,0,1,1,1,0,0
"ENSG00000039537",0,0,0,0,0,0,0
"ENSG00000039560",0,0,0,0,0,0,0
"ENSG00000039600",0,0,0,0,0,0,0
"ENSG00000039650",1,1,1,1,1,1,1
"ENSG00000039987",0,0,0,0,0,0,0
"ENSG00000040199",0,1,1,1,1,1,0
"ENSG00000040275",1,1,1,0,0,0,0
"ENSG00000040341",1,1,1,0,1,0,0
"ENSG00000040487",1,0,1,1,0,0,0
"ENSG00000040531",1,0,1,1,1,0,0
"ENSG00000040608",0,1,0,1,1,1,0
"ENSG00000040633",0,0,1,1,0,1,1
"ENSG00000040731",0,0,0,0,0,0,0
"ENSG00000040933",1,1,1,1,0,0,1
"ENSG00000041353",1,0,0,1,0,0,0
"ENSG00000041357",1,1,1,1,1,1,1
"ENSG00000041515",0,0,0,0,0,0,0
"ENSG00000041802",1,1,1,0,1,1,1
"ENSG00000041880",1,0,1,1,1,0,0
"ENSG00000041982",0,0,0,0,0,0,0
"ENSG00000041988",0,1,1,1,1,0,0
"ENSG00000042062",0,1,1,1,0,0,0
