"","GSM565276","GSM565277","GSM565278","GSM565279","GSM565280","GSM814482","GSM814483","GSM814484","GSM814485","GSM1070753","GSM1070754","GSM1070757","GSM1070758","GSM1070761","GSM1070762","GSM1215107","GSM1215109","GSM1215111","GSM1215113","GSM2080663","GSM2080664"
"51733",0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1
"7108",0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
"50814",0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1
"3295",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"6307",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"493",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1
"490",1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
"847",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"6543",1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0
"6547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166785",0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
"2538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92579",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1
"1373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873",0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
"10423",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8760",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"1040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56994",0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
"10390",0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"64781",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10087",1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0
"6565",0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0
"9023",0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
"1103",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
"162466",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
"9468",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"5130",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
"6579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6554",0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0
"55349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120",1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
"1119",1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0
"60482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6584",1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1
"6820",0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1
"10948",0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1
"19",1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
"1118",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27159",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"54682",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"9058",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6576",0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
"1159",1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"548596",1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"1160",0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
"1158",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"1152",0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1
"5172",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"65010",1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
"54675",1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0
"10559",1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"55907",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
"8034",1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0
"8824",1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
"51805",0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
"51004",1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
"10229",0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1
"2650",1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
"9245",0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
"51301",0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
"192134",0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0
"386757",1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
"6535",1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
"1384",1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
"6583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54677",1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
"8140",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23428",1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1
"1036",0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1
"23657",0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1
"57379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978",1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"7371",1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1
"83549",1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"129607",1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0
"160851",0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"8526",0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8527",1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
"1607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608",0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
"1609",1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0
"8525",0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"9162",1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
"1610",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51022",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"2745",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"8528",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
"10455",0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"1632",1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
"1633",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"1638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6319",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"9415",0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
"3992",1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
"8694",0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
"84649",0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
"1716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6513",0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1
"6517",0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1
"6515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1718",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717",0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1
"8560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123099",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1
"11309",0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1
"6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0
"1809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1808",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23539",0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
"2224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60386",1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
"84920",0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0
"79087",0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1
"26002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621",1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1
"7299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6530",0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1
"6581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
"5224",0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4597",0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
"51071",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
"1806",1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0
"7083",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"7084",1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28231",1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10257",1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
"28232",1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2110",0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
"55500",1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
"55224",0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
"8790",0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"51086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2181",0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1
"2180",1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
"2182",0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
"81616",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
"51703",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"23305",1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
"116285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5169",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"6785",0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79071",1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
"1579",1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1
"2194",1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
"10999",1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
"376497",1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0
"230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5208",1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1
"5207",1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
"2203",1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1
"5210",0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0
"5209",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"8789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2235",0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1
"10840",0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0
"79901",0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"197258",1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
"125061",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0
"1719",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2356",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
"155184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29988",1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1
"66035",0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
"6518",0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160428",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25902",1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
"4522",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2519",0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
"2517",1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1
"2184",0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
"2271",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
"2523",0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"2525",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683",0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
"9334",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"8704",1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
"8703",1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
"2820",0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
"5832",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0
"2539",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2542",0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
"2593",1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
"9514",0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1
"5476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2720",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2588",1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
"2581",0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"2583",0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55790",1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1
"79586",1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1
"337876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22856",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63917",1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0
"11226",1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
"55568",1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
"2589",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51809",1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
"8693",1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"2591",1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0
"117248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26290",1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79695",0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
"50614",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
"79623",1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
"2590",0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1
"11227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81031",1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
"126792",1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
"11285",1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1
"8972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
"26301",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
"4329",0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0
"7915",1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1
"2731",1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1
"275",1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0
"2653",0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0
"2651",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"55343",0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1
"8836",0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1
"79017",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8908",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2997",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687",1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6470",0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0
"2717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2632",0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8372",1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
"26035",0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
"54480",1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"2131",1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1
"2132",1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
"27087",1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0
"26229",1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0
"135152",1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
"4669",0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8509",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3340",1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0
"2137",0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0
"2135",0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
"2134",0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
"144195",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"154091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11182",1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1
"56606",1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
"6523",0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
"178",1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
"5837",0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1
"5834",1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
"5836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2729",1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0
"2730",0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2747",0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
"10841",0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
"27165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2744",1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"79751",1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
"83733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
