"","GSM2359397","GSM2359398","GSM2859440","GSM2859469","GSM2859498","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"873",1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1
"11254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57393",1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84706",1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
"1717",0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1
"2875",0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
"8560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10423",1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"123099",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"92745",0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"10991",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1040",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"11309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8760",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"284273",1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
"6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1
"10327",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
"10390",1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1
"56994",0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
"1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64781",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1809",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8854",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1808",1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
"10087",1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
"23539",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"6565",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
"9023",1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"224",1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"501",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"2224",1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1
"1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"29958",1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1
"60386",0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
"223",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"216",1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"162466",0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"84920",0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
"5130",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1
"9468",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6579",1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"217",1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
"219",1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
"79087",0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1
"239",0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
"6555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6554",1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0
"26002",0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"1621",0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"8647",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55349",1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"6530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"246",0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"6531",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6581",1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"240",1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"8574",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"23600",1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
"1119",0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"1120",1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"5224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115286",0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"6584",1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
"669",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"271",0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
"6820",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"4597",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"51071",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
"10948",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"19",0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
"272",1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1
"1806",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
"270",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7083",1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"290",1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1118",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7084",1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
"54682",0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"27159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"279",0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1854",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"9058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"549",1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
"11136",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6519",0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
"1962",1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"280",1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"6576",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1160",1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"11001",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"1159",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"548596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152",0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"1158",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"5172",0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"65010",0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
"10998",1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1
"113451",1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9057",1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1
"384",0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1
"28231",0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"54675",1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"10257",1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"10559",1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"28232",0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0
"55907",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"8034",0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
"2109",1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1
"83884",0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"10166",0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
"8824",1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1
"410",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"2110",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"51805",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"55500",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"427",1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1
"55224",0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
"51004",0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
"10229",0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
"9962",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1
"2181",0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1
"9245",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2650",1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1
"51301",1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1
"2182",1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
"9963",0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"2180",0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"192134",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80150",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"81616",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"23305",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"440",0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1
"6535",1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"1384",1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"116285",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6583",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"5167",1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"790",1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1
"5169",0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"6511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"6785",0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
"6505",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"54677",1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6507",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"79071",0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6512",0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
"2194",0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0
"6506",0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"376497",1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
"10999",1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
"525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"11000",1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
"230",1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"226",1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1
"527",0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"8140",0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"229",1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"23545",0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
"5207",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"526",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
"23428",1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"5208",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
"1036",0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"245973",0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
"5210",1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"8789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5209",0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
"124935",1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"2203",1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2235",1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
"23657",1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"57379",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2629",1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"10840",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26301",1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
"79901",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
"978",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
"7371",0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1
"83549",1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"7915",0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
"125061",1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1
"4329",1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1719",1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
"129607",0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
"2356",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"2731",0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"29988",0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
"275",0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"2653",1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
"1609",0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
"155184",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2651",1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6518",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"8525",1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
"66035",1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
"55343",1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1
"7264",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
"160428",1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"8836",0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
"4522",1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1
"25902",1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
"1608",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"79017",1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1
"2519",1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
"2997",1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
"160851",1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0
"9162",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"2184",1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
"8527",1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0
"8908",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2271",1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
"2992",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"2523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"8526",1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"6470",1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9334",0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1
"8704",1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
"2717",0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1
"8703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"2632",1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
"2683",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2820",1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1
"5832",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
"2990",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"9563",1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"8372",1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"3290",1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1
"2539",1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1
"3291",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"3292",1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"26035",1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0
"2542",1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"2593",1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1
"54480",1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1
"2132",1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
"7923",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1
"3294",1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"2131",1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0
"51478",0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1
"9514",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"3284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27087",0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"4758",1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1
"80270",0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"57026",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"5476",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"135152",1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
"2588",0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"26229",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"2581",0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
"4669",1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"3421",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"2583",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
