"","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"386757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6535",1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"1384",0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"6583",0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"54677",0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
"8140",1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
"23428",0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
"1036",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"23657",0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"57379",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"978",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"7371",0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1
"83549",1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"129607",1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
"160851",1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0
"8526",1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"8527",0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0
"1607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1609",0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
"8525",1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
"9162",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"1610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51022",0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1
"2745",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"8528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10455",1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1
"1632",0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1
"1633",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1638",1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"6319",1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
"9415",0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"3992",0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
"8694",0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0
"84649",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1716",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"6513",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"6517",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"6515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1718",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717",1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
"8560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123099",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"11309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1
"1809",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1808",1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
"1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2224",1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1
"29958",0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1
"60386",1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
"84920",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
"79087",1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1
"26002",0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"1621",0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"7299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6530",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"6581",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"669",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"5224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"4597",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"51071",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1806",1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
"7083",1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"7084",1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
"1854",1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"549",0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
"1962",1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11001",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"28231",1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"53919",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"10257",0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"28232",0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0
"2109",1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1
"2108",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"2110",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"55500",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"55224",0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
"8790",0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
"51086",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2181",1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1
"2180",1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"2182",1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1
"81616",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"23305",1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"116285",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5167",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"5169",1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"6785",0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54898",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"79071",0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2194",1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0
"10999",1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
"376497",0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
"230",0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"226",1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1
"229",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"5208",1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
"5207",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2203",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5210",0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"5209",1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"8789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2235",0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
"10840",1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
"79901",1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1
"197258",1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"125061",0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1
"1719",1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
"2356",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"155184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29988",1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
"66035",1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
"6518",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160428",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"25902",1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
"4522",1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
"2519",0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
"2517",1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1
"2184",0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
"2271",1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
"2523",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"2525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9334",0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
"8704",1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"8703",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"2820",0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
"5832",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
"9563",0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"2539",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1
"2542",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"2593",1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1
"9514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5476",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"2720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2588",1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"2581",1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
"2583",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"55790",0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
"79586",0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
"337876",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"22856",1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"63917",0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0
"11226",0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"55568",1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"2589",0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1
"51809",0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1
"8693",0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
"2591",0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
"117248",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26290",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79695",1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"50614",1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
"79623",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"2590",0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
"11227",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"81031",0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"126792",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
"11285",1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0
"8972",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"175",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
"26301",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"4329",0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"7915",0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
"2731",1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"275",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"2653",0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
"2651",1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"55343",0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1
"8836",1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
"79017",1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1
"8908",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"2992",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"2997",1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"6472",1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
"6470",1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1
"2717",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1
"2632",1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
"2990",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"8372",1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"26035",1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0
"54480",1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0
"2131",0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0
"2132",1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
"27087",0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"26229",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"135152",1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
"4669",0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9348",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"8509",1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
"3340",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"2137",0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
"2135",1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
"2134",1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"144195",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"154091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11182",0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
"56606",0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
"6523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
"5837",1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
"5834",1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
"5836",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"2729",1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
"2730",0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2747",0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
"10841",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"27165",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"2744",1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
"79751",0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
"83733",0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2639",1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1
"57084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57030",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"246213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628",0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"9380",1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"2712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2713",0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
"2710",1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
"3029",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"6536",0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"5226",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"27232",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"57678",0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
"80055",1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0
"54965",0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0
"93183",0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"2936",0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0
"2876",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"2879",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"2877",1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"257202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2878",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"2882",0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2937",1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"2678",0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"2679",0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"2983",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"4881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2974",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"4882",0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2984",1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9615",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"763",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"11238",1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
"23556",0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0
"55650",1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
"53905",1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"50506",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"343",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"5281",1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
"84720",1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
"54872",1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1
"80235",0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"128869",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"10026",0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1
"51604",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"94005",1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0
"8733",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"3028",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3033",1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
"3037",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3038",1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
"3036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27235",1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0
"6522",0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1
"83697",0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"6521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2645",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"3098",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"3099",1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"80201",1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
"3101",1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"3081",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"11112",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"3067",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"496",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8942",0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
"3157",1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1
"3158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3155",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"3162",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"26062",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"197257",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6448",0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0
"3290",1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
"3291",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3292",0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"3294",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51478",1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80270",0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
"57026",0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"3419",1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"3421",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3417",1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7173",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"3425",0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"587",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
"8501",0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
"55586",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"114134",1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"6526",0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"160728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801",1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1
"8802",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"8803",1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
"9990",1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"6560",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"57468",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"3795",0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
"84679",0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
"23315",1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
"8564",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
"3938",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"53",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
"3931",0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"387775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124637",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"366",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
"11283",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4047",0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"1178",0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"5321",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
