"","GSM662182","GSM662183","GSM662190","GSM662212","GSM662213","GSM662214","GSM662215","GSM662216","GSM662217","GSM662218","GSM2086285","GSM2086286","GSM2086287","GSM2086288","GSM2086289","GSM2086290"
"8527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609",1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"8525",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1
"9162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1610",0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0
"51022",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2745",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10455",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1632",0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
"1633",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6319",1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
"9415",1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
"3992",1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"8694",1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0
"84649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6513",0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
"6517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6515",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1718",1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717",0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
"8560",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123099",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"11309",0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1
"6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723",0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0
"1809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1808",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23539",1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0
"2224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60386",0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"84920",0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"79087",1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
"26002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621",1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
"7299",0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"6530",1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1
"6581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5224",0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"5223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4597",0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0
"51071",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1806",1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"7083",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"7084",0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
"1854",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1892",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"549",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1962",0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"1891",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11001",0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1
"28231",1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10257",1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0
"28232",1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"2109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2110",0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
"55500",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"55224",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
"8790",1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
"51086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2181",1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2180",1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0
"2182",0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"81616",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23305",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1
"116285",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"5167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6785",0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79071",0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2194",0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
"10999",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"376497",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"230",0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5208",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5207",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"2203",0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0
"5210",1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"5209",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8789",1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0
"2235",0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0
"10840",0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"79901",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"197258",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"125061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1719",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2356",0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1
"155184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29988",0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"66035",0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
"6518",1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25902",1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
"4522",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2519",0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
"2517",0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
"2184",0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
"2271",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2523",0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1
"2525",1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9334",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8704",1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
"8703",0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1
"2820",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"5832",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
"2539",0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
"2542",1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
"2593",1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
"9514",1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"5476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2588",0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
"2581",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2583",1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55790",1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"79586",1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
"337876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22856",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63917",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11226",0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
"55568",1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1
"2589",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51809",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8693",0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"2591",0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
"117248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26290",1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79695",0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"50614",1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1
"79623",1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
"2590",0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
"11227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126792",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"11285",1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1
"8972",1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
"175",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4329",0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
"7915",0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0
"2731",1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"275",0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1
"2653",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2651",0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
"55343",0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0
"8836",0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
"79017",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8908",0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0
"2992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2997",1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6470",0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0
"2717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2632",0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8372",0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"26035",0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"54480",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2131",1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1
"2132",0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0
"27087",0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
"26229",0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
"135152",1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
"4669",0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
"64579",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8509",0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
"3340",0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1
"2137",0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"2135",0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0
"2134",1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"144195",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"154091",1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"11182",0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
"56606",1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"6523",1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
"178",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5837",0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0
"5834",0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
"5836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2729",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"2730",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2747",1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
"10841",1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1
"27165",1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
"2744",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"79751",1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0
"83733",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2639",0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"57084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57030",1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0
"246213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51179",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"54363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9380",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2712",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2713",1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0
"2710",1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"3029",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6536",1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
"5226",0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
"27232",0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1
"57678",0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
"80055",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
"54965",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"93183",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2936",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2877",0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
"257202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
"2882",0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1
"10935",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0
"2937",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2678",0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0
"2679",0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0
"2983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4881",1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
"3000",0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
"2974",1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1
"4882",1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1
"2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982",1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0
"2984",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
"11238",1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0
"23556",0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0
"55650",1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
"53905",0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0
"50506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
"5281",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"84720",0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
"54872",0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
"80235",0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
"128869",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"10026",1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1
"51604",1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0
"94005",0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"8733",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3028",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3033",0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
"3037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3038",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"3036",1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0
"27235",0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
"6522",1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1
"83697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6521",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
"6508",1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
"2645",1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1
"3098",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3099",1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"80201",0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0
"3101",0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0
"3081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11112",0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"3067",0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1
"496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495",1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"8942",1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"3157",0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0
"3158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3155",0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"3162",0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
"26062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197257",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6448",1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
"3290",1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
"3291",1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
"3292",1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"3294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51478",1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57026",0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
"3419",0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0
"3421",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3417",1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7173",0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0
"3425",1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
"587",0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1
"8501",1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0
"55586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114134",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"6526",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
"160728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8802",1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1
"8803",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9990",1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0
"6560",1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
"57468",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"3795",0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1
"84679",0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
"23315",0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
"8564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3938",0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
"53",0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1
"3931",1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
"387775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124637",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"366",0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
"11283",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4047",0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
"1178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51268",1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
"4023",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3990",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
"80339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11343",1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"50487",0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0
"9227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6309",0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0
"4048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4258",0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
"4259",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4056",1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0
"2954",0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0
"2548",0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1
"56922",0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0
"64087",1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
"23417",1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0
"4357",1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
"4190",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4191",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4200",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10873",0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
"3620",0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0
"1545",0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"1543",1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
"1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1544",1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4143",1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0
"4548",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"4598",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"8867",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"3635",1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
"3632",1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1
"3636",0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1
