"","GSM2359395","GSM2359396","GSM3109316","GSM3109317","GSM3109318","GSM3109319","GSM3319756","GSM3319795","GSM3319830","GSM3319865","GSM3387272","GSM3387276","GSM3387280","GSM3387282"
"7083",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"7084",1,0,1,0,1,0,1,1,0,1,1,0,0,1
"1854",1,1,1,1,0,1,1,1,0,1,1,1,1,1
"3704",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"10682",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1892",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"549",1,0,0,1,1,0,1,1,0,0,1,0,0,1
"1962",1,0,0,1,0,0,0,0,0,0,1,0,0,1
"1891",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"11001",1,0,0,0,1,0,0,1,0,0,0,1,1,0
"28231",0,1,0,0,0,1,0,1,0,0,1,0,0,1
"53919",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10257",1,0,0,1,1,0,0,1,0,0,1,0,0,1
"28232",1,0,0,0,0,1,1,0,0,1,0,1,0,1
"2109",1,0,1,0,0,1,1,0,0,1,1,0,0,1
"2108",1,1,1,1,1,0,1,1,0,1,1,1,1,1
"2110",0,1,1,0,1,1,0,1,1,0,1,1,1,0
"55500",1,1,1,1,1,0,1,1,0,1,1,1,1,1
"55224",0,1,1,1,1,1,0,0,0,1,0,1,0,1
"8790",0,1,1,0,1,0,0,1,0,0,1,0,0,1
"51086",0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2181",0,1,1,1,0,0,1,1,0,0,0,1,1,0
"2180",1,0,1,0,0,1,0,0,1,1,0,1,1,0
"2182",1,0,0,1,1,1,0,1,0,1,0,1,1,0
"81616",1,0,0,1,0,0,1,0,0,0,1,0,0,1
"51703",1,1,1,1,1,1,1,1,0,0,1,1,1,1
"23305",1,0,0,1,1,1,1,0,0,1,0,1,0,1
"116285",1,0,0,0,0,1,1,1,1,1,0,1,0,1
"5167",0,0,1,0,0,1,1,0,0,0,1,0,0,1
"5169",1,0,0,0,0,1,1,1,0,0,0,1,0,1
"6785",1,0,0,0,0,1,0,0,0,1,0,1,1,0
"60481",1,1,1,0,1,1,1,1,1,1,1,1,1,1
"54898",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"79071",1,0,0,0,1,0,0,1,0,1,1,0,0,1
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2194",0,1,1,1,0,0,0,0,0,1,0,1,0,1
"10999",1,0,0,0,0,1,0,1,0,0,1,0,0,1
"376497",1,0,1,0,1,0,0,1,0,0,1,0,0,1
"230",1,0,1,1,0,1,1,0,0,0,1,0,0,1
"226",1,0,0,1,0,1,1,1,0,0,0,1,0,1
"229",1,0,0,0,0,1,1,1,1,1,1,0,0,1
"5208",0,1,0,0,1,0,0,0,0,1,1,0,0,1
"5207",0,1,0,0,0,1,1,1,1,1,1,0,0,1
"2203",1,0,0,1,0,0,1,1,1,1,1,0,0,1
"5210",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"5209",0,1,0,0,1,0,1,0,0,1,0,1,0,1
"8789",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2235",0,1,0,0,1,0,1,1,0,0,1,0,0,1
"10840",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"79901",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"197258",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"125061",1,0,1,1,0,0,1,0,0,1,1,0,0,1
"1719",0,1,1,0,0,1,1,1,0,0,0,1,0,1
"2356",1,1,1,1,1,1,1,1,0,0,1,1,0,1
"155184",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"29988",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"66035",1,0,1,0,0,1,1,0,0,1,1,0,0,1
"6518",0,1,0,0,0,0,1,0,0,0,0,1,1,0
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160428",0,1,1,1,1,1,1,1,0,0,0,1,0,1
"25902",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"4522",1,0,0,0,0,1,1,1,0,0,1,0,0,1
"2519",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"2517",1,1,1,1,0,0,1,1,0,0,1,1,0,1
"2184",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"2271",1,1,0,1,1,1,0,1,0,1,1,1,1,1
"2523",0,0,0,0,0,0,0,0,0,0,1,0,1,0
"2525",0,1,1,1,1,1,1,1,1,1,1,0,0,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683",1,1,1,1,1,1,1,0,1,1,1,1,1,1
"9334",0,1,0,0,1,0,0,1,0,0,0,1,1,0
"8704",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"8703",1,1,1,1,1,0,1,1,0,0,1,1,0,1
"2820",1,0,1,0,1,0,0,1,0,0,0,1,1,0
"5832",1,1,1,1,1,1,1,1,0,0,1,1,0,1
"9563",1,0,0,0,1,1,0,1,0,1,0,1,0,1
"2539",1,0,0,1,1,0,0,1,0,0,1,0,0,1
"2542",1,0,0,1,1,0,0,1,0,0,0,1,0,1
"2593",1,0,1,1,1,0,1,1,0,0,1,0,0,1
"9514",0,1,0,0,0,0,0,0,0,0,0,1,0,1
"5476",1,1,1,1,1,1,1,1,0,1,1,1,0,1
"2720",1,1,1,1,1,0,1,1,0,1,1,1,1,1
"2588",1,0,0,1,1,0,1,0,0,0,0,1,0,1
"2581",0,1,1,0,1,1,1,0,0,1,0,1,1,0
"2583",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55790",0,1,1,1,0,1,1,0,0,1,1,1,0,1
"79586",0,1,0,1,0,0,1,1,0,1,0,1,0,1
"337876",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"22856",0,1,0,1,1,0,0,1,0,1,0,1,0,1
"63917",0,1,0,1,1,1,1,1,0,0,1,0,1,0
"11226",1,0,1,0,0,0,1,1,0,0,0,1,0,1
"55568",0,1,0,1,0,0,1,0,0,1,1,0,0,1
"2589",1,1,0,1,1,0,0,1,1,0,1,1,1,0
"51809",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"8693",1,0,0,0,0,0,1,1,0,0,0,1,0,1
"2591",0,1,1,0,1,0,1,1,1,0,0,1,1,0
"117248",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26290",0,1,0,0,1,0,1,0,0,0,0,1,1,0
"114805",0,1,0,0,0,0,0,0,0,0,0,0,1,0
"79695",0,1,0,0,0,1,1,1,1,1,1,0,0,1
"50614",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"79623",0,1,1,1,1,1,0,1,0,0,1,0,1,0
"2590",1,0,1,1,0,0,0,0,0,1,0,1,0,1
"11227",0,1,1,1,1,1,0,0,0,1,1,0,1,0
"81031",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"126792",0,1,1,0,1,0,0,1,0,0,1,0,0,1
"11285",1,0,1,0,1,1,1,1,0,0,0,1,0,1
"8972",1,0,1,0,0,0,0,1,0,0,1,0,1,0
"175",1,1,0,1,1,0,1,1,1,0,1,1,1,1
"26301",1,0,1,1,1,1,0,0,0,0,0,1,0,1
"4329",1,0,0,1,0,1,1,0,0,1,0,1,0,1
"7915",0,1,0,1,1,1,0,1,0,1,1,0,0,1
"2731",0,1,0,0,0,1,0,1,0,0,0,1,1,0
"275",1,0,0,1,0,0,1,1,1,1,1,0,0,1
"2653",0,1,0,0,0,1,0,1,0,0,0,1,0,1
"2651",1,0,0,1,1,1,0,1,0,0,1,0,1,0
"55343",1,0,1,0,1,0,1,1,0,0,0,1,0,1
"8836",1,0,1,1,1,1,0,1,0,1,0,1,0,1
"79017",0,1,0,1,0,1,1,1,0,1,0,1,0,1
"8908",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2992",1,1,0,1,1,1,1,1,0,1,1,1,1,0
"2997",1,0,1,1,0,1,1,0,0,0,1,0,0,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6472",1,1,1,1,0,1,1,1,0,1,1,1,0,1
"6470",1,0,0,0,1,1,1,1,0,1,1,0,0,1
"2717",0,1,0,1,1,0,1,1,0,0,0,1,1,0
"2632",0,1,1,0,1,0,1,1,0,1,1,0,1,0
"2990",1,1,1,1,0,1,1,1,0,1,1,1,1,1
"8372",1,0,1,0,0,0,0,1,0,0,1,0,0,1
"26035",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"54480",1,0,1,0,1,0,1,1,0,0,1,1,0,1
"2131",1,0,0,1,0,0,1,1,0,0,1,0,0,1
"2132",1,0,0,1,1,1,1,1,0,1,1,0,0,1
"27087",0,1,0,0,1,0,0,1,0,0,0,1,0,1
"26229",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"135152",1,0,1,0,1,0,0,1,0,1,0,1,1,0
"4669",1,0,1,1,1,0,1,0,0,0,1,0,0,1
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9348",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8509",0,1,0,1,1,0,0,1,0,0,1,0,0,1
"3340",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"2137",1,0,0,0,0,1,1,0,0,0,0,1,0,1
"2135",0,1,1,0,0,0,1,1,1,1,1,0,0,1
"2134",0,1,0,0,0,0,0,0,0,0,1,0,0,1
"144195",0,1,0,1,0,1,1,0,1,0,0,1,1,0
"154091",0,0,0,0,0,1,0,0,0,0,0,1,0,0
"11182",1,0,0,0,1,1,1,1,1,1,1,0,0,1
"56606",1,0,0,0,0,0,0,0,0,1,0,1,1,0
"6523",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"178",1,0,1,1,0,1,1,1,0,0,0,1,1,0
"5837",1,0,0,1,0,0,1,1,1,1,0,1,0,1
"5834",1,1,1,1,1,0,1,1,0,0,1,1,0,1
"5836",1,0,1,1,1,1,0,0,0,1,1,0,1,0
"2729",0,1,0,0,1,1,0,1,0,0,1,0,0,1
"2730",0,1,1,1,0,0,0,1,0,1,0,1,0,1
"2746",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"2747",1,0,0,0,1,1,1,0,0,1,0,1,0,1
"10841",1,0,0,0,1,0,0,0,0,0,1,0,0,1
"27165",0,1,0,1,0,0,1,1,1,1,1,0,0,1
"2744",1,1,1,1,1,0,0,1,1,0,1,1,1,1
"79751",1,0,1,0,1,0,0,1,0,0,0,1,0,1
"83733",0,1,0,0,0,0,1,0,0,0,0,1,0,1
"2639",1,1,1,0,0,1,1,1,0,0,1,1,0,1
"57084",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57030",0,1,1,0,0,0,1,1,1,1,0,1,1,0
"246213",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51179",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54363",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628",1,0,0,0,1,0,1,1,1,1,0,1,0,1
"9380",1,0,0,1,1,0,1,1,0,1,0,1,0,1
"2712",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2713",0,1,0,0,0,0,1,0,0,0,0,1,1,0
"2710",1,0,0,1,0,0,0,1,0,1,0,1,0,1
"3029",0,1,1,0,1,0,1,1,0,0,1,0,0,1
"6536",1,1,1,1,1,1,0,1,0,0,0,1,0,1
"5226",1,0,0,1,0,1,1,1,0,0,1,1,0,1
"27232",1,0,0,1,0,0,0,0,0,1,1,0,0,1
"57678",0,1,0,1,0,0,1,1,0,0,0,1,1,0
"80055",0,1,0,1,0,0,0,1,1,0,0,1,1,0
"54965",0,1,0,1,0,1,1,1,0,0,0,1,0,1
"93183",0,1,0,0,1,1,1,1,0,0,0,1,0,1
"2936",1,1,0,1,0,1,1,1,0,1,1,1,0,1
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"2877",1,0,1,1,1,1,1,1,1,1,0,1,1,0
"257202",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2878",0,1,0,1,0,0,0,1,0,0,0,1,0,1
"2882",1,1,1,1,0,1,1,1,0,1,1,1,1,1
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2937",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"2678",1,0,0,0,1,0,1,1,1,1,0,1,0,1
"2679",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"4881",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3000",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2974",0,1,0,0,1,0,0,0,0,0,1,0,0,0
"4882",1,0,0,1,0,0,1,1,1,1,0,1,0,1
"2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982",1,0,1,1,1,1,0,0,0,1,1,0,1,0
"2984",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9615",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11238",1,0,1,0,0,1,1,0,1,1,1,0,1,0
"23556",0,1,1,1,0,0,1,1,0,1,0,1,0,1
"55650",1,0,1,0,1,0,0,1,0,0,0,1,0,1
"53905",1,0,0,1,1,1,0,1,0,0,0,1,0,1
"50506",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"343",0,1,1,0,0,0,1,0,0,0,0,1,1,0
"5281",0,1,0,1,0,1,0,1,0,0,1,0,0,1
"84720",0,1,1,0,1,0,0,1,0,0,1,0,0,1
"54872",0,1,1,0,1,0,1,1,0,0,0,1,0,1
"80235",1,0,0,0,0,0,0,0,0,0,0,1,0,1
"128869",0,1,0,1,1,0,1,1,0,0,0,1,0,1
"10026",1,0,1,1,0,0,1,1,0,1,1,1,0,1
"51604",0,1,0,0,0,1,1,1,0,1,0,1,0,1
"94005",1,1,1,1,1,1,1,1,0,1,1,1,0,1
"8733",1,1,1,1,1,1,1,1,0,1,1,1,0,1
"3028",1,1,1,1,1,0,1,1,1,1,1,1,1,1
"3033",1,0,1,0,1,1,0,1,0,0,0,1,0,1
"3037",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3038",1,0,0,1,0,0,1,0,0,0,0,1,0,1
"3036",0,1,0,0,0,0,0,0,0,0,0,1,0,1
"27235",0,1,0,0,1,0,1,1,0,1,0,1,0,1
"6522",1,0,1,0,1,0,1,1,0,0,0,1,0,1
"83697",1,0,0,0,0,0,0,0,0,0,0,1,0,0
"6521",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6508",1,0,0,0,0,0,1,0,0,0,0,1,0,0
"2645",0,1,0,0,1,0,0,0,1,0,1,0,0,1
"3098",1,1,1,1,1,1,1,1,0,0,1,1,1,1
"3099",0,1,1,0,1,0,0,1,1,0,1,0,0,1
"80201",1,0,0,0,0,1,1,1,1,1,0,1,1,0
"3101",1,0,0,0,1,0,1,0,0,0,0,1,0,1
"3081",0,1,1,1,1,1,0,0,0,1,0,1,1,0
"11112",1,1,1,1,1,0,1,1,0,0,1,1,1,1
"3067",0,0,1,0,0,0,1,0,0,0,1,0,1,0
"496",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"495",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8942",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"3157",0,1,1,0,1,1,0,1,1,1,0,1,1,0
"3158",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3155",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"3162",1,0,0,1,0,0,1,1,1,1,1,0,0,1
"26062",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197257",1,0,1,1,1,1,1,1,1,1,0,1,0,1
"6448",1,1,0,1,1,1,1,1,0,1,1,1,0,1
"3290",1,0,1,1,1,1,1,1,0,0,1,0,0,1
"3291",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"3292",1,0,1,1,1,0,0,0,0,1,0,1,0,1
"3294",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"51478",0,1,1,0,0,1,0,1,1,0,0,1,0,1
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3284",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80270",1,0,0,1,0,0,1,1,1,1,0,1,0,1
"57026",1,0,0,0,0,0,0,1,0,0,0,1,0,1
"3419",0,1,1,0,0,0,1,1,0,0,0,1,1,0
"3421",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"3417",0,1,0,1,1,1,0,1,0,1,0,1,0,1
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7173",0,0,0,0,0,0,1,0,0,0,1,0,1,0
"3425",0,1,0,1,0,0,1,1,1,1,1,0,0,1
"587",1,0,0,0,1,0,1,1,0,0,1,0,0,1
"8501",1,0,0,1,0,1,1,1,0,0,0,1,0,1
"55586",0,1,0,0,0,0,1,1,1,1,0,1,1,0
"114134",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"6526",0,1,0,0,0,1,0,1,1,0,1,0,0,1
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",1,0,1,1,1,1,0,0,0,0,0,1,1,0
"160728",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801",1,1,1,1,1,1,1,1,1,0,1,1,1,1
"8802",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"8803",0,1,0,1,1,0,0,1,0,1,0,1,1,0
"9990",1,0,1,0,1,1,1,1,0,0,1,0,0,1
"6560",1,0,1,0,0,0,1,0,0,1,0,1,0,1
"57468",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3795",1,0,1,0,0,1,1,0,0,0,1,0,0,1
"84679",1,0,0,0,1,0,1,1,0,0,0,1,1,0
"23315",0,1,0,0,1,0,1,0,1,1,1,0,1,0
"8564",1,0,0,0,1,0,0,0,0,0,1,0,0,1
"3938",1,0,0,0,0,0,0,1,0,0,1,0,1,0
"53",0,1,1,0,0,1,1,1,0,0,0,1,0,1
"3931",1,0,0,1,1,0,1,1,0,0,1,0,0,1
"387775",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"124637",0,1,1,1,1,1,1,1,1,1,1,0,0,1
"366",1,0,1,1,1,1,0,0,0,1,1,0,0,1
"11283",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4047",1,0,0,1,1,0,1,1,0,0,1,0,0,1
"1178",1,1,1,1,1,1,1,0,0,0,1,0,1,0
"5321",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"29124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51268",0,1,0,0,0,0,0,1,0,0,1,0,0,1
"4023",1,0,0,0,0,0,0,0,0,0,0,1,0,1
"1056",0,1,1,1,1,1,1,1,1,1,1,0,0,1
"3990",0,1,1,0,0,0,0,1,0,0,1,0,0,1
"80339",1,0,1,1,1,1,0,1,0,0,0,1,0,1
"11343",1,0,0,0,0,0,1,0,0,0,1,0,0,1
"50487",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9227",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6309",0,1,0,1,0,0,0,0,1,0,0,1,1,0
"4048",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4258",1,0,0,0,0,1,1,1,1,0,1,0,0,1
"4259",1,0,1,1,0,0,1,1,0,1,0,1,0,1
"4056",1,0,0,1,0,0,1,0,0,0,0,1,0,1
"2954",0,1,1,0,0,0,0,1,0,0,1,0,0,1
"2548",1,0,0,1,1,1,1,1,0,0,1,0,0,1
"56922",1,1,0,0,1,1,1,1,0,1,1,1,1,1
"64087",1,1,0,1,0,1,1,1,1,0,1,1,1,1
"23417",0,1,0,0,0,1,0,1,0,0,0,1,0,1
"4357",0,1,0,0,0,1,1,1,0,0,1,0,0,1
"4190",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4191",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"4200",1,0,0,1,0,0,1,1,0,1,1,0,0,1
"4199",0,0,0,0,0,1,1,1,1,1,1,0,1,0
"10873",0,1,1,1,1,1,0,0,0,1,1,0,0,1
"3620",1,0,0,0,0,0,0,0,0,0,1,0,0,1
"1545",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"1543",0,1,1,1,1,1,1,1,1,1,0,1,0,1
"1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1544",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,0,0,1,1,0,1,1,1,1
"4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4548",0,1,0,1,1,1,1,0,1,0,1,1,1,0
"4598",1,0,0,1,0,1,1,1,0,0,1,0,0,1
"8867",1,0,0,1,0,1,1,0,1,1,0,1,1,0
"3635",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"3632",1,0,1,1,0,0,1,0,0,1,1,0,0,1
"3636",1,0,0,1,1,0,1,0,0,0,1,0,0,1
"27124",1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3633",1,0,0,0,1,1,1,0,0,0,1,0,0,1
"56623",1,0,1,1,1,0,1,1,0,0,1,0,0,1
"3628",1,0,0,0,1,0,0,1,0,1,1,0,1,0
"3706",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"3707",1,1,1,1,1,0,1,0,1,1,1,1,1,1
"80271",1,0,1,1,1,1,0,1,0,0,1,0,0,1
"51477",1,0,1,0,1,1,1,0,0,0,1,0,0,1
"8821",1,0,0,1,1,1,1,1,0,1,0,1,0,1
"3631",1,1,0,1,1,1,1,0,0,1,1,1,0,1
"2595",1,0,0,0,1,0,1,1,0,0,0,1,0,1
"84693",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"4594",0,1,1,1,0,0,1,1,0,0,0,1,1,0
"80168",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4507",1,0,1,1,0,0,0,1,0,0,1,0,0,1
"10797",0,1,0,1,1,0,0,1,1,1,0,1,1,0
"56913",1,1,1,1,0,1,0,1,1,1,1,1,1,0
"91703",0,1,1,1,1,1,1,0,0,0,0,1,0,1
"443",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4668",1,0,0,0,1,1,1,1,0,0,0,1,0,1
"9498",0,1,1,0,0,1,0,1,0,0,1,0,1,0
"57282",1,0,1,0,1,1,0,1,0,0,1,0,1,0
"6528",1,0,1,1,0,0,1,0,0,1,1,0,0,1
"482",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"476",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23439",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",1,0,0,1,0,1,0,0,0,1,0,1,1,0
"478",1,0,1,0,0,0,1,1,0,0,1,0,0,1
"6549",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6550",1,0,0,0,0,1,0,1,0,0,0,1,0,1
"6548",1,0,0,0,1,0,0,1,0,1,0,1,0,1
"84735",0,1,0,0,0,1,0,1,0,0,1,0,1,0
"55748",1,1,1,0,1,1,1,1,0,1,1,1,0,1
"6559",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"57419",0,0,0,0,0,0,0,1,0,0,1,0,0,1
"123041",1,0,1,1,1,1,1,0,0,0,0,1,1,0
"9187",0,1,0,1,1,1,0,0,0,1,1,0,1,0
"25769",0,1,1,1,1,1,0,0,1,0,1,1,1,0
"124583",0,1,1,1,0,1,0,0,0,1,0,1,0,1
"79077",1,1,1,1,1,0,1,1,0,0,1,1,0,1
"9583",1,1,1,1,0,1,1,1,0,1,1,1,1,1
"1841",1,1,1,1,0,1,1,1,0,1,1,1,0,1
"4832",1,1,1,1,1,1,1,1,0,0,1,1,0,1
"4830",1,0,1,1,0,0,1,1,0,0,1,0,0,1
"29922",0,1,0,1,1,0,1,1,0,0,1,0,0,1
"10201",1,0,1,1,0,0,1,1,0,0,0,1,0,1
"4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4833",1,0,1,0,0,1,0,1,0,0,1,0,0,1
"57127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6557",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6558",0,1,1,1,0,1,0,1,0,1,0,1,1,0
"349565",1,0,0,1,0,0,0,0,0,0,1,0,0,1
"64802",1,0,0,1,1,0,1,1,0,0,0,1,0,1
"23057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10135",0,1,0,1,0,1,0,0,1,1,0,1,1,0
"4837",0,0,1,1,1,1,0,0,0,0,1,0,1,0
"5409",0,1,1,1,1,1,0,0,0,0,1,0,0,1
"4843",1,0,1,1,1,1,1,1,1,1,1,0,0,1
"4846",0,1,0,0,1,1,0,1,0,0,1,0,0,1
"4842",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4860",1,0,1,1,1,0,1,1,0,0,1,0,0,1
"6580",0,1,0,0,0,0,1,1,0,0,1,0,0,1
"55808",0,1,0,0,0,0,0,1,0,0,0,1,1,0
"30833",1,0,0,1,0,1,1,1,0,0,1,0,0,1
"5251",1,0,1,1,1,1,0,1,0,0,1,0,1,0
"56953",1,0,0,0,0,1,1,1,1,1,1,0,0,1
"4907",1,0,1,0,0,1,1,1,0,0,1,0,0,1
"6476",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1,1,0,1,1,1,1,1
"64064",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1629",0,1,0,1,0,0,1,1,0,0,0,1,0,1
"594",1,0,0,0,1,1,1,0,0,1,1,0,0,1
"593",1,0,0,1,0,1,1,1,0,0,1,0,0,1
"26873",1,0,1,1,1,1,0,0,0,0,1,0,0,1
"4942",1,1,0,1,1,1,1,1,0,1,1,1,1,1
"7372",0,1,1,0,1,1,0,1,1,1,0,1,0,1
"10861",0,1,0,1,0,0,0,0,0,1,1,0,0,1
"1811",0,1,0,0,0,0,0,1,0,0,1,0,1,0
"1836",0,1,0,0,1,1,0,1,0,0,0,1,0,1
"1583",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1584",0,1,0,0,1,0,1,1,1,1,0,1,1,0
"1585",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1586",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1576",1,0,0,0,0,0,0,1,0,0,0,1,1,0
"1593",1,0,1,0,0,0,0,1,0,0,1,0,0,1
"1548",0,1,1,1,1,1,1,1,1,1,0,1,1,0
"1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1562",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1558",0,1,1,1,1,1,1,1,1,1,0,1,0,1
"1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",1,0,0,0,1,0,1,1,1,1,1,0,0,1
"1572",1,0,0,1,0,0,1,0,0,0,0,1,1,0
"51302",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64816",1,0,0,0,0,0,0,0,0,0,1,0,1,0
