"","Transcriptomics","Proteomics","Final"
"949",1,2,2
"29881",0,NA,0
"2350",2,2,2
"3248",1,1,1
"166929",0,NA,0
"56261",2,0,1
"3658",1,1,1
"203",0,0,0
"122481",0,NA,0
"159",2,1,2
"122622",0,NA,0
"11212",2,2,2
"383",0,1,0
"1371",2,1,2
"1503",1,1,1
"56474",0,1,0
"2987",2,1,2
"5860",2,1,2
"9453",0,1,0
"2027",0,2,1
"2026",2,2,2
"2023",2,2,2
"9843",0,NA,0
"80308",2,1,2
"7360",2,2,2
"26330",0,NA,0
"2597",2,2,2
"9945",0,2,1
"2673",1,1,1
"2752",2,1,2
"51557",0,1,0
"1800",1,NA,0
"2762",1,1,1
"2643",2,0,1
"761",0,2,1
"359",1,NA,0
"4284",0,NA,0
"361",0,NA,0
"358",0,2,1
"362",1,NA,0
"3145",1,1,1
"586",0,1,0
"3614",2,1,2
"3615",2,2,2
"682",2,1,2
"4351",0,1,0
"441024",0,NA,0
"100287639",2,NA,1
"65220",1,1,1
"389015",2,NA,1
"6553",1,NA,0
"2821",2,2,2
"5230",2,2,2
"5232",0,NA,0
"375056",2,1,2
"5236",2,2,2
"55276",2,2,2
"5373",1,1,1
"5372",0,1,0
"210",1,2,2
"60490",0,1,0
"79717",2,1,2
"58510",2,NA,1
"153201",2,NA,1
"5634",2,1,2
"5631",2,2,2
"221823",2,NA,1
"29968",0,1,0
"5723",1,1,1
"55312",2,1,2
"6888",2,2,2
"79896",0,1,0
"84076",0,NA,0
"7086",2,2,2
"8277",0,NA,0
"27010",0,0,0
"7167",2,2,2
"286016",0,NA,0
"2582",0,1,0
"6675",1,1,1
"91373",1,1,1
"7390",1,1,1
"8170",1,NA,0
"6563",0,NA,0
"374569",0,NA,0
"100507855",1,1,1
"55191",2,1,2
"132",2,2,2
"97",1,1,1
"98",1,1,1
"112611",1,NA,0
"51005",2,1,2
"471",2,2,2
"435",0,1,0
"171425",0,1,0
"10007",1,1,1
"132789",1,1,1
"2584",1,1,1
"2585",0,1,0
"2592",2,1,2
"5471",1,1,1
"84264",1,NA,0
"3034",0,2,1
"144193",0,NA,0
"2739",2,2,2
"3613",1,0,0
"3612",2,2,2
"8776",1,1,1
"2978",2,NA,1
"4953",2,NA,1
"5214",2,2,2
"5213",1,1,1
"6569",1,NA,0
"10050",2,NA,1
"10568",0,1,0
"10786",1,NA,0
"10246",0,NA,0
"5198",0,1,0
"113675",1,0,0
"7298",2,2,2
"131669",0,NA,0
"5973",1,0,0
"1635",2,1,2
"286297",0,NA,0
"10560",1,NA,0
"191",2,2,2
"10768",2,1,2
"25874",2,1,2
"51660",2,1,2
"57198",2,1,2
"5205",0,NA,0
"23250",0,0,0
"286410",1,1,1
"5243",1,1,1
"55856",1,2,2
"7350",0,NA,0
"26027",0,0,0
"10058",0,0,0
"51458",2,NA,1
"948",0,1,0
"10928",0,1,0
"1728",0,1,0
"2946",1,1,1
"125981",0,NA,0
"55331",1,0,0
"340485",1,NA,0
"2760",0,1,0
"5660",2,2,2
"57704",2,1,2
"4759",2,NA,1
"10825",1,2,2
"7903",2,2,2
"5407",2,NA,1
"119548",0,NA,0
"5408",0,NA,0
"221955",1,0,0
"9388",0,2,1
"13",0,NA,0
"57104",2,1,2
"3991",0,1,0
"747",0,NA,0
"8513",0,NA,0
"5406",0,NA,0
"2170",0,0,0
"2171",2,2,2
"2167",0,2,1
"2172",1,NA,0
"646480",2,NA,1
"2173",0,NA,0
"646486",2,NA,1
"2169",0,NA,0
"6296",0,0,0
"341392",2,NA,1
"54988",2,NA,1
"123876",1,NA,0
"348158",1,NA,0
"344967",0,NA,0
"154141",1,1,1
"51099",0,2,1
"253558",0,1,0
"84513",1,NA,0
"64748",1,NA,0
"9890",0,NA,0
"9663",2,0,1
"196051",0,NA,0
"79948",0,NA,0
"23175",2,1,2
"64900",0,NA,0
"85465",0,NA,0
"122618",0,1,0
"201164",1,2,2
"23646",2,1,2
"590",0,2,1
"91012",2,2,2
"204219",0,NA,0
"10715",2,NA,1
"253782",2,1,2
"29956",2,1,2
"79603",0,2,1
"56624",0,NA,0
"55757",0,NA,0
"145173",0,1,0
"644974",0,NA,0
"56886",0,2,1
"152586",0,NA,0
"55830",2,1,2
"170384",1,1,1
"283358",0,NA,0
"148789",1,NA,0
"2526",0,NA,0
"84750",1,NA,0
"644378",2,NA,1
"55624",1,0,0
"83468",0,NA,0
"168391",0,NA,0
"338707",0,NA,0
"146664",1,NA,0
"360203",2,NA,1
"56983",2,1,2
"3703",2,1,2
"124872",0,NA,0
"8473",2,1,2
"8708",0,NA,0
"2529",1,1,1
"8702",0,2,1
"8707",0,NA,0
"200810",0,NA,0
"84752",0,NA,0
"201595",1,0,0
"140687",0,NA,0
"51228",2,1,2
"284004",2,NA,1
"79411",1,NA,0
"27090",1,2,2
"129807",0,NA,0
"2524",1,NA,0
"2528",2,NA,1
"2527",2,NA,1
"113612",0,1,0
"493869",0,NA,0
"64180",1,NA,0
"64174",1,2,2
"10728",2,2,2
"11102",0,1,0
"91179",0,NA,0
"10826",0,NA,0
"266740",0,NA,0
"3930",2,2,2
"4645",0,NA,0
"3069",2,0,1
"4864",2,1,2
"285440",0,NA,0
"79644",0,2,1
"1646",0,NA,0
"51170",2,1,2
"51144",0,2,1
"8630",0,NA,0
"158160",2,NA,1
"83401",0,NA,0
"64834",2,1,2
"79993",0,2,1
"401494",0,1,0
"192286",2,1,2
"201562",0,1,0
"9200",1,2,2
"51495",2,1,2
"253017",0,NA,0
"9524",1,2,2
"283985",2,NA,1
"3995",1,NA,0
"1155",2,2,2
"114571",1,NA,0
"123096",0,1,0
"57016",2,NA,1
"55277",0,NA,0
"79707",2,1,2
"64122",0,1,0
"9917",1,1,1
"79672",2,1,2
"92370",0,NA,0
"390928",0,NA,0
"93650",1,NA,0
"139596",1,1,1
"55066",0,1,0
"283208",0,NA,0
"5033",2,1,2
"8974",0,1,0
"58478",2,1,2
"55256",2,1,2
"259307",0,1,0
"81894",2,NA,1
"51312",1,NA,0
"138639",0,NA,0
"23203",2,1,2
"9896",1,1,1
"374462",2,NA,1
"163404",0,NA,0
"22908",2,2,2
"22876",1,1,1
"84814",1,NA,0
"51559",0,0,0
"29085",0,1,0
"64419",2,1,2
"145553",0,1,0
"51496",1,1,1
"8446",2,1,2
"9107",2,1,2
"23371",0,NA,0
"9108",0,NA,0
"55613",1,NA,0
"403313",0,1,0
"9562",1,1,1
"3705",1,1,1
"138429",0,NA,0
"10170",2,2,2
"9249",2,0,1
"220074",0,NA,0
"1733",0,NA,0
"1735",2,NA,1
"1734",1,NA,0
"6819",0,2,1
"27284",0,1,0
"84274",2,1,2
"4297",1,1,1
"55904",1,1,1
"55870",2,NA,1
"79723",0,2,1
"79813",1,1,1
"387893",0,0,0
"8085",1,0,0
"58508",1,1,1
"9869",0,1,0
"9757",0,1,0
"80854",0,2,1
"9739",0,0,0
"64754",0,1,0
"84444",0,2,1
"10919",0,0,0
"64324",1,0,0
"23067",2,1,2
"6839",1,1,1
"83852",1,NA,0
"54904",2,NA,1
"84787",0,1,0
"29072",2,1,2
"7468",1,NA,0
"51111",1,2,2
"6419",1,1,1
"90701",1,1,1
"9789",2,2,2
"23478",2,2,2
"28972",2,2,2
"60559",2,2,2
"57171",1,0,0
"4249",1,1,1
"25834",0,NA,0
"137902",0,NA,0
"7837",0,NA,0
"9677",1,2,2
"23262",1,2,2
"26007",0,1,0
"158584",1,NA,0
"283209",1,0,0
"23491",0,NA,0
"221223",0,NA,0
"1208",1,NA,0
"55244",0,NA,0
"146802",0,NA,0
"345274",2,NA,1
"116085",1,NA,0
"123688",0,NA,0
"56898",1,0,0
"51171",0,NA,0
"84869",1,1,1
"51741",1,2,2
"10202",2,2,2
"1487",2,0,1
"93517",0,NA,0
"121214",0,NA,0
"10553",1,2,2
"100288072",0,NA,0
"374875",1,NA,0
"441282",2,NA,1
"340811",0,NA,0
"133121",0,NA,0
"85007",2,1,2
"250",2,NA,1
"251",2,NA,1
"123264",0,NA,0
"200931",0,NA,0
"10941",0,NA,0
"79799",0,NA,0
"10476",2,2,2
"518",2,NA,1
"498",2,2,2
"516",2,NA,1
"522",2,2,2
"515",2,2,2
"9551",2,1,2
"27109",1,NA,0
"267020",0,NA,0
"509",2,2,2
"513",2,2,2
"514",2,NA,1
"517",2,NA,1
"521",2,2,2
"10632",2,2,2
"506",2,2,2
"539",2,2,2
"29796",1,1,1
"4519",2,1,2
"1537",2,2,2
"7381",1,2,2
"10975",2,1,2
"27089",2,2,2
"7384",2,2,2
"7386",2,2,2
"7388",2,1,2
"7385",2,2,2
"9481",0,NA,0
"9016",1,NA,0
"7351",2,2,2
"7352",1,NA,0
"4535",1,1,1
"4540",2,1,2
"4541",1,2,2
"4729",2,2,2
"126328",1,2,2
"4717",2,0,1
"4719",0,2,1
"7991",0,NA,0
"4539",2,NA,1
"4707",2,2,2
"4705",2,2,2
"4536",1,0,0
"4713",0,2,1
"4538",2,0,1
"4731",1,1,1
"4695",1,2,2
"4708",2,1,2
"4711",2,1,2
"4723",2,2,2
"4706",1,2,2
"4701",2,2,2
"4724",2,2,2
"4718",2,2,2
"4698",1,2,2
"4537",2,0,1
"55967",1,2,2
"4728",2,2,2
"4715",0,2,1
"51079",2,2,2
"54539",2,1,2
"4714",2,1,2
"4720",2,2,2
"4712",2,1,2
"4722",2,2,2
"4704",2,2,2
"4694",2,1,2
"4702",2,2,2
"4709",2,2,2
"4725",2,2,2
"4710",2,2,2
"4697",2,2,2
"4726",2,2,2
"4716",1,2,2
"374291",1,2,2
"1345",1,2,2
"1340",2,2,2
"1329",2,2,2
"4514",2,0,1
"4513",2,2,2
"1327",2,2,2
"1351",1,0,0
"1349",1,NA,0
"1346",2,NA,1
"1347",2,2,2
"9377",2,2,2
"1337",2,1,2
"4512",2,1,2
"1350",2,2,2
"9167",2,1,2
"125965",0,NA,0
"1339",2,NA,1
"170712",0,NA,0
"84701",2,NA,1
"4363",2,1,2
"146712",0,NA,0
"10554",1,1,1
"240",0,1,0
"534",0,NA,0
"8705",1,NA,0
"570",0,NA,0
"622",1,1,1
"57818",2,NA,1
"8647",0,NA,0
"124935",0,1,0
"6531",2,NA,1
"11000",0,1,0
"4758",1,1,1
"2618",2,1,2
"2629",0,1,0
"7264",2,1,2
"284098",0,NA,0
"3163",2,2,2
"7923",1,1,1
"10723",2,0,1
"201288",2,NA,1
"645740",2,NA,1
"1589",2,NA,1
"9651",0,0,0
"8396",2,0,1
"8399",0,NA,0
"64711",0,NA,0
"7366",2,NA,1
"9374",1,NA,0
"93100",0,0,0
"55229",0,1,0
"26063",0,2,1
"2880",0,NA,0
"65263",0,NA,0
"8781",1,NA,0
"31",1,1,1
"55750",1,2,2
"8644",0,1,0
"1066",2,1,2
"5446",2,1,2
"4905",2,2,2
"4700",2,2,2
"4696",2,1,2
"341947",0,NA,0
