"","GSM565281","GSM565282","GSM565283","GSM565284","GSM565285","GSM565286","GSM1070755","GSM1070756","GSM1070759","GSM1070760","GSM1070763","GSM1070764"
"66035",0,0,1,1,0,0,0,0,1,0,1,1
"6518",0,1,1,0,1,0,1,1,0,1,1,1
"6514",0,0,0,0,0,0,0,0,0,0,0,0
"160428",0,0,0,0,0,0,0,0,0,0,0,0
"25902",0,0,0,0,0,0,0,1,0,1,0,1
"4522",1,1,1,1,1,1,1,1,1,1,1,1
"2519",0,0,0,0,0,0,1,0,0,0,1,1
"2517",1,0,0,1,0,0,1,0,1,0,1,0
"2184",1,0,0,0,1,1,0,0,1,0,1,1
"2271",1,1,1,0,1,1,1,1,1,1,0,0
"2523",1,0,0,0,1,1,1,1,0,0,1,1
"2525",1,1,0,0,1,0,1,1,0,0,0,0
"10690",0,0,0,0,0,0,0,0,0,0,0,0
"2683",1,0,0,0,1,1,0,1,0,1,0,1
"9334",1,1,1,1,1,1,1,1,1,1,1,1
"8704",1,1,1,0,0,0,0,1,0,0,0,1
"8703",1,1,1,1,0,0,1,1,1,1,0,0
"2820",0,0,0,0,1,1,1,1,0,1,0,1
"5832",1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,1,0,0,1,0,1,0,0,0,1,1
"2539",1,1,1,1,1,1,1,1,1,1,1,1
"2542",0,0,1,0,1,1,1,0,1,0,1,0
"2593",0,0,0,0,1,1,1,0,1,0,1,1
"9514",1,0,0,0,1,1,0,1,0,1,0,1
"5476",1,1,1,1,1,1,1,0,1,0,1,1
"2720",1,1,1,1,1,1,1,1,1,1,1,1
"2588",1,0,0,1,0,0,0,0,1,1,0,1
"2581",1,0,0,1,1,0,1,0,1,0,1,1
"2583",0,1,1,0,1,0,0,0,1,0,1,1
"55454",0,1,1,1,1,1,1,1,1,1,1,1
"55790",0,0,0,1,1,1,1,0,1,0,1,1
"79586",1,1,1,0,1,0,0,1,0,1,0,1
"337876",0,0,0,0,0,0,0,0,0,0,0,0
"22856",1,1,1,1,1,1,1,1,1,1,1,1
"63917",1,1,0,1,0,0,1,1,1,0,1,1
"11226",1,1,1,0,0,0,0,0,1,1,1,1
"55568",0,1,0,0,1,0,1,0,1,0,1,0
"2589",1,1,1,1,1,1,1,1,1,1,1,1
"51809",0,0,1,0,0,1,0,1,0,1,0,0
"8693",1,1,1,0,0,0,1,1,1,0,0,0
"2591",1,1,0,0,0,0,1,0,1,0,1,0
"117248",0,0,0,0,0,0,0,0,0,0,0,0
"26290",1,0,0,1,1,0,1,1,0,0,0,0
"114805",0,0,0,0,0,0,0,0,0,0,0,0
"79695",0,0,0,0,0,0,0,0,0,0,0,0
"50614",1,1,1,1,1,1,0,1,0,1,0,1
"79623",1,1,1,0,1,0,0,0,0,1,0,0
"2590",0,0,0,0,1,1,0,1,0,1,0,1
"11227",0,0,0,0,0,0,0,0,0,0,0,0
"81031",0,0,0,0,0,0,0,0,0,0,0,0
"126792",1,1,1,1,1,1,0,1,0,1,0,1
"11285",0,1,0,1,0,0,0,1,0,1,0,1
"8972",0,0,0,0,0,0,0,0,0,0,0,0
"175",0,0,0,0,1,1,1,0,1,0,1,0
"26301",0,0,0,0,0,0,0,0,1,1,0,0
"4329",0,0,0,1,1,1,1,0,1,0,1,0
"7915",0,1,1,0,0,0,1,0,0,0,1,0
"2731",1,1,0,1,0,0,0,0,0,1,1,1
"275",1,0,0,1,0,0,1,0,1,0,1,0
"2653",0,1,1,0,0,1,0,1,0,1,1,0
"2651",0,0,0,0,0,0,0,0,0,0,0,0
"55343",0,0,1,1,0,0,0,1,1,1,0,1
"8836",0,0,0,0,1,1,1,0,1,0,1,0
"79017",1,1,1,1,1,1,1,1,1,1,1,1
"8908",0,1,0,1,1,0,0,0,1,1,0,0
"2992",1,1,1,1,1,1,1,1,1,1,1,1
"2997",1,1,1,1,1,1,1,0,1,1,1,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0
"2687",1,0,1,0,1,0,0,1,1,0,0,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1
"6470",0,0,1,0,1,1,1,0,1,0,1,0
"2717",1,1,1,1,1,1,1,1,1,1,1,1
"2632",1,1,0,0,1,1,1,0,1,1,1,0
"2990",1,1,1,1,1,1,1,1,1,1,1,1
"8372",1,1,0,0,0,1,1,0,1,0,1,1
"26035",0,0,0,0,0,0,0,0,0,0,0,0
"54480",1,1,1,1,1,1,1,1,1,1,1,1
"2131",1,1,0,0,0,1,0,0,0,1,0,0
"2132",0,1,1,0,0,1,0,0,1,1,0,0
"27087",1,1,1,1,1,0,1,0,1,1,1,1
"26229",1,1,0,0,1,1,0,0,1,1,1,1
"135152",0,0,0,0,0,0,0,0,1,1,0,0
"4669",1,1,0,0,0,1,0,0,1,0,0,1
"64579",0,0,0,0,0,0,0,0,0,0,0,0
"9348",0,0,0,0,0,0,0,0,0,0,0,0
"8509",1,1,0,1,1,0,0,1,1,1,0,0
"3340",1,1,0,1,0,0,1,1,1,1,0,1
"2137",0,1,0,1,0,1,0,1,0,1,0,1
"2135",0,0,1,1,0,0,0,0,1,1,1,0
"2134",1,0,0,0,1,1,1,1,0,1,0,1
"144195",1,1,1,1,1,1,1,1,1,1,1,1
"154091",0,0,0,0,0,0,0,0,0,0,0,0
"11182",1,0,1,1,0,1,0,0,0,0,1,1
"56606",0,1,0,0,1,0,0,1,0,1,0,0
"6523",0,0,1,0,1,0,0,1,0,1,0,1
"178",1,0,0,1,1,1,1,0,1,0,1,0
"5837",1,0,1,0,0,0,1,0,0,1,0,0
"5834",1,1,1,1,1,1,0,1,1,1,1,1
"5836",0,0,0,0,0,0,0,0,0,0,0,0
"2729",0,1,1,0,0,1,1,1,0,1,0,0
"2730",1,1,1,1,1,1,1,1,1,1,1,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1
"2747",0,0,0,0,1,1,1,1,1,1,0,1
"10841",1,0,0,0,1,1,0,1,0,1,0,1
"27165",0,0,0,0,0,0,0,0,0,0,0,0
"2744",1,1,0,1,0,0,0,1,0,1,0,1
"79751",0,1,1,0,0,0,0,1,0,1,0,1
"83733",0,0,0,0,0,0,0,0,0,0,0,0
"2639",1,0,1,0,0,1,0,1,0,1,0,1
"57084",0,0,0,0,0,0,0,0,0,0,0,0
"57030",1,0,1,0,1,0,0,1,1,1,0,1
"246213",0,0,0,0,0,0,0,0,0,0,0,0
"51179",1,1,1,0,1,0,1,1,0,1,0,1
"54363",0,0,0,0,0,0,0,0,0,0,0,0
"2628",0,0,0,0,0,0,0,0,0,0,0,0
"9380",1,1,1,1,1,1,1,1,1,1,1,1
"2712",0,0,0,0,0,0,0,0,0,0,0,0
"2713",1,1,0,0,1,1,0,1,0,1,0,1
"2710",1,1,0,1,0,1,0,1,0,1,0,1
"3029",1,1,1,1,1,1,1,0,1,1,1,0
"6536",0,0,0,0,0,0,0,0,0,0,0,0
"5226",0,1,1,0,1,1,1,1,0,1,0,0
"27232",1,1,1,0,0,1,0,0,0,0,1,0
"57678",0,0,0,0,0,0,0,0,1,0,1,0
"80055",0,1,1,0,0,0,0,1,0,1,0,1
"54965",1,1,1,1,1,1,1,1,1,0,1,0
"93183",0,0,0,0,0,0,0,0,1,0,1,0
"2936",1,1,1,0,0,1,1,1,0,0,1,0
"2876",1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,1,1,1,1
"2877",1,0,1,0,1,0,0,0,1,1,0,1
"257202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",1,1,1,0,1,0,1,1,0,1,0,1
"2882",0,1,1,0,0,1,1,1,0,0,0,0
"10935",1,1,1,1,1,1,1,1,1,1,1,1
"2937",1,1,1,1,1,1,1,1,1,1,1,1
"2678",1,0,0,0,0,1,0,0,0,0,1,1
"2679",1,0,0,0,0,1,0,0,1,0,1,1
"2983",0,0,0,0,0,0,0,0,0,0,0,0
"4881",0,1,0,1,1,0,0,1,0,1,0,1
"3000",0,0,1,0,0,1,0,0,1,0,0,1
"2974",1,0,0,1,1,0,0,1,0,1,0,0
"4882",0,0,1,1,1,0,0,1,0,0,0,1
"2986",0,0,0,0,0,0,0,0,0,0,0,0
"2982",1,1,1,0,1,0,1,0,0,0,0,1
"2984",0,0,0,0,0,0,0,0,0,0,0,0
"2977",1,0,1,0,1,0,0,0,0,0,1,0
"9615",0,0,0,0,0,0,0,0,0,0,0,0
"763",1,0,0,0,1,0,0,0,0,0,0,1
"11238",1,0,1,0,1,0,1,0,1,1,1,1
"23556",1,0,0,1,1,1,1,0,1,0,1,0
"55650",0,1,0,0,1,0,0,1,0,1,0,1
"53905",1,1,0,1,0,0,1,0,1,1,0,0
"50506",1,1,1,0,1,0,0,1,1,0,0,0
"343",0,1,0,1,1,1,0,0,0,0,0,1
"5281",0,1,0,1,1,1,1,0,1,0,1,0
"84720",1,0,1,1,1,0,1,1,1,1,0,0
"54872",0,0,0,1,1,1,1,0,1,0,1,0
"80235",0,1,1,0,1,0,0,0,0,1,1,1
"128869",0,0,0,0,0,0,0,0,1,1,1,0
"10026",0,0,0,1,1,1,1,0,1,0,1,0
"51604",1,1,1,1,1,1,1,1,1,1,1,1
"94005",1,1,1,1,1,1,1,0,1,0,1,0
"8733",1,1,1,1,1,1,1,1,1,1,1,1
"3028",1,1,1,1,1,1,1,1,1,1,1,1
"3033",0,0,1,0,1,1,1,0,1,0,1,0
"3037",0,0,0,0,0,0,0,0,0,0,0,0
"3038",0,0,0,0,0,0,0,0,0,0,0,0
"3036",0,1,1,0,1,0,1,1,1,1,0,1
"27235",0,1,1,0,0,1,1,0,0,0,1,0
"6522",1,1,1,0,0,0,1,0,1,1,1,0
"83697",0,0,0,0,0,0,0,0,0,0,0,0
"6521",1,1,1,0,0,0,1,0,0,1,1,1
"6508",1,1,1,0,1,0,1,1,0,1,0,1
"2645",0,1,1,0,1,0,1,1,0,1,1,1
"3098",1,1,1,1,1,1,1,1,1,1,1,1
"3099",1,1,1,1,1,1,0,1,0,1,0,1
"80201",0,0,0,0,0,0,0,0,0,0,0,0
"3101",1,1,1,0,1,1,0,1,0,0,0,1
"3081",0,0,0,0,0,0,0,0,0,0,0,0
"11112",0,0,0,0,0,0,0,1,1,1,0,0
"3067",1,1,0,0,1,0,0,1,0,1,0,1
"496",0,1,1,0,0,0,0,0,0,0,0,1
"495",1,0,1,0,1,0,1,0,0,1,1,1
"8942",0,0,0,0,0,0,0,0,0,0,0,0
"3157",1,0,0,0,0,1,1,1,0,1,0,1
"3158",1,0,1,0,1,0,1,0,1,1,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0,0
"3155",1,1,1,1,1,1,1,1,1,0,1,0
"3162",0,0,1,0,0,1,0,0,1,1,1,1
"26062",0,0,0,0,0,0,0,0,0,0,0,0
"197257",0,0,0,0,0,0,0,0,0,0,0,0
"6448",1,0,0,1,1,1,1,0,1,0,1,0
"3290",0,0,1,0,1,1,0,1,0,1,0,1
"3291",1,1,0,0,1,0,0,1,0,0,0,0
"3292",0,0,0,0,0,0,0,0,0,0,0,0
"3294",0,1,0,0,0,0,0,0,0,0,0,0
"51478",1,0,0,1,1,0,1,0,0,0,1,1
"3283",0,0,0,0,0,0,0,0,0,0,0,0
"3284",0,0,0,0,1,0,0,0,0,1,0,0
"80270",0,0,0,0,0,0,0,0,1,0,1,0
"57026",1,1,1,1,1,1,0,1,0,1,0,1
"3419",0,1,1,0,1,1,0,1,0,1,0,1
"3421",1,1,1,1,1,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1
"3417",1,0,0,1,1,1,1,0,1,0,1,0
"3418",1,1,1,1,1,1,1,0,1,0,1,1
"7173",0,0,0,0,0,0,0,0,0,1,0,0
"3425",1,1,0,1,0,0,0,0,1,0,1,1
"587",0,1,1,0,1,0,0,1,0,1,0,1
"8501",1,1,1,0,1,1,1,1,1,0,0,0
"55586",0,0,0,0,0,0,0,1,0,0,0,1
"114134",0,0,0,0,0,0,0,0,0,0,0,0
"6526",1,1,1,1,1,1,0,1,1,1,1,1
"3422",1,1,1,1,1,1,1,1,1,1,1,1
"91734",0,0,0,0,0,0,0,1,0,0,0,0
"160728",0,0,0,0,0,0,1,1,0,1,0,0
"8801",1,0,0,1,1,1,1,0,1,0,1,0
"8802",1,0,1,0,1,0,1,0,1,0,0,0
"8803",1,1,1,1,1,1,1,1,1,1,1,1
"9990",1,0,0,0,1,1,1,1,0,1,0,0
"6560",0,0,0,0,1,1,1,0,1,0,0,0
"57468",1,0,0,0,0,0,0,0,0,0,0,0
"3795",0,1,1,0,1,1,1,1,1,0,0,0
"84679",0,0,1,0,1,1,0,1,0,1,0,1
"23315",0,0,0,1,0,1,0,0,1,0,1,1
"8564",0,0,0,0,0,0,0,0,0,0,0,1
"3938",0,1,0,0,1,0,0,1,0,1,0,0
"53",0,0,0,0,1,1,1,0,1,1,1,0
"3931",0,0,1,1,0,0,1,0,1,0,1,0
"387775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124637",0,0,0,0,0,0,0,1,0,1,0,1
"366",1,0,1,0,1,0,0,0,0,1,1,1
"11283",0,0,0,0,0,0,0,0,0,0,0,0
"4047",1,0,0,1,1,1,1,0,1,0,1,1
"1178",0,1,1,0,1,0,0,0,1,0,1,1
"5321",1,1,0,0,1,0,0,1,0,1,0,1
"29124",0,0,0,0,1,0,0,0,1,1,0,0
"51268",0,0,0,0,0,0,0,0,0,0,0,0
"4023",0,0,0,0,0,0,0,0,0,0,0,0
"1056",1,0,0,0,1,0,0,0,1,0,1,0
"3990",0,0,0,1,1,0,0,0,1,0,0,0
"80339",0,0,0,0,0,0,0,0,0,0,0,0
"11343",1,1,1,0,0,1,0,0,1,1,1,1
"50487",1,1,1,0,1,0,0,1,0,0,0,1
"9227",0,0,0,0,0,0,0,0,0,0,0,0
"6309",1,0,1,0,0,1,1,0,1,0,1,0
"4048",1,1,1,1,1,1,1,1,1,1,1,1
"4258",0,0,1,0,1,1,1,0,1,1,1,1
"4259",1,1,1,1,1,1,1,1,1,1,1,1
"4056",0,0,0,1,0,1,0,0,1,1,0,1
"2954",0,0,0,0,1,1,1,0,1,0,1,1
"2548",0,0,0,1,1,0,0,0,1,0,1,1
"56922",0,1,1,1,1,1,1,1,1,1,1,1
"64087",0,0,1,0,1,1,0,1,0,0,1,1
"23417",1,0,0,1,0,1,0,1,0,1,0,1
"4357",1,1,1,1,1,1,1,0,1,0,1,1
"4190",1,1,1,1,1,1,1,1,1,1,1,1
"4191",1,1,1,1,1,1,1,1,1,1,1,1
"4200",1,1,1,1,1,1,1,1,1,1,1,1
"4199",0,0,0,0,0,0,0,0,0,0,0,0
"10873",1,1,0,1,0,0,0,1,0,1,0,1
"3620",1,0,1,0,1,0,0,0,0,1,0,0
"1545",1,1,1,0,0,0,0,0,1,1,1,1
"1543",1,1,0,0,1,0,0,1,1,0,1,1
"1557",1,1,1,0,0,0,0,1,1,0,0,0
"1544",0,1,1,1,0,0,0,1,0,1,0,1
"27430",1,1,1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1,1,1,1,1
"4143",1,1,1,0,1,0,0,1,0,1,0,1
"4548",0,1,1,1,0,1,0,1,0,1,1,0
"4598",1,0,0,0,1,1,1,0,0,0,0,1
"8867",0,0,0,1,0,1,1,0,1,1,1,0
"3635",1,1,0,1,1,1,1,0,1,0,1,0
"3632",0,1,0,0,1,0,0,1,1,0,1,1
"3636",1,1,1,1,1,1,1,0,1,1,1,1
"27124",1,1,1,0,1,0,0,0,0,1,0,1
"3633",1,0,0,1,1,1,1,0,1,0,1,0
"56623",1,1,1,1,1,1,1,1,1,0,1,1
"3628",1,1,1,1,1,1,1,1,1,1,1,1
"3706",0,1,0,0,0,1,0,1,0,0,0,1
"3707",1,0,0,1,1,1,0,0,0,1,1,1
"80271",1,1,0,1,1,0,0,0,0,1,0,1
"51477",0,0,1,0,1,1,1,1,0,0,0,1
"8821",1,0,0,1,1,1,1,0,1,0,1,0
"3631",0,0,1,1,0,1,1,0,1,0,1,0
"2595",0,0,0,0,0,0,0,0,1,0,1,0
"84693",0,0,0,0,0,0,1,0,1,0,1,0
"4594",0,0,0,1,1,1,1,0,1,0,1,0
"80168",0,0,0,0,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,1,0,1,0,0
"4507",0,1,1,0,0,1,0,1,0,1,0,0
"10797",1,1,1,1,1,1,1,1,1,1,1,1
"56913",0,1,0,0,0,1,0,1,0,1,0,1
"91703",0,0,0,0,0,0,0,0,0,0,0,0
"443",0,0,1,0,0,0,0,0,0,1,0,0
"4668",1,0,0,0,1,1,1,0,1,0,1,0
"9498",0,0,0,0,0,0,0,0,0,0,0,0
"57282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6528",1,0,1,0,1,0,1,1,0,1,0,1
"482",1,1,1,1,0,0,1,1,0,1,1,1
"476",1,1,1,1,1,1,1,1,1,1,1,1
"480",0,0,0,0,0,0,0,0,0,0,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1
"23439",0,0,0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,0,0,0
"481",1,1,0,1,1,1,0,1,1,1,0,1
"478",1,0,1,0,0,1,1,1,0,0,0,1
"6549",0,0,0,0,0,0,0,0,0,0,0,0
"6550",0,0,1,0,1,1,0,1,0,1,0,1
"6548",1,1,0,1,1,0,1,0,1,0,1,0
"84735",0,0,0,0,0,0,0,0,0,0,0,0
"55748",1,1,1,1,1,0,1,1,0,1,1,1
"6559",0,1,1,0,1,0,1,1,1,1,0,0
"57419",0,0,0,0,0,0,0,0,0,0,0,0
"123041",0,0,0,0,0,0,0,0,0,0,0,0
"9187",0,0,0,1,1,1,1,1,1,1,1,0
"25769",1,0,1,0,1,0,0,1,0,1,0,0
"124583",1,1,1,1,1,1,1,1,1,1,1,1
"79077",1,1,1,1,1,1,1,1,1,1,1,1
"9583",1,0,0,1,0,0,0,1,0,1,0,1
"1841",0,1,1,0,1,1,1,0,1,0,1,0
"4832",1,1,0,1,0,1,1,0,1,0,1,0
"4830",1,1,1,1,1,1,1,1,1,1,1,1
"29922",1,1,1,1,1,1,1,1,1,1,0,1
"10201",1,1,1,0,0,0,0,0,1,0,1,0
"4831",1,1,1,1,1,1,1,1,1,1,1,1
"4833",0,1,0,0,1,0,1,0,1,0,1,0
"57127",0,0,1,1,1,0,0,1,0,1,0,0
"6005",0,0,0,1,1,0,1,1,0,1,0,1
"6557",0,0,0,0,0,0,0,0,0,0,0,0
"6558",0,1,1,0,1,0,1,1,0,0,1,0
"349565",0,0,0,0,0,0,1,0,0,1,0,1
"64802",0,0,0,0,0,0,0,0,1,0,1,0
"23057",1,0,1,0,1,0,1,0,0,1,0,1
"10135",1,1,1,1,1,1,1,1,1,1,0,1
"4837",1,0,0,0,0,0,0,1,0,0,0,0
"5409",1,1,0,0,0,1,1,1,0,0,0,1
"4843",0,1,0,0,1,1,1,0,0,0,0,0
"4846",0,0,1,1,1,1,1,0,1,0,1,1
"4842",1,0,0,0,1,0,0,0,1,1,0,1
"4860",1,1,1,1,1,1,1,1,1,1,1,1
"6580",0,0,1,0,0,1,0,1,0,1,0,1
"55808",0,0,0,0,0,0,0,0,0,0,0,0
"30833",0,1,1,0,0,1,0,1,0,1,0,1
"5251",1,1,1,1,0,0,0,0,0,0,0,1
"56953",1,0,1,0,0,1,1,0,1,0,1,1
"4907",0,1,0,0,1,1,0,1,0,1,0,1
"6476",0,0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1,1,1,1,1,1
"64064",0,0,0,1,0,1,0,1,0,1,0,1
"1629",0,0,1,1,0,1,1,0,1,0,1,0
"594",1,0,0,1,0,1,1,0,1,0,1,1
"593",1,1,1,1,1,1,1,1,1,1,1,1
"26873",1,0,0,0,0,0,1,0,0,0,0,0
"4942",1,1,1,1,1,1,1,1,1,1,1,1
"7372",0,1,1,0,0,1,0,1,0,1,0,1
"10861",0,0,0,1,0,1,0,1,1,0,0,0
"1811",0,0,0,0,0,0,0,0,0,0,0,0
"1836",0,1,1,1,0,1,0,1,0,1,0,0
"1583",1,1,1,0,1,0,0,1,0,0,1,1
"1584",0,0,0,0,0,0,0,0,0,0,0,0
"1585",0,1,1,1,0,0,1,1,0,0,0,1
"1586",1,0,1,0,1,1,0,1,0,1,1,0
"1588",0,0,0,0,1,0,1,0,0,0,1,0
"1576",1,1,1,0,1,0,0,1,0,1,0,1
"1593",1,1,0,1,1,0,0,0,0,1,0,1
"1548",1,1,1,0,1,0,0,0,0,1,0,1
"1553",1,0,1,1,1,0,1,1,0,1,0,1
"1562",0,0,0,0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,0,0,0,0,0,0,0,0
"1559",1,1,1,0,1,0,1,1,0,0,1,1
"1565",0,0,1,1,1,0,0,1,1,1,0,1
"1572",0,0,0,0,0,0,0,0,0,0,0,0
"51302",0,0,0,0,0,0,0,0,0,0,0,0
"64816",0,0,0,0,0,0,0,0,0,0,0,0
"1577",0,0,0,0,0,0,0,0,0,0,0,0
"1551",1,1,1,0,1,0,0,1,0,0,1,1
"10858",1,1,0,0,1,0,1,1,0,1,0,1
"66002",1,0,1,1,1,0,1,1,0,0,0,1
"8529",1,1,1,0,1,0,0,0,0,1,0,1
"4051",0,0,0,0,0,0,0,0,0,0,0,0
"9420",1,0,0,0,0,1,0,1,0,1,1,1
"1582",0,0,0,0,0,0,0,1,0,0,0,0
"5831",1,1,1,0,1,0,0,1,0,1,0,1
"5050",0,1,1,0,1,0,1,0,1,0,1,1
"5051",0,0,1,1,0,1,1,0,1,0,1,0
"5049",0,1,1,0,1,1,0,1,0,1,0,1
"5048",1,1,1,1,1,1,1,1,1,1,1,0
"7941",0,0,0,0,0,0,0,0,0,0,0,0
"347734",1,1,1,1,1,1,1,0,1,0,1,0
"57194",1,0,1,1,0,0,0,0,1,1,1,1
"5337",0,0,0,0,1,0,1,0,1,0,1,0
"5338",1,1,0,1,0,0,1,1,0,0,0,1
"130013",0,0,0,0,0,0,0,0,0,0,0,0
"5091",1,0,0,0,1,0,0,0,1,1,1,1
"5244",1,0,0,1,0,1,0,0,0,1,0,1
"5136",0,0,0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1,0,1
"5137",1,1,1,1,0,0,0,1,0,1,0,0
"5151",0,1,1,0,0,1,0,1,0,1,0,1
"50940",0,0,0,0,0,0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0,0,0
"5140",0,0,0,1,1,1,1,0,1,0,1,0
"27115",1,0,0,1,1,0,1,0,1,0,1,0
"5144",0,0,0,0,1,1,0,1,0,1,0,1
"5153",1,1,1,1,0,0,0,1,0,1,0,0
"5150",1,1,1,1,1,1,1,0,1,0,1,0
"5138",1,1,0,1,1,0,1,0,1,1,0,0
"8622",1,0,0,0,1,0,0,0,0,1,0,0
"5141",1,1,1,1,0,0,0,1,0,0,1,1
"5143",1,1,1,1,0,0,0,1,0,1,0,1
"10846",0,0,0,0,0,0,0,0,0,0,0,0
"5152",0,1,1,0,1,1,0,0,1,0,1,1
"5148",1,0,0,0,1,0,1,0,0,0,1,1
"8654",0,0,0,0,0,0,0,0,0,0,0,0
"5145",1,0,0,1,0,1,0,1,1,0,0,1
"5147",1,0,0,0,1,1,1,0,1,0,1,0
"5146",0,0,0,0,0,0,0,0,0,0,0,0
"5158",0,0,0,0,1,1,1,1,0,0,1,1
"5149",0,0,0,0,0,0,0,0,0,0,0,0
"1737",0,1,1,0,1,1,1,1,0,1,0,0
"5162",1,1,1,1,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,1,1,0,1
"5161",1,1,1,0,0,0,0,1,1,0,0,1
"55163",1,1,1,0,0,1,0,1,0,1,1,0
"10396",0,0,0,1,0,1,1,1,1,0,1,0
"5105",0,0,0,0,0,0,0,0,0,0,0,0
"5106",0,0,0,0,1,1,1,0,1,0,1,0
"8310",1,0,0,1,1,0,0,1,0,1,0,1
"5833",0,0,0,0,0,1,1,0,1,0,0,1
"10400",0,1,1,0,0,1,0,1,0,1,1,1
"26227",0,0,0,0,1,1,1,0,1,0,1,1
"5730",1,1,0,0,1,0,0,1,0,1,0,1
"27306",1,0,0,1,0,0,1,0,1,0,1,0
"9536",0,0,1,0,1,0,1,1,0,1,0,1
"80142",1,1,1,1,0,0,0,1,1,1,1,0
"5740",1,1,1,0,1,1,1,1,0,0,1,1
"114971",0,0,0,0,0,0,0,1,0,0,1,1
"9489",1,1,1,1,1,1,1,1,1,1,1,1
"5743",1,1,0,0,1,0,0,1,0,1,0,1
"5742",1,1,1,0,1,0,0,1,0,1,0,1
"6898",0,0,0,0,0,0,0,0,0,0,0,0
"5053",0,0,0,0,0,0,0,0,0,0,0,0
"5264",1,1,0,0,1,0,1,0,1,0,1,1
"5728",0,0,0,1,1,1,1,0,1,1,1,0
"8871",0,0,0,1,0,1,0,1,0,1,0,1
"8395",1,1,1,1,0,1,0,1,0,1,0,1
"8394",0,0,0,0,1,1,1,1,0,1,0,0
"23396",1,1,1,1,1,1,0,1,0,1,1,1
"5297",1,1,1,1,1,1,1,1,1,1,1,1
"55361",1,1,0,1,0,0,0,1,0,1,0,1
"5298",1,1,1,1,1,1,1,1,1,1,1,1
"5295",1,1,1,1,1,1,1,1,1,1,1,1
"23533",1,0,1,1,1,1,1,1,1,1,0,0
"5290",0,0,0,1,0,1,0,1,0,1,0,1
"5293",1,1,1,1,1,1,1,1,1,1,1,1
"5296",1,1,0,0,1,0,1,0,1,0,1,0
"8503",1,0,0,1,0,1,1,0,1,0,1,0
"5291",0,1,0,1,0,0,1,1,1,0,1,0
"5294",1,0,1,1,0,1,1,1,1,1,0,0
"10870",1,1,1,1,1,1,1,0,1,1,0,0
"4952",1,0,1,0,1,0,0,1,1,1,0,1
"23236",0,0,0,0,0,0,0,0,0,0,0,0
"5336",1,0,1,1,1,1,0,0,1,1,1,0
"5335",1,1,0,0,1,0,0,0,1,0,1,0
"5334",0,0,0,1,1,1,0,0,0,0,1,0
"5331",1,0,0,0,0,1,0,0,0,1,1,1
"257068",1,1,1,1,1,1,0,1,0,1,0,1
"84812",0,0,0,0,0,0,0,0,0,0,0,0
"5330",1,0,0,1,1,0,1,0,1,0,1,0
"23007",0,0,0,0,0,0,0,0,0,0,0,0
"51196",0,0,0,0,0,0,0,0,0,0,0,0
"5332",0,0,0,0,0,0,0,0,0,0,0,0
"113026",1,1,1,1,1,1,0,1,0,1,0,0
"5333",1,1,1,1,1,0,1,1,1,1,1,1
"89869",0,0,0,0,0,0,0,0,0,0,0,0
"5288",0,0,0,0,0,0,0,0,0,0,0,0
"5286",0,0,1,1,0,1,0,1,0,1,0,0
"5287",1,1,1,1,0,0,1,1,1,0,0,0
"200576",1,0,0,1,1,1,0,0,0,1,0,1
"5305",1,1,1,1,1,1,1,1,1,1,1,1
"79837",1,1,1,1,1,1,1,1,1,1,1,1
"5289",1,1,1,1,0,0,0,1,0,1,0,0
"5277",0,0,1,0,0,1,0,1,0,1,0,1
"51227",1,1,1,1,1,1,1,1,1,1,1,1
"8818",1,1,1,1,0,0,1,1,1,1,1,0
"9091",0,0,0,0,0,1,0,0,1,1,0,1
"5279",0,0,0,1,1,1,1,1,1,1,0,0
"5283",0,1,1,0,0,1,1,0,1,0,1,0
"123745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8398",1,0,0,1,1,0,1,0,1,0,1,0
"64600",0,1,0,0,0,0,0,0,0,0,0,0
