"","ImmProt_Th2_01","ImmProt_Th2_02","ImmProt_Th2_03","ImmProt_Th2_04"
"6506",1,1,1,1
"9296",0,1,0,1
"51606",0,1,0,1
"533",NA,NA,NA,NA
"90423",1,1,1,1
"528",0,1,0,1
"525",NA,NA,NA,NA
"10312",1,0,0,1
"127124",NA,NA,NA,NA
"245973",NA,NA,NA,NA
"50617",NA,NA,NA,NA
"9114",0,1,0,1
"23545",1,1,0,1
"8992",NA,NA,NA,NA
"535",1,1,0,1
"527",0,1,1,1
"526",1,1,1,1
"523",1,1,1,1
"529",1,1,0,1
"9550",0,1,0,1
"51382",1,0,0,1
"245972",0,0,1,1
"957",NA,NA,NA,NA
"956",NA,NA,NA,NA
"955",NA,NA,NA,NA
"953",1,0,0,1
"954",NA,NA,NA,NA
"377841",NA,NA,NA,NA
"293",1,1,1,1
"291",1,0,0,1
"292",1,1,1,1
"4126",1,0,0,1
"8706",NA,NA,NA,NA
"10317",NA,NA,NA,NA
"84002",NA,NA,NA,NA
"3141",1,1,0,1
"140679",NA,NA,NA,NA
"8424",NA,NA,NA,NA
"53630",NA,NA,NA,NA
"635",1,1,1,1
"23743",NA,NA,NA,NA
"10599",NA,NA,NA,NA
"1244",NA,NA,NA,NA
"8714",1,1,1,0
"28234",NA,NA,NA,NA
"645",1,1,0,1
"644",1,1,1,1
"9488",1,1,1,1
"10380",1,1,1,1
"686",0,1,0,0
"8884",1,1,1,1
"80704",NA,NA,NA,NA
"51733",NA,NA,NA,NA
"7108",0,0,0,1
"50814",1,0,1,1
"3295",0,0,1,1
"6307",1,0,0,1
"493",1,0,0,1
"492",1,0,1,1
"491",NA,NA,NA,NA
"490",1,0,0,1
"847",1,1,1,1
"6543",NA,NA,NA,NA
"6547",NA,NA,NA,NA
"6546",1,1,1,1
"166785",1,0,0,1
"2538",NA,NA,NA,NA
"92579",0,0,1,0
"1373",1,0,0,1
"873",1,1,1,1
"10423",1,0,0,1
"8760",1,0,1,1
"1040",NA,NA,NA,NA
"56994",1,1,1,1
"10390",1,0,1,1
"64781",1,1,1,1
"10087",0,1,0,1
"6565",NA,NA,NA,NA
"9023",NA,NA,NA,NA
"1103",NA,NA,NA,NA
"162466",1,1,1,1
"9468",NA,NA,NA,NA
"5130",0,1,0,1
"6579",NA,NA,NA,NA
"6555",NA,NA,NA,NA
"6554",NA,NA,NA,NA
"55349",1,0,0,0
"1120",0,1,0,1
"1119",NA,NA,NA,NA
"60482",NA,NA,NA,NA
"6582",NA,NA,NA,NA
"6584",NA,NA,NA,NA
"6820",NA,NA,NA,NA
"10948",1,0,0,1
"19",1,1,1,0
"1118",1,0,0,1
"27159",NA,NA,NA,NA
"54682",NA,NA,NA,NA
"9058",NA,NA,NA,NA
"6576",1,1,1,1
"1159",0,0,0,1
"548596",0,0,0,1
"1160",NA,NA,NA,NA
"1158",0,0,1,0
"1152",0,0,1,0
"5172",NA,NA,NA,NA
"65010",NA,NA,NA,NA
"54675",NA,NA,NA,NA
"10559",1,0,0,1
"55907",1,1,1,1
"8034",1,0,0,1
"8824",NA,NA,NA,NA
"51805",0,1,0,1
"51004",0,1,0,1
"10229",0,1,0,1
"2650",1,1,1,1
"9245",NA,NA,NA,NA
"51301",0,0,0,1
"192134",NA,NA,NA,NA
"386757",NA,NA,NA,NA
"6535",NA,NA,NA,NA
"1384",1,0,0,1
"6583",1,1,1,1
"1431",1,1,1,1
"54677",0,1,0,1
"8140",1,0,0,0
"23428",NA,NA,NA,NA
"1036",NA,NA,NA,NA
"23657",1,1,1,1
"57379",1,1,1,1
"978",1,1,1,1
"7371",0,1,0,0
"83549",1,1,0,1
"51727",1,1,1,1
"129607",0,1,0,1
"160851",0,0,1,1
"8526",1,0,0,1
"1606",1,1,1,1
"8527",1,1,1,1
"1607",0,1,0,1
"1608",1,0,1,0
"1609",1,0,0,1
"8525",0,1,0,1
"9162",NA,NA,NA,NA
"1610",NA,NA,NA,NA
"51022",NA,NA,NA,NA
"2745",1,1,1,1
"8528",NA,NA,NA,NA
"10455",1,0,0,1
"1632",1,1,1,1
"1633",1,1,1,1
"1638",NA,NA,NA,NA
"6319",1,1,1,1
"9415",1,1,1,1
"3992",1,1,1,0
"8694",0,0,1,1
"84649",0,1,0,0
"1716",0,1,0,1
"6513",1,0,0,1
"6517",NA,NA,NA,NA
"6515",1,0,0,1
"1718",1,1,1,1
"1581",NA,NA,NA,NA
"1717",1,1,0,1
"8560",1,1,0,1
"123099",NA,NA,NA,NA
"11309",1,1,1,1
"6783",0,0,1,0
"1723",0,0,0,1
"1809",NA,NA,NA,NA
"1808",1,1,1,1
"1807",NA,NA,NA,NA
"23539",NA,NA,NA,NA
"2224",0,1,0,1
"29958",NA,NA,NA,NA
"60386",1,0,0,1
"84920",1,0,0,1
"79087",1,0,0,1
"26002",NA,NA,NA,NA
"1621",1,1,1,1
"7299",NA,NA,NA,NA
"6530",NA,NA,NA,NA
"6581",NA,NA,NA,NA
"669",0,1,0,1
"5224",NA,NA,NA,NA
"5223",1,1,1,1
"4597",0,1,0,1
"51071",1,1,0,1
"1806",0,1,0,1
"7083",1,1,1,1
"7084",0,1,0,0
"1854",1,1,1,1
"3704",1,1,1,1
"10682",1,0,0,1
"1892",1,1,1,1
"549",1,0,0,1
"1962",0,1,1,0
"1891",1,1,1,1
"11001",1,0,1,0
"28231",NA,NA,NA,NA
"53919",NA,NA,NA,NA
"10257",0,0,1,1
"28232",NA,NA,NA,NA
"2109",1,1,1,1
"2108",0,0,1,0
"2110",0,1,0,1
"55500",1,0,1,0
"55224",NA,NA,NA,NA
"8790",0,0,0,1
"51086",NA,NA,NA,NA
"2181",1,0,1,1
"2180",1,0,1,1
"2182",1,0,0,1
"81616",NA,NA,NA,NA
"51703",1,0,0,0
"23305",1,0,1,1
"116285",NA,NA,NA,NA
"5167",1,1,1,1
"5169",1,1,1,1
"6785",NA,NA,NA,NA
"60481",1,0,1,1
"54898",NA,NA,NA,NA
"79071",NA,NA,NA,NA
"1579",NA,NA,NA,NA
"2194",0,1,0,1
"10999",1,0,0,1
"376497",1,0,0,1
"230",1,1,1,1
"226",1,1,1,1
"229",1,1,1,1
"5208",1,1,0,1
"5207",NA,NA,NA,NA
"2203",1,1,0,0
"5210",1,1,1,1
"5209",1,1,0,1
"8789",1,1,0,1
"2235",1,1,1,1
"10840",NA,NA,NA,NA
"79901",0,0,1,1
"197258",0,0,0,1
"125061",1,1,1,1
"1719",1,1,1,1
"2356",0,1,1,1
"155184",NA,NA,NA,NA
"29988",1,1,1,1
"66035",NA,NA,NA,NA
"6518",0,0,1,0
"6514",NA,NA,NA,NA
"160428",NA,NA,NA,NA
"25902",1,0,0,1
"4522",1,1,1,1
"2519",1,1,0,1
"2517",0,1,0,1
"2184",0,1,0,1
"2271",1,1,1,1
"2523",NA,NA,NA,NA
"2525",NA,NA,NA,NA
"10690",NA,NA,NA,NA
"2683",1,0,1,1
"9334",1,0,0,1
"8704",NA,NA,NA,NA
"8703",1,1,1,1
"2820",1,1,0,1
"5832",1,0,0,1
"9563",0,1,0,1
"2539",1,1,0,0
"2542",1,1,1,1
"2593",0,1,0,0
"9514",NA,NA,NA,NA
"5476",0,1,0,1
"2720",0,1,0,1
"2588",1,1,0,0
"2581",1,0,0,0
"2583",NA,NA,NA,NA
"55454",1,1,0,1
"55790",1,0,1,1
"79586",1,0,0,1
"337876",NA,NA,NA,NA
"22856",1,1,1,1
"63917",NA,NA,NA,NA
"11226",1,0,1,0
"55568",1,0,1,1
"2589",1,0,0,1
"51809",0,1,0,1
"8693",1,0,0,1
"2591",1,1,1,1
"117248",NA,NA,NA,NA
"26290",NA,NA,NA,NA
"114805",NA,NA,NA,NA
"79695",NA,NA,NA,NA
"50614",NA,NA,NA,NA
"79623",NA,NA,NA,NA
"2590",1,0,0,1
"11227",NA,NA,NA,NA
"81031",NA,NA,NA,NA
"126792",1,0,1,1
"11285",1,0,1,1
"8972",1,1,0,0
"175",1,0,0,0
"26301",NA,NA,NA,NA
"4329",1,1,1,1
"7915",1,1,0,1
"2731",1,1,1,1
"275",1,1,1,0
"2653",1,1,0,0
"2651",NA,NA,NA,NA
"55343",NA,NA,NA,NA
"8836",0,1,0,1
"79017",0,1,0,0
"8908",NA,NA,NA,NA
"2992",0,1,0,1
"2997",0,0,0,1
"2998",NA,NA,NA,NA
"2687",NA,NA,NA,NA
"6472",1,1,1,1
"6470",0,1,0,1
"2717",0,1,0,1
"2632",0,1,0,1
"2990",1,1,0,1
"8372",0,1,1,1
"26035",1,0,0,0
"54480",0,0,1,0
"2131",1,1,1,1
"2132",1,1,1,1
"27087",NA,NA,NA,NA
"26229",1,0,0,1
"135152",NA,NA,NA,NA
"4669",1,1,0,1
"64579",NA,NA,NA,NA
"9348",NA,NA,NA,NA
"8509",1,0,0,0
"3340",1,1,1,1
"2137",NA,NA,NA,NA
"2135",1,1,1,1
"2134",NA,NA,NA,NA
"144195",NA,NA,NA,NA
"154091",NA,NA,NA,NA
"11182",1,1,1,1
"56606",1,1,1,1
"6523",NA,NA,NA,NA
"178",0,1,0,1
"5837",NA,NA,NA,NA
"5834",1,1,1,1
"5836",1,0,0,1
"2729",0,1,0,1
"2730",1,1,0,1
"2746",1,1,1,1
"2747",1,1,1,1
"10841",NA,NA,NA,NA
"27165",NA,NA,NA,NA
"2744",1,1,1,1
"79751",1,0,1,1
"83733",NA,NA,NA,NA
"2639",0,1,0,1
"57084",NA,NA,NA,NA
"57030",NA,NA,NA,NA
"246213",NA,NA,NA,NA
"51179",NA,NA,NA,NA
"54363",NA,NA,NA,NA
"2628",1,1,1,1
"9380",1,1,1,1
"2712",1,0,0,0
"2713",NA,NA,NA,NA
"2710",1,1,0,1
"3029",1,1,1,1
"6536",NA,NA,NA,NA
"5226",1,1,1,1
"27232",NA,NA,NA,NA
"57678",NA,NA,NA,NA
"80055",NA,NA,NA,NA
"54965",1,0,1,1
"93183",1,0,0,1
"2936",1,1,1,1
"2876",1,1,1,1
"7001",1,1,1,1
"5052",1,1,1,1
"2879",1,1,1,1
"2877",NA,NA,NA,NA
"257202",NA,NA,NA,NA
"2878",1,0,1,1
"2882",1,1,1,1
"10935",1,1,1,1
"2937",0,1,0,1
"2678",0,0,1,1
"2679",NA,NA,NA,NA
"2983",0,1,1,1
"4881",NA,NA,NA,NA
"3000",1,0,1,0
"2974",NA,NA,NA,NA
"4882",NA,NA,NA,NA
"2986",NA,NA,NA,NA
"2982",1,1,1,1
"2984",NA,NA,NA,NA
"2977",NA,NA,NA,NA
"9615",NA,NA,NA,NA
"763",NA,NA,NA,NA
"11238",0,1,0,1
"23556",1,0,1,0
"55650",NA,NA,NA,NA
"53905",NA,NA,NA,NA
"50506",NA,NA,NA,NA
"343",NA,NA,NA,NA
"5281",NA,NA,NA,NA
"84720",1,0,0,1
"54872",1,0,1,1
"80235",NA,NA,NA,NA
"128869",1,0,0,1
"10026",1,0,0,1
"51604",1,0,1,1
"94005",1,0,0,1
"8733",1,0,1,1
"3028",1,1,1,1
"3033",1,1,1,1
"3037",NA,NA,NA,NA
"3038",NA,NA,NA,NA
"3036",NA,NA,NA,NA
"27235",NA,NA,NA,NA
"6522",1,0,0,1
"83697",NA,NA,NA,NA
"6521",1,1,1,0
"6508",NA,NA,NA,NA
"2645",NA,NA,NA,NA
"3098",1,1,1,1
"3099",1,0,1,1
"80201",NA,NA,NA,NA
"3101",0,1,0,0
"3081",1,1,1,1
"11112",1,1,1,1
"3067",1,1,1,1
"496",NA,NA,NA,NA
"495",1,1,1,1
"8942",0,1,1,0
"3157",0,1,0,1
"3158",NA,NA,NA,NA
"54511",NA,NA,NA,NA
"3155",1,1,0,1
"3162",0,1,1,0
"26062",NA,NA,NA,NA
"197257",1,0,0,0
"6448",0,1,0,1
"3290",1,1,1,1
"3291",NA,NA,NA,NA
"3292",NA,NA,NA,NA
"3294",NA,NA,NA,NA
"51478",0,1,0,1
"3283",NA,NA,NA,NA
"3284",NA,NA,NA,NA
"80270",1,1,1,1
"57026",0,1,0,1
"3419",1,1,1,1
"3421",1,1,0,1
"3420",1,1,1,1
"3417",0,1,0,1
"3418",1,1,1,1
"7173",NA,NA,NA,NA
"3425",1,1,0,1
"587",1,1,1,1
"8501",NA,NA,NA,NA
"55586",NA,NA,NA,NA
"114134",1,1,1,1
"6526",1,1,1,1
"3422",0,1,0,0
"91734",NA,NA,NA,NA
"160728",NA,NA,NA,NA
"8801",1,1,1,1
"8802",1,1,1,1
"8803",1,1,1,1
"9990",1,0,0,1
"6560",1,1,1,1
"57468",NA,NA,NA,NA
"3795",1,0,0,0
"84679",0,1,1,0
"23315",NA,NA,NA,NA
"8564",1,0,1,1
"3938",NA,NA,NA,NA
"53",1,1,0,1
"3931",0,0,1,0
"387775",NA,NA,NA,NA
"124637",NA,NA,NA,NA
"366",1,1,1,1
"11283",0,0,1,1
"4047",0,1,1,1
"1178",1,1,0,0
"5321",0,1,0,0
"29124",NA,NA,NA,NA
"51268",NA,NA,NA,NA
"4023",1,1,1,1
"1056",NA,NA,NA,NA
"3990",NA,NA,NA,NA
"80339",NA,NA,NA,NA
"11343",0,1,0,1
"50487",NA,NA,NA,NA
"9227",1,1,1,1
"6309",NA,NA,NA,NA
"4048",1,1,1,1
"4258",1,0,1,1
"4259",1,1,1,1
"4056",1,1,1,1
"2954",0,0,0,1
"2548",0,1,0,1
"56922",1,0,0,1
"64087",1,1,1,1
"23417",1,1,0,0
"4357",1,1,0,0
"4190",1,0,0,0
"4191",1,1,1,1
"4200",1,1,1,1
"4199",1,1,0,1
"10873",1,1,1,1
"3620",1,0,0,1
"1545",0,1,0,0
"1543",1,1,1,1
"1557",NA,NA,NA,NA
"1544",NA,NA,NA,NA
"27430",1,1,1,1
"4144",0,1,0,1
"4143",1,1,1,1
"4548",0,1,0,0
"4598",0,1,0,1
"8867",0,1,0,1
"3635",1,1,1,1
"3632",1,1,1,1
"3636",0,1,0,1
"27124",NA,NA,NA,NA
"3633",0,1,0,1
"56623",NA,NA,NA,NA
"3628",0,1,0,0
"3706",NA,NA,NA,NA
"3707",0,0,0,1
"80271",1,0,1,0
"51477",0,1,0,0
"8821",1,1,1,1
"3631",0,0,0,1
"2595",0,0,0,1
"84693",0,1,0,1
"4594",1,0,0,1
"80168",NA,NA,NA,NA
"116255",NA,NA,NA,NA
"4507",1,1,1,1
"10797",0,1,0,0
"56913",1,1,1,1
"91703",1,1,1,1
"443",NA,NA,NA,NA
"4668",0,1,0,1
"9498",NA,NA,NA,NA
"57282",1,1,1,1
"6528",NA,NA,NA,NA
"482",NA,NA,NA,NA
"476",1,1,1,1
"480",NA,NA,NA,NA
"483",1,1,1,1
"23439",NA,NA,NA,NA
"477",0,0,1,1
"481",1,0,0,1
"478",1,1,1,1
"6549",NA,NA,NA,NA
"6550",NA,NA,NA,NA
"6548",0,0,0,1
"84735",0,0,1,1
"55748",1,1,1,1
"6559",NA,NA,NA,NA
"57419",NA,NA,NA,NA
"123041",NA,NA,NA,NA
"9187",NA,NA,NA,NA
"25769",NA,NA,NA,NA
"124583",1,1,0,1
"79077",0,1,0,1
"9583",1,1,1,0
"1841",1,1,1,1
"4832",1,0,0,1
"4830",1,1,1,1
"29922",1,1,0,0
"10201",1,0,1,1
"4831",1,1,1,1
"4833",1,1,1,1
"57127",NA,NA,NA,NA
"6005",1,1,1,1
"6557",NA,NA,NA,NA
"6558",1,1,0,1
"349565",1,0,0,1
"64802",0,1,0,1
"23057",NA,NA,NA,NA
"10135",1,1,0,1
"4837",NA,NA,NA,NA
"5409",NA,NA,NA,NA
"4843",NA,NA,NA,NA
"4846",NA,NA,NA,NA
"4842",NA,NA,NA,NA
"4860",1,1,1,1
"6580",NA,NA,NA,NA
"55808",NA,NA,NA,NA
"30833",0,1,0,1
"5251",1,1,0,0
"56953",NA,NA,NA,NA
"4907",0,1,0,1
"6476",NA,NA,NA,NA
"5009",NA,NA,NA,NA
"5019",1,1,1,1
"64064",NA,NA,NA,NA
"1629",1,1,0,1
"594",0,1,0,1
"593",0,1,0,1
"26873",1,1,0,0
"4942",1,1,0,1
"7372",0,1,0,1
"10861",NA,NA,NA,NA
"1811",NA,NA,NA,NA
"1836",1,1,1,1
"1583",1,1,1,1
"1584",NA,NA,NA,NA
"1585",NA,NA,NA,NA
"1586",NA,NA,NA,NA
"1588",NA,NA,NA,NA
"1576",NA,NA,NA,NA
"1593",0,0,0,1
"1548",NA,NA,NA,NA
"1553",NA,NA,NA,NA
"1562",NA,NA,NA,NA
"1558",NA,NA,NA,NA
"1559",NA,NA,NA,NA
"1565",1,1,1,1
"1572",NA,NA,NA,NA
"51302",NA,NA,NA,NA
"64816",NA,NA,NA,NA
"1577",NA,NA,NA,NA
"1551",NA,NA,NA,NA
"10858",NA,NA,NA,NA
"66002",1,1,1,1
"8529",NA,NA,NA,NA
"4051",0,1,1,1
"9420",1,1,1,1
"1582",NA,NA,NA,NA
"5831",1,1,0,0
"5050",1,1,1,1
"5051",1,1,1,0
"5049",1,1,1,1
"5048",1,1,1,1
"7941",0,0,0,1
"347734",1,1,0,1
"57194",NA,NA,NA,NA
"5337",0,1,1,1
"5338",1,0,0,1
"130013",NA,NA,NA,NA
"5091",1,1,0,1
"5244",NA,NA,NA,NA
"5136",NA,NA,NA,NA
"5142",NA,NA,NA,NA
"5137",1,0,0,1
"5151",NA,NA,NA,NA
"50940",NA,NA,NA,NA
"5139",1,1,1,1
"5140",1,0,0,0
"27115",NA,NA,NA,NA
"5144",0,1,1,1
"5153",NA,NA,NA,NA
"5150",1,0,0,1
"5138",1,1,1,1
"8622",NA,NA,NA,NA
"5141",0,1,0,1
"5143",NA,NA,NA,NA
"10846",NA,NA,NA,NA
"5152",NA,NA,NA,NA
"5148",NA,NA,NA,NA
"8654",0,1,0,1
"5145",NA,NA,NA,NA
"5147",0,1,0,0
"5146",NA,NA,NA,NA
"5158",NA,NA,NA,NA
"5149",1,1,1,1
"1737",1,1,1,1
"5162",1,1,1,1
"5160",1,1,1,1
"5161",NA,NA,NA,NA
"55163",0,1,0,1
"10396",0,1,0,1
"5105",NA,NA,NA,NA
"5106",1,1,1,1
"8310",1,1,0,1
"5833",0,1,0,1
"10400",NA,NA,NA,NA
"26227",1,1,0,1
"5730",1,1,1,1
"27306",1,0,0,1
"9536",1,1,1,1
"80142",1,1,0,1
"5740",1,1,1,1
"114971",1,0,0,1
"9489",1,0,1,1
"5743",1,1,1,1
"5742",1,1,1,0
"6898",NA,NA,NA,NA
"5053",NA,NA,NA,NA
"5264",NA,NA,NA,NA
"5728",1,1,0,1
"8871",0,0,0,1
"8395",1,1,1,1
"8394",1,0,1,1
"23396",0,1,0,1
"5297",1,0,0,1
"55361",0,1,0,0
"5298",0,0,0,1
"5295",1,1,1,1
"23533",1,1,0,1
"5290",1,1,0,1
"5293",1,1,0,1
"5296",NA,NA,NA,NA
"8503",NA,NA,NA,NA
"5291",0,0,0,1
"5294",0,1,0,1
"10870",1,1,1,1
"4952",1,1,1,1
"23236",1,1,1,1
"5336",0,1,1,1
"5335",1,0,0,0
"5334",1,0,0,1
"5331",0,1,1,0
"257068",NA,NA,NA,NA
"84812",NA,NA,NA,NA
"5330",1,1,1,1
"23007",NA,NA,NA,NA
"51196",NA,NA,NA,NA
"5332",1,1,1,1
"113026",NA,NA,NA,NA
"5333",1,0,0,1
"89869",1,1,1,1
"5288",NA,NA,NA,NA
"5286",0,1,1,0
"5287",1,1,0,0
"200576",0,0,0,1
"5305",1,1,1,1
"79837",0,1,0,1
"5289",0,1,0,1
"5277",NA,NA,NA,NA
"51227",NA,NA,NA,NA
"8818",NA,NA,NA,NA
"9091",1,0,0,1
"5279",NA,NA,NA,NA
"5283",NA,NA,NA,NA
"123745",NA,NA,NA,NA
"8398",0,0,1,1
"64600",NA,NA,NA,NA
"81579",NA,NA,NA,NA
"100137049",NA,NA,NA,NA
"5322",NA,NA,NA,NA
"5320",NA,NA,NA,NA
"30814",NA,NA,NA,NA
"26279",1,1,1,1
"5319",NA,NA,NA,NA
"10654",0,1,0,1
"117283",NA,NA,NA,NA
"9807",1,0,0,1
"51447",NA,NA,NA,NA
"8876",1,0,1,0
"8875",1,0,1,0
"55350",NA,NA,NA,NA
"27068",1,1,1,1
"8613",NA,NA,NA,NA
"8611",1,1,1,1
"8612",NA,NA,NA,NA
"5498",1,0,0,1
"8288",1,0,0,0
"9588",1,1,1,1
"4353",1,1,1,1
"5625",NA,NA,NA,NA
"6578",NA,NA,NA,NA
"23761",0,1,0,1
"9791",1,0,0,1
"81490",1,1,1,1
"10005",0,1,0,1
"10965",1,1,0,1
"122970",NA,NA,NA,NA
"5805",NA,NA,NA,NA
"6303",NA,NA,NA,NA
"112483",1,0,0,0
"8566",1,1,1,1
"151531",NA,NA,NA,NA
"7378",0,1,0,1
"2944",1,0,0,0
"64080",0,1,0,1
"5959",NA,NA,NA,NA
"8608",NA,NA,NA,NA
"112724",1,0,0,1
"157506",1,0,0,0
"51109",1,0,1,1
"57665",1,0,1,1
"195814",NA,NA,NA,NA
"145226",NA,NA,NA,NA
"50700",NA,NA,NA,NA
"8228",1,1,1,1
"113278",NA,NA,NA,NA
"54981",0,1,0,1
"6482",1,0,1,1
"6484",0,0,1,1
"6483",1,1,1,1
"10090",NA,NA,NA,NA
"9653",1,0,0,0
"3423",1,1,0,1
"222537",NA,NA,NA,NA
"9957",NA,NA,NA,NA
