"","GSM2722357","GSM2722361","GSM2722365","GSM2722369","GSM2722373","GSM2722377","GSM2859422","GSM2859450","GSM2859479","GSM2859514","GSM3355220","GSM3355221","GSM3355222","GSM3355223","GSM3355224"
"55500",0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
"427",1,0,0,1,1,0,0,1,1,1,0,0,1,1,1
"55224",0,1,0,1,0,1,0,0,1,1,0,0,0,1,1
"51004",0,1,0,0,0,1,1,1,0,1,1,1,1,0,0
"10229",1,1,0,0,0,1,0,1,1,1,1,0,1,0,0
"9962",1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
"2181",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"9245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2650",1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
"51301",0,0,1,1,0,0,0,1,1,1,0,0,1,0,1
"2182",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9963",0,0,1,0,1,0,1,0,0,1,0,1,1,0,1
"2180",1,0,0,0,1,1,1,0,1,0,0,1,0,1,1
"192134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80150",0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
"51703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81616",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
"23305",1,0,0,0,0,1,0,1,0,1,0,0,1,1,1
"440",0,0,1,0,1,1,0,0,1,1,0,0,0,1,1
"6535",1,1,0,0,0,1,1,0,0,1,1,1,0,1,0
"1384",0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
"116285",0,1,0,1,0,0,0,1,0,0,1,1,0,1,0
"6583",1,1,0,0,1,1,1,0,0,1,0,1,0,1,0
"5167",1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
"790",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5169",0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
"54898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6785",1,0,1,0,0,0,0,1,0,0,0,0,1,1,1
"6505",0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
"54677",0,0,1,1,1,0,1,0,1,1,0,1,0,1,1
"60481",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6507",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"79071",1,1,1,0,1,0,1,0,1,1,0,0,0,1,1
"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2194",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6506",0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"376497",0,1,1,1,0,0,0,1,1,0,1,1,1,0,0
"10999",1,1,0,0,1,1,0,1,1,0,1,1,0,0,0
"525",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"11000",1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
"230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"226",0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
"527",0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
"8140",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"229",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"23545",0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
"5207",0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
"526",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23428",0,0,1,1,0,1,0,1,1,0,0,1,1,0,1
"5208",0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
"1036",1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
"245973",0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
"5210",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
"8789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5209",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124935",1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
"2203",0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
"2235",0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
"23657",0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
"57379",0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"2629",0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
"10840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26301",1,1,0,0,1,1,1,0,0,1,1,1,1,0,0
"79901",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1
"978",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"7371",1,1,1,0,1,1,0,0,1,1,1,1,0,0,0
"83549",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7915",1,0,0,1,1,1,1,0,1,0,0,1,0,0,1
"125061",1,1,0,0,1,1,0,0,0,1,1,1,1,0,0
"4329",0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
"51727",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1719",1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
"129607",0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
"2356",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2731",0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
"29988",0,1,0,0,1,1,1,0,0,1,1,0,1,0,0
"275",0,0,1,1,0,0,1,0,1,1,1,1,0,0,1
"2653",1,0,1,0,1,0,0,0,1,0,1,0,0,1,1
"1609",0,1,1,1,1,0,1,0,1,0,1,1,0,0,0
"155184",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2651",1,0,1,1,0,0,0,1,1,0,0,1,0,0,1
"6514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8525",0,0,1,1,1,0,1,0,1,0,1,1,0,0,1
"66035",0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"55343",1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
"7264",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"160428",0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
"8836",0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
"4522",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"25902",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"1608",0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"79017",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"2519",0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"2997",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160851",1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
"9162",1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
"2184",1,1,0,0,0,1,0,0,1,1,1,1,1,0,0
"8527",1,1,0,0,1,0,1,1,1,0,1,1,1,0,1
"8908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2271",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2992",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"2523",0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"8526",0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
"2998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6470",1,1,0,0,1,0,1,0,0,1,1,1,0,0,0
"1606",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9334",1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
"8704",1,1,0,0,1,1,0,0,1,0,1,1,1,0,0
"2717",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2632",1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
"2683",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2820",0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
"5832",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
"8372",1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
"3290",1,1,0,0,1,1,0,1,1,1,1,0,1,0,0
"2539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3291",1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
"3292",1,0,1,1,0,1,0,0,0,1,1,1,0,0,1
"26035",1,0,0,1,1,0,0,1,0,0,0,1,0,1,1
"2542",0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
"2593",1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
"54480",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2132",1,1,0,0,0,1,1,1,0,0,0,0,1,0,0
"7923",0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"3294",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"2131",1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
"51478",1,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"9514",0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"3283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27087",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"4758",1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
"80270",1,1,0,0,1,0,1,0,1,0,1,1,0,0,0
"57026",0,1,1,0,1,1,0,0,1,1,1,0,0,0,1
"5476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135152",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"2588",0,1,1,1,0,0,1,1,0,0,1,1,1,0,0
"26229",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2581",0,1,1,1,0,1,0,1,0,1,0,0,0,1,1
"4669",0,1,0,0,0,1,1,0,0,1,1,1,0,0,0
"3421",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2583",0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
"55454",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3340",1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
"8509",0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
"9348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55790",0,0,0,1,0,1,0,1,0,0,0,1,1,0,1
"64579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3419",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"79586",0,1,0,0,1,1,0,1,1,0,1,1,0,0,0
"3417",0,0,1,1,1,0,0,0,1,1,0,1,1,0,1
"2137",1,1,0,0,1,1,1,0,0,0,1,1,0,0,1
"3418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22856",1,1,0,0,0,1,0,1,1,1,0,0,0,1,1
"337876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7173",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2135",1,0,0,0,1,0,1,1,0,0,0,0,1,1,1
"2134",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"55568",1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
"56606",0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
"2590",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"154091",0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
"3425",0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
"2591",1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"144195",1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
"11182",0,0,1,0,1,0,0,1,1,0,1,1,0,0,0
"114805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587",1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
"8693",1,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"63917",1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
"50614",0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
"8501",1,1,1,0,0,1,0,1,1,1,1,1,0,0,1
"2589",1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
"178",1,0,1,1,1,0,0,0,1,1,0,0,0,1,1
"51809",1,0,1,0,1,0,0,1,1,1,0,0,0,1,1
"55586",1,1,0,1,0,0,0,0,1,0,1,1,1,1,0
"114134",0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
"117248",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"11227",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6526",1,0,0,1,0,1,0,1,0,1,0,0,0,1,1
"11226",1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
"79695",0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
"79623",1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
"3422",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91734",0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
"26290",0,0,1,1,0,0,1,1,0,1,1,0,0,1,1
"81031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126792",0,1,1,0,1,1,0,0,0,1,1,1,0,1,0
"5837",0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
"5836",0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
"5834",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11285",0,1,1,0,0,1,0,0,1,0,1,1,0,1,0
"8802",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2729",1,1,1,0,1,1,0,1,1,1,0,0,0,1,1
"8972",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2618",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2730",0,1,1,0,1,1,1,0,1,0,0,0,1,0,1
"8803",1,0,0,0,1,1,0,1,1,1,0,0,0,1,1
"10723",0,1,1,1,1,0,1,1,0,0,1,1,0,0,1
"9990",0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6560",0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
"2747",1,1,0,0,0,1,1,0,1,0,0,1,0,0,1
"5019",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10841",0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
"57468",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"3795",0,1,1,1,1,1,0,1,1,0,1,1,1,0,0
"1629",1,0,1,1,1,0,0,1,1,1,0,1,0,0,1
"27165",1,0,1,1,0,0,0,1,0,1,1,1,0,1,0
"594",0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
"2744",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8564",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3938",0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
"593",0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
"26873",0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
"79751",1,1,1,0,1,0,1,0,1,0,1,1,0,0,0
"83733",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4942",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2639",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0
"53",1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
"3931",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0
"7372",1,1,1,0,1,1,0,0,1,1,0,1,0,1,0
"57084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1811",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"246213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57030",0,0,1,1,1,0,1,1,1,1,0,1,1,0,1
"387775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10861",0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
"1836",1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
"124637",1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
"51179",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
"1583",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"2628",0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
"1584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9380",0,1,1,1,0,1,1,1,0,0,1,1,1,0,0
"1586",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2713",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"4047",0,1,1,1,1,0,0,0,0,1,1,1,0,0,1
"1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5321",1,0,1,0,1,1,0,0,0,0,0,1,0,1,1
"2710",0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
"1576",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178",0,0,0,0,1,1,0,1,0,1,0,0,1,1,1
"51268",0,0,1,1,0,1,0,1,1,0,1,1,1,0,0
"1056",1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"3029",0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
"6536",1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
"1589",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1593",0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
"3990",0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"1548",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"80339",0,0,1,1,0,0,1,1,1,1,0,1,0,0,1
"4023",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"5226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11343",0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
"1562",0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"27232",0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
"1558",0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
"57678",1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"50487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284098",1,0,1,0,1,1,1,1,0,1,0,0,0,1,1
"1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93183",1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
"9227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
"54965",0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
"1572",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"51302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2936",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6309",1,0,1,1,1,0,1,0,0,1,0,0,0,1,1
"64816",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"4048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1577",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"4056",0,0,1,1,0,1,1,1,0,0,0,1,0,1,0
"5052",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1551",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4259",0,0,1,1,0,1,0,1,0,1,1,1,1,0,0
"10858",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"2876",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66002",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"8529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4258",0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
"4051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2877",0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
"5831",1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
"2878",1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
"2954",0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"257202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2882",1,1,0,0,0,1,1,0,0,0,1,1,1,1,0
"5048",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2548",1,1,0,1,0,1,1,0,0,1,1,1,0,0,0
"10935",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5051",1,1,0,1,0,1,0,1,1,1,1,1,0,0,1
"5050",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2937",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5049",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64087",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7941",0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
"56922",0,1,1,1,0,0,0,1,0,1,0,1,0,1,0
"23417",0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
"2678",1,0,0,1,1,0,0,1,0,1,1,0,0,0,1
"347734",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57194",1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
"5337",0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
"4357",1,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"5338",0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
"2679",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4190",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130013",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"4191",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4200",1,0,1,0,1,0,0,1,1,0,0,1,0,1,1
"4881",0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
"5091",0,1,1,0,1,0,1,1,0,0,1,1,0,0,0
"4882",0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
"2984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2974",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"2982",0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
"2986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4199",0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
"10873",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0
"3620",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"2983",1,0,0,0,0,1,0,1,0,0,0,1,0,1,1
"3000",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545",0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
"5244",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"2977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"1544",0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
"9615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4144",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5150",1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
"27430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4548",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"763",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11238",0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
"4598",0,1,1,1,1,0,1,0,1,1,1,1,0,0,0
"5137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3636",0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
"5151",0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
"23556",0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
"55650",1,0,0,0,1,1,0,0,0,1,0,1,1,0,0
"3635",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3633",0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
"8867",0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
"5140",0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
"27124",0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
"53905",0,0,1,1,0,1,0,0,1,1,1,0,1,0,0
"50506",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5142",1,0,1,0,1,0,1,0,0,0,0,1,1,0,1
"343",0,1,1,0,0,0,0,1,0,1,0,1,1,1,0
"5281",0,0,1,1,1,0,0,0,1,0,1,0,1,1,1
"3632",1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"10846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84720",0,1,0,0,0,1,1,1,0,0,1,1,0,1,1
"56623",0,1,1,1,1,0,0,0,1,0,1,1,1,0,0
"5141",0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"8622",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3628",0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
"3707",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80235",0,1,1,1,0,0,1,1,0,0,1,0,1,0,0
"5144",0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
"3706",0,1,1,1,1,0,0,0,0,1,1,0,1,0,0
"5153",1,1,0,0,0,1,1,1,0,0,1,1,1,0,0
"80271",0,1,1,0,0,1,1,0,1,0,1,1,0,0,0
"94005",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27115",1,1,0,1,0,0,0,1,1,0,0,1,0,0,1
"128869",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"51477",0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"10026",0,0,1,1,1,1,0,1,1,1,0,0,0,1,1
"5138",1,1,1,0,0,0,0,1,0,1,1,1,0,1,0
"51604",1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
"3631",0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
"5139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8821",1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
"50940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2595",0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
"84693",0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
"8733",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
