"","GSM2579316","GSM2579320","GSM2579324","GSM2579328","GSM2579332","GSM2579336","GSM2579317","GSM2579321","GSM2579325","GSM2579329","GSM2579333","GSM2579337"
"6518",0,0,1,1,0,1,0,0,0,0,0,0
"8525",1,0,0,1,1,1,0,1,1,1,1,0
"66035",1,1,1,1,0,1,1,1,0,0,0,0
"55343",1,1,0,1,1,1,0,1,0,0,1,0
"7264",1,1,1,1,1,1,1,1,1,1,1,1
"160428",0,1,0,0,1,0,0,1,0,1,0,0
"8836",1,0,0,0,1,0,1,1,0,0,1,0
"4522",0,1,1,0,0,0,1,1,1,0,0,0
"25902",0,1,0,0,1,0,0,1,1,1,0,0
"1608",0,0,1,0,0,0,0,0,0,0,0,0
"79017",1,1,0,1,0,1,1,1,0,0,1,1
"2519",0,1,1,1,1,1,1,0,1,1,0,1
"2997",1,1,1,1,1,1,1,1,1,1,1,1
"160851",0,1,0,0,1,1,1,1,0,1,1,1
"9162",0,1,0,0,0,1,0,0,0,0,1,0
"2184",1,0,0,1,0,0,0,1,1,0,1,0
"8527",0,1,0,1,1,1,0,0,1,1,0,1
"8908",0,1,0,0,0,0,0,0,0,0,0,0
"2271",1,1,1,1,1,1,1,1,1,1,1,1
"2992",1,1,1,1,1,1,1,1,1,1,1,1
"2523",0,0,1,0,0,0,0,0,0,0,0,0
"8526",0,0,0,0,1,1,0,0,1,0,1,1
"2998",1,1,1,1,1,1,1,1,1,1,1,1
"2525",1,1,1,1,1,1,1,1,1,1,1,1
"2687",0,0,1,0,0,1,0,0,0,0,0,0
"6470",1,1,1,0,1,0,1,1,1,0,0,1
"1606",1,1,1,1,1,1,1,1,1,1,1,1
"6472",1,1,1,1,1,1,1,1,1,1,1,1
"10690",0,0,0,0,0,1,0,0,0,0,0,0
"9334",0,0,0,0,0,1,0,1,1,1,1,1
"8704",0,0,1,0,0,0,0,0,1,1,0,1
"2717",1,1,1,1,0,0,1,0,0,1,1,1
"8703",1,1,1,1,1,1,1,1,1,1,1,1
"2632",1,0,1,0,0,1,0,0,1,0,1,1
"2683",1,1,1,1,1,1,1,1,1,1,1,1
"2820",0,1,1,0,1,1,0,1,0,1,1,1
"5832",1,1,1,1,1,1,1,1,1,1,1,1
"2990",1,1,1,1,1,1,1,1,1,1,1,1
"9563",1,1,1,1,0,1,0,1,0,0,1,0
"8372",1,1,1,1,0,0,0,1,1,0,1,1
"3290",0,1,1,0,1,0,1,0,1,1,1,0
"2539",1,1,1,1,1,1,1,1,1,1,1,1
"3291",0,0,0,0,1,0,0,0,0,0,0,0
"3292",0,1,1,0,0,0,0,1,0,0,1,1
"26035",0,0,1,1,1,0,0,0,1,1,0,1
"2542",1,1,1,0,0,1,1,0,0,1,1,0
"2593",1,1,1,1,0,1,1,1,1,1,1,1
"54480",1,1,1,1,1,1,1,1,1,0,1,1
"2132",0,0,1,1,0,0,1,1,1,0,0,1
"7923",1,1,1,1,1,1,1,1,1,1,1,1
"3294",0,0,1,0,0,1,0,0,0,0,1,0
"2131",0,1,0,0,0,1,0,0,1,1,1,1
"51478",0,0,1,1,1,1,1,0,0,0,1,1
"9514",0,0,0,0,0,0,0,0,0,0,0,1
"3283",0,0,0,0,0,1,0,0,1,0,0,0
"2720",1,1,1,1,1,1,1,1,1,1,1,1
"3284",1,1,1,1,1,1,1,1,1,1,1,1
"27087",0,0,0,0,0,0,1,1,1,0,0,0
"4758",1,0,0,0,1,0,1,1,1,1,1,0
"80270",1,0,0,0,0,0,0,1,0,0,0,0
"57026",0,0,0,1,1,0,0,0,0,1,1,1
"5476",1,1,1,1,1,1,1,1,1,1,1,1
"135152",1,1,0,1,1,1,1,0,0,1,1,0
"2588",0,0,0,1,1,0,0,1,1,0,1,1
"26229",1,1,1,1,1,1,1,1,1,1,1,1
"2581",1,0,0,1,0,0,1,1,0,0,1,1
"4669",1,1,0,1,1,1,0,1,0,1,1,0
"3421",1,1,1,1,1,1,1,1,1,1,1,1
"2583",1,1,1,1,1,1,1,1,1,1,1,1
"55454",1,1,1,1,0,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1,1
"3340",0,0,0,0,0,0,0,0,0,0,0,1
"8509",1,1,1,1,1,0,0,1,1,0,1,1
"9348",0,0,0,0,1,0,0,0,0,0,0,0
"55790",1,1,1,1,1,0,1,1,1,1,1,1
"64579",0,0,0,0,0,0,0,0,0,0,0,1
"3419",0,1,1,1,1,0,0,0,1,0,1,0
"79586",0,1,1,1,1,0,0,1,0,1,1,0
"3417",0,1,0,0,1,1,0,1,1,1,1,1
"2137",0,0,0,0,1,1,1,0,1,1,1,0
"3418",1,1,1,1,1,1,1,1,1,1,1,1
"22856",0,0,0,0,0,1,1,1,1,1,0,1
"337876",1,1,1,1,1,1,1,1,1,1,1,1
"7173",1,1,0,1,0,1,0,1,1,1,1,0
"2135",0,1,1,0,0,0,1,0,1,1,1,1
"2134",1,0,0,0,0,1,0,0,1,0,1,0
"55568",1,0,0,0,0,1,0,0,1,1,1,1
"56606",1,1,0,1,1,1,1,0,1,0,0,0
"2590",0,1,1,0,0,1,1,0,1,1,1,1
"154091",0,0,0,0,0,1,0,0,0,0,0,0
"3425",0,0,0,1,1,1,1,0,0,1,1,1
"2591",0,0,0,0,0,0,1,1,1,1,0,1
"144195",1,0,0,1,0,0,1,0,0,1,0,0
"11182",0,0,0,1,0,0,0,1,1,0,0,0
"114805",1,1,1,1,1,1,1,1,1,1,1,1
"6523",0,0,0,0,0,0,0,0,0,1,0,0
"587",1,0,1,1,0,1,0,1,0,0,1,0
"8693",1,0,1,0,1,1,0,0,0,0,1,1
"63917",1,0,0,0,1,0,1,1,1,0,0,0
"50614",0,0,1,0,0,1,0,1,1,0,1,0
"8501",1,1,0,1,1,0,1,0,1,0,1,1
"2589",0,0,0,0,0,1,0,1,0,1,1,1
"178",0,0,0,0,1,1,1,0,1,0,0,1
"51809",0,1,0,1,1,1,1,0,0,1,1,0
"55586",0,0,0,0,0,0,1,0,0,1,0,0
"114134",0,0,1,0,0,0,0,1,1,0,1,1
"117248",0,0,0,0,0,0,0,0,0,0,1,0
"11227",1,1,0,0,0,1,1,0,0,0,1,0
"6526",1,0,0,0,0,1,1,1,0,0,0,1
"11226",1,0,0,1,0,0,1,1,1,1,1,1
"79695",0,1,1,0,1,1,1,0,0,1,0,1
"79623",0,0,1,1,1,0,0,0,0,0,0,0
"3422",1,1,1,1,1,1,1,1,1,1,1,1
"91734",1,1,1,1,1,1,1,1,1,1,1,1
"26290",0,0,0,0,1,1,0,0,1,1,1,1
"81031",0,0,1,0,0,0,0,0,0,0,0,0
"126792",0,1,1,0,1,1,0,0,0,1,1,1
"5837",0,0,1,1,0,1,0,0,0,1,0,1
"5836",0,0,0,0,0,1,0,0,1,0,0,0
"5834",1,1,1,1,1,1,1,1,1,1,1,1
"160728",0,0,0,0,0,0,0,0,0,0,0,1
"8801",1,1,1,1,1,1,1,1,1,1,1,1
"11285",0,0,0,1,0,0,1,1,1,1,1,0
"8802",1,1,1,1,1,1,1,1,1,1,1,1
"2729",0,0,0,1,0,0,1,0,0,1,0,1
"8972",1,1,1,1,1,1,1,1,1,1,1,1
"2618",1,0,1,0,1,0,1,1,1,0,0,1
"2730",0,0,1,0,0,1,0,0,1,1,1,1
"8803",1,1,1,1,0,1,1,0,1,0,0,0
"10723",1,1,1,0,1,1,0,1,0,0,1,0
"9990",1,1,0,0,1,1,0,0,1,0,1,1
"2746",1,1,1,1,1,1,1,1,1,1,1,1
"6560",0,0,1,1,1,0,0,1,1,0,1,1
"2747",0,1,0,0,1,0,1,1,1,1,0,0
"5019",1,1,1,1,1,1,1,1,1,1,1,1
"10841",0,1,0,1,0,0,0,1,0,0,0,0
"57468",0,0,0,0,1,0,1,1,0,0,1,1
"3795",0,0,1,1,1,1,1,0,1,1,0,0
"1629",0,0,1,1,1,1,1,0,0,0,0,1
"27165",1,1,1,1,0,0,0,0,1,1,0,0
"594",1,1,1,1,1,0,1,1,0,1,0,0
"2744",0,0,0,0,0,1,0,0,1,1,0,1
"8564",0,0,0,0,0,0,0,1,1,0,0,0
"3938",0,0,0,0,0,1,0,0,0,0,0,0
"593",1,0,0,1,0,0,1,1,1,0,1,0
"26873",0,0,1,0,0,0,0,1,0,0,0,1
"79751",0,1,0,1,1,0,1,0,1,0,0,1
"83733",0,1,0,0,0,0,0,0,0,0,0,0
"4942",1,1,1,1,1,1,1,1,1,1,1,1
"2639",0,1,1,1,1,1,0,1,0,1,1,0
"53",1,1,1,0,0,1,0,0,1,0,1,0
"3931",0,1,0,0,1,1,0,0,1,1,1,1
"7372",1,1,0,0,1,1,0,1,1,1,0,0
"57084",1,1,1,1,1,1,1,1,1,1,1,1
"1811",1,0,0,1,0,0,0,1,0,0,0,1
"246213",1,1,1,1,1,1,1,1,1,1,1,1
"57030",0,0,0,0,0,0,0,1,0,1,1,0
"387775",1,1,1,1,1,1,1,1,1,1,1,1
"10861",1,0,1,0,0,0,1,0,0,0,1,0
"1836",0,0,1,0,0,1,1,1,0,1,1,1
"124637",0,1,1,0,0,1,0,0,1,0,0,1
"51179",0,1,0,0,0,0,0,0,0,0,0,0
"54363",1,1,1,1,1,1,1,1,1,1,1,1
"366",0,0,0,0,0,1,0,0,1,0,0,0
"1583",1,1,1,1,1,1,1,1,1,1,1,1
"2628",0,0,1,0,1,0,0,0,0,0,1,0
"1584",1,0,0,0,0,0,0,0,0,0,0,0
"1585",1,1,1,1,1,1,1,1,1,1,1,1
"11283",0,0,0,1,0,0,0,0,0,0,0,0
"9380",1,0,1,1,1,1,1,1,1,1,1,1
"1586",1,0,0,0,0,0,0,0,0,0,0,0
"2713",0,0,0,0,0,0,0,1,0,0,0,0
"4047",0,0,0,1,0,0,1,0,1,1,1,0
"1588",1,0,0,0,1,0,0,0,0,0,1,0
"29124",0,0,0,0,0,0,0,0,0,0,1,0
"5321",0,0,0,0,0,0,1,0,0,0,1,0
"2710",0,0,1,0,0,0,1,1,0,0,1,1
"1576",1,1,1,1,1,1,1,1,1,1,1,1
"2712",1,1,1,1,1,1,1,1,1,1,1,1
"1178",0,0,1,0,0,0,0,0,0,1,0,1
"51268",0,0,1,0,0,1,0,0,0,0,1,0
"1056",1,1,1,1,1,1,1,1,1,1,1,1
"3029",1,1,1,1,1,1,1,1,1,1,1,1
"6536",1,0,0,0,0,0,0,0,0,0,0,0
"1589",1,1,1,1,1,1,1,1,1,1,1,1
"1593",0,0,0,0,0,0,0,0,1,0,0,0
"3990",0,0,0,1,0,1,0,0,0,1,0,1
"1548",0,0,0,0,1,1,0,0,0,0,1,1
"80339",1,1,1,1,1,1,1,1,1,1,1,1
"4023",1,1,1,1,1,1,1,1,1,1,1,1
"5226",1,1,1,1,1,1,1,1,1,1,1,1
"1553",1,1,1,1,1,1,1,1,1,1,1,1
"11343",0,1,0,0,0,0,1,1,0,1,1,1
"1562",1,1,1,1,1,1,1,1,1,1,1,1
"27232",1,1,0,0,1,1,1,0,0,0,1,0
"1558",0,0,0,0,0,0,0,0,0,1,0,0
"57678",1,0,0,0,1,1,0,0,1,1,1,1
"50487",1,1,1,1,1,1,1,1,1,1,1,1
"284098",1,1,1,0,0,1,1,0,1,1,1,0
"1559",1,1,1,1,1,1,1,1,1,1,1,1
"93183",1,0,0,1,1,1,0,0,0,1,0,1
"9227",1,1,1,1,1,1,1,1,1,1,1,1
"1565",1,0,0,1,1,1,0,0,0,1,1,1
"54965",1,1,0,1,0,1,0,1,0,0,1,1
"1572",1,0,0,0,1,0,1,1,1,0,0,0
"51302",1,1,1,1,1,1,1,1,1,1,1,1
"2936",1,1,1,0,1,1,0,1,0,0,1,1
"6309",1,1,1,1,0,1,1,0,0,0,0,0
"64816",0,0,0,0,0,0,1,0,0,0,0,0
"4048",1,1,1,1,1,1,1,0,1,1,1,0
"1577",0,1,1,1,0,0,1,1,0,1,0,1
"4056",0,0,0,1,0,1,1,1,0,1,1,0
"5052",1,1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1,1
"1551",0,0,0,1,1,0,1,0,0,0,0,0
"4259",1,1,1,1,0,1,1,1,1,1,1,1
"10858",0,0,0,0,0,1,0,0,0,1,1,0
"2876",1,1,1,1,1,1,1,1,1,1,1,1
"66002",1,0,0,1,0,0,0,0,0,0,0,0
"8529",0,0,0,0,0,0,0,0,0,0,0,1
"2879",1,1,1,1,1,1,1,1,1,1,1,1
"4258",0,0,1,0,1,0,1,0,1,0,1,0
"4051",1,0,0,1,0,0,0,0,0,0,0,1
"9420",0,0,0,1,0,0,0,1,0,1,0,0
"1582",1,1,1,1,1,1,1,1,1,1,1,1
"2877",0,1,0,0,0,0,0,0,1,0,1,0
"5831",0,0,0,1,1,0,0,1,1,0,0,0
"2878",0,0,0,1,0,0,0,0,1,0,0,0
"2954",1,0,0,1,0,1,1,1,0,0,1,1
"257202",1,1,1,1,1,1,1,1,1,1,1,1
"2882",1,1,1,1,1,1,1,1,1,1,1,1
"5048",0,1,0,1,1,1,1,1,1,1,1,1
"2548",1,1,1,1,1,0,0,0,1,0,0,0
"10935",1,1,1,1,1,1,1,1,1,1,1,1
"5051",0,0,0,0,1,1,1,1,1,0,1,1
"5050",1,1,1,1,1,1,1,1,1,1,1,1
"2937",1,1,1,1,1,1,1,1,1,1,1,0
"5049",1,1,1,1,1,1,0,0,0,1,1,1
"64087",1,0,1,1,1,0,0,0,1,0,1,0
"7941",0,0,1,0,0,0,0,0,1,0,0,0
"56922",1,1,1,0,1,0,0,1,0,0,1,0
"23417",0,0,1,1,1,1,0,1,0,0,1,1
"2678",1,1,1,1,1,1,1,0,0,0,0,0
"347734",1,1,1,1,1,1,1,1,1,1,1,1
"57194",1,0,0,1,1,0,0,1,0,0,0,1
"5337",1,0,0,0,0,0,1,0,0,1,1,1
"4357",0,0,0,1,0,0,1,1,1,1,1,0
"5338",0,1,0,0,1,1,1,1,0,0,0,0
"2679",1,1,1,1,1,1,1,1,1,1,1,1
"4190",1,1,1,1,1,1,1,1,1,1,1,1
"130013",0,0,0,0,0,0,0,0,0,1,1,1
"4191",1,1,1,1,1,1,1,1,1,1,1,1
"4200",0,0,1,0,1,0,0,1,0,0,0,1
"4881",1,1,1,1,1,1,1,1,1,1,1,1
"5091",0,0,1,0,1,1,1,0,1,0,0,0
"4882",1,1,1,0,1,1,0,1,0,0,0,0
"2984",0,0,0,0,0,0,0,0,1,0,1,1
"2974",0,0,1,0,0,0,0,0,0,0,0,0
"2982",0,1,0,0,0,0,0,0,0,0,0,0
"2986",0,0,0,0,0,0,0,0,0,0,0,1
"4199",1,0,0,1,0,1,0,0,0,1,0,1
"10873",0,1,0,0,1,1,0,1,1,0,0,1
"3620",1,1,1,1,1,1,1,1,1,1,1,1
"2983",1,0,0,0,0,0,0,1,1,0,0,0
"3000",1,1,1,1,1,1,1,1,1,1,1,1
"1557",0,0,0,0,0,0,0,0,0,0,0,1
"1545",0,0,0,0,1,0,0,1,1,0,0,0
"5244",1,0,0,0,0,0,0,1,0,1,0,1
"2977",0,0,0,1,0,0,0,0,0,0,0,0
"1543",0,0,0,0,0,0,0,0,0,1,0,0
"1544",1,1,1,1,1,1,1,1,1,1,1,1
"9615",1,0,0,0,1,0,0,0,0,0,1,0
"4144",1,1,1,1,1,0,1,0,1,0,1,1
"4143",1,0,0,0,0,0,0,0,0,0,0,0
"5150",1,1,1,1,1,1,0,1,0,1,1,1
"27430",1,1,1,1,1,1,1,1,1,1,1,1
"4548",1,0,0,1,1,1,1,0,0,0,0,1
"763",1,1,1,1,1,1,1,1,1,1,1,1
"5143",1,1,1,1,1,1,1,1,1,1,1,1
"11238",1,0,1,1,1,1,1,0,0,0,1,0
"4598",0,0,1,1,1,0,1,1,1,0,1,0
"5137",0,0,0,0,0,0,0,0,1,0,0,0
"3636",0,1,0,0,0,1,0,0,0,1,1,1
"5151",0,1,1,0,1,1,0,0,0,1,0,1
"23556",1,0,1,1,1,1,1,0,1,0,1,0
"55650",1,0,1,1,0,0,0,0,1,1,1,0
"3635",1,1,1,1,1,1,1,1,1,1,1,1
"3633",1,0,1,1,0,1,1,0,1,0,1,0
"8867",1,0,1,0,0,1,0,0,1,0,0,1
"5140",1,1,1,0,0,0,0,0,1,0,1,1
"27124",1,1,1,1,1,1,1,1,1,1,1,1
"53905",1,1,0,0,1,1,0,1,1,1,0,0
"50506",0,0,0,0,1,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1,1,1
"343",1,0,0,0,0,0,0,0,0,0,1,1
"5281",1,1,0,1,0,1,1,1,1,0,0,1
"3632",0,1,0,0,1,0,0,1,0,1,0,1
"10846",1,0,0,0,1,0,0,0,0,0,0,0
"84720",1,0,1,1,1,0,1,1,0,0,1,0
"56623",1,1,1,0,1,0,0,0,1,0,0,1
"5141",0,0,0,0,0,0,1,1,1,1,1,1
"8622",0,0,0,0,1,1,1,0,0,0,0,1
"3628",1,1,0,0,0,0,1,0,1,1,0,1
"3707",1,1,1,1,1,1,0,0,1,1,1,1
"80235",0,0,0,0,0,0,1,1,1,1,0,0
"5144",1,0,0,1,1,0,0,0,1,1,1,1
"3706",0,0,0,0,1,1,0,0,0,0,0,0
"5153",0,0,0,1,1,1,0,0,1,0,0,1
"80271",1,1,1,0,1,1,1,1,0,0,0,1
"94005",1,1,1,1,1,1,1,1,1,1,1,1
"27115",1,0,0,1,1,0,0,0,0,0,0,0
"128869",0,1,1,0,0,0,1,1,0,0,1,0
"51477",1,1,1,1,1,1,1,1,1,1,1,1
"10026",1,0,1,1,1,0,1,1,1,1,0,1
"5138",0,0,1,1,0,1,0,1,0,0,0,0
"51604",1,0,0,0,0,0,1,1,1,0,0,0
"3631",0,0,0,0,1,1,0,1,0,1,0,0
"5139",0,0,1,0,0,0,0,1,0,0,0,0
"8821",1,1,1,1,1,1,1,1,1,1,1,1
"50940",1,0,1,0,0,0,0,1,0,0,1,0
"2595",1,1,1,1,0,0,0,1,0,0,0,1
"84693",0,1,0,1,1,1,0,1,0,0,1,1
"8733",1,1,1,1,1,1,1,1,1,1,1,1
"5136",1,1,1,1,1,1,1,1,1,1,1,1
"4594",1,1,0,1,1,0,1,1,0,0,0,1
"3028",1,1,1,1,1,1,1,1,1,1,1,1
"5152",0,0,1,1,0,1,0,0,1,1,0,0
"3033",0,1,0,0,1,1,0,1,1,1,1,1
"3037",0,0,0,0,0,1,0,0,0,0,0,0
"80168",1,1,1,1,1,1,1,1,1,1,1,1
"116255",1,1,1,1,1,1,1,1,1,1,1,1
"5146",0,0,1,0,0,1,1,0,0,1,0,1
"4507",0,0,1,1,1,0,0,1,0,1,1,0
"3038",1,0,0,1,0,0,1,0,1,0,0,0
"3036",0,0,0,0,1,1,0,0,0,1,0,0
"27235",1,1,0,1,1,0,0,1,0,1,0,1
"6521",1,1,1,1,1,1,1,1,1,1,1,1
"83697",0,0,0,0,0,0,0,0,0,1,0,0
"10797",1,1,0,1,1,0,0,0,1,1,0,1
"56913",1,1,1,1,1,1,1,1,1,1,1,1
"443",1,0,0,0,0,0,0,0,0,0,0,0
"91703",0,0,1,0,0,0,0,1,1,0,1,0
"6522",1,0,0,0,1,1,0,0,1,1,1,0
"6508",1,1,1,1,1,1,1,1,1,1,1,1
"5145",1,0,0,0,0,0,0,0,1,0,0,0
"4668",1,1,1,0,1,1,1,1,1,1,1,1
"9498",0,0,1,0,0,0,1,1,0,1,1,1
"57282",0,0,0,1,0,1,0,0,1,1,1,1
"6528",1,1,0,1,1,0,0,0,0,1,1,0
"3098",1,1,1,1,1,1,1,1,1,1,1,1
"80201",1,1,1,0,1,1,1,0,0,0,1,0
"8654",1,0,0,0,1,1,0,0,1,1,1,1
"2645",0,1,1,1,0,1,0,1,1,0,0,0
"483",1,1,1,1,1,1,1,1,1,1,1,1
"3101",0,0,0,0,0,1,1,1,1,0,0,1
"5149",1,1,1,1,1,1,1,1,1,1,1,1
"478",0,0,0,0,0,1,0,1,0,1,0,1
"480",1,1,1,1,1,1,1,1,1,1,1,1
"481",1,0,0,1,1,0,1,1,0,0,1,1
"3099",0,0,1,0,1,1,0,1,0,1,1,1
"5147",1,1,1,1,1,1,1,1,1,1,1,1
"482",0,1,0,1,1,0,1,0,0,0,0,0
"476",1,1,1,1,1,1,1,1,1,1,1,1
"477",1,0,0,1,0,0,1,0,0,0,0,0
"23439",1,1,1,1,1,1,1,1,1,1,1,1
"3081",0,0,0,0,1,1,1,1,1,0,0,1
"11112",1,1,1,1,1,1,1,1,1,1,1,0
"3067",0,0,0,1,0,0,1,0,1,0,0,0
"6549",0,0,0,0,0,0,1,0,0,0,0,1
"6550",1,1,0,0,1,0,0,1,1,1,0,0
"5148",1,0,1,0,1,0,1,1,1,1,0,1
"496",1,1,1,1,1,1,1,1,1,1,1,1
"6548",1,0,0,0,0,1,0,0,0,1,1,1
"495",1,1,1,1,1,1,1,1,1,1,1,1
"55748",1,0,0,1,1,0,1,1,1,1,1,0
"5158",0,1,1,1,1,0,1,1,0,1,0,0
"84735",1,1,0,0,0,0,0,1,1,1,0,0
"6559",1,1,1,1,1,1,1,1,1,1,1,1
"8942",0,0,0,1,0,0,0,0,1,0,0,0
"5162",1,1,1,1,1,1,1,1,1,1,1,1
"3157",1,0,0,1,0,0,0,1,0,0,1,0
"5161",0,1,0,0,0,0,0,0,0,0,0,0
"123041",0,0,0,1,0,0,0,0,1,0,0,0
"1737",0,1,1,0,1,0,1,1,0,0,0,1
"3158",1,1,1,1,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,1,1,1,1
"55163",0,1,1,0,0,1,0,0,1,0,1,0
"25769",1,0,0,0,0,0,0,1,0,1,0,0
"54511",1,1,1,1,1,1,1,1,1,1,1,1
"10396",0,1,0,1,0,1,0,1,0,1,0,0
"57419",0,0,0,0,0,0,1,0,0,0,0,0
"9187",0,0,0,1,1,1,0,0,0,1,1,0
"5105",1,1,1,1,1,1,1,1,1,1,1,1
"124583",0,0,1,1,1,0,0,1,1,0,1,1
"3155",0,1,0,0,0,1,0,0,1,1,0,0
"5106",1,1,0,1,1,1,0,0,0,0,1,0
"3162",0,0,0,1,0,0,0,1,1,0,1,1
"3163",1,1,1,1,1,1,1,1,1,1,1,1
"79077",1,1,1,1,1,1,1,1,1,1,1,1
"8310",0,0,1,0,1,0,1,1,1,1,0,0
"9583",1,0,0,1,1,1,0,0,0,0,1,1
"26062",1,1,1,1,1,1,1,1,1,1,1,1
"197257",0,1,1,0,0,0,0,0,1,0,0,0
"5833",0,0,1,1,0,1,1,1,1,1,1,1
"1841",1,1,1,1,1,1,1,1,1,1,1,1
"10400",1,1,1,1,1,1,1,1,1,1,1,1
"6448",1,1,1,1,1,1,1,1,1,1,1,1
"29922",1,0,0,0,0,0,1,1,1,1,1,0
"26227",1,1,1,0,0,1,1,1,1,0,0,0
"10201",1,0,1,1,0,1,1,0,0,1,1,1
"5730",0,0,0,1,0,0,1,1,1,1,1,0
"4830",0,0,1,0,0,0,1,0,1,1,0,1
"27306",0,0,0,0,1,1,0,0,1,1,1,0
"80142",1,1,1,1,1,1,1,1,1,1,1,1
"4831",1,1,1,1,1,1,1,1,1,1,1,1
"4832",1,1,1,1,1,1,1,1,1,1,1,1
"200576",0,0,0,0,1,1,0,0,0,0,1,1
"8396",1,1,1,1,1,1,0,0,1,0,1,1
"9536",0,0,0,1,0,1,0,0,0,1,0,0
"4833",1,1,1,1,1,1,1,1,1,0,1,1
"6005",0,0,0,0,0,0,0,0,1,0,1,0
"79837",1,1,1,1,1,1,1,1,1,1,1,1
"5740",0,0,0,0,0,1,0,0,0,0,0,1
"5289",1,1,0,0,0,1,0,1,1,0,0,1
"57127",1,1,1,1,1,1,1,1,1,1,1,1
"6557",0,0,0,0,1,0,0,0,0,0,0,0
"5277",1,1,1,1,1,0,1,0,0,1,0,0
"114971",1,1,1,1,1,1,1,1,1,1,1,1
"6558",0,0,0,1,0,1,0,1,1,1,0,1
"349565",0,0,0,0,1,1,0,0,0,1,1,1
"9489",1,1,1,1,1,1,1,1,1,1,1,1
"64802",0,0,1,0,1,0,1,1,0,1,0,1
"23057",0,0,0,0,0,0,0,0,0,1,0,0
"8818",1,1,1,1,1,1,1,1,1,1,1,1
"5743",0,0,0,0,0,0,0,0,1,0,1,0
"5742",0,0,1,0,0,0,1,0,1,0,0,0
"10135",0,0,1,1,0,0,0,0,1,0,0,1
"6898",1,0,0,0,1,1,1,0,0,1,0,1
"5053",0,0,0,0,1,0,0,1,0,1,0,0
"5283",1,1,1,1,1,1,1,1,1,1,1,1
"5264",1,1,1,1,1,0,0,1,1,1,1,1
"4837",0,1,0,0,0,0,1,0,0,0,0,0
"5409",0,0,0,0,0,0,0,0,0,0,0,1
"5728",1,1,0,1,1,1,1,1,1,0,1,1
"645740",0,0,0,0,0,0,1,0,0,0,0,0
"8871",1,1,1,0,0,1,1,0,0,1,1,1
"51227",1,0,1,1,1,1,0,0,0,1,0,0
"8395",1,1,1,0,0,0,0,0,0,0,0,1
"9091",1,0,1,0,0,0,1,1,1,0,0,0
"4842",1,1,1,1,1,1,1,1,1,1,1,1
"23396",0,1,0,1,1,1,0,1,0,0,1,0
"4843",0,1,0,0,0,0,1,0,0,0,0,0
"5279",1,1,1,1,1,1,1,1,1,1,1,1
"8394",1,1,0,0,1,0,0,1,0,0,1,0
"55361",1,1,0,1,0,0,1,1,1,0,0,1
"201288",1,1,1,1,1,1,1,1,1,1,1,1
"4846",0,0,1,0,0,1,1,1,1,0,1,0
"5297",1,1,0,1,1,1,0,0,0,0,1,1
"4860",1,0,0,0,0,0,1,1,0,1,1,1
"5298",1,1,1,1,1,1,1,1,1,1,1,1
"5294",0,0,0,1,0,0,1,1,1,0,0,1
"123745",0,0,0,0,0,1,0,0,0,0,0,0
"5290",1,1,0,1,1,1,0,0,0,1,0,0
"6580",1,0,1,1,0,0,0,0,0,0,0,1
"5295",1,1,1,1,1,1,1,1,1,1,1,1
"10870",1,1,1,1,1,1,1,1,1,1,1,1
"55808",1,0,1,1,0,1,0,0,0,1,0,0
"5251",0,1,1,1,1,0,0,1,0,0,0,0
"5320",0,0,0,0,0,0,0,1,0,0,0,0
"8503",1,0,0,1,0,0,1,0,1,0,0,1
"30833",1,1,1,1,1,1,1,1,1,1,1,1
"81579",0,0,1,0,1,1,1,0,0,0,1,1
"56953",1,1,0,1,0,1,0,1,0,1,1,1
"23533",1,1,1,1,1,1,1,1,1,1,1,1
"8398",0,0,0,1,1,1,0,0,1,0,0,0
"5296",0,0,0,0,0,0,0,1,1,0,0,0
"5322",1,1,1,1,1,1,1,1,1,1,1,1
"4907",1,0,1,1,1,1,1,0,1,1,1,0
"5291",0,0,0,1,0,1,1,0,1,1,0,0
"5293",1,1,1,1,1,1,1,1,1,1,1,1
"6476",0,0,0,0,1,1,1,1,0,0,0,0
"5009",0,0,0,0,0,0,0,1,0,0,0,0
"4952",1,0,0,0,1,0,1,0,1,0,1,1
"64600",1,1,1,1,1,1,1,1,1,1,1,1
"64064",1,1,1,1,1,1,1,1,1,1,1,1
"23236",0,0,0,0,0,0,1,0,1,1,1,1
"100137049",1,1,0,1,1,0,0,0,0,0,0,0
"30814",1,1,1,1,1,1,1,1,1,1,1,1
"26279",0,0,0,1,0,0,0,0,0,0,0,0
"5335",0,1,1,0,1,1,0,0,0,0,1,1
"8399",0,0,1,0,0,0,0,0,0,0,0,0
"5332",0,0,0,0,1,1,0,0,1,0,0,0
"257068",1,0,1,0,0,0,1,0,0,1,0,1
"5319",1,0,0,0,0,1,0,0,0,0,1,0
"6489",0,0,0,1,0,1,0,1,1,0,0,1
"5336",0,0,0,0,0,0,0,0,1,0,1,0
"23007",0,0,0,1,1,0,0,0,0,0,0,0
