"","GSM1079349","GSM1079350","GSM1079351","GSM1079352","GSM1079353","GSM1079354","GSM1079355","GSM1079356","GSM1079357","GSM1079358"
"6523",1,1,1,0,0,0,1,1,1,0
"178",1,1,1,1,1,1,1,1,1,1
"5837",0,0,1,0,1,1,0,0,0,1
"5834",1,1,0,1,0,1,1,1,0,1
"5836",0,0,0,0,0,0,0,0,0,0
"2729",0,0,1,0,0,1,1,1,0,0
"2730",1,1,1,1,1,1,1,1,1,1
"2746",1,1,1,1,1,1,1,1,1,1
"2747",1,1,1,0,0,0,1,1,0,0
"10841",0,1,0,1,0,0,1,0,0,1
"27165",0,0,0,0,0,0,0,0,0,0
"2744",1,1,1,1,1,1,1,1,1,1
"79751",1,1,0,0,0,0,1,1,0,1
"83733",0,1,0,0,0,0,0,0,1,0
"2639",1,1,1,1,1,1,1,1,1,1
"57084",0,0,0,0,0,0,0,0,0,0
"57030",0,0,1,0,0,1,1,0,0,1
"246213",0,0,0,0,0,0,0,0,0,0
"51179",0,0,0,0,0,0,0,0,1,0
"54363",0,0,0,0,0,0,0,0,0,0
"2628",0,0,0,0,0,0,0,0,0,0
"9380",0,0,1,1,1,0,0,0,1,1
"2712",0,0,0,0,0,0,0,0,0,0
"2713",0,1,0,1,0,0,1,1,1,0
"2710",0,1,0,1,0,0,1,1,1,0
"3029",0,0,1,1,1,1,0,0,0,1
"6536",0,0,0,0,0,0,0,0,0,0
"5226",1,1,1,0,0,1,0,1,0,0
"27232",0,1,0,0,1,0,0,0,1,1
"57678",0,0,0,1,1,0,0,1,1,0
"80055",1,1,1,0,1,0,1,1,0,0
"54965",0,0,0,1,1,0,0,1,1,0
"93183",0,0,0,1,1,0,0,0,1,1
"2936",1,1,1,1,1,1,1,1,1,1
"2876",1,1,1,1,0,0,1,0,1,0
"7001",1,1,1,1,1,1,1,1,1,1
"5052",1,1,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,1,1
"2877",1,1,1,0,1,0,0,0,0,0
"257202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",0,0,0,0,0,0,0,0,0,0
"2882",0,0,1,1,1,1,0,1,0,0
"10935",1,1,1,1,1,1,1,1,1,1
"2937",1,1,0,1,1,1,1,1,0,0
"2678",0,0,0,1,0,1,1,0,1,1
"2679",0,0,0,1,0,1,1,0,1,1
"2983",0,0,0,0,0,0,0,0,0,0
"4881",1,0,1,1,1,0,1,0,1,1
"3000",0,0,0,1,0,1,1,0,0,0
"2974",1,0,1,1,0,1,0,0,0,0
"4882",0,0,0,1,0,1,1,0,1,0
"2986",0,0,0,0,0,0,0,0,0,0
"2982",0,0,0,0,0,0,0,0,0,0
"2984",0,0,0,0,0,0,0,0,0,0
"2977",0,0,0,0,0,0,0,0,0,0
"9615",0,1,0,1,0,0,0,0,0,0
"763",0,1,0,0,0,0,0,0,0,0
"11238",1,1,1,0,0,1,1,0,0,1
"23556",0,0,0,1,1,0,1,1,1,1
"55650",1,1,1,1,1,1,1,1,0,1
"53905",0,1,0,0,0,0,0,0,0,0
"50506",0,0,0,0,0,0,0,0,0,0
"343",0,0,0,1,1,0,0,0,1,1
"5281",0,0,0,1,1,0,0,0,1,0
"84720",1,0,1,0,1,0,0,1,0,1
"54872",1,1,0,0,1,1,0,1,1,0
"80235",1,0,1,1,1,0,0,0,0,0
"128869",0,0,0,1,0,1,1,1,1,0
"10026",0,0,0,1,1,0,0,1,1,0
"51604",1,1,1,1,1,1,1,1,1,1
"94005",0,0,1,1,0,0,0,1,1,1
"8733",1,1,1,1,1,1,1,1,1,1
"3028",1,1,1,1,1,1,1,1,1,1
"3033",0,1,0,1,0,0,1,1,1,0
"3037",0,0,0,0,0,0,0,0,0,0
"3038",0,0,0,0,0,0,0,0,0,0
"3036",0,1,0,1,0,1,0,0,1,0
"27235",0,0,0,1,1,0,1,1,1,0
"6522",0,1,1,0,1,0,0,0,0,1
"83697",0,0,0,0,0,0,0,0,0,0
"6521",1,1,1,0,0,1,0,0,0,0
"6508",1,1,0,1,0,0,0,0,0,1
"2645",1,1,0,1,0,0,1,1,0,0
"3098",1,1,1,1,1,1,1,1,1,1
"3099",1,1,1,1,1,1,1,1,1,1
"80201",0,0,1,0,0,0,0,0,1,1
"3101",0,0,1,1,1,0,1,1,1,1
"3081",0,0,0,0,0,0,0,0,0,0
"11112",0,0,0,1,1,0,1,0,1,0
"3067",1,1,1,0,1,0,0,0,0,0
"496",1,0,0,0,1,0,0,0,1,0
"495",0,1,1,0,0,0,1,1,1,1
"8942",0,0,1,0,0,0,0,1,0,0
"3157",1,1,1,1,1,1,1,1,1,1
"3158",0,0,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0
"3155",1,0,1,1,1,0,0,0,1,1
"3162",1,0,1,0,0,1,0,1,0,0
"26062",0,0,0,0,0,0,0,0,0,0
"197257",0,0,1,0,1,1,1,1,0,0
"6448",0,1,0,0,0,0,1,1,1,0
"3290",0,0,1,1,1,0,0,0,0,1
"3291",0,0,0,1,1,0,0,1,0,1
"3292",0,0,1,0,0,1,0,0,0,1
"3294",0,0,0,0,0,0,0,0,0,0
"51478",0,0,0,1,1,0,0,0,1,1
"3283",0,0,0,0,0,0,0,0,0,0
"3284",0,0,0,0,0,0,0,0,0,0
"80270",0,0,0,1,1,1,0,1,0,1
"57026",1,1,1,1,1,1,1,1,1,1
"3419",1,1,1,1,1,1,1,1,1,1
"3421",0,1,1,1,1,0,0,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1
"3417",1,0,1,1,1,0,0,1,1,1
"3418",0,1,0,1,1,0,0,1,1,1
"7173",0,0,0,0,0,0,0,0,0,0
"3425",0,0,1,0,0,1,1,1,0,1
"587",0,0,0,1,1,0,0,0,1,0
"8501",0,0,0,1,1,0,0,1,1,1
"55586",1,1,1,0,1,1,0,1,0,0
"114134",0,0,1,0,0,0,0,1,0,0
"6526",1,1,1,1,1,1,1,1,1,1
"3422",1,1,1,1,1,1,1,1,1,1
"91734",0,1,0,0,1,1,1,1,1,0
"160728",1,0,1,1,0,1,0,0,0,0
"8801",0,0,0,1,1,0,0,0,1,1
"8802",0,0,0,1,0,0,1,1,1,1
"8803",1,1,1,1,1,1,1,1,1,1
"9990",1,1,1,1,1,1,1,1,1,1
"6560",0,1,0,1,0,0,0,0,1,1
"57468",0,0,0,0,0,0,0,0,0,0
"3795",1,0,1,1,0,0,1,1,0,1
"84679",0,0,0,0,0,0,0,0,1,0
"23315",1,1,0,0,1,0,1,1,0,0
"8564",1,1,0,0,0,1,1,1,0,0
"3938",1,0,0,1,0,1,1,1,1,0
"53",0,0,1,0,1,0,0,1,0,1
"3931",1,0,0,1,0,0,1,1,1,0
"387775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124637",1,1,1,0,1,1,1,1,0,1
"366",0,0,0,1,0,1,1,1,0,0
"11283",0,0,0,0,0,0,0,0,0,0
"4047",1,1,0,1,0,0,1,1,1,0
"1178",0,0,0,0,0,0,1,0,0,0
"5321",0,0,0,0,0,0,0,0,0,0
"29124",0,0,0,0,0,0,0,0,0,0
"51268",0,0,0,0,0,0,0,0,0,0
"4023",0,1,0,0,0,0,1,1,0,1
"1056",0,0,0,0,0,0,0,0,0,0
"3990",0,0,0,0,0,0,0,0,0,0
"80339",1,0,0,0,1,1,1,0,1,1
"11343",1,1,0,0,0,1,1,0,1,0
"50487",1,0,1,0,0,1,0,1,0,0
"9227",0,0,0,0,0,0,0,0,0,0
"6309",0,0,0,1,1,0,0,0,1,1
"4048",1,1,1,1,1,1,1,1,1,1
"4258",1,0,0,0,1,1,1,1,1,1
"4259",1,0,1,0,0,1,1,0,0,0
"4056",0,1,1,1,0,1,1,0,1,1
"2954",1,0,1,1,1,0,0,0,0,0
"2548",1,1,0,0,0,1,1,0,0,1
"56922",1,1,1,1,1,1,1,1,1,1
"64087",0,1,1,1,1,0,1,0,0,0
"23417",0,1,1,1,0,1,0,0,0,1
"4357",0,1,0,0,1,0,0,0,1,1
"4190",1,1,1,1,1,1,1,1,1,1
"4191",1,1,1,1,1,1,1,1,1,1
"4200",1,1,1,1,1,1,1,1,1,1
"4199",1,1,0,0,1,1,1,1,0,1
"10873",1,0,1,1,0,0,0,0,1,1
"3620",0,1,1,0,1,1,0,0,0,1
"1545",0,0,0,0,0,0,0,0,0,0
"1543",1,1,1,1,0,0,0,0,0,1
"1557",0,0,0,0,0,0,0,0,0,0
"1544",1,1,0,1,0,1,1,1,0,1
"27430",1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1,1,1
"4143",1,1,1,0,0,0,1,0,0,1
"4548",1,1,1,1,1,1,1,1,1,1
"4598",1,0,0,0,0,1,0,0,1,1
"8867",1,0,1,0,0,1,1,1,0,0
"3635",0,0,1,0,1,0,0,1,1,1
"3632",0,0,0,1,1,0,0,1,1,1
"3636",1,1,0,0,1,0,0,0,0,1
"27124",0,0,1,1,0,0,0,0,1,1
"3633",1,1,0,1,1,0,1,0,0,1
"56623",1,1,0,1,1,1,1,1,1,1
"3628",1,1,1,1,1,1,1,1,1,1
"3706",0,1,0,0,1,1,1,0,0,1
"3707",1,1,1,0,0,1,1,1,0,0
"80271",1,1,0,0,0,1,0,1,0,0
"51477",0,0,1,1,1,0,1,1,0,0
"8821",1,1,1,1,1,1,1,1,1,1
"3631",0,0,0,0,1,0,1,1,1,0
"2595",0,0,1,1,0,0,0,0,0,1
"84693",0,0,1,1,0,0,0,0,1,0
"4594",0,0,0,1,0,0,0,0,0,1
"80168",0,0,0,0,1,1,0,0,0,1
"116255",1,1,0,0,1,0,0,0,1,0
"4507",0,0,0,1,1,0,1,1,1,0
"10797",1,1,1,1,1,1,1,1,1,1
"56913",1,1,1,1,1,1,1,1,1,1
"91703",0,0,1,1,1,1,0,0,0,0
"443",0,0,0,0,0,0,0,0,1,0
"4668",0,0,1,0,0,0,1,1,1,0
"9498",0,0,0,0,0,0,0,0,1,0
"57282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6528",0,0,0,0,0,1,1,0,0,1
"482",1,1,0,1,0,1,0,1,0,0
"476",1,1,1,1,1,1,1,1,1,1
"480",0,0,0,0,0,0,0,0,0,0
"483",1,1,1,1,1,1,1,1,1,1
"23439",0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,0
"481",1,1,1,1,1,1,1,1,1,1
"478",0,0,0,0,0,0,0,0,0,0
"6549",0,0,0,0,0,0,0,0,0,0
"6550",1,1,0,1,0,1,1,1,1,0
"6548",1,0,1,0,0,1,1,1,0,0
"84735",0,0,0,0,0,0,0,0,0,0
"55748",1,1,1,1,1,1,1,1,1,1
"6559",1,1,0,0,1,1,0,0,0,1
"57419",0,0,0,0,0,0,0,0,0,0
"123041",1,1,0,0,1,1,0,0,1,0
"9187",0,0,0,0,0,0,0,0,0,0
"25769",0,0,0,0,0,0,0,0,0,0
"124583",1,1,1,1,1,1,1,1,1,1
"79077",1,1,1,1,1,1,1,1,1,1
"9583",1,1,1,0,1,1,1,1,0,0
"1841",0,0,0,1,1,0,0,0,1,1
"4832",0,0,0,1,1,0,0,0,1,1
"4830",1,1,1,1,1,1,1,1,1,1
"29922",1,1,0,0,1,0,0,0,0,0
"10201",0,0,1,1,1,0,0,0,1,0
"4831",1,1,1,1,1,1,1,1,1,1
"4833",0,0,0,1,1,0,1,0,1,0
"57127",1,1,1,1,0,0,0,0,1,1
"6005",0,1,1,1,0,0,0,0,0,1
"6557",0,0,0,0,0,0,0,0,0,0
"6558",1,1,1,1,1,1,1,1,1,1
"349565",0,1,1,1,0,0,0,1,1,1
"64802",0,0,0,0,0,0,0,0,0,0
"23057",0,0,0,0,0,0,0,0,0,0
"10135",1,1,1,1,1,1,1,1,1,1
"4837",1,0,1,0,1,1,1,1,0,0
"5409",0,1,1,0,0,0,0,1,1,0
"4843",0,1,1,1,0,0,0,1,1,1
"4846",1,0,0,0,0,0,0,1,1,0
"4842",1,0,0,0,1,1,0,0,0,0
"4860",1,1,1,1,1,1,1,1,1,1
"6580",1,1,0,1,0,1,1,1,1,0
"55808",0,0,0,0,0,0,0,0,0,0
"30833",0,0,1,1,0,0,0,0,1,1
"5251",1,0,0,0,0,0,0,1,0,1
"56953",0,1,1,1,1,0,0,1,1,0
"4907",1,1,1,1,1,1,1,1,1,1
"6476",0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1,1,1,1
"64064",1,1,1,1,1,0,1,0,0,0
"1629",0,0,0,1,1,0,0,0,1,1
"594",0,1,1,1,0,1,0,1,0,0
"593",1,1,1,1,1,1,1,1,1,1
"26873",1,0,1,0,0,1,1,1,1,0
"4942",1,1,1,1,1,1,1,1,1,1
"7372",0,0,0,1,0,1,1,0,1,1
"10861",1,0,0,1,0,1,0,0,1,0
"1811",0,0,0,0,0,0,0,0,0,0
"1836",1,1,1,1,1,1,1,1,1,1
"1583",0,0,0,0,0,0,0,0,0,0
"1584",0,0,0,0,0,0,0,0,0,0
"1585",0,0,1,1,0,1,0,0,1,0
"1586",0,0,0,0,0,0,0,0,0,0
"1588",0,0,0,0,0,0,0,0,0,0
"1576",1,1,0,1,0,1,0,0,0,1
"1593",1,0,1,0,1,0,0,0,0,1
"1548",1,1,1,1,0,1,0,0,1,1
"1553",0,0,1,0,1,1,0,0,0,0
"1562",0,0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,0,0,0,0,0,0
"1559",0,0,1,0,0,0,0,0,0,0
"1565",0,1,0,0,1,1,1,0,1,1
"1572",1,1,0,0,0,1,0,0,1,1
"51302",0,0,0,0,0,0,0,0,0,0
"64816",0,0,0,0,0,0,0,0,0,0
"1577",0,0,0,0,0,0,0,0,0,0
"1551",0,0,1,0,0,1,0,1,0,1
"10858",0,1,0,1,1,0,0,1,1,1
"66002",1,0,1,0,0,1,1,0,1,0
"8529",1,0,0,0,0,1,1,1,1,0
"4051",0,0,0,0,0,0,0,0,0,0
"9420",0,0,0,0,0,0,0,0,0,0
"1582",1,0,0,0,0,1,1,1,0,0
"5831",1,1,1,1,1,1,1,1,1,1
"5050",0,0,1,1,0,1,0,1,1,1
"5051",0,1,1,1,1,0,1,1,1,0
"5049",0,1,1,1,1,0,1,0,1,1
"5048",1,1,1,1,1,1,0,1,1,1
"7941",0,0,0,0,0,0,0,0,0,0
"347734",1,1,1,1,1,1,1,1,1,1
"57194",1,1,1,1,1,0,0,0,0,0
"5337",0,0,0,0,0,0,0,0,0,0
"5338",0,0,1,0,0,1,0,0,0,1
"130013",0,0,0,0,0,0,0,0,0,0
"5091",1,0,0,1,0,0,1,1,0,1
"5244",1,0,0,1,0,1,1,0,0,1
"5136",0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1
"5137",0,0,0,0,0,0,0,0,0,0
"5151",1,1,1,1,1,1,1,1,1,1
"50940",0,0,0,0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0
"5140",1,1,0,1,1,1,1,0,0,0
"27115",0,1,0,1,1,1,1,0,1,0
"5144",0,0,0,0,1,1,1,0,0,1
"5153",1,1,1,1,0,0,0,0,1,0
"5150",0,1,0,1,0,0,1,1,0,1
"5138",1,1,0,0,1,1,0,0,0,0
"8622",0,0,0,0,0,0,0,0,0,0
"5141",0,1,1,1,0,0,0,0,0,1
"5143",1,1,0,1,1,0,0,0,0,1
"10846",0,0,0,0,0,0,0,0,0,0
"5152",1,1,0,1,0,1,1,0,0,0
"5148",1,0,1,0,1,1,0,0,0,1
"8654",0,0,0,0,0,0,0,0,0,0
"5145",0,0,1,0,0,1,0,1,0,0
"5147",0,1,1,1,1,0,0,0,1,1
"5146",0,0,0,0,0,0,0,0,0,0
"5158",0,0,1,1,0,0,1,1,0,0
"5149",0,0,0,0,0,0,0,0,0,0
"1737",1,1,1,1,1,1,1,1,1,1
"5162",1,1,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,1,1
"5161",1,1,0,0,0,0,0,1,0,0
"55163",1,1,1,1,1,1,1,1,1,1
"10396",0,0,0,1,1,0,0,1,0,0
"5105",0,0,0,0,0,0,0,0,0,0
"5106",0,0,0,1,1,0,0,1,1,1
"8310",0,0,1,1,0,0,0,0,1,0
"5833",1,0,1,0,1,0,0,0,1,1
"10400",0,0,0,1,0,0,0,0,1,1
"26227",1,0,0,1,1,0,0,0,0,1
"5730",1,0,1,0,0,1,0,0,0,1
"27306",0,0,0,0,0,1,0,0,0,0
"9536",1,1,1,0,0,1,0,0,1,1
"80142",0,1,0,1,0,0,0,1,0,1
"5740",0,1,0,1,0,0,0,1,1,0
"114971",0,0,1,1,0,0,1,0,1,1
"9489",0,0,0,1,0,1,0,1,1,1
"5743",1,1,0,0,0,0,1,1,0,0
"5742",0,1,0,0,1,0,1,1,0,0
"6898",0,0,0,0,0,0,0,0,0,0
"5053",0,0,0,0,0,0,0,0,0,0
"5264",1,0,0,0,1,0,0,0,1,1
"5728",0,0,0,1,1,1,0,0,0,1
"8871",0,0,0,0,0,1,1,1,1,1
"8395",0,1,0,1,1,0,1,0,0,0
"8394",1,1,1,1,0,1,1,1,1,0
"23396",1,0,1,0,0,0,0,0,1,1
"5297",1,1,1,1,1,1,1,1,1,1
"55361",1,0,1,0,0,1,1,1,0,0
"5298",1,1,0,0,0,0,0,1,0,0
"5295",1,1,1,0,1,1,1,1,0,0
"23533",1,1,1,0,0,1,0,0,0,0
"5290",1,0,1,0,0,1,1,1,0,0
"5293",1,1,1,1,1,1,1,1,1,1
"5296",1,0,1,1,1,0,0,0,1,1
"8503",0,1,0,0,0,1,1,1,0,0
"5291",0,0,0,1,1,0,0,1,1,0
"5294",1,1,1,0,0,1,1,1,0,0
"10870",1,1,1,1,1,1,1,1,1,1
"4952",0,0,0,0,1,0,0,1,1,1
"23236",1,0,0,0,1,1,1,0,0,1
"5336",0,0,1,0,0,0,0,0,0,0
"5335",0,0,0,1,0,0,0,1,1,1
"5334",0,0,0,0,0,0,0,0,0,0
"5331",1,1,0,0,0,0,0,0,1,1
"257068",1,1,1,0,1,1,0,0,0,1
"84812",0,0,0,0,0,0,0,0,0,0
"5330",0,1,1,0,0,1,1,0,1,0
"23007",0,0,0,0,0,0,0,0,0,0
"51196",0,0,0,0,0,0,0,0,0,0
"5332",0,0,0,0,0,0,0,0,0,0
"113026",0,1,1,1,0,0,0,0,0,1
"5333",0,0,1,1,0,1,0,1,0,1
"89869",0,0,0,0,0,0,0,0,0,0
"5288",0,0,0,0,0,0,0,0,0,0
"5286",0,0,0,1,1,1,1,1,0,0
"5287",1,1,1,0,0,0,0,1,0,0
"200576",0,0,1,0,1,1,1,1,0,1
"5305",1,1,1,1,1,1,1,1,1,1
"79837",1,1,1,1,1,1,1,1,1,1
"5289",0,1,0,0,1,1,0,1,0,0
"5277",0,0,1,1,1,0,1,1,1,0
"51227",1,1,1,1,1,1,1,1,1,1
"8818",0,1,0,1,1,0,0,0,1,1
"9091",0,0,1,0,1,1,0,0,1,1
"5279",0,0,1,0,1,0,0,1,1,0
"5283",1,1,1,1,1,1,1,1,1,1
"123745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8398",1,1,1,0,0,1,0,1,0,0
"64600",1,1,0,1,1,1,0,0,0,1
"81579",1,1,0,1,1,1,1,1,1,1
"100137049",1,1,0,1,0,1,1,0,0,1
"5322",0,0,0,0,0,0,0,0,0,0
"5320",0,0,1,0,0,0,0,0,1,1
"30814",0,0,1,1,0,0,0,1,1,1
"26279",1,0,0,0,0,0,0,0,0,1
"5319",0,0,0,0,0,0,0,0,0,0
"10654",0,0,0,1,0,1,1,0,1,1
"117283",0,0,0,0,0,0,0,0,0,0
"9807",1,1,1,1,1,1,1,1,1,1
"51447",1,1,1,1,1,1,1,1,1,1
"8876",0,0,0,0,0,0,0,0,0,0
"8875",0,0,1,1,0,0,0,0,1,0
"55350",0,0,0,0,0,0,0,0,0,0
"27068",0,1,1,1,1,0,1,1,1,0
"8613",0,0,0,0,0,0,0,0,0,0
"8611",1,1,1,1,1,1,1,1,1,1
"8612",1,1,0,0,0,1,1,1,1,0
"5498",1,0,0,0,0,1,1,1,0,0
"8288",1,0,0,1,0,0,1,0,1,1
"9588",1,1,1,1,1,1,1,1,1,1
"4353",0,0,0,0,0,0,0,0,0,0
"5625",0,1,1,1,0,0,1,0,0,1
"6578",1,0,0,0,0,0,0,0,0,0
"23761",1,1,1,1,1,1,1,1,1,1
"9791",1,1,1,1,1,1,1,1,1,1
"81490",0,1,1,1,1,0,0,0,1,1
"10005",0,0,1,1,1,0,0,0,0,0
"10965",0,0,0,0,0,1,1,0,1,0
"122970",0,1,0,1,0,0,1,1,1,0
"5805",1,1,1,1,1,1,1,1,1,1
"6303",1,1,1,1,1,1,1,1,1,1
"112483",1,0,1,0,1,0,0,0,0,0
"8566",0,0,0,1,1,1,1,0,1,0
"151531",0,0,0,0,0,0,0,0,0,0
"7378",1,0,1,1,1,0,0,0,1,1
"2944",0,0,1,1,0,1,1,1,0,1
"64080",0,0,1,1,1,0,0,0,1,1
"5959",1,1,1,1,0,1,0,0,1,1
"8608",1,1,1,1,1,0,1,0,0,0
"112724",0,1,1,1,0,1,1,1,1,0
"157506",1,1,1,1,1,1,1,1,1,1
"51109",1,1,1,1,1,1,1,1,1,1
"57665",1,1,1,1,1,1,1,1,1,1
"195814",0,0,0,0,0,0,0,0,0,0
"145226",1,0,1,1,1,0,0,0,0,1
"50700",0,0,0,0,0,1,1,0,1,1
"8228",0,0,0,0,0,0,0,0,0,0
"113278",1,0,1,1,1,0,0,0,0,0
"54981",0,0,0,0,1,1,1,0,0,1
"6482",0,1,1,1,0,0,1,1,1,0
"6484",0,0,0,0,0,0,0,0,0,0
"6483",1,1,0,1,1,1,0,0,1,1
"10090",0,0,1,1,1,1,0,1,0,0
"9653",0,0,0,0,1,1,1,1,0,0
"3423",1,1,1,0,1,1,1,0,0,0
"222537",0,0,0,0,0,0,0,0,1,0
"9957",0,0,0,0,0,0,0,0,0,0
"9951",0,0,0,0,0,0,0,0,0,0
"9956",1,1,0,0,1,0,0,0,1,0
"9955",0,0,0,0,0,0,0,0,0,0
"9953",0,1,0,1,0,0,1,1,1,0
"55501",1,1,0,1,1,0,0,0,1,1
"113189",1,1,0,1,0,1,1,0,0,0
"50515",1,1,1,1,1,1,1,1,1,1
"166012",0,0,0,0,0,0,1,0,0,0
"411",0,0,0,0,0,1,0,0,0,0
"23563",1,0,0,1,0,0,0,0,1,1
"4166",0,0,0,0,0,0,0,0,0,0
"10164",0,1,0,1,0,0,0,0,1,0
"9435",1,1,1,0,0,0,1,1,1,0
"8534",0,1,1,0,0,0,1,1,1,0
"9469",0,1,0,0,1,1,1,1,0,0
"56548",1,1,1,1,1,1,1,1,1,1
"266722",0,0,0,0,0,0,0,0,0,0
"9394",1,1,1,0,0,1,1,0,0,0
"90161",0,0,0,0,0,0,0,0,0,0
"2799",0,0,1,1,1,0,0,0,1,0
"10157",0,0,0,0,0,0,0,0,0,0
"118881",0,1,1,1,1,0,0,1,1,1
"3176",0,0,0,0,0,0,0,0,0,0
"1757",1,1,0,1,1,1,1,0,0,0
"81537",0,1,1,0,0,1,1,1,0,1
"6652",0,0,0,1,1,1,1,0,1,1
"6342",1,1,1,1,1,1,1,1,1,1
"9056",1,0,1,1,1,0,0,1,1,0
"55304",0,0,0,0,0,0,0,0,0,0
"9517",0,0,0,1,0,0,1,1,1,0
"10558",1,0,1,1,0,1,1,1,1,1
"2098",1,1,1,1,1,1,1,1,1,1
"8879",1,1,1,1,1,1,1,1,1,1
"8869",1,1,0,0,0,1,1,0,0,0
"56848",1,1,0,1,0,0,0,0,1,0
"8877",1,0,0,1,1,1,1,0,1,0
"130752",0,0,0,0,0,0,0,0,0,0
"339221",0,1,0,0,0,0,1,1,1,1
"55627",1,1,1,1,1,1,1,1,1,1
"55512",0,1,1,0,1,0,1,0,1,0
"6609",1,0,0,1,0,0,1,1,0,1
"6610",0,0,0,1,0,0,1,0,1,1
"259230",1,1,1,1,1,1,1,1,1,1
"116369",0,0,0,0,0,0,0,0,0,0
"115111",0,0,0,0,0,0,0,0,0,0
"115019",1,0,1,0,1,0,1,0,0,1
"284129",1,1,1,1,1,1,1,1,1,1
"26266",1,0,1,1,0,0,0,0,1,0
"6646",1,1,1,1,1,1,1,1,1,1
"6649",1,1,0,0,1,0,0,0,1,1
"6648",1,1,1,1,1,1,1,1,1,1
"6647",1,1,1,1,1,1,1,1,1,1
"6697",0,1,1,0,0,1,0,0,0,1
"6723",1,1,1,1,1,1,1,1,1,1
"6611",1,1,1,1,1,1,1,1,1,1
"6713",0,1,1,1,1,0,1,1,1,1
"2222",1,1,1,1,1,1,1,1,1,1
"6715",0,0,1,0,0,0,1,1,1,1
"6716",0,0,1,1,0,1,0,0,1,1
"15",0,0,0,0,0,0,0,0,0,0
"6532",0,0,0,0,0,0,0,0,0,0
"6487",0,1,1,0,0,1,0,1,0,0
"10402",0,0,0,0,0,0,0,0,0,0
"10610",0,0,0,0,0,0,0,0,0,0
"81849",0,0,0,0,0,0,0,0,0,0
"256435",0,0,0,0,0,0,0,0,0,0
"30815",0,1,1,0,0,0,0,0,1,1
"6489",1,1,1,0,1,0,0,1,0,0
"29906",0,0,0,1,0,0,0,0,1,1
"412",0,0,0,0,0,0,0,0,0,0
"6391",0,0,1,1,1,0,0,0,1,1
"6390",1,1,1,1,1,1,1,1,1,1
"6392",1,1,1,1,1,1,1,1,1,1
"6389",1,1,1,1,1,1,1,1,1,1
"6821",1,1,0,0,0,0,1,0,1,1
"6533",0,1,0,1,0,0,1,1,1,0
"5092",0,1,1,1,0,0,0,1,1,1
"23530",0,0,1,1,1,0,0,1,1,1
"79178",0,1,1,0,1,0,0,1,0,0
"6567",1,0,0,0,0,1,0,0,0,0
"1890",0,1,0,1,1,0,1,0,1,1
"55217",0,0,0,0,0,0,0,0,0,0
"7296",1,1,1,1,1,1,1,1,1,1
"11181",0,0,0,0,0,0,0,0,0,0
"80162",1,1,1,1,1,1,1,1,1,1
"7166",0,0,0,0,0,0,0,0,0,0
"121278",0,0,0,0,0,0,0,0,0,0
"169355",0,0,0,0,0,0,0,0,0,0
"6999",0,0,0,0,0,0,0,0,0,0
"6561",0,0,0,0,0,0,0,0,0,0
"6916",0,0,1,0,0,1,1,1,1,0
"7054",0,0,0,0,0,0,0,0,0,0
"7306",0,0,0,0,0,0,0,0,0,0
"10020",0,0,0,1,1,0,0,0,1,1
"29880",1,1,1,1,1,1,1,1,1,1
"7355",0,0,1,0,0,1,1,1,1,0
"7358",0,0,1,1,1,1,1,1,1,0
"23169",1,1,0,0,0,1,1,1,0,0
"80146",1,1,1,1,1,1,1,1,1,1
"5168",0,0,0,0,0,0,0,0,0,0
"84912",1,0,0,1,1,0,0,0,1,1
"3906",1,1,0,1,1,0,0,1,0,0
"7357",1,1,1,1,1,1,1,1,1,1
"11046",0,1,0,1,0,0,1,1,1,0
"54576",0,1,1,0,0,1,1,1,1,1
"54575",0,1,0,1,0,1,1,1,1,1
"54657",0,1,0,1,0,1,1,1,1,1
"54659",0,1,0,1,0,1,1,1,1,1
"54658",0,1,0,1,0,1,1,1,1,1
"54577",0,1,0,1,0,1,1,1,0,1
"54600",0,1,1,0,0,1,1,1,1,1
"54579",0,1,0,1,0,1,1,1,1,1
"54578",0,1,0,1,0,1,1,1,0,1
"7364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54490",1,1,0,1,0,0,0,0,1,1
"7367",0,0,0,0,0,0,0,0,0,0
"7365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10720",1,1,0,1,0,0,0,0,1,1
