"","GSM2579317","GSM2579321","GSM2579325","GSM2579329","GSM2579333","GSM2579337"
"66002",0,0,0,1,0,1
"8529",0,0,0,0,0,1
"4051",0,0,0,0,0,1
"9420",0,0,0,1,0,0
"1582",1,1,1,1,1,1
"5831",0,1,1,0,0,0
"5050",1,1,1,1,1,1
"5051",0,1,1,0,1,0
"5049",0,0,0,0,1,1
"5048",1,1,1,1,1,1
"7941",0,0,1,0,0,0
"347734",1,1,1,1,1,1
"57194",0,1,1,0,0,1
"5337",1,0,0,1,0,1
"5338",1,1,0,0,1,0
"130013",0,0,0,1,0,1
"5091",1,0,1,0,0,0
"5244",0,1,0,1,0,1
"5136",1,1,1,1,1,1
"5142",1,1,1,1,1,1
"5137",0,0,1,0,0,0
"5151",0,0,0,1,0,1
"50940",0,1,0,0,1,0
"5139",0,1,0,0,0,0
"5140",0,0,1,1,1,1
"27115",1,0,0,1,1,1
"5144",0,0,1,1,1,1
"5153",0,0,1,0,0,1
"5150",0,1,0,1,1,1
"5138",0,1,0,1,0,0
"8622",1,0,0,0,0,1
"5141",0,1,0,1,1,0
"5143",1,1,1,1,1,1
"10846",1,1,1,1,1,1
"5152",0,0,1,1,1,1
"5148",0,1,1,1,0,1
"8654",0,0,1,1,1,1
"5145",0,0,1,0,0,0
"5147",1,1,1,1,1,1
"5146",0,0,0,1,0,1
"5158",1,1,0,1,0,0
"5149",1,1,1,1,1,1
"1737",1,1,0,0,0,1
"5162",1,1,1,1,1,1
"5160",1,1,1,1,1,1
"5161",1,1,1,1,1,1
"55163",0,1,1,0,1,0
"10396",0,1,0,1,0,0
"5105",1,1,1,1,1,1
"5106",0,0,0,1,1,0
"8310",1,1,1,1,0,0
"5833",1,1,1,1,1,1
"10400",1,1,1,1,1,1
"26227",1,1,1,0,0,0
"5730",1,1,1,1,0,0
"27306",0,0,1,1,1,0
"9536",0,0,0,1,0,0
"80142",1,1,1,1,1,1
"5740",0,0,0,0,0,1
"114971",1,1,1,1,1,1
"9489",1,1,1,1,1,1
"5743",0,0,1,0,1,0
"5742",1,0,1,0,0,0
"6898",1,0,0,1,0,1
"5053",0,1,0,1,0,0
"5264",0,1,1,1,1,1
"5728",1,1,1,0,1,1
"8871",1,0,0,1,1,1
"8395",0,0,0,0,0,1
"8394",0,1,0,0,1,0
"23396",0,1,1,1,1,0
"5297",0,1,0,0,1,1
"55361",1,1,0,0,0,1
"5298",1,1,1,1,1,1
"5295",1,1,1,1,1,1
"23533",1,1,1,1,1,1
"5290",1,0,0,1,0,0
"5293",1,1,1,1,1,1
"5296",0,1,1,0,0,0
"8503",1,0,1,0,0,1
"5291",1,0,1,1,0,0
"5294",0,1,1,0,0,1
"10870",1,1,1,1,1,1
"4952",1,0,1,0,1,1
"23236",0,0,0,1,1,1
"5336",0,0,1,0,1,0
"5335",0,0,1,0,1,1
"5334",0,0,0,1,1,1
"5331",0,1,1,0,0,0
"257068",1,0,0,1,0,1
"84812",0,0,1,1,0,1
"5330",0,0,1,1,1,1
"23007",1,1,1,1,1,1
"51196",1,0,0,0,1,0
"5332",0,0,1,0,0,0
"113026",1,1,0,0,0,0
"5333",1,1,1,1,1,0
"89869",1,1,1,1,1,1
"5288",0,0,0,0,0,1
"5286",0,0,1,0,1,1
"5287",1,0,1,0,0,1
"200576",0,0,0,0,1,1
"5305",1,1,1,1,1,1
"79837",1,1,1,1,1,1
"5289",0,1,1,0,0,1
"5277",1,0,0,1,0,0
"51227",1,1,0,1,0,0
"8818",1,1,1,1,1,1
"9091",1,1,1,0,0,0
"5279",1,1,1,1,1,1
"5283",1,1,1,1,1,1
"123745",1,1,1,1,1,1
"8398",1,1,1,0,0,1
"64600",1,1,1,1,1,1
"81579",1,0,0,0,1,1
"100137049",0,0,0,0,1,0
"5322",1,1,1,1,1,1
"5320",0,1,0,0,0,0
"30814",1,1,1,1,1,1
"26279",1,1,1,1,1,1
"5319",0,0,0,0,1,0
"10654",1,1,1,1,1,1
"117283",1,1,1,1,1,1
"9807",1,0,1,0,0,0
"51447",1,1,1,1,1,1
"8876",1,1,1,1,1,1
"8875",1,0,1,0,0,0
"55350",1,1,1,1,1,1
"27068",1,1,1,1,1,1
"8613",1,1,1,1,1,1
"8611",1,1,1,0,1,0
"8612",0,1,0,1,0,0
"5498",1,1,1,1,1,1
"8288",0,0,0,1,0,0
"9588",1,1,1,1,1,1
"4353",1,1,1,1,1,1
"5625",1,1,1,1,1,1
"6578",0,1,0,0,0,0
"23761",1,1,1,0,1,0
"9791",1,1,1,1,1,1
"81490",1,1,0,0,0,1
"10005",1,0,0,1,1,0
"10965",1,0,1,1,0,0
"122970",1,1,1,1,0,0
"5805",1,1,1,1,0,1
"6303",1,1,1,1,1,1
"112483",1,1,1,1,1,1
"8566",0,0,1,1,0,1
"151531",1,0,1,0,1,1
"7378",1,1,1,1,1,1
"2944",0,0,0,1,1,0
"64080",0,0,1,1,1,0
"5959",1,1,1,0,1,0
"8608",1,0,0,0,0,0
"112724",1,0,1,0,1,0
"157506",0,1,1,1,0,0
"51109",1,1,1,1,1,1
"57665",1,1,1,1,1,1
"195814",1,1,1,1,1,1
"145226",0,0,0,0,1,1
"50700",1,1,1,1,1,1
"8228",1,0,0,1,0,1
"113278",1,1,1,1,1,1
"54981",1,1,1,1,1,1
"6482",1,1,1,1,1,1
"6484",1,1,0,1,1,0
"6483",0,1,0,1,1,1
"10090",0,1,1,1,1,0
"9653",1,1,1,0,0,1
"3423",1,1,1,1,0,0
"222537",0,0,0,0,1,0
"9957",0,0,1,1,0,0
"9951",1,1,1,1,1,1
"9956",1,1,1,1,1,1
"9955",1,1,1,0,0,0
"9953",0,1,1,0,1,0
"55501",0,1,1,0,1,0
"113189",1,1,1,0,0,1
"50515",1,1,1,1,1,1
"166012",0,0,1,0,0,0
"411",0,0,1,1,1,1
"23563",0,0,0,1,0,0
"4166",1,1,1,1,1,1
"10164",1,1,1,1,1,1
"9435",0,1,1,0,0,1
"8534",1,0,0,0,0,0
"9469",1,1,1,1,1,1
"56548",0,1,1,1,1,1
"266722",0,0,0,0,0,1
"9394",1,1,1,0,1,0
"90161",1,1,1,1,1,1
"2799",1,1,1,1,1,1
"10157",0,0,1,1,1,1
"118881",1,1,1,1,1,1
"3176",0,1,0,0,1,0
"1757",1,1,0,0,1,1
"81537",1,1,0,0,1,1
"6652",0,1,0,1,1,0
"6342",1,1,1,1,1,1
"9056",0,0,1,0,0,1
"55304",0,0,0,0,0,1
"9517",1,1,1,1,0,0
"10558",1,1,1,0,1,1
"2098",1,1,1,1,1,1
"8879",0,1,1,0,0,0
"8869",0,1,0,1,0,1
"56848",0,1,1,1,0,0
"8877",1,0,1,0,0,1
"130752",1,1,1,1,1,1
"339221",1,1,1,1,1,1
"55627",1,0,1,0,1,0
"55512",0,1,0,1,1,0
"6609",0,1,1,1,1,1
"6610",1,1,1,1,0,1
"259230",1,0,0,1,1,1
"116369",1,0,0,1,0,0
"115111",1,1,1,1,1,1
"115019",0,0,1,0,0,0
"284129",0,0,0,1,1,1
"26266",1,0,0,0,1,0
"6646",0,1,1,0,0,0
"6649",1,1,1,1,1,1
"6648",0,1,1,0,1,0
"6647",1,1,1,1,1,1
"6697",1,0,1,0,0,0
"6723",1,1,1,1,1,1
"6611",1,1,1,1,1,1
"6713",0,1,1,0,1,0
"2222",1,1,1,1,1,1
"6715",0,1,1,1,1,0
"6716",1,1,1,1,1,1
"15",0,0,0,1,0,1
"6532",0,1,0,0,0,0
"6487",0,1,0,0,1,1
"10402",0,0,1,0,0,0
"10610",0,0,0,0,1,1
"81849",1,1,1,1,1,1
"256435",0,0,1,0,0,0
"30815",1,0,1,0,0,1
"6489",0,1,1,0,0,1
"29906",0,0,1,0,0,0
"412",0,0,0,1,1,0
"6391",1,1,0,0,1,0
"6390",1,1,1,1,1,1
"6392",1,1,1,1,1,1
"6389",1,1,1,0,0,0
"6821",1,0,0,0,1,1
"6533",1,1,0,0,1,1
"5092",1,1,1,1,1,1
"23530",0,0,1,0,1,0
"79178",0,1,0,0,1,0
"6567",0,0,0,0,0,1
"1890",1,1,1,1,1,1
"55217",1,1,1,0,0,0
"7296",1,1,1,0,0,0
"11181",0,0,0,0,1,0
"80162",1,0,0,1,1,1
"7166",1,1,1,0,1,0
"121278",0,0,0,0,0,1
"169355",1,1,1,1,1,1
"6999",1,1,1,1,1,1
"6561",1,1,1,1,1,1
"6916",1,1,1,0,1,1
"7054",1,1,1,1,1,1
"7306",1,1,1,1,1,1
"10020",0,0,1,0,0,0
"29880",1,1,1,1,1,1
"7355",1,0,1,1,1,0
"7358",1,0,1,0,1,0
"23169",0,1,1,1,0,1
"80146",1,0,1,1,1,1
"5168",1,0,0,1,0,0
"84912",1,0,0,1,0,1
"3906",1,1,1,1,1,1
"7357",0,1,1,1,1,1
"11046",0,1,0,0,1,1
"54576",1,1,1,1,1,1
"54575",1,1,1,1,1,1
"54657",1,1,1,1,1,1
"54659",1,1,1,1,1,1
"54658",1,1,1,1,1,1
"54577",1,1,1,1,1,1
"54600",1,1,1,1,1,1
"54579",1,1,1,1,1,1
"54578",1,1,1,1,1,1
"7364",1,1,1,1,1,1
"54490",1,1,1,1,1,1
"7367",1,1,1,1,1,1
"7365",1,1,1,1,1,1
"10720",1,1,1,1,1,1
"7363",1,1,1,1,1,1
"54963",1,1,1,1,1,1
"7498",0,0,1,1,0,0
"9942",1,0,0,0,1,0
"64132",1,0,1,0,1,1
"64131",0,0,0,1,0,1
"51181",1,1,1,1,1,1
"64077",1,1,1,1,1,1
"5464",1,1,1,1,1,1
"10724",1,1,1,1,1,1
"94033",1,1,1,1,1,1
"2495",1,1,1,1,1,1
"1356",1,0,0,1,0,0
"2512",1,1,1,1,1,1
"1727",1,1,1,1,1,1
"51706",1,1,0,1,1,1
"51700",0,1,0,0,0,1
"10587",1,1,0,0,0,0
"80347",1,1,1,1,1,1
"84618",1,1,1,1,1,1
"22978",1,0,1,0,1,0
"51251",1,1,1,1,1,1
"93034",1,0,0,1,1,0
"100526794",1,1,1,1,1,1
"353",1,1,1,1,1,1
"3251",1,1,1,1,1,1
"56954",0,1,0,1,1,1
"5313",1,1,1,1,1,1
"728441",1,0,0,0,0,0
"124975",0,0,0,1,0,0
"91227",0,0,0,0,1,0
"102724197",1,0,0,0,0,0
"92086",1,1,1,1,1,1
"2686",0,1,1,1,0,0
"5211",1,1,1,1,1,1
"1491",1,1,0,1,0,0
"2819",1,1,1,1,1,1
"29925",0,1,1,1,0,0
"29926",1,1,1,1,1,1
"102724560",0,0,0,1,0,0
"875",1,1,1,1,1,1
"249",1,1,1,1,1,1
"22934",1,1,1,1,1,1
"2766",1,1,0,0,0,0
"51292",1,1,1,1,1,1
"57571",0,1,0,1,1,0
"8833",1,1,1,0,0,1
"5538",1,1,1,1,1,1
"641371",1,0,0,1,0,0
"11332",1,1,1,1,0,0
"55825",1,1,0,1,1,1
"51102",1,0,0,1,1,0
"37",1,1,1,1,1,1
"33",1,1,1,1,1,1
"132158",1,1,0,1,0,0
"641649",1,0,0,1,0,1
"23475",0,1,1,0,0,1
"50484",0,1,1,0,1,0
"6240",1,1,1,1,1,1
"6241",1,0,1,0,0,1
"3156",1,1,0,0,1,1
"79966",0,1,1,0,0,1
"10588",0,1,1,0,0,1
"84890",0,0,1,1,0,1
"80025",0,1,0,1,0,0
"53354",0,0,1,0,1,0
"79646",0,1,0,0,1,1
"83594",0,0,0,0,0,1
"7263",0,0,1,0,0,1
"26275",1,0,0,0,1,0
"29920",1,1,1,1,1,1
"7389",1,1,1,1,1,1
"1595",0,1,0,0,1,1
"130367",0,1,1,0,1,0
"10478",1,1,0,0,1,0
"23443",0,0,1,1,0,0
"64240",1,1,1,1,1,1
"64241",1,0,0,1,0,1
"284111",0,0,0,0,1,0
"8435",0,1,1,1,0,1
"3988",1,1,1,1,1,1
"377677",1,0,0,1,1,1
"767",1,1,1,1,1,1
"765",0,0,1,0,1,0
"759",1,1,1,1,1,1
"760",0,1,1,0,0,1
"23632",0,0,0,1,0,1
"766",0,1,1,0,0,0
"771",1,1,1,1,1,1
"768",1,1,1,1,1,1
"762",1,1,1,1,1,1
"10057",0,1,1,0,1,1
"6556",0,1,1,1,0,0
"6568",1,0,0,0,1,0
"7779",0,1,1,0,1,0
"54020",1,1,0,1,1,0
"215",1,0,1,0,1,1
"5825",0,0,1,1,1,0
"641372",0,0,0,1,1,0
"9045",1,1,1,1,1,1
"4017",1,0,0,1,1,0
"84105",1,0,0,1,0,1
"25830",1,1,1,1,1,1
"84569",1,1,1,1,1,1
"4025",0,0,0,0,1,0
"54995",0,1,1,0,1,0
"93492",1,0,0,0,0,1
"1267",0,1,1,0,0,0
"10249",1,1,1,1,1,1
"1573",0,0,1,1,0,0
"1580",0,0,0,0,1,0
"199974",1,1,1,1,1,1
"260293",1,1,1,1,1,1
"1555",1,1,1,1,1,1
"1549",1,1,1,1,1,1
"57834",0,0,0,1,0,0
"29785",0,0,1,0,0,0
"1215",1,1,1,1,1,1
"1357",1,1,1,1,1,1
"93979",1,0,0,1,1,0
"57094",1,1,1,1,1,1
"1358",1,1,1,1,1,1
"7177",1,1,1,1,1,1
"64499",1,1,1,1,1,1
"23430",1,1,1,1,1,1
"1636",1,0,0,0,1,1
"9365",0,1,0,0,0,0
"9331",0,1,0,0,0,1
"7368",1,1,1,1,1,1
"5315",1,1,1,1,1,1
"1666",1,1,1,1,1,1
"874",0,0,1,1,0,0
"10901",1,0,0,1,1,0
"126410",1,0,1,0,0,1
"2053",1,1,0,0,1,0
"8897",1,0,0,1,0,1
"8898",0,1,0,1,1,0
"9152",1,1,1,1,1,1
"9497",0,0,0,1,0,1
"115584",1,1,1,1,1,1
"6575",1,1,0,1,1,0
"6574",1,1,1,1,1,1
"142680",1,1,1,1,1,1
"6534",1,1,1,1,1,1
"3293",1,1,1,1,1,1
"1622",1,1,1,1,1,1
"225",1,1,1,0,1,0
"28965",1,1,1,1,1,1
"23205",0,0,0,0,1,0
"26061",1,1,1,1,1,1
"54716",0,0,0,0,1,1
"6564",1,0,0,0,0,0
"113235",0,0,1,1,0,1
"1200",1,1,1,1,1,1
"2168",1,1,1,1,1,1
"51056",1,1,1,1,1,1
"9390",0,0,0,0,1,0
"5184",1,1,1,1,1,1
"4891",0,1,1,1,1,0
"30061",0,0,1,1,1,1
"248",1,1,1,1,1,1
"4524",0,1,0,1,0,0
"25796",1,1,1,1,1,1
"28982",0,0,1,0,1,1
"6120",0,1,1,0,1,1
"10864",1,1,1,1,1,1
"9376",1,1,1,1,1,1
"9356",1,1,1,1,1,1
"348932",1,1,1,1,1,1
"120103",0,0,1,1,0,1
"1080",1,1,1,1,1,1
"85320",0,0,0,1,0,0
"222962",1,1,0,1,0,0
"10351",1,0,1,1,0,1
"9429",0,0,1,1,0,0
"55867",1,1,1,1,1,1
"364",0,0,1,0,0,0
"89872",1,1,1,1,1,1
"360",1,1,1,1,1,1
"21",1,0,0,0,1,0
"24",0,0,0,0,0,1
"125206",0,0,0,0,0,1
"200010",1,1,1,1,1,1
"6524",1,0,0,0,1,1
"159963",1,1,1,1,1,1
"55065",1,1,0,0,0,0
"79581",1,1,1,1,1,1
"3767",1,1,1,1,1,1
"6833",1,1,1,1,1,1
"10060",0,0,0,1,0,0
"3764",1,1,1,1,1,1
"5947",0,0,0,0,0,1
"64220",1,1,1,1,1,1
"5950",1,1,1,1,1,1
"5948",1,1,1,1,1,1
"949",0,1,1,0,0,1
"29881",0,0,0,0,0,1
"2350",0,0,1,0,0,0
"3248",0,1,0,1,1,0
"166929",1,1,1,1,1,1
"56261",1,1,1,1,1,1
"3658",1,0,1,1,0,0
"203",0,1,0,1,0,1
"122481",1,1,1,1,1,1
"159",0,1,1,1,1,1
"122622",0,0,1,0,1,1
"11212",1,1,1,1,1,1
"383",0,1,0,1,0,1
"1371",0,0,1,1,0,1
"1503",1,1,0,1,1,0
"56474",0,1,1,0,0,1
"2987",1,1,1,1,1,1
"5860",1,1,1,1,1,1
"9453",1,0,1,0,0,1
"2027",0,1,1,0,0,1
"2026",1,1,1,1,1,1
"2023",1,1,1,1,1,1
"9843",1,1,1,1,1,1
"80308",1,1,1,1,1,1
"7360",1,1,1,1,1,1
"26330",1,1,1,1,1,1
"2597",1,1,1,1,1,1
"9945",1,0,0,1,0,1
"2673",1,0,1,0,1,1
"2752",1,1,1,1,1,1
"51557",0,0,1,1,1,1
"1800",1,1,1,1,1,1
"2762",1,0,1,0,1,1
"2643",0,1,1,1,1,1
"761",0,0,0,0,1,0
"359",1,1,1,1,1,1
"4284",1,1,0,1,0,0
"361",1,1,1,1,1,1
"358",0,0,0,0,0,1
"362",1,1,1,1,1,1
"3145",1,1,1,1,0,0
"586",0,1,1,0,0,0
"3614",1,1,1,1,1,1
"3615",1,1,1,1,1,1
"682",1,1,1,1,1,1
"4351",1,1,0,0,1,1
"441024",1,1,0,1,0,1
"100287639",0,0,1,0,0,0
"65220",0,1,1,0,1,0
"389015",1,1,1,1,1,1
"6553",0,1,0,0,0,0
"2821",1,1,1,1,1,1
"5230",1,1,1,1,1,1
"5232",0,1,0,0,0,0
"375056",0,0,1,1,0,1
"5236",1,1,1,1,1,0
"55276",1,1,1,0,0,0
"5373",1,0,0,1,1,1
"5372",1,1,1,0,1,1
"210",1,0,1,0,1,0
"60490",0,1,0,0,1,1
"79717",1,1,1,1,1,1
"58510",1,1,1,1,1,1
"153201",0,0,0,0,0,1
"5634",1,1,1,1,1,1
"5631",1,1,1,1,1,1
"221823",1,0,1,0,1,0
"29968",1,0,1,0,0,1
"5723",0,1,1,0,1,0
"55312",0,0,1,0,1,0
"6888",1,1,1,1,1,1
"79896",1,0,0,1,1,1
"84076",1,1,1,1,1,1
"7086",1,1,1,1,1,1
"8277",0,1,0,0,1,1
"27010",1,0,1,0,0,1
"7167",1,1,1,1,1,1
"286016",0,0,1,0,0,0
"2582",1,0,1,1,1,0
"6675",1,1,1,1,1,1
"91373",1,0,0,1,1,0
"7390",1,0,0,0,1,1
"8170",0,0,0,0,0,1
"6563",1,0,1,1,1,0
"374569",1,1,1,1,1,1
"100507855",1,0,0,1,0,0
"55191",1,1,0,0,1,0
"132",1,1,1,1,1,1
"97",1,1,1,1,1,1
"98",1,0,0,0,0,1
"112611",1,1,0,1,0,1
"51005",0,1,0,1,0,1
"471",1,1,1,1,1,1
"435",1,0,1,0,1,1
"171425",1,1,0,0,0,1
"10007",1,1,1,1,1,1
"132789",1,1,0,1,0,1
"2584",1,1,1,1,1,1
"2585",0,1,1,0,1,1
"2592",1,1,1,1,1,1
"5471",1,0,1,0,0,0
"84264",1,1,0,0,0,1
"3034",0,0,1,0,0,0
"144193",0,0,0,0,1,1
"2739",1,1,1,1,1,1
"3613",1,1,0,0,1,0
"3612",1,1,0,1,0,1
"8776",0,0,0,1,1,1
"2978",1,1,1,1,1,1
"4953",1,1,1,1,1,1
"5214",1,1,1,1,1,1
"5213",1,0,1,0,0,1
"6569",0,0,0,1,0,0
"10050",1,1,1,1,1,1
"10568",1,0,0,0,0,0
"10786",1,0,0,1,1,0
"10246",1,1,1,1,1,1
"5198",1,1,0,0,0,1
"113675",0,0,0,0,1,0
"7298",1,1,1,0,0,0
"131669",1,1,1,1,1,1
"5973",0,1,1,0,1,0
"1635",1,1,1,1,1,1
"286297",1,1,1,1,1,1
"10560",1,1,0,1,0,0
"191",1,0,0,1,1,1
"10768",0,0,0,1,1,1
"25874",1,1,1,1,1,1
"51660",1,1,1,1,1,1
"57198",1,0,0,1,1,1
"5205",0,1,1,1,0,0
"23250",0,1,0,1,0,1
"286410",0,0,1,0,1,1
"5243",1,0,0,1,0,1
"55856",1,1,1,0,1,0
"7350",1,1,1,1,1,1
"26027",0,0,1,0,0,0
"10058",0,0,0,1,1,1
"51458",1,1,1,1,1,1
"948",0,0,1,0,0,0
"10928",0,1,0,1,1,1
"1728",0,1,0,0,1,0
"2946",0,0,0,0,1,1
"125981",0,0,0,0,0,1
"55331",1,0,1,0,0,1
"340485",1,0,0,0,0,0
"2760",0,1,1,1,0,0
"5660",1,1,1,1,1,1
"57704",1,1,0,1,1,0
"4759",1,1,1,1,1,1
"10825",0,1,0,1,0,1
"7903",1,1,1,0,0,0
"5407",1,1,1,1,1,1
"119548",0,0,1,0,0,0
"5408",1,1,1,1,1,1
"221955",1,1,0,0,1,1
"9388",0,0,0,1,0,0
"13",1,1,1,1,1,1
"57104",1,1,1,1,1,1
"3991",1,1,1,0,1,0
"747",1,0,1,1,1,0
"8513",0,0,1,0,0,0
"5406",1,1,1,1,1,1
"2170",0,0,1,1,1,1
"2171",1,1,0,0,0,1
"2167",1,1,1,1,1,1
"2172",0,0,0,0,0,1
"646480",1,1,1,1,1,1
"2173",0,1,0,0,0,0
"646486",1,1,1,1,1,1
"2169",0,0,0,1,0,0
"6296",1,0,1,1,0,0
"341392",1,1,1,1,1,1
"54988",1,1,1,1,1,1
"123876",1,1,1,1,1,1
"348158",1,1,1,1,1,1
"344967",1,0,1,0,0,0
"154141",0,0,1,1,1,1
"51099",0,1,0,0,1,0
"253558",1,1,0,0,1,1
"84513",1,1,1,1,1,1
"64748",0,1,1,1,0,1
"9890",1,1,1,1,1,1
"9663",1,1,1,1,1,1
"196051",1,1,1,1,1,1
"79948",0,0,0,0,1,1
"23175",0,0,0,1,0,1
"64900",0,0,0,1,1,0
"85465",1,1,1,0,1,0
"122618",0,0,1,0,0,0
"201164",0,0,1,0,1,0
"23646",1,1,1,1,1,1
"590",1,0,0,0,0,0
"91012",1,1,1,1,1,1
"204219",1,1,1,1,1,1
"10715",1,1,1,1,1,1
"253782",0,1,1,1,0,0
"29956",1,1,1,1,1,1
"79603",1,0,1,0,1,0
"56624",0,1,1,0,1,1
"55757",0,0,0,0,1,0
"145173",1,1,1,0,0,1
"644974",0,0,1,1,0,0
"56886",1,1,0,1,0,1
"152586",1,1,1,1,1,1
"55830",1,1,1,1,1,1
"170384",0,0,1,1,1,1
"283358",1,0,0,0,0,1
"148789",0,1,0,1,1,0
"2526",1,1,1,0,0,1
"84750",1,1,0,1,0,1
"644378",1,1,1,1,1,1
"55624",0,1,1,0,1,0
"83468",0,1,1,1,0,0
"168391",1,1,1,1,1,1
"338707",1,1,0,0,0,1
"146664",1,1,1,1,1,1
"360203",1,1,1,1,1,1
"56983",0,0,1,0,1,1
"3703",1,1,1,1,1,1
"124872",1,1,1,1,1,1
"8473",1,1,1,1,1,1
"8708",1,1,1,1,1,1
"2529",1,1,1,1,1,1
"8702",0,1,0,1,0,0
"8707",1,0,1,1,0,1
"200810",1,0,1,0,0,1
"84752",0,0,1,0,1,1
"201595",1,1,1,1,1,1
"140687",0,0,0,1,0,1
"51228",1,1,1,1,1,1
"284004",0,1,0,1,1,0
"79411",0,0,1,0,0,1
"27090",0,0,1,1,0,0
"129807",0,0,1,1,0,0
"2524",1,1,1,1,0,0
"2528",0,0,0,0,1,0
"2527",1,1,1,1,1,1
"113612",0,1,0,1,1,1
"493869",0,0,0,1,1,0
"64180",1,0,0,0,0,0
"64174",1,1,1,1,1,1
"10728",1,1,1,1,1,1
"11102",0,0,0,1,1,1
"91179",0,1,0,0,1,1
"10826",0,0,1,0,0,0
"266740",1,1,1,1,1,1
"3930",1,1,1,1,1,1
"4645",0,1,0,0,1,1
"3069",1,1,1,1,1,1
"4864",1,1,1,0,1,0
"285440",1,1,0,1,1,0
"79644",1,0,1,1,0,0
"1646",1,0,0,0,1,0
"51170",1,1,1,1,1,1
"51144",0,1,0,1,1,1
"8630",0,0,1,0,0,1
"158160",0,1,1,0,1,1
"83401",0,0,1,0,0,0
"64834",1,1,1,1,1,1
"79993",1,1,1,1,1,1
"401494",0,1,1,1,1,1
"192286",1,1,1,1,1,1
"201562",0,1,0,1,1,0
"9200",1,1,0,0,1,1
"51495",0,0,1,0,1,1
"253017",1,0,1,0,0,0
"9524",1,1,1,1,1,1
"283985",1,0,0,0,0,1
"3995",1,1,1,0,0,1
"1155",1,1,1,1,1,1
"114571",1,1,1,1,1,1
"123096",1,0,1,1,1,0
"57016",1,1,1,1,1,1
"55277",1,0,0,1,0,1
"79707",1,0,1,1,1,0
"64122",1,0,0,0,0,0
"9917",0,0,0,1,1,0
"79672",1,1,1,1,1,0
"92370",1,0,0,0,1,1
"390928",1,1,1,1,1,1
"93650",1,0,0,1,1,1
"139596",0,1,0,0,0,1
"55066",0,1,0,1,0,1
"283208",1,0,0,0,0,0
"5033",1,1,1,1,1,1
"8974",1,1,0,0,0,0
"58478",1,1,1,1,1,1
"55256",1,1,1,1,1,1
"259307",0,0,1,1,0,1
"81894",1,1,1,1,1,1
"51312",0,1,1,1,1,0
"138639",0,1,0,0,1,1
"23203",1,1,1,0,1,0
"9896",1,1,1,1,1,0
"374462",1,1,1,0,0,0
"163404",1,1,1,1,1,1
"22908",1,1,0,1,0,1
"22876",0,0,1,1,1,1
"84814",0,1,0,0,0,0
"51559",0,1,0,1,1,1
"29085",1,1,1,1,1,1
"64419",1,1,1,1,1,1
"145553",0,0,1,1,1,0
"51496",0,0,1,1,1,0
"8446",1,1,1,1,1,1
"9107",0,1,0,1,0,1
"23371",0,0,0,0,1,0
"9108",0,1,0,0,0,1
"55613",0,1,1,0,0,0
"403313",0,1,0,1,0,1
"9562",1,1,1,0,1,0
"3705",0,1,1,0,0,0
"138429",0,0,0,1,0,1
"10170",0,0,1,0,0,0
"9249",1,1,1,1,1,1
"220074",1,0,1,1,0,1
"1733",0,0,0,0,0,1
"1735",1,1,1,1,1,1
"1734",0,0,0,0,0,1
"6819",1,1,1,1,1,1
"27284",0,0,1,1,1,0
"84274",1,1,1,1,1,1
"4297",0,0,0,1,1,1
"55904",1,1,1,1,1,1
"55870",1,0,0,1,1,1
"79723",1,1,0,1,0,0
"79813",0,1,1,1,0,0
"387893",0,1,0,1,1,0
"8085",0,0,0,1,1,1
"58508",0,0,0,1,1,1
"9869",1,1,0,0,0,0
"9757",0,0,1,1,1,1
"80854",0,0,0,1,0,1
"9739",1,0,0,1,0,0
"64754",1,0,1,0,1,0
"84444",0,1,0,0,1,1
"10919",1,1,1,1,0,0
"64324",0,0,0,1,1,1
"23067",0,0,0,1,1,1
"6839",1,0,1,0,1,1
"83852",1,0,0,0,1,0
"54904",1,1,1,1,1,1
"84787",0,1,1,1,0,0
"29072",1,1,1,1,1,1
"7468",0,0,0,1,0,1
"51111",1,0,0,1,1,1
"6419",1,1,0,0,1,1
"90701",1,1,1,1,1,1
"9789",1,1,1,1,1,1
"23478",1,1,1,1,1,1
"28972",1,1,1,1,1,1
"60559",1,1,1,1,1,1
"57171",1,0,1,0,0,1
"4249",0,0,0,1,1,1
"25834",1,1,0,0,0,0
"137902",0,0,0,1,0,0
"7837",1,1,1,1,1,1
"9677",1,0,1,1,0,0
"23262",1,1,0,0,1,1
"26007",0,1,1,1,1,0
"158584",1,1,1,1,1,1
"283209",0,1,1,1,0,1
"23491",0,1,0,0,0,0
"221223",1,1,1,1,1,1
"1208",1,1,1,1,1,1
"55244",1,1,1,1,1,1
"146802",0,0,0,0,1,0
"345274",1,1,1,1,1,1
"116085",1,1,1,1,1,1
"123688",0,0,0,0,1,1
"56898",1,1,1,0,0,1
"51171",0,1,0,0,1,1
"84869",0,1,1,0,0,1
"51741",0,1,1,1,1,0
"10202",1,1,1,1,1,1
"1487",0,1,1,1,1,1
"93517",1,0,0,1,1,0
"121214",1,0,0,0,0,0
"10553",1,1,1,1,1,1
"100288072",1,0,0,1,1,1
"374875",1,1,0,0,1,0
"441282",1,1,1,1,1,1
"340811",0,0,0,0,1,0
"133121",1,1,1,1,1,1
"85007",1,1,1,1,1,1
"250",1,1,1,1,1,1
"251",1,1,1,1,1,1
"123264",1,1,1,1,1,1
