"","Transcriptomics","Proteomics","Final"
"6565",0,NA,0
"9023",1,NA,0
"1103",1,NA,0
"162466",0,0,0
"9468",0,NA,0
"5130",1,1,1
"6579",0,NA,0
"6555",0,NA,0
"6554",1,NA,0
"55349",1,0,0
"1120",1,1,1
"1119",0,NA,0
"60482",0,NA,0
"6582",0,NA,0
"6584",1,NA,0
"6820",0,NA,0
"10948",2,1,2
"19",0,0,0
"1118",0,0,0
"27159",0,NA,0
"54682",0,NA,0
"9058",0,NA,0
"6576",2,2,2
"1159",1,0,0
"548596",1,0,0
"1160",0,NA,0
"1158",0,0,0
"1152",0,1,0
"5172",0,NA,0
"65010",1,NA,0
"54675",1,NA,0
"10559",1,1,1
"55907",2,2,2
"8034",1,1,1
"8824",2,NA,1
"51805",0,0,0
"51004",1,0,0
"10229",1,1,1
"2650",0,0,0
"9245",0,NA,0
"51301",0,0,0
"192134",0,NA,0
"386757",2,NA,1
"6535",0,NA,0
"1384",1,1,1
"6583",0,0,0
"1431",2,2,2
"54677",1,0,0
"8140",1,0,0
"23428",0,NA,0
"1036",0,NA,0
"23657",0,0,0
"57379",0,0,0
"978",0,0,0
"7371",0,0,0
"83549",2,0,1
"51727",2,2,2
"129607",1,1,1
"160851",1,1,1
"8526",0,0,0
"1606",2,2,2
"8527",2,0,1
"1607",0,1,0
"1608",1,0,0
"1609",1,0,0
"8525",1,1,1
"9162",0,NA,0
"1610",0,NA,0
"51022",0,NA,0
"2745",2,2,2
"8528",0,NA,0
"10455",0,1,0
"1632",1,2,2
"1633",2,2,2
"1638",0,NA,0
"6319",0,0,0
"9415",0,2,1
"3992",1,1,1
"8694",1,1,1
"84649",1,0,0
"1716",1,1,1
"6513",2,1,2
"6517",0,NA,0
"6515",2,1,2
"1718",1,1,1
"1581",0,NA,0
"1717",1,1,1
"8560",2,1,2
"123099",0,NA,0
"11309",0,0,0
"6783",0,1,0
"1723",1,0,0
"1809",1,NA,0
"1808",1,2,2
"1807",0,NA,0
"23539",1,NA,0
"2224",2,2,2
"29958",0,NA,0
"60386",1,1,1
"84920",0,1,0
"79087",0,1,0
"26002",0,NA,0
"1621",0,0,0
"7299",0,NA,0
"6530",0,NA,0
"6581",0,NA,0
"669",1,1,1
"5224",1,NA,0
"5223",2,2,2
"4597",1,0,0
"51071",1,1,1
"1806",2,1,2
"7083",1,0,0
"7084",1,0,0
"1854",2,2,2
"3704",2,2,2
"10682",2,1,2
"1892",2,2,2
"549",1,0,0
"1962",0,0,0
"1891",2,0,0
"11001",1,0,0
"28231",0,NA,0
"53919",0,NA,0
"10257",0,1,0
"28232",2,NA,1
"2109",2,2,2
"2108",2,0,0
"2110",0,0,0
"55500",0,1,0
"55224",1,NA,0
"8790",0,1,0
"51086",0,NA,0
"2181",1,1,1
"2180",0,1,0
"2182",0,1,0
"81616",1,NA,0
"51703",2,1,2
"23305",1,1,1
"116285",0,NA,0
"5167",0,0,0
"5169",0,0,0
"6785",1,NA,0
"60481",2,1,2
"54898",1,NA,0
"79071",1,NA,0
"1579",1,NA,0
"2194",1,2,2
"10999",1,1,1
"376497",0,1,0
"230",1,2,2
"226",2,0,1
"229",0,0,0
"5208",0,1,0
"5207",0,NA,0
"2203",1,1,1
"5210",0,0,0
"5209",2,1,2
"8789",0,0,0
"2235",0,0,0
"10840",1,NA,0
"79901",0,0,0
"197258",1,1,1
"125061",0,0,0
"1719",1,1,1
"2356",2,1,2
"155184",0,NA,0
"29988",1,0,0
"66035",1,NA,0
"6518",2,0,0
"6514",1,NA,0
"160428",0,NA,0
"25902",0,1,0
"4522",0,0,0
"2519",1,0,0
"2517",0,1,0
"2184",1,1,1
"2271",2,2,2
"2523",2,NA,1
"2525",2,NA,1
"10690",0,NA,0
"2683",2,1,2
"9334",2,1,2
"8704",0,NA,0
"8703",1,0,0
"2820",1,1,1
"5832",2,2,2
"9563",1,1,1
"2539",1,1,1
"2542",1,0,0
"2593",1,0,0
"9514",0,NA,0
"5476",2,1,2
"2720",2,1,2
"2588",1,1,1
"2581",2,1,2
"2583",2,NA,1
"55454",2,1,2
"55790",2,0,1
"79586",1,1,1
"337876",0,NA,0
"22856",1,0,0
"63917",2,NA,1
"11226",0,0,0
"55568",0,0,0
"2589",1,1,1
"51809",1,1,1
"8693",0,1,0
"2591",1,1,1
"117248",0,NA,0
"26290",1,NA,0
"114805",0,NA,0
"79695",1,NA,0
"50614",0,NA,0
"79623",1,NA,0
"2590",1,1,1
"11227",0,NA,0
"81031",1,NA,0
"126792",0,1,0
"11285",1,1,1
"8972",0,1,0
"175",2,1,2
"26301",0,NA,0
"4329",1,1,1
"7915",1,1,1
"2731",0,0,0
"275",1,1,1
"2653",1,1,1
"2651",0,NA,0
"55343",1,NA,0
"8836",0,0,0
"79017",1,1,1
"8908",0,NA,0
"2992",2,2,2
"2997",2,1,2
"2998",0,NA,0
"2687",1,NA,0
"6472",2,2,2
"6470",1,1,1
"2717",1,1,1
"2632",0,0,0
"2990",2,1,2
"8372",1,1,1
"26035",1,0,0
"54480",2,0,1
"2131",1,0,0
"2132",0,0,0
"27087",1,NA,0
"26229",2,1,2
"135152",0,NA,0
"4669",1,1,1
"64579",0,NA,0
"9348",0,NA,0
"8509",2,0,1
"3340",0,1,0
"2137",0,NA,0
"2135",0,1,0
"2134",0,NA,0
"144195",1,NA,0
"154091",1,NA,0
"11182",0,0,0
"56606",0,0,0
"6523",0,NA,0
"178",1,0,0
"5837",0,NA,0
"5834",2,2,2
"5836",0,1,0
"2729",1,0,0
"2730",0,2,1
"2746",2,2,2
"2747",0,2,1
"10841",0,NA,0
"27165",1,NA,0
"2744",1,2,2
"79751",1,1,1
"83733",1,NA,0
"2639",1,1,1
"57084",0,NA,0
"57030",0,NA,0
"246213",0,NA,0
"51179",1,NA,0
"54363",1,NA,0
"2628",0,1,0
"9380",2,2,2
"2712",0,1,0
"2713",0,NA,0
"2710",1,0,0
"3029",2,0,1
"6536",1,NA,0
"5226",1,2,2
"27232",0,NA,0
"57678",1,NA,0
"80055",1,NA,0
"54965",1,1,1
"93183",1,0,0
"2936",2,0,0
"2876",2,2,2
"7001",2,2,2
"5052",2,2,2
"2879",2,2,2
"2877",0,NA,0
"257202",0,NA,0
"2878",0,1,0
"2882",2,2,2
"10935",2,2,2
"2937",2,2,2
"2678",0,1,0
"2679",2,NA,1
"2983",0,0,0
"4881",1,NA,0
"3000",1,0,0
"2974",1,NA,0
"4882",0,NA,0
"2986",0,NA,0
"2982",0,0,0
"2984",0,NA,0
"2977",0,NA,0
"9615",0,NA,0
"763",1,NA,0
"11238",2,1,2
"23556",1,1,1
"55650",0,NA,0
"53905",1,NA,0
"50506",1,NA,0
"343",0,NA,0
"5281",1,NA,0
"84720",1,2,2
"54872",1,1,1
"80235",0,NA,0
"128869",0,1,0
"10026",1,1,1
"51604",2,1,2
"94005",2,1,2
"8733",2,1,2
"3028",2,2,2
"3033",0,2,1
"3037",0,NA,0
"3038",0,NA,0
"3036",0,NA,0
"27235",1,NA,0
"6522",1,1,1
"83697",0,NA,0
"6521",1,1,1
"6508",1,NA,0
"2645",0,NA,0
"3098",2,2,2
"3099",1,1,1
"80201",1,NA,0
"3101",1,0,0
"3081",1,0,0
"11112",1,2,2
"3067",0,0,0
"496",2,NA,1
"495",1,0,0
"8942",0,0,0
"3157",0,1,0
"3158",1,NA,0
"54511",0,NA,0
"3155",0,1,0
"3162",0,1,0
"26062",0,NA,0
"197257",0,0,0
"6448",2,1,2
"3290",0,0,0
"3291",1,NA,0
"3292",1,NA,0
"3294",0,NA,0
"51478",0,0,0
"3283",0,NA,0
"3284",0,NA,0
"80270",0,0,0
"57026",1,0,0
"3419",0,2,1
"3421",2,1,2
"3420",2,2,2
"3417",1,2,2
"3418",2,2,2
"7173",1,NA,0
"3425",0,0,0
"587",0,2,1
"8501",1,NA,0
"55586",0,NA,0
"114134",0,0,0
"6526",1,2,2
"3422",2,1,2
"91734",1,NA,0
"160728",0,NA,0
"8801",2,2,2
"8802",2,2,2
"8803",1,2,2
"9990",1,1,1
"6560",0,1,0
"57468",0,NA,0
"3795",0,0,0
"84679",1,0,0
"23315",2,NA,1
"8564",0,1,0
"3938",1,NA,0
"53",0,1,0
"3931",1,1,1
"387775",0,NA,0
"124637",0,NA,0
"366",0,0,0
"11283",0,0,0
"4047",1,1,1
"1178",0,1,0
"5321",0,0,0
"29124",0,NA,0
"51268",0,NA,0
"4023",1,0,0
"1056",0,NA,0
"3990",0,NA,0
"80339",1,NA,0
"11343",0,1,0
"50487",1,NA,0
"9227",0,0,0
"6309",1,NA,0
"4048",2,2,2
"4258",0,1,0
"4259",2,1,2
"4056",1,0,0
"2954",1,1,1
"2548",0,1,0
"56922",0,1,0
"64087",0,1,0
"23417",1,1,1
"4357",0,1,0
"4190",2,0,1
"4191",2,2,2
"4200",1,2,2
"4199",0,1,0
"10873",0,0,0
"3620",1,0,0
"1545",0,1,0
"1543",0,0,0
"1557",0,NA,0
"1544",1,NA,0
"27430",2,2,2
"4144",2,2,2
"4143",1,0,0
"4548",1,1,1
"4598",1,1,1
"8867",0,0,0
"3635",2,2,2
"3632",1,0,0
"3636",1,1,1
"27124",1,NA,0
"3633",0,1,0
"56623",1,NA,0
"3628",0,1,0
"3706",2,NA,1
"3707",2,1,2
"80271",1,0,0
"51477",1,1,1
"8821",2,0,0
"3631",1,0,0
"2595",0,1,0
"84693",1,0,0
"4594",1,1,1
"80168",1,NA,0
"116255",0,NA,0
"4507",1,2,2
"10797",0,1,0
"56913",2,1,2
"91703",0,0,0
"443",0,NA,0
"4668",2,0,1
"9498",0,NA,0
"57282",0,0,0
"6528",0,NA,0
"482",0,NA,0
"476",2,2,2
"480",0,NA,0
"483",2,2,2
"23439",0,NA,0
"477",0,1,0
"481",1,0,0
"478",0,0,0
"6549",0,NA,0
"6550",1,NA,0
"6548",1,1,1
"84735",0,0,0
"55748",1,2,2
"6559",1,NA,0
"57419",0,NA,0
"123041",0,NA,0
"9187",0,NA,0
"25769",0,NA,0
"124583",1,1,1
"79077",2,2,2
"9583",1,0,0
"1841",2,2,2
"4832",2,0,1
"4830",1,2,2
"29922",0,1,0
"10201",1,1,1
"4831",2,2,2
"4833",1,0,0
"57127",1,NA,0
"6005",0,0,0
"6557",0,NA,0
"6558",1,1,1
"349565",0,0,0
"64802",0,1,0
"23057",0,NA,0
"10135",1,2,2
"4837",0,NA,0
"5409",0,NA,0
"4843",0,NA,0
"4846",1,NA,0
"4842",1,NA,0
"4860",2,2,2
"6580",0,NA,0
"55808",1,NA,0
"30833",1,1,1
"5251",0,1,0
"56953",1,NA,0
"4907",1,1,1
"6476",0,NA,0
"5009",0,NA,0
"5019",2,2,2
"64064",1,NA,0
"1629",1,0,0
"594",1,1,1
"593",1,0,0
"26873",0,1,0
"4942",2,0,1
"7372",1,2,2
"10861",0,NA,0
"1811",0,NA,0
"1836",2,0,1
"1583",1,0,0
"1584",1,NA,0
"1585",1,NA,0
"1586",1,NA,0
"1588",0,NA,0
"1576",0,NA,0
"1593",0,1,0
"1548",0,NA,0
"1553",1,NA,0
"1562",0,NA,0
"1558",0,NA,0
"1559",0,NA,0
"1565",0,0,0
"1572",0,NA,0
"51302",0,NA,0
"64816",0,NA,0
"1577",0,NA,0
"1551",0,NA,0
"10858",0,NA,0
"66002",0,0,0
"8529",0,NA,0
"4051",0,0,0
"9420",0,0,0
"1582",0,NA,0
"5831",0,1,0
"5050",2,2,2
"5051",1,0,0
"5049",1,2,2
"5048",2,2,2
"7941",0,0,0
"347734",2,1,2
"57194",0,NA,0
"5337",0,0,0
"5338",1,0,0
"130013",0,NA,0
"5091",0,0,0
"5244",1,NA,0
"5136",0,NA,0
"5142",2,NA,1
"5137",0,0,0
"5151",1,NA,0
"50940",0,NA,0
"5139",0,0,0
"5140",1,1,1
"27115",0,NA,0
"5144",1,0,0
"5153",0,NA,0
"5150",2,1,2
"5138",0,0,0
"8622",0,NA,0
"5141",0,0,0
"5143",1,NA,0
"10846",0,NA,0
"5152",1,NA,0
"5148",1,NA,0
"8654",1,1,1
"5145",0,NA,0
"5147",2,1,2
"5146",0,NA,0
"5158",0,NA,0
"5149",0,2,1
"1737",1,2,2
"5162",2,2,2
"5160",2,2,2
"5161",1,NA,0
"55163",1,1,1
"10396",0,0,0
"5105",0,NA,0
"5106",0,0,0
"8310",1,0,0
"5833",2,1,2
"10400",1,NA,0
"26227",1,1,1
"5730",1,0,0
"27306",1,1,1
"9536",0,0,0
"80142",2,0,1
"5740",0,0,0
"114971",2,1,2
"9489",2,1,2
"5743",0,0,0
"5742",0,1,0
"6898",0,NA,0
"5053",0,NA,0
"5264",1,NA,0
"5728",2,1,2
"8871",1,1,1
"8395",0,0,0
"8394",0,1,0
"23396",1,1,1
"5297",2,1,2
"55361",1,0,0
"5298",2,1,2
"5295",2,0,1
"23533",2,0,1
"5290",1,1,1
"5293",2,1,2
"5296",0,NA,0
"8503",0,NA,0
"5291",2,1,2
"5294",1,1,1
"10870",2,0,0
"4952",0,0,0
"23236",0,0,0
"5336",0,1,0
"5335",2,0,1
"5334",1,0,0
"5331",0,1,0
"257068",1,NA,0
"84812",0,NA,0
"5330",2,0,0
"23007",0,NA,0
"51196",0,NA,0
"5332",0,0,0
"113026",0,NA,0
"5333",2,1,2
"89869",0,1,0
"5288",0,NA,0
"5286",0,1,0
"5287",1,0,0
"200576",1,1,1
"5305",2,2,2
"79837",2,0,1
"5289",1,0,0
"5277",0,NA,0
"51227",1,NA,0
"8818",1,NA,0
"9091",0,0,0
"5279",1,NA,0
"5283",2,NA,1
"123745",0,NA,0
"8398",1,0,0
"64600",2,NA,1
"81579",1,NA,0
"100137049",1,NA,0
"5322",1,NA,0
"5320",0,NA,0
"30814",1,NA,0
"26279",2,0,0
"5319",0,NA,0
"10654",2,2,2
"117283",0,NA,0
"9807",0,1,0
"51447",2,NA,1
"8876",0,0,0
"8875",0,0,0
"55350",0,NA,0
"27068",2,2,2
"8613",0,NA,0
"8611",1,0,0
"8612",0,NA,0
"5498",1,1,1
"8288",0,1,0
"9588",2,2,2
"4353",1,0,0
"5625",1,NA,0
"6578",0,NA,0
"23761",1,0,0
"9791",2,1,2
"81490",0,0,0
"10005",1,0,0
"10965",1,1,1
"122970",1,NA,0
"5805",2,NA,1
"6303",2,NA,1
"112483",2,2,2
"8566",1,2,2
"151531",0,NA,0
"7378",2,1,2
"2944",1,1,1
"64080",0,1,0
"5959",1,NA,0
"8608",0,NA,0
"112724",1,0,0
"157506",0,0,0
"51109",2,2,2
"57665",2,0,1
"195814",0,NA,0
"145226",0,NA,0
"50700",1,NA,0
"8228",0,0,0
"113278",2,NA,1
"54981",2,1,2
"6482",2,0,1
"6484",1,0,0
"6483",1,0,0
"10090",1,NA,0
"9653",1,1,1
"3423",2,1,2
"222537",0,NA,0
"9957",0,NA,0
"9951",1,NA,0
"9956",1,NA,0
"9955",0,NA,0
"9953",1,NA,0
"55501",1,0,0
"113189",1,1,1
"50515",2,0,1
"166012",0,NA,0
"411",1,1,1
"23563",0,NA,0
"4166",1,NA,0
"10164",0,NA,0
"9435",0,0,0
"8534",0,NA,0
"9469",1,NA,0
"56548",1,0,0
"266722",0,NA,0
"9394",1,NA,0
"90161",0,NA,0
"2799",2,1,2
"10157",0,1,0
"118881",2,1,2
"3176",0,0,0
"1757",1,1,1
"81537",1,1,1
"6652",1,1,1
"6342",2,2,2
"9056",0,0,0
"55304",0,NA,0
"9517",1,1,1
"10558",1,1,1
"2098",2,2,2
"8879",1,1,1
"8869",2,NA,1
"56848",1,0,0
"8877",1,0,0
"130752",0,NA,0
"339221",1,NA,0
"55627",2,1,2
"55512",1,0,0
"6609",1,1,1
"6610",1,0,0
"259230",1,0,0
"116369",0,NA,0
"115111",0,NA,0
"115019",0,NA,0
"284129",2,NA,1
"26266",0,NA,0
"6646",1,1,1
"6649",2,NA,1
"6648",2,0,0
"6647",2,2,2
"6697",0,1,0
"6723",2,2,2
"6611",2,1,2
"6713",0,1,0
"2222",2,1,2
"6715",1,NA,0
"6716",0,NA,0
"15",0,NA,0
"6532",0,0,0
"6487",0,NA,0
"10402",0,1,0
"10610",0,NA,0
"81849",0,NA,0
"256435",0,NA,0
"30815",2,NA,1
"6489",0,NA,0
"29906",0,NA,0
"412",0,0,0
"6391",1,1,1
"6390",2,2,2
"6392",2,0,1
"6389",2,2,2
"6821",0,1,0
"6533",1,0,0
"5092",2,1,2
"23530",0,0,0
"79178",1,0,0
"6567",0,NA,0
"1890",1,2,2
"55217",0,0,0
"7296",1,2,2
"11181",0,NA,0
"80162",2,1,2
"7166",0,NA,0
"121278",0,NA,0
"169355",0,NA,0
"6999",0,NA,0
"6561",0,NA,0
"6916",1,1,1
"7054",1,NA,0
"7306",0,NA,0
"10020",0,0,0
"29880",2,1,2
"7355",1,NA,0
"7358",1,1,1
"23169",1,0,0
"80146",2,1,2
"5168",0,0,0
"84912",1,NA,0
"3906",0,NA,0
"7357",2,1,2
"11046",1,NA,0
"54576",0,NA,0
"54575",0,NA,0
"54657",0,NA,0
"54659",0,NA,0
"54658",1,NA,0
"54577",0,NA,0
"54600",0,NA,0
"54579",0,NA,0
"54578",0,NA,0
"7364",0,NA,0
"54490",0,NA,0
"7367",0,NA,0
"7365",0,NA,0
"10720",1,NA,0
"7363",0,NA,0
"54963",2,1,2
"7498",0,NA,0
"9942",0,1,0
"64132",1,0,0
"64131",0,0,0
"51181",2,2,2
"64077",1,1,1
"5464",2,2,2
"10724",2,1,2
"94033",0,NA,0
"2495",2,1,2
"1356",0,0,0
"2512",2,0,1
"1727",2,2,2
"51706",1,2,2
"51700",0,0,0
"10587",0,0,0
"80347",2,1,2
"84618",1,NA,0
"22978",2,1,2
"51251",2,1,2
"93034",0,NA,0
"100526794",2,NA,1
"353",2,2,2
"3251",2,2,2
"56954",2,2,2
"5313",1,0,0
"728441",0,NA,0
"124975",0,NA,0
"91227",0,NA,0
"102724197",0,NA,0
"92086",2,NA,1
"2686",1,1,1
"5211",2,2,2
"1491",0,1,0
"2819",1,NA,0
"29925",0,2,1
"29926",2,1,2
"102724560",0,1,0
"875",1,NA,0
"249",2,0,1
"22934",2,2,2
"2766",0,1,0
"51292",2,1,2
"57571",1,0,0
"8833",2,2,2
"5538",2,2,2
"641371",0,1,0
"11332",1,2,2
"55825",1,1,1
"51102",1,1,1
"37",2,2,2
"33",0,NA,0
"132158",0,NA,0
"641649",0,NA,0
"23475",1,0,0
"50484",0,0,0
"6240",2,0,1
"6241",0,1,0
"3156",1,1,1
"79966",0,0,0
"10588",1,0,0
"84890",1,1,1
"80025",0,1,0
"53354",0,NA,0
"79646",1,1,1
"83594",0,0,0
"7263",0,1,0
"26275",0,2,1
"29920",1,0,0
"7389",2,1,2
"1595",0,0,0
"130367",1,NA,0
"10478",1,1,1
"23443",0,1,0
"64240",0,NA,0
"64241",0,NA,0
"284111",0,NA,0
"8435",1,NA,0
"3988",1,1,1
"377677",0,0,0
"767",0,0,0
"765",0,NA,0
"759",1,1,1
"760",0,1,0
"23632",0,NA,0
"766",0,NA,0
"771",1,0,0
"768",1,NA,0
"762",1,0,0
"10057",1,0,0
"6556",0,0,0
"6568",0,NA,0
"7779",1,1,1
"54020",1,0,0
"215",1,1,1
"5825",1,1,1
"641372",0,NA,0
"9045",2,2,2
"4017",1,NA,0
"84105",1,1,1
"25830",1,NA,0
"84569",0,NA,0
"4025",0,NA,0
"54995",1,1,1
"93492",0,NA,0
"1267",0,1,0
"10249",0,0,0
"1573",0,NA,0
"1580",0,NA,0
"199974",0,NA,0
"260293",0,NA,0
"1555",1,NA,0
"1549",1,NA,0
"57834",0,NA,0
"29785",0,0,0
"1215",0,0,0
"1357",1,NA,0
"93979",0,NA,0
"57094",0,NA,0
"1358",1,NA,0
"7177",1,0,0
"64499",1,0,0
"23430",1,NA,0
"1636",0,0,0
"9365",0,NA,0
"9331",0,NA,0
"7368",0,0,0
"5315",2,2,2
"1666",2,0,0
"874",0,2,1
"10901",0,1,0
"126410",0,0,0
"2053",0,1,0
"8897",1,0,0
"8898",1,1,1
"9152",1,NA,0
"9497",1,0,0
"115584",1,NA,0
"6575",1,NA,0
"6574",2,0,1
"142680",2,NA,1
"6534",1,NA,0
"3293",2,NA,1
"1622",2,2,2
"225",1,1,1
"28965",0,NA,0
"23205",0,0,0
"26061",2,0,1
"54716",0,NA,0
"6564",0,NA,0
"113235",0,0,0
"1200",2,2,2
"2168",0,0,0
"51056",2,2,2
"9390",0,NA,0
"5184",2,2,2
"4891",1,NA,0
"30061",1,NA,0
"248",1,NA,0
"4524",0,1,0
"25796",2,2,2
"28982",1,0,0
"6120",1,1,1
"10864",1,NA,0
"9376",2,NA,1
"9356",1,NA,0
"348932",1,NA,0
"120103",0,NA,0
"1080",0,NA,0
"85320",0,NA,0
"222962",0,NA,0
"10351",0,NA,0
"9429",0,NA,0
"55867",1,NA,0
"364",0,NA,0
"89872",0,NA,0
"360",2,NA,1
"21",0,NA,0
"24",0,NA,0
"125206",0,NA,0
"200010",1,NA,0
"6524",1,NA,0
"159963",0,NA,0
"55065",0,0,0
"79581",1,0,0
"3767",2,NA,1
"6833",1,NA,0
"10060",0,NA,0
"3764",0,NA,0
"5947",0,NA,0
"64220",2,NA,1
"5950",1,1,1
"5948",1,NA,0
"949",0,0,0
"29881",0,NA,0
"2350",0,0,0
"3248",1,1,1
"166929",0,NA,0
"56261",2,1,2
