"","GSM663128","GSM663132","GSM1511438","GSM1511439","GSM1511440","GSM1511441","GSM1511442","GSM1511443","GSM1906878","GSM1906879","GSM1906880"
"79623",1,0,1,1,0,0,0,1,1,0,0
"2590",1,0,0,0,1,1,0,1,0,1,1
"11227",0,0,0,0,0,0,0,0,0,0,0
"81031",0,0,0,0,0,0,0,1,0,0,0
"126792",0,1,1,1,0,0,0,1,1,0,0
"11285",1,0,1,1,1,0,0,0,1,0,1
"8972",0,0,0,0,0,0,0,0,0,0,0
"175",0,1,0,0,1,1,0,1,1,1,1
"26301",1,0,1,1,0,0,1,0,1,1,0
"4329",1,0,0,0,1,1,1,1,1,1,0
"7915",1,0,0,0,1,1,1,0,1,1,0
"2731",0,1,0,0,0,1,1,1,1,0,0
"275",1,0,1,0,1,0,0,1,0,1,0
"2653",0,1,0,0,1,1,1,1,0,1,0
"2651",0,1,0,0,0,1,0,1,0,1,1
"55343",1,0,1,1,0,0,0,1,1,0,1
"8836",0,0,0,0,0,0,0,0,0,0,0
"79017",0,1,0,0,1,1,1,1,0,1,1
"8908",0,0,0,0,0,0,0,0,0,0,0
"2992",1,1,1,1,1,1,1,1,1,1,1
"2997",0,1,0,0,1,1,1,1,1,1,1
"2998",0,0,0,0,0,0,0,0,0,0,0
"2687",1,0,1,1,1,0,0,0,1,0,0
"6472",1,1,1,1,1,1,1,1,1,1,1
"6470",0,1,1,0,0,1,1,1,0,1,0
"2717",1,0,1,1,0,1,0,1,1,0,0
"2632",0,1,0,0,0,1,1,1,1,0,0
"2990",1,1,1,1,1,1,1,1,1,1,1
"8372",1,0,0,0,1,0,0,1,1,0,0
"26035",1,0,0,0,1,1,1,1,1,0,1
"54480",1,1,1,1,1,1,1,1,1,1,1
"2131",1,0,0,0,1,0,1,1,0,1,1
"2132",1,0,0,1,1,1,0,0,1,0,1
"27087",1,0,1,1,0,0,1,0,1,1,0
"26229",1,1,1,1,1,0,1,0,1,1,0
"135152",0,1,0,0,1,0,0,1,1,1,0
"4669",1,0,1,1,0,0,0,0,1,1,0
"64579",0,0,0,0,0,0,0,0,0,0,0
"9348",0,0,0,0,0,0,0,0,0,0,0
"8509",1,1,0,1,1,1,1,1,1,1,1
"3340",1,0,1,0,0,0,1,0,1,1,0
"2137",0,1,1,1,0,0,0,0,1,1,0
"2135",0,0,0,0,0,0,0,0,0,0,0
"2134",1,0,1,1,0,0,0,0,0,1,0
"144195",1,1,1,1,1,1,1,1,1,1,1
"154091",0,0,0,1,0,1,0,1,0,0,0
"11182",1,0,1,0,0,1,0,0,1,0,0
"56606",0,1,1,1,0,0,0,0,0,1,0
"6523",0,0,0,0,0,0,0,0,0,0,0
"178",1,1,0,1,1,1,1,1,1,1,1
"5837",1,0,0,0,0,1,1,1,1,1,0
"5834",1,1,0,1,1,1,1,0,1,1,1
"5836",1,0,1,0,1,0,1,0,0,1,0
"2729",1,0,0,0,1,1,1,1,1,0,0
"2730",0,1,0,0,1,0,1,1,0,1,0
"2746",1,1,1,1,1,1,1,1,1,1,1
"2747",0,1,0,1,1,0,1,1,1,0,1
"10841",1,0,1,1,0,0,0,0,1,0,1
"27165",0,1,0,1,0,1,1,0,1,0,1
"2744",1,1,1,1,1,1,1,1,1,1,1
"79751",1,0,1,1,1,0,0,0,1,0,1
"83733",0,0,1,0,0,1,0,1,0,0,0
"2639",1,0,0,1,1,0,1,1,1,0,0
"57084",0,0,0,0,0,0,0,0,0,0,0
"57030",0,1,1,1,0,0,0,0,1,1,0
"246213",0,0,0,0,0,0,0,0,0,0,0
"51179",1,0,1,1,0,0,0,0,0,1,1
"54363",0,0,1,0,0,0,0,0,0,0,0
"2628",0,0,0,0,0,0,0,0,0,0,0
"9380",1,1,1,1,1,1,1,1,1,1,1
"2712",0,0,0,0,0,0,0,0,0,0,0
"2713",0,1,1,1,0,1,0,0,1,0,1
"2710",0,1,1,1,1,1,0,0,0,1,0
"3029",1,1,1,1,1,1,1,1,1,1,1
"6536",1,0,1,0,0,0,1,0,1,0,0
"5226",0,1,0,1,1,0,0,0,0,1,0
"27232",1,0,0,0,1,1,1,0,1,1,0
"57678",0,1,0,1,0,1,0,1,1,0,0
"80055",0,1,0,1,1,1,0,1,1,0,1
"54965",1,0,0,1,0,1,1,1,1,0,0
"93183",0,1,0,0,1,1,1,1,0,1,0
"2936",1,1,1,1,1,1,1,1,1,1,1
"2876",1,1,1,1,1,1,1,1,1,1,1
"7001",1,1,1,1,1,1,1,1,1,1,1
"5052",1,1,0,1,1,1,1,1,1,1,1
"2879",1,1,1,1,1,1,1,1,1,1,1
"2877",1,0,0,0,0,1,0,1,1,0,1
"257202",0,0,0,0,0,0,0,0,0,0,0
"2878",0,1,1,1,0,0,0,1,0,1,1
"2882",0,1,0,1,1,1,0,1,1,0,1
"10935",0,1,0,0,0,1,1,1,1,1,0
"2937",1,1,0,1,1,1,1,0,1,1,1
"2678",1,0,1,1,0,0,1,0,1,0,0
"2679",1,0,1,1,0,0,1,1,1,0,0
"2983",0,0,0,0,0,0,0,0,0,0,0
"4881",1,0,1,1,0,0,0,0,1,1,0
"3000",1,0,1,1,0,0,0,0,1,0,0
"2974",1,0,1,1,1,0,0,0,0,1,0
"4882",1,0,0,0,1,0,1,0,0,1,0
"2986",0,0,0,0,0,0,0,0,0,0,0
"2982",0,0,0,0,0,0,0,0,0,0,0
"2984",0,0,0,0,0,0,0,0,0,0,0
"2977",0,0,0,0,0,0,0,0,0,0,0
"9615",0,0,0,0,0,0,0,0,0,0,0
"763",0,0,0,0,0,0,1,0,0,0,0
"11238",1,1,1,1,1,1,1,1,1,1,1
"23556",0,1,0,1,1,0,0,1,1,0,1
"55650",0,1,0,1,0,1,0,1,1,0,0
"53905",0,1,0,1,0,1,1,1,0,1,0
"50506",0,0,1,0,0,0,0,0,0,0,0
"343",0,1,1,0,0,1,0,0,0,1,0
"5281",0,1,0,1,0,0,1,1,1,0,0
"84720",1,0,1,1,1,0,0,0,1,1,0
"54872",1,0,0,0,0,1,1,1,1,0,0
"80235",1,0,0,0,1,1,1,0,1,0,0
"128869",1,0,0,0,1,1,0,0,1,1,0
"10026",0,1,0,0,1,1,1,1,1,0,0
"51604",1,1,1,1,1,1,1,1,1,1,1
"94005",1,1,1,1,1,1,1,1,1,1,1
"8733",1,1,1,1,1,1,1,1,1,1,1
"3028",1,1,1,1,1,1,1,1,1,1,1
"3033",0,1,0,0,1,1,0,1,0,1,0
"3037",0,0,0,0,0,0,0,0,0,0,0
"3038",0,1,0,1,1,1,1,0,1,0,0
"3036",0,1,0,0,1,1,1,0,1,0,0
"27235",1,0,0,0,1,1,1,1,0,1,0
"6522",1,0,0,1,1,0,1,1,1,1,0
"83697",1,0,1,0,0,0,1,0,0,1,0
"6521",0,0,0,1,0,0,0,0,0,0,0
"6508",0,1,1,1,0,0,0,0,1,0,0
"2645",0,1,1,0,1,1,1,0,0,1,0
"3098",1,1,1,1,1,1,1,1,1,1,1
"3099",1,0,0,1,1,1,0,0,1,0,1
"80201",1,0,1,1,1,0,1,0,0,1,0
"3101",0,1,1,1,1,0,1,0,0,1,0
"3081",0,1,1,1,1,0,1,0,1,0,1
"11112",0,1,0,0,1,1,1,1,1,0,0
"3067",1,0,1,0,0,1,1,0,0,1,0
"496",1,0,1,0,1,0,1,0,1,1,0
"495",1,0,1,1,0,0,0,0,0,1,0
"8942",0,0,0,0,0,0,0,0,0,0,0
"3157",0,1,0,0,0,0,0,1,0,0,1
"3158",0,0,1,0,0,0,0,0,0,0,0
"54511",0,0,0,0,0,0,0,0,0,0,0
"3155",1,0,1,0,0,1,0,1,1,0,0
"3162",0,1,0,0,1,1,0,0,1,1,0
"26062",0,0,0,0,0,0,0,0,0,0,0
"197257",0,1,1,1,0,1,1,0,0,1,0
"6448",1,1,1,1,1,1,1,1,1,1,1
"3290",1,0,0,0,0,1,1,0,0,0,0
"3291",0,1,1,0,0,0,1,0,1,1,0
"3292",0,1,0,0,1,1,0,1,1,0,0
"3294",0,0,0,0,0,0,0,0,0,0,0
"51478",0,1,1,1,0,0,0,0,0,1,1
"3283",0,0,0,0,0,0,0,0,0,0,0
"3284",0,0,0,0,0,0,0,0,0,0,0
"80270",1,0,1,1,0,0,0,0,1,0,0
"57026",0,1,1,0,0,1,1,0,1,0,1
"3419",0,1,0,1,0,0,1,1,0,1,0
"3421",1,1,1,1,1,1,1,1,1,1,1
"3420",1,1,1,1,1,1,1,1,1,1,1
"3417",1,0,0,0,1,1,0,1,1,0,1
"3418",1,1,0,1,1,1,1,1,1,1,1
"7173",0,1,1,1,0,1,0,0,0,1,0
"3425",1,0,0,0,1,0,1,0,0,1,1
"587",1,0,1,1,1,0,0,0,1,0,0
"8501",1,0,1,1,1,0,0,1,0,1,0
"55586",1,0,1,1,1,0,1,0,1,0,1
"114134",0,0,0,0,0,1,0,0,0,0,0
"6526",0,1,0,0,1,1,1,1,1,1,0
"3422",1,1,1,1,1,1,1,1,1,1,1
"91734",0,0,0,0,0,0,1,0,0,0,0
"160728",0,0,1,0,1,0,1,0,0,0,0
"8801",0,1,0,0,1,1,1,1,1,1,0
"8802",0,1,0,1,0,1,1,1,1,0,1
"8803",1,0,0,1,0,1,1,1,1,1,0
"9990",1,1,0,1,1,1,1,1,1,1,1
"6560",1,0,1,0,1,0,0,0,1,0,0
"57468",0,0,0,0,0,0,0,0,0,0,0
"3795",1,0,1,0,1,0,0,0,1,1,0
"84679",1,0,1,0,0,1,0,1,0,1,0
"23315",1,1,1,1,1,1,1,1,1,1,1
"8564",0,0,0,0,0,0,0,0,0,0,0
"3938",0,1,1,1,0,0,0,0,0,1,0
"53",0,1,0,1,0,0,1,1,1,0,0
"3931",1,0,1,0,0,1,0,1,1,0,1
"387775",0,0,0,0,0,0,0,0,0,0,0
"124637",1,0,1,0,0,0,1,1,1,0,0
"366",0,0,0,0,0,0,0,0,0,0,0
"11283",0,0,0,0,0,0,0,0,0,0,0
"4047",1,0,0,1,1,0,1,1,1,1,0
"1178",0,0,1,0,0,1,1,0,0,0,1
"5321",0,0,0,0,0,0,0,0,0,0,0
"29124",0,0,0,0,0,0,0,0,0,0,0
"51268",1,0,1,0,0,0,0,1,0,1,1
"4023",0,0,0,0,0,1,0,0,0,0,0
"1056",0,0,0,0,0,0,0,0,0,0,0
"3990",0,0,0,0,0,0,0,0,0,0,0
"80339",0,0,1,0,0,0,1,0,0,0,0
"11343",1,0,1,0,1,1,0,0,0,1,0
"50487",0,1,0,0,0,0,0,1,0,1,0
"9227",0,0,0,0,0,0,0,0,0,0,0
"6309",0,1,0,0,0,1,1,1,0,1,0
"4048",1,1,1,1,1,1,1,1,1,1,1
"4258",1,0,0,1,0,1,1,0,0,0,1
"4259",1,1,1,1,1,1,1,1,1,1,1
"4056",1,0,0,1,1,0,1,0,1,0,1
"2954",1,0,1,1,1,0,0,0,0,1,0
"2548",1,0,1,1,0,0,0,0,1,1,0
"56922",1,0,0,1,1,1,0,0,1,0,1
"64087",0,1,0,0,1,0,0,1,0,1,0
"23417",0,1,1,1,0,1,0,1,0,1,1
"4357",1,0,1,0,0,0,0,1,1,0,1
"4190",1,1,1,1,1,1,1,1,1,1,1
"4191",1,1,0,1,1,1,1,1,1,1,1
"4200",1,1,0,1,0,1,1,1,1,1,0
"4199",0,1,0,1,0,0,0,0,0,0,0
"10873",1,0,0,1,1,0,0,0,1,0,1
"3620",0,0,0,0,0,1,0,0,0,0,0
"1545",0,0,0,0,0,0,0,0,0,0,0
"1543",0,0,0,1,0,1,0,0,0,0,0
"1557",0,0,0,0,0,0,0,0,0,0,0
"1544",1,0,1,1,0,0,0,0,0,1,0
"27430",1,1,1,1,1,1,1,1,1,1,1
"4144",1,1,1,1,1,1,1,1,1,1,1
"4143",1,0,1,0,0,0,0,0,0,1,0
"4548",1,1,0,0,1,1,1,1,1,1,1
"4598",0,1,1,1,1,0,1,0,1,0,1
"8867",1,0,0,1,0,1,1,1,1,1,0
"3635",1,1,1,1,1,1,1,1,1,1,1
"3632",0,1,0,0,1,1,1,1,1,0,0
"3636",1,1,0,1,1,1,1,1,1,1,1
"27124",1,0,1,1,0,0,0,0,0,1,0
"3633",0,1,0,0,1,0,1,1,0,0,1
"56623",1,0,0,0,1,1,1,1,1,1,1
"3628",0,1,0,1,0,1,0,1,0,1,0
"3706",1,0,1,1,1,0,1,0,0,1,0
"3707",1,1,1,1,1,1,1,1,1,1,1
"80271",1,0,1,1,0,1,0,0,1,0,1
"51477",1,0,1,1,0,0,0,0,0,1,1
"8821",1,1,1,1,1,1,1,1,1,1,1
"3631",1,1,1,1,1,1,1,1,1,1,1
"2595",0,1,0,1,0,1,1,1,0,1,0
"84693",0,1,0,0,1,1,0,1,0,1,1
"4594",0,1,0,1,0,1,1,1,1,0,0
"80168",0,0,1,0,0,0,0,0,0,0,0
"116255",0,0,0,0,0,0,0,0,0,0,0
"4507",0,1,0,1,1,1,1,1,1,0,1
"10797",0,1,1,1,0,1,0,0,0,1,0
"56913",1,1,1,1,1,1,1,1,1,1,1
"91703",1,0,1,1,1,0,0,0,0,1,0
"443",0,0,0,0,0,0,0,0,0,0,0
"4668",1,0,0,0,0,1,1,1,1,1,0
"9498",0,0,0,0,0,1,0,0,0,0,0
"57282",0,0,0,0,0,0,0,0,0,0,0
"6528",1,0,1,0,1,0,0,1,0,1,0
"482",1,0,1,0,1,0,1,0,1,0,1
"476",1,1,1,1,1,1,1,1,1,1,1
"480",0,0,0,0,0,0,0,0,0,0,0
"483",0,1,1,1,1,1,1,1,1,1,1
"23439",0,0,0,0,0,0,0,0,0,0,0
"477",0,0,0,0,0,0,0,0,0,0,0
"481",0,1,0,0,1,1,0,0,0,0,1
"478",0,1,1,1,0,0,1,0,1,0,0
"6549",0,0,0,1,0,0,0,0,0,0,0
"6550",1,0,0,1,0,1,1,1,1,0,1
"6548",1,0,1,0,1,1,0,1,1,1,0
"84735",0,0,0,1,0,0,0,0,0,0,0
"55748",0,1,0,1,1,1,0,1,0,1,0
"6559",1,0,1,1,0,0,0,0,0,0,1
"57419",0,0,0,0,0,0,0,0,0,0,0
"123041",0,0,1,0,0,1,0,1,0,0,0
"9187",1,0,1,1,0,0,1,0,0,1,0
"25769",0,0,0,0,0,0,0,0,0,0,0
"124583",0,1,0,1,0,0,1,1,0,1,1
"79077",1,1,0,1,1,1,1,1,1,1,1
"9583",1,1,1,1,1,1,1,1,1,1,1
"1841",1,0,0,1,1,0,1,1,1,0,1
"4832",1,1,0,1,1,1,1,1,1,1,1
"4830",1,0,0,0,1,1,1,0,1,0,1
"29922",0,1,0,0,1,1,0,1,0,1,1
"10201",0,1,0,0,1,0,1,1,1,0,1
"4831",1,1,1,1,1,1,1,1,1,1,1
"4833",1,0,1,0,0,0,1,1,0,1,0
"57127",1,0,1,1,0,0,0,0,0,1,0
"6005",0,0,0,0,1,0,0,0,0,0,0
"6557",0,0,0,0,0,0,0,0,0,0,0
"6558",0,1,0,1,0,1,1,1,0,0,1
"349565",1,0,0,0,0,1,1,1,0,1,0
"64802",0,0,0,0,0,0,0,0,0,0,0
"23057",0,0,1,0,0,0,0,0,0,0,0
"10135",1,1,0,1,1,1,1,1,1,1,1
"4837",1,0,1,0,1,0,1,0,0,1,0
"5409",0,1,1,1,1,0,0,0,1,0,0
"4843",0,1,1,1,0,0,0,0,1,0,1
"4846",1,0,0,0,1,0,1,1,1,0,1
"4842",1,0,1,0,0,0,0,0,0,0,0
"4860",1,1,0,1,1,1,1,1,1,1,1
"6580",0,1,1,0,1,0,1,0,0,0,0
"55808",0,1,0,0,0,1,1,1,0,0,1
"30833",0,1,1,0,1,0,0,0,0,1,0
"5251",0,0,0,0,0,0,1,0,0,0,0
"56953",1,0,1,1,1,0,0,0,1,0,1
"4907",1,0,1,0,0,0,1,0,0,1,1
"6476",0,0,0,0,0,0,0,0,0,0,0
"5009",0,0,0,0,0,0,0,0,0,0,0
"5019",1,1,1,1,1,1,1,1,1,1,1
"64064",1,0,1,1,0,0,0,0,1,0,0
"1629",0,1,0,0,1,1,1,0,1,1,0
"594",0,1,0,1,1,1,1,1,1,0,0
"593",1,1,0,1,1,1,1,1,1,1,1
"26873",1,0,0,0,1,0,0,0,1,0,0
"4942",1,1,0,1,1,1,1,1,1,1,1
"7372",0,1,0,0,0,1,1,1,1,1,0
"10861",0,1,1,1,0,0,1,0,1,0,0
"1811",0,0,0,0,0,0,0,0,0,0,0
"1836",0,1,1,1,0,1,1,1,1,0,1
"1583",0,1,1,1,0,0,0,0,0,1,0
"1584",1,0,1,1,0,0,0,0,1,0,0
"1585",1,0,1,0,0,0,1,0,1,0,0
"1586",0,0,1,0,0,0,0,0,0,0,0
"1588",0,0,0,0,0,0,0,0,0,0,0
"1576",0,0,0,0,0,0,0,0,0,0,0
"1593",0,1,1,1,1,0,0,0,0,1,0
"1548",0,1,1,1,0,0,0,0,1,1,0
"1553",0,1,0,0,0,0,1,1,0,0,0
"1562",0,0,0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,0,0,0,0,0,0,0
"1559",0,0,0,0,0,0,0,0,0,0,0
"1565",1,0,1,1,0,0,1,0,1,0,0
"1572",0,0,0,0,1,0,0,0,0,0,0
"51302",0,0,0,0,0,0,0,0,0,0,0
"64816",0,0,0,0,0,0,0,0,0,0,0
"1577",0,0,0,0,0,0,0,0,0,0,0
"1551",0,0,0,0,0,0,0,0,0,0,0
"10858",1,0,1,1,0,0,0,0,1,0,1
"66002",0,1,1,0,1,0,1,0,0,1,1
"8529",0,0,0,0,0,0,0,0,0,0,0
"4051",0,0,0,0,0,0,0,0,0,0,0
"9420",0,0,0,0,0,0,0,0,0,0,0
"1582",0,0,0,0,0,0,0,0,0,0,0
"5831",0,1,1,1,1,0,0,0,1,0,1
"5050",1,1,1,1,1,1,1,1,1,1,1
"5051",0,1,0,1,0,1,0,1,1,1,0
"5049",1,1,0,0,1,1,1,1,1,1,1
"5048",1,1,1,1,0,1,1,1,1,1,1
"7941",0,0,0,0,0,0,0,0,0,0,0
"347734",1,1,0,1,1,1,1,1,1,1,1
"57194",1,0,1,0,0,0,1,0,1,0,0
"5337",0,1,0,0,1,1,0,0,0,0,0
"5338",1,0,1,1,0,1,0,0,1,0,1
"130013",0,0,0,0,0,0,0,0,0,0,0
"5091",0,1,0,1,1,0,0,1,0,1,0
"5244",1,0,1,0,0,1,1,0,1,0,1
"5136",0,0,0,0,0,0,0,0,0,0,0
"5142",1,1,1,1,1,1,1,1,1,1,1
"5137",0,0,0,0,0,0,0,0,0,0,0
"5151",1,0,0,1,1,1,1,1,1,1,1
"50940",0,0,0,0,0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0,0,0,0
"5140",1,0,0,0,0,1,1,1,0,1,1
"27115",0,0,0,0,0,0,0,0,0,0,0
"5144",1,0,1,0,0,1,1,1,0,0,0
"5153",1,0,1,1,0,1,0,0,1,0,0
"5150",1,1,1,1,1,1,1,1,1,1,1
"5138",1,0,0,0,0,1,0,1,1,1,0
"8622",0,0,0,0,0,0,0,0,0,0,0
"5141",1,0,1,1,0,0,0,1,1,0,0
"5143",1,0,1,1,1,0,0,0,1,0,0
"10846",0,0,0,0,0,0,0,0,0,0,0
"5152",0,1,0,0,0,0,1,1,1,0,0
"5148",0,1,1,0,1,0,0,0,0,1,1
"8654",0,1,0,0,0,1,1,1,0,1,1
"5145",0,0,0,0,0,0,0,0,0,0,0
"5147",1,0,0,0,1,0,1,1,1,0,1
"5146",0,0,0,0,0,0,0,0,0,0,0
"5158",0,1,1,0,0,1,0,1,1,0,0
"5149",0,0,0,0,0,0,0,0,0,0,0
"1737",0,1,0,0,1,1,1,1,1,0,0
"5162",1,1,0,1,1,1,1,1,1,1,1
"5160",1,1,1,1,1,1,1,1,1,1,1
"5161",1,0,1,1,0,0,0,0,1,0,1
"55163",0,1,0,0,1,0,1,1,1,0,1
"10396",0,1,0,1,1,0,0,0,1,0,0
"5105",0,0,0,0,0,0,0,0,0,0,0
"5106",1,0,0,1,1,1,1,0,1,0,1
"8310",0,1,0,1,1,1,0,0,1,0,1
"5833",1,0,1,1,1,0,0,0,1,0,1
"10400",1,0,0,1,0,0,1,1,1,0,0
"26227",0,1,0,1,1,1,0,1,1,0,0
"5730",1,0,0,0,1,0,1,1,1,0,0
"27306",0,1,1,0,0,1,0,1,1,0,1
"9536",0,1,0,0,0,1,1,0,0,0,1
"80142",1,1,1,1,0,0,0,0,1,1,1
"5740",0,0,0,0,0,0,0,0,0,0,0
"114971",0,1,0,1,1,1,0,1,0,1,0
"9489",1,0,0,1,1,0,1,0,1,0,1
"5743",0,0,0,0,0,1,0,1,0,0,0
"5742",0,1,0,1,0,1,1,0,0,1,1
"6898",0,0,0,0,0,0,0,0,0,0,0
"5053",0,0,0,0,0,0,0,0,0,0,0
"5264",0,1,0,1,1,1,0,1,0,0,1
"5728",1,1,1,1,1,1,1,1,1,1,1
"8871",0,1,1,0,0,0,0,0,1,0,1
"8395",0,1,0,0,1,1,1,1,1,0,0
"8394",0,1,0,0,0,1,1,1,0,1,0
"23396",1,0,1,1,0,0,0,1,1,1,1
"5297",1,1,1,1,1,1,1,1,1,1,1
"55361",0,1,1,0,1,1,1,1,1,1,0
"5298",1,1,1,1,1,1,1,1,1,1,1
"5295",1,1,1,1,1,1,1,1,1,1,1
"23533",1,1,1,1,1,1,1,1,1,1,1
"5290",1,1,1,1,1,1,1,1,1,1,1
"5293",1,1,1,1,1,1,1,1,1,1,1
"5296",0,1,1,0,1,1,0,0,1,0,0
"8503",0,1,1,0,0,1,0,1,0,1,0
"5291",1,1,1,1,1,1,1,1,1,1,1
"5294",1,1,0,1,1,1,1,1,1,1,1
"10870",1,1,1,1,1,1,1,1,1,1,1
"4952",0,0,0,0,0,0,0,0,0,0,0
"23236",1,0,0,0,1,0,1,1,0,1,0
"5336",1,0,0,0,1,1,1,1,0,1,1
"5335",1,1,1,1,1,1,1,1,1,1,1
"5334",0,1,0,0,1,1,1,1,0,1,0
"5331",1,0,1,1,0,0,0,0,1,0,1
"257068",0,1,0,0,1,1,1,1,1,0,0
"84812",1,0,0,1,1,0,0,0,0,1,0
"5330",1,1,1,1,0,1,1,1,1,1,1
"23007",0,0,0,0,0,0,0,0,0,0,0
"51196",0,0,0,0,0,0,0,0,0,0,0
"5332",0,0,0,0,0,0,0,0,0,0,0
"113026",1,0,1,1,1,0,0,0,1,0,1
"5333",1,1,0,1,1,1,1,1,1,1,1
"89869",0,0,0,0,0,0,0,0,0,0,0
"5288",0,0,0,0,0,0,0,0,0,0,0
"5286",0,1,0,0,1,1,0,1,0,1,0
"5287",1,1,0,1,1,1,1,1,1,1,1
"200576",1,1,0,1,1,1,1,1,1,1,1
"5305",1,1,1,1,1,1,1,1,1,1,1
"79837",1,1,1,1,1,1,1,1,1,1,1
"5289",0,1,0,1,0,1,0,1,0,1,1
"5277",1,0,0,0,0,1,1,1,0,0,1
"51227",0,1,0,0,1,1,1,1,1,0,1
"8818",1,0,0,0,1,0,1,1,1,0,0
"9091",1,0,0,0,1,0,1,0,1,0,1
"5279",0,1,0,0,1,1,0,0,1,0,0
"5283",0,1,0,0,1,1,0,1,0,1,1
"123745",0,0,0,0,0,0,0,0,0,0,0
"8398",1,0,1,0,1,0,1,0,1,0,1
"64600",0,1,0,0,1,0,1,1,1,1,0
"81579",0,1,0,0,1,1,1,1,1,0,1
"100137049",1,1,1,1,1,1,1,0,1,1,1
"5322",0,0,1,0,0,0,0,1,0,0,0
"5320",0,1,1,1,0,0,0,0,0,1,0
"30814",0,1,1,0,1,0,1,0,1,0,0
"26279",1,0,0,1,0,1,1,0,0,1,1
"5319",0,0,1,0,0,0,0,0,0,0,0
"10654",0,1,0,0,1,0,1,1,0,1,1
"117283",0,0,0,0,0,0,0,0,0,0,0
"9807",1,0,0,1,1,0,1,1,1,0,1
"51447",1,1,1,1,1,1,1,1,1,1,1
"8876",0,0,0,0,0,0,0,0,0,0,0
"8875",0,1,0,0,1,0,1,0,1,0,0
"55350",0,0,0,0,0,0,0,0,0,0,0
"27068",0,1,0,1,0,1,1,1,1,1,0
"8613",0,0,0,0,0,0,0,0,0,0,0
"8611",1,0,0,0,1,1,1,1,0,1,0
"8612",1,0,0,1,1,0,1,0,1,0,1
"5498",1,0,0,0,0,0,0,1,1,1,0
"8288",1,0,0,0,1,1,0,0,0,0,0
"9588",1,1,0,1,1,1,1,1,1,1,1
"4353",1,0,1,0,1,0,0,1,0,1,0
"5625",1,0,0,1,0,1,1,1,0,0,0
"6578",1,0,0,1,1,0,0,0,0,1,0
"23761",0,1,1,1,0,0,1,0,1,0,1
"9791",1,1,1,1,1,1,1,1,1,1,1
"81490",1,0,1,1,1,0,0,0,1,0,0
"10005",0,1,0,0,1,1,1,0,1,0,1
"10965",1,0,0,0,0,1,1,1,1,1,0
"122970",0,1,0,0,0,1,1,1,0,1,0
"5805",1,1,1,1,1,1,1,1,1,1,1
"6303",1,1,1,1,1,1,1,1,1,1,1
"112483",1,1,0,0,1,1,1,1,1,1,1
"8566",0,1,0,1,1,1,1,0,1,0,0
"151531",0,0,0,0,0,0,0,0,0,0,0
"7378",1,1,1,1,1,1,1,1,1,1,1
"2944",1,1,0,0,1,1,1,1,1,0,1
"64080",1,0,0,0,1,0,1,0,1,0,0
"5959",0,1,1,1,0,0,0,1,1,0,0
"8608",0,1,0,1,0,1,1,1,0,1,0
"112724",0,1,0,1,1,0,1,1,0,1,0
"157506",1,0,0,1,0,1,1,0,0,0,1
"51109",1,0,0,0,1,1,1,1,1,1,1
"57665",1,1,1,1,1,1,1,1,1,1,1
"195814",0,0,0,0,0,0,0,0,0,0,0
"145226",1,0,0,0,0,0,1,1,1,1,0
"50700",0,1,1,1,0,0,0,0,0,1,0
"8228",1,0,0,0,1,0,1,1,1,0,0
"113278",0,1,1,1,0,0,1,0,1,1,0
"54981",0,1,0,1,1,1,1,1,0,1,1
"6482",1,1,1,1,1,1,1,1,1,1,1
"6484",1,0,0,0,1,0,1,1,1,1,0
"6483",0,1,1,1,0,0,1,0,0,0,1
"10090",1,0,0,0,1,0,1,0,1,0,1
"9653",0,1,0,0,1,1,1,1,0,1,1
"3423",1,1,1,1,1,1,1,1,1,1,1
"222537",0,1,0,0,1,1,0,1,0,0,0
"9957",1,0,1,1,0,0,0,0,0,0,1
"9951",1,0,1,0,1,0,0,0,1,0,0
"9956",0,1,0,0,1,0,1,1,1,0,0
"9955",0,0,1,0,0,0,0,0,0,0,0
"9953",1,1,0,1,1,1,0,1,1,1,1
"55501",0,1,1,1,1,0,0,0,1,1,0
"113189",1,0,1,0,0,1,0,1,0,1,0
"50515",1,1,1,1,1,1,1,1,1,1,1
"166012",0,1,0,0,1,1,1,0,1,0,0
"411",1,0,0,1,1,1,1,0,1,1,0
"23563",0,1,1,0,0,0,0,0,0,1,0
"4166",0,0,1,0,0,0,0,0,0,0,0
"10164",0,0,0,0,0,0,0,0,0,0,0
"9435",1,0,1,0,0,1,0,0,0,1,1
"8534",0,1,1,0,0,1,1,0,1,1,0
"9469",1,0,1,0,1,0,1,0,0,1,0
"56548",1,0,0,0,1,1,1,1,0,1,1
"266722",0,0,0,0,0,0,0,0,0,0,0
"9394",1,0,1,1,0,0,0,0,1,0,0
"90161",0,0,0,0,0,0,0,0,0,0,0
"2799",1,0,0,1,1,1,1,1,0,0,1
"10157",0,0,0,1,0,1,1,0,0,0,0
"118881",0,1,1,1,1,0,1,0,0,0,1
"3176",0,0,0,0,0,0,0,0,0,0,0
"1757",1,0,1,0,0,1,0,0,1,0,0
"81537",0,1,0,0,1,1,1,1,1,0,0
"6652",1,0,0,0,1,1,1,1,0,1,0
"6342",1,1,0,1,1,1,1,1,1,1,1
"9056",0,1,0,0,1,1,1,1,0,1,0
