"","GSM2579316","GSM2579320","GSM2579324","GSM2579328","GSM2579332","GSM2579336"
"9420",0,0,0,1,0,0
"1582",1,1,1,1,1,1
"5831",0,0,0,1,1,0
"5050",1,1,1,1,1,1
"5051",0,1,0,0,1,1
"5049",1,1,1,1,1,1
"5048",0,1,0,1,1,1
"7941",0,0,1,0,0,0
"347734",1,1,1,1,1,1
"57194",1,0,0,1,1,0
"5337",1,0,0,0,1,0
"5338",0,1,0,0,1,1
"130013",1,0,0,0,1,1
"5091",0,0,1,0,0,1
"5244",1,0,0,0,0,0
"5136",1,1,1,1,1,1
"5142",1,1,1,1,1,1
"5137",1,1,1,1,1,1
"5151",0,1,0,0,0,1
"50940",1,0,1,0,0,0
"5139",0,0,1,0,0,0
"5140",1,1,1,0,0,0
"27115",1,0,0,0,1,0
"5144",1,0,1,1,1,0
"5153",0,0,0,1,1,1
"5150",1,1,1,1,1,1
"5138",0,0,1,0,0,1
"8622",0,0,0,0,1,1
"5141",0,0,0,1,0,1
"5143",1,1,1,1,1,1
"10846",1,0,0,0,1,0
"5152",0,0,1,1,0,1
"5148",1,0,1,0,1,0
"8654",1,0,0,0,1,1
"5145",1,0,0,0,0,0
"5147",1,1,1,1,1,1
"5146",0,0,1,0,0,1
"5158",0,1,1,1,0,0
"5149",1,1,1,1,1,1
"1737",0,1,1,0,1,0
"5162",1,1,1,1,1,1
"5160",1,1,1,1,1,1
"5161",0,1,0,0,0,0
"55163",0,1,1,0,0,1
"10396",1,1,0,1,0,1
"5105",1,1,1,1,1,1
"5106",0,1,0,1,1,1
"8310",1,1,1,0,1,0
"5833",0,0,1,1,1,1
"10400",1,1,1,1,1,1
"26227",1,1,1,0,0,0
"5730",1,1,0,1,0,0
"27306",0,0,0,0,1,1
"9536",0,0,0,1,0,0
"80142",1,1,1,1,1,1
"5740",0,0,0,0,0,1
"114971",1,1,1,1,1,1
"9489",1,1,1,1,1,1
"5743",1,1,1,1,1,1
"5742",0,0,1,0,0,0
"6898",1,0,0,0,1,1
"5053",0,0,0,0,1,0
"5264",1,1,1,1,1,1
"5728",1,1,0,1,1,1
"8871",1,1,1,0,0,1
"8395",1,1,1,0,0,0
"8394",1,1,0,0,1,0
"23396",0,1,0,1,1,1
"5297",0,1,0,0,1,1
"55361",1,1,1,1,0,0
"5298",1,1,1,1,1,1
"5295",1,1,1,1,1,1
"23533",1,1,1,1,1,1
"5290",0,1,0,1,1,0
"5293",1,1,1,1,1,1
"5296",1,1,1,1,1,1
"8503",1,0,0,1,0,0
"5291",0,0,0,1,0,1
"5294",0,1,1,1,0,0
"10870",1,1,1,1,1,1
"4952",1,0,0,0,1,1
"23236",1,1,0,1,1,0
"5336",0,0,0,0,1,0
"5335",0,1,1,0,1,1
"5334",0,0,1,0,1,1
"5331",0,0,0,0,1,1
"257068",1,0,1,0,0,0
"84812",0,1,0,0,1,1
"5330",0,1,0,1,1,1
"23007",0,0,0,1,1,0
"51196",0,1,1,0,1,0
"5332",0,0,0,0,1,1
"113026",0,0,0,0,1,1
"5333",1,1,1,1,1,1
"89869",1,1,1,1,1,1
"5288",0,0,0,1,0,0
"5286",1,0,0,1,1,1
"5287",0,1,1,0,1,1
"200576",0,0,0,0,1,1
"5305",1,1,1,1,1,1
"79837",1,1,1,1,1,1
"5289",1,1,0,0,0,1
"5277",1,1,1,1,0,0
"51227",1,0,1,0,0,0
"8818",1,1,1,1,1,1
"9091",1,0,1,0,1,0
"5279",1,1,1,1,1,1
"5283",1,1,1,1,1,1
"123745",0,0,0,0,0,1
"8398",0,0,0,1,1,1
"64600",1,1,1,1,1,1
"81579",0,0,1,0,1,1
"100137049",1,1,0,1,1,0
"5322",1,1,1,1,1,1
"5320",1,1,1,1,1,1
"30814",1,1,1,1,1,1
"26279",0,0,0,1,0,0
"5319",1,0,0,0,0,1
"10654",1,1,1,1,1,1
"117283",1,1,1,1,1,1
"9807",1,1,1,0,0,1
"51447",1,1,1,1,1,1
"8876",1,1,1,1,1,1
"8875",0,1,0,1,0,1
"55350",1,1,1,1,1,1
"27068",1,1,1,1,1,1
"8613",1,1,1,1,1,1
"8611",1,1,1,0,1,0
"8612",1,1,0,0,1,0
"5498",0,1,1,0,1,1
"8288",0,1,0,0,1,0
"9588",1,1,1,1,1,1
"4353",1,1,1,1,1,1
"5625",1,1,1,1,1,1
"6578",0,1,0,0,0,1
"23761",1,1,1,1,0,0
"9791",1,1,1,1,1,1
"81490",0,0,1,0,1,1
"10005",0,1,1,1,1,0
"10965",0,1,0,1,1,1
"122970",1,1,1,0,0,0
"5805",1,1,1,1,0,1
"6303",1,1,1,1,1,1
"112483",1,1,1,1,1,1
"8566",0,1,0,1,1,0
"151531",0,1,1,1,0,1
"7378",1,1,1,1,1,1
"2944",0,0,0,1,1,0
"64080",1,0,0,1,1,0
"5959",1,1,0,1,1,0
"8608",0,1,0,0,1,1
"112724",1,0,0,1,1,0
"157506",0,1,0,0,1,0
"51109",1,1,1,1,1,1
"57665",1,1,1,1,1,1
"195814",1,1,1,1,1,1
"145226",1,1,0,0,0,0
"50700",1,1,1,1,1,1
"8228",1,0,0,1,0,0
"113278",1,1,1,1,1,1
"54981",1,1,1,1,1,1
"6482",1,1,1,1,1,1
"6484",1,0,0,1,1,1
"6483",0,0,1,1,1,1
"10090",1,0,0,0,1,1
"9653",0,1,1,0,0,1
"3423",1,1,0,1,0,0
"222537",1,1,1,1,1,1
"9957",1,1,1,1,1,1
"9951",1,1,1,1,1,1
"9956",1,1,1,1,1,1
"9955",0,1,0,0,0,1
"9953",0,1,0,0,1,0
"55501",0,1,1,1,1,0
"113189",0,1,0,1,1,0
"50515",1,1,1,1,1,1
"166012",1,1,1,1,1,1
"411",0,0,1,1,0,0
"23563",0,1,0,0,0,0
"4166",1,1,1,1,1,1
"10164",0,0,0,0,1,0
"9435",0,1,0,1,1,0
"8534",1,1,1,1,1,1
"9469",1,1,1,1,1,1
"56548",1,1,1,0,1,0
"266722",1,1,1,1,1,1
"9394",0,0,0,1,0,1
"90161",1,1,1,1,1,1
"2799",1,1,1,1,0,0
"10157",1,0,1,1,0,1
"118881",1,1,1,1,0,1
"3176",0,0,1,0,0,0
"1757",1,0,0,0,1,1
"81537",0,1,1,0,1,1
"6652",0,1,1,1,0,0
"6342",1,1,1,1,1,1
"9056",0,0,1,1,0,1
"55304",0,1,0,0,1,0
"9517",0,0,0,1,1,1
"10558",1,1,1,1,1,1
"2098",1,1,1,1,1,1
"8879",1,0,0,1,1,0
"8869",0,1,0,1,1,1
"56848",1,0,1,1,1,0
"8877",0,0,0,1,0,0
"130752",1,1,1,1,1,1
"339221",1,1,1,1,1,1
"55627",1,0,1,0,0,1
"55512",0,1,0,1,1,1
"6609",1,0,0,1,1,1
"6610",0,1,0,0,1,1
"259230",1,0,1,0,0,1
"116369",1,1,1,1,1,1
"115111",1,1,1,1,1,1
"115019",1,1,1,1,1,1
"284129",0,0,0,1,1,1
"26266",0,0,0,1,1,0
"6646",0,1,1,0,0,1
"6649",1,1,1,1,1,1
"6648",1,0,1,1,0,0
"6647",1,1,1,1,1,1
"6697",1,0,0,0,0,0
"6723",1,1,1,1,1,1
"6611",1,1,1,1,1,1
"6713",1,0,1,0,0,1
"2222",1,1,1,1,1,1
"6715",0,0,1,1,0,1
"6716",0,1,0,0,0,0
"15",1,0,0,1,0,0
"6532",0,1,0,0,0,1
"6487",0,0,0,1,1,0
"10402",0,0,1,0,0,0
"10610",0,0,0,0,1,1
"81849",1,1,1,1,1,1
"256435",0,0,0,1,1,1
"30815",0,1,0,1,1,0
"6489",0,0,0,1,0,1
"29906",1,1,1,1,1,1
"412",1,1,0,1,1,0
"6391",0,1,1,0,0,1
"6390",1,1,1,1,1,1
"6392",1,1,1,1,1,1
"6389",0,0,1,1,1,1
"6821",0,0,1,0,0,1
"6533",1,1,1,0,1,0
"5092",1,1,1,1,1,1
"23530",1,0,0,1,0,1
"79178",1,1,0,1,1,0
"6567",0,0,0,1,0,0
"1890",1,1,1,1,0,0
"55217",1,0,1,1,0,0
"7296",1,0,1,0,1,0
"11181",1,1,1,1,1,1
"80162",1,1,0,1,1,1
"7166",1,1,0,1,1,0
"121278",0,0,0,0,0,1
"169355",0,0,0,1,0,0
"6999",1,1,1,1,1,1
"6561",1,1,1,1,1,1
"6916",0,1,0,1,0,0
"7054",1,1,1,1,1,1
"7306",1,1,1,1,1,1
"10020",0,1,0,1,1,1
"29880",1,1,1,1,1,1
"7355",0,1,0,1,0,1
"7358",0,0,1,0,0,0
"23169",1,0,0,1,1,0
"80146",1,1,1,1,0,1
"5168",0,1,1,0,0,1
"84912",1,0,1,0,1,1
"3906",1,1,1,1,1,1
"7357",1,1,1,1,1,1
"11046",0,0,0,1,1,0
"54576",1,1,1,1,1,1
"54575",0,0,1,0,0,0
"54657",1,1,1,1,1,1
"54659",1,1,1,1,1,1
"54658",1,1,1,1,1,1
"54577",1,1,1,1,1,1
"54600",1,1,1,1,1,1
"54579",1,1,1,1,1,1
"54578",1,0,0,0,0,0
"7364",1,1,1,1,1,1
"54490",1,1,1,1,1,1
"7367",1,1,1,1,1,1
"7365",0,0,0,0,0,1
"10720",1,1,1,1,1,1
"7363",1,1,1,1,1,1
"54963",1,1,1,1,1,1
"7498",1,1,1,1,1,1
"9942",1,0,1,0,1,0
"64132",1,0,1,1,0,0
"64131",1,0,0,0,0,1
"51181",1,1,1,1,1,1
"64077",1,1,1,1,1,1
"5464",1,1,1,1,1,1
"10724",1,1,1,1,1,1
"94033",1,1,1,1,1,1
"2495",1,1,1,1,1,1
"1356",1,0,0,0,1,0
"2512",1,1,1,1,1,1
"1727",1,1,1,1,1,1
"51706",1,1,1,1,1,1
"51700",0,0,0,0,1,0
"10587",1,0,0,1,0,1
"80347",1,1,1,1,1,1
"84618",1,1,1,1,1,1
"22978",1,1,0,1,1,0
"51251",1,1,1,1,1,1
"93034",0,0,0,1,1,1
"100526794",1,1,1,1,1,1
"353",1,1,1,1,1,1
"3251",1,1,1,1,1,1
"56954",0,1,1,0,1,0
"5313",1,1,1,1,1,1
"728441",1,1,1,1,1,1
"124975",0,0,1,0,0,0
"91227",1,1,1,1,1,1
"102724197",1,1,1,1,1,1
"92086",1,1,1,1,1,1
"2686",0,1,0,0,1,1
"5211",1,1,1,1,1,1
"1491",1,0,1,1,0,0
"2819",0,0,0,0,0,1
"29925",1,0,1,0,1,0
"29926",1,1,1,1,1,1
"102724560",1,1,1,1,1,1
"875",0,1,0,0,0,0
"249",0,1,0,0,0,0
"22934",1,1,1,1,1,1
"2766",1,0,0,1,0,1
"51292",1,1,1,1,1,1
"57571",1,0,0,1,1,1
"8833",1,1,1,1,0,0
"5538",1,1,1,1,1,1
"641371",1,0,0,1,1,1
"11332",0,1,0,0,0,0
"55825",1,1,1,0,1,0
"51102",0,1,1,0,0,0
"37",1,1,1,1,1,1
"33",1,1,1,1,1,1
"132158",1,0,1,1,1,0
"641649",1,1,0,1,0,1
"23475",0,1,1,0,0,1
"50484",1,1,0,0,1,0
"6240",1,1,1,1,1,1
"6241",1,0,1,0,0,0
"3156",1,1,1,0,0,0
"79966",1,1,1,1,1,1
"10588",1,1,0,1,0,0
"84890",1,0,0,1,0,0
"80025",0,1,1,1,1,0
"53354",0,0,1,1,0,1
"79646",1,0,0,1,0,1
"83594",1,0,0,0,0,1
"7263",0,1,0,0,0,1
"26275",0,0,1,1,0,1
"29920",1,1,1,1,1,1
"7389",1,1,1,1,1,1
"1595",1,0,0,1,0,1
"130367",0,1,0,0,1,1
"10478",0,0,1,1,0,1
"23443",1,1,0,0,0,1
"64240",0,0,0,0,1,0
"64241",0,0,0,0,1,0
"284111",0,0,0,1,1,1
"8435",0,0,1,1,0,1
"3988",1,1,1,1,1,1
"377677",0,0,1,1,1,0
"767",1,1,1,1,1,1
"765",0,0,1,0,1,1
"759",1,1,1,1,1,1
"760",0,1,0,0,0,0
"23632",0,1,0,1,0,1
"766",1,0,0,0,0,0
"771",0,0,0,1,0,0
"768",0,0,0,0,0,1
"762",1,1,1,1,1,1
"10057",0,1,1,0,0,1
"6556",0,0,1,1,0,1
"6568",0,0,0,0,1,0
"7779",1,0,0,0,1,1
"54020",1,0,1,1,1,0
"215",1,0,1,1,1,1
"5825",1,1,0,0,0,1
"641372",0,0,0,0,0,1
"9045",1,1,1,1,1,1
"4017",1,0,1,0,1,1
"84105",0,0,1,1,0,1
"25830",1,1,1,1,1,1
"84569",1,1,1,1,1,1
"4025",1,1,0,0,0,0
"54995",1,1,0,0,1,1
"93492",1,0,0,0,0,0
"1267",1,0,0,0,1,0
"10249",1,1,1,1,1,1
"1573",0,0,1,0,1,0
"1580",1,0,1,1,0,0
"199974",1,1,1,1,1,1
"260293",1,1,1,1,1,1
"1555",1,1,1,1,1,1
"1549",1,1,1,1,1,1
"57834",0,0,1,0,0,0
"29785",1,1,1,1,1,1
"1215",1,1,1,1,1,1
"1357",1,1,1,1,1,1
"93979",0,1,1,0,1,0
"57094",1,1,1,1,1,1
"1358",1,1,1,1,1,1
"7177",1,1,1,1,1,1
"64499",1,1,1,1,1,1
"23430",1,1,1,1,1,1
"1636",1,1,1,0,0,1
"9365",0,0,0,0,1,0
"9331",0,0,0,0,0,1
"7368",0,1,0,0,0,0
"5315",1,1,1,1,1,1
"1666",1,1,1,1,1,1
"874",0,1,1,1,0,0
"10901",1,0,1,1,0,0
"126410",0,0,1,1,0,0
"2053",1,1,1,1,1,1
"8897",0,0,0,0,1,1
"8898",1,1,1,0,0,0
"9152",1,1,1,1,1,1
"9497",0,0,0,1,1,1
"115584",0,0,0,1,1,0
"6575",1,0,0,1,1,0
"6574",1,1,1,1,1,1
"142680",1,1,1,1,1,1
"6534",0,0,0,0,0,1
"3293",1,1,1,1,1,1
"1622",1,1,1,1,1,1
"225",0,1,1,0,0,1
"28965",0,0,0,0,0,1
"23205",0,0,0,0,0,1
"26061",1,1,1,1,1,1
"54716",0,0,0,0,1,0
"6564",0,0,0,1,0,0
"113235",0,1,0,1,0,1
"1200",1,1,1,1,1,1
"2168",1,1,1,1,1,1
"51056",1,1,1,1,1,1
"9390",0,0,0,0,1,0
"5184",1,1,1,1,1,1
"4891",1,1,0,0,0,0
"30061",1,1,1,1,1,1
"248",1,1,1,1,1,1
"4524",0,0,0,0,1,1
"25796",1,1,1,1,1,1
"28982",1,0,0,0,1,1
"6120",1,0,1,0,0,0
"10864",0,1,0,0,0,0
"9376",1,1,1,1,1,1
"9356",1,1,1,1,1,1
"348932",1,1,1,1,1,1
"120103",1,0,1,1,1,0
"1080",1,1,1,1,1,1
"85320",1,0,0,0,1,0
"222962",0,0,1,0,1,0
"10351",1,0,0,1,0,0
"9429",0,0,1,0,0,1
"55867",1,1,1,1,1,1
"364",0,0,0,0,1,1
"89872",1,1,0,0,0,0
"360",1,1,1,1,1,1
"21",0,0,1,0,1,1
"24",1,1,1,1,1,1
"125206",0,1,0,1,0,0
"200010",1,1,1,1,1,1
"6524",1,1,0,1,0,0
"159963",0,0,1,1,0,0
"55065",0,0,1,0,0,1
"79581",1,1,1,1,1,1
"3767",0,0,0,1,0,0
"6833",0,0,0,1,0,0
"10060",1,1,1,1,1,1
"3764",1,1,1,1,1,1
"5947",0,0,0,0,0,1
"64220",1,0,0,0,0,1
"5950",1,1,1,1,1,1
"5948",0,0,0,0,0,1
"949",0,1,0,0,1,1
"29881",1,1,1,1,1,1
"2350",0,0,0,0,0,1
"3248",0,1,1,1,1,0
"166929",1,1,1,1,1,1
"56261",1,1,1,1,1,1
"3658",0,0,1,1,1,1
"203",0,0,1,0,0,1
"122481",1,1,1,1,1,1
"159",1,1,0,1,1,1
"122622",0,0,1,0,1,0
"11212",1,1,1,1,1,1
"383",1,1,0,1,0,1
"1371",1,1,1,0,0,1
"1503",0,1,0,1,0,1
"56474",1,0,0,0,1,0
"2987",1,1,1,1,1,1
"5860",0,1,1,1,1,1
"9453",1,1,1,0,0,0
"2027",1,1,0,0,0,1
"2026",1,1,1,1,1,1
"2023",1,1,1,1,1,1
"9843",1,1,1,1,1,1
"80308",1,1,1,1,1,1
"7360",1,1,1,1,1,1
"26330",1,1,1,1,1,1
"2597",1,1,1,1,1,1
"9945",0,0,0,1,0,1
"2673",1,0,1,1,1,0
"2752",1,1,1,1,1,1
"51557",0,1,0,0,0,0
"1800",0,0,0,0,0,1
"2762",0,0,1,1,1,0
"2643",1,1,0,1,1,1
"761",0,0,0,0,1,0
"359",1,1,1,1,1,1
"4284",1,0,0,0,1,1
"361",0,0,0,0,0,1
"358",0,0,0,0,0,1
"362",1,1,1,1,1,1
"3145",1,1,0,0,1,0
"586",0,0,0,0,0,1
"3614",1,1,1,1,1,1
"3615",1,1,1,1,1,1
"682",1,1,1,1,1,1
"4351",1,1,1,1,1,1
"441024",1,0,1,0,0,1
"100287639",1,1,1,1,1,1
"65220",0,1,0,0,1,0
"389015",1,1,1,1,1,1
"6553",0,0,1,0,1,1
"2821",1,1,1,1,1,1
"5230",1,1,1,1,1,1
"5232",0,0,0,0,1,0
"375056",0,1,0,1,1,0
"5236",1,1,1,0,1,0
"55276",0,0,0,0,1,1
"5373",0,1,0,1,1,0
"5372",1,1,1,0,1,1
"210",0,1,1,1,0,0
"60490",1,0,0,1,1,0
"79717",1,1,1,1,1,1
"58510",1,1,1,1,1,1
"153201",1,0,0,1,0,0
"5634",1,1,1,1,1,1
"5631",1,1,1,1,1,1
"221823",0,0,0,0,1,0
"29968",1,0,1,0,1,1
"5723",0,1,1,0,1,1
"55312",1,1,0,1,0,0
"6888",1,1,1,1,1,1
"79896",1,1,0,0,1,0
"84076",1,1,1,1,1,1
"7086",1,1,1,1,1,1
"8277",0,1,1,0,1,0
"27010",1,1,0,1,1,0
"7167",1,1,1,1,1,1
"286016",1,0,0,0,0,1
"2582",1,0,1,0,0,1
"6675",1,1,1,1,0,1
"91373",0,1,0,0,1,1
"7390",0,1,0,0,1,0
"8170",0,0,0,0,0,1
"6563",1,1,0,0,0,0
"374569",0,0,0,0,0,1
"100507855",1,0,0,0,0,0
"55191",0,1,0,1,1,0
"132",1,1,1,1,1,1
"97",1,1,1,1,1,1
"98",1,1,0,1,1,0
"112611",0,0,1,0,1,1
"51005",0,0,1,1,1,0
"471",1,1,1,1,1,1
"435",1,0,0,0,1,1
"171425",1,0,0,0,1,1
"10007",1,1,1,1,1,0
"132789",0,1,0,0,1,1
"2584",1,0,1,0,1,0
"2585",0,1,1,1,0,0
"2592",1,1,1,1,1,1
"5471",1,1,0,1,0,1
"84264",1,1,0,0,0,0
"3034",1,0,0,0,0,1
"144193",1,1,0,0,0,0
"2739",1,1,1,1,1,1
"3613",1,1,0,1,1,0
"3612",0,0,0,1,0,1
"8776",0,0,1,0,1,1
"2978",1,1,1,1,1,1
"4953",1,1,1,1,1,1
"5214",1,1,1,1,1,1
"5213",1,1,1,1,0,0
"6569",1,0,0,0,0,0
"10050",1,1,1,1,1,1
"10568",0,0,0,0,0,1
"10786",1,1,0,1,0,0
"10246",0,0,0,0,0,1
"5198",1,0,0,0,1,1
"113675",1,1,1,1,1,1
"7298",0,1,1,0,1,0
"131669",1,1,1,1,1,1
"5973",0,0,0,1,1,1
"1635",1,1,1,1,1,1
"286297",0,0,0,0,0,1
"10560",0,1,0,0,1,1
"191",1,1,0,1,1,1
"10768",1,0,0,1,1,1
"25874",1,1,1,1,1,1
"51660",1,1,1,1,1,1
"57198",0,0,0,1,1,1
"5205",0,0,0,1,1,1
"23250",0,1,0,1,0,1
"286410",1,0,0,0,1,1
"5243",1,0,0,1,1,1
"55856",1,0,1,0,0,1
"7350",1,1,1,1,1,1
"26027",0,0,0,0,0,1
"10058",0,0,0,1,0,1
"51458",1,1,1,1,1,1
"948",1,0,1,1,0,0
"10928",0,1,1,0,0,1
"1728",1,1,0,0,1,0
"2946",0,0,0,1,1,1
"125981",1,1,0,0,0,1
"55331",0,0,1,0,1,0
"340485",0,0,0,1,0,0
"2760",0,1,0,1,1,0
"5660",1,1,1,1,1,1
"57704",1,1,0,1,0,1
"4759",1,1,1,1,1,1
"10825",0,1,0,1,1,0
"7903",1,1,0,0,0,0
"5407",1,1,1,1,1,1
"119548",1,1,1,1,1,1
"5408",1,1,1,1,1,1
"221955",1,0,0,1,0,1
"9388",0,1,1,0,0,0
"13",0,0,0,0,1,0
"57104",1,1,1,1,1,1
"3991",0,0,1,1,1,1
"747",1,0,1,0,1,1
"8513",0,0,0,0,0,1
"5406",1,1,1,1,1,1
"2170",0,1,0,0,1,1
"2171",0,1,0,0,1,1
"2167",1,1,1,1,1,1
"2172",0,1,0,0,0,0
"646480",1,1,1,1,1,1
"2173",1,1,1,1,1,1
"646486",1,1,1,1,1,1
"2169",0,0,0,1,0,0
"6296",1,1,0,0,1,1
"341392",0,0,1,0,0,0
"54988",1,1,1,1,1,1
"123876",1,1,1,1,1,1
"348158",1,1,1,1,1,1
"344967",0,0,1,0,0,0
"154141",0,0,1,0,1,1
"51099",0,1,0,1,0,1
"253558",1,1,0,0,1,1
"84513",1,1,1,1,1,1
"64748",1,0,1,1,1,0
"9890",1,1,0,1,0,0
"9663",1,1,1,1,1,1
"196051",1,1,1,1,1,1
"79948",0,0,0,1,0,1
"23175",0,0,0,1,1,1
"64900",0,0,0,0,1,1
"85465",1,1,1,0,1,1
"122618",0,0,0,0,0,1
"201164",1,1,0,0,0,0
"23646",1,1,1,1,1,1
"590",0,0,0,1,0,0
"91012",1,1,1,1,1,1
"204219",0,0,1,0,1,0
"10715",1,1,1,1,1,1
"253782",0,1,1,1,0,1
"29956",1,1,1,1,1,0
"79603",1,0,1,0,1,1
"56624",0,0,0,1,1,0
"55757",1,1,1,1,1,1
"145173",0,1,0,1,0,1
"644974",0,1,1,0,0,0
"56886",0,0,1,1,0,1
"152586",1,1,1,1,1,1
"55830",1,1,1,1,1,1
"170384",1,0,1,1,0,1
"283358",0,0,1,1,1,0
"148789",1,0,1,0,1,1
"2526",1,0,0,1,0,1
"84750",0,0,0,1,1,1
"644378",1,1,1,1,1,1
"55624",1,0,1,0,0,0
"83468",1,1,1,1,1,1
"168391",1,1,1,1,1,1
"338707",1,0,0,0,0,1
"146664",1,0,0,1,0,0
"360203",1,1,1,1,1,1
"56983",0,0,1,1,1,1
"3703",1,1,1,1,1,1
"124872",1,1,1,1,1,1
"8473",1,1,1,1,1,1
"8708",1,1,1,1,1,1
"2529",1,1,1,0,1,1
"8702",1,0,0,1,1,1
"8707",1,0,0,1,1,1
"200810",0,0,1,0,1,0
"84752",0,1,1,0,1,0
"201595",1,1,1,1,1,1
"140687",1,0,1,0,1,0
"51228",1,1,1,1,1,1
"284004",1,1,1,1,1,0
"79411",0,0,1,1,0,1
"27090",1,0,1,0,1,0
"129807",0,0,1,0,0,0
"2524",1,1,0,0,0,0
"2528",1,1,1,1,1,1
"2527",0,0,0,1,0,1
"113612",0,0,0,1,0,1
"493869",1,1,1,1,1,1
"64180",0,0,0,0,0,1
"64174",1,1,1,1,1,1
"10728",1,1,1,1,1,1
"11102",1,1,0,0,0,1
"91179",1,0,0,1,0,1
"10826",0,1,0,1,0,1
"266740",1,1,1,1,1,1
"3930",1,1,1,1,1,1
"4645",1,1,1,0,0,0
"3069",1,1,1,1,1,1
"4864",1,0,0,1,1,0
"285440",0,1,1,1,0,0
"79644",1,0,0,1,1,1
"1646",1,0,0,0,0,0
"51170",1,1,1,1,1,1
"51144",0,0,0,1,1,1
"8630",0,1,0,1,0,0
"158160",0,1,0,1,1,1
"83401",0,0,0,0,1,0
"64834",1,1,1,1,1,1
"79993",1,0,0,0,0,0
"401494",1,0,1,0,1,0
"192286",1,1,1,1,1,1
"201562",1,0,1,1,1,0
"9200",1,0,0,0,1,1
"51495",1,1,1,0,1,0
"253017",1,0,0,0,0,0
"9524",1,1,1,1,1,1
"283985",1,1,1,1,1,1
"3995",0,0,1,1,0,1
"1155",1,1,1,1,1,1
"114571",1,1,1,1,1,1
"123096",1,0,0,1,1,0
"57016",1,1,1,1,1,1
"55277",1,1,0,1,0,0
"79707",0,0,0,1,0,1
"64122",1,0,0,0,0,1
"9917",0,0,0,1,1,1
"79672",1,1,1,1,1,1
"92370",1,1,1,0,0,0
"390928",0,0,0,1,0,0
"93650",1,1,1,1,1,1
"139596",0,1,1,1,0,0
"55066",0,1,0,0,1,1
"283208",0,0,0,0,0,1
"5033",1,1,1,1,1,1
"8974",1,0,0,0,0,0
"58478",1,1,1,1,1,1
"55256",1,1,1,1,1,1
"259307",1,0,1,1,0,0
"81894",1,0,1,1,1,1
"51312",0,0,0,1,0,0
"138639",0,1,1,0,1,0
"23203",1,0,1,1,1,1
"9896",0,1,1,0,1,1
"374462",0,0,0,0,0,1
"163404",1,1,1,1,1,1
"22908",1,1,0,1,0,1
"22876",1,0,0,1,1,1
"84814",1,1,1,1,1,1
"51559",1,0,0,0,1,1
"29085",1,1,1,1,1,1
"64419",1,1,1,1,1,1
"145553",0,1,1,0,1,0
"51496",1,0,1,0,0,1
"8446",1,1,1,1,1,1
"9107",1,0,1,0,1,0
"23371",0,1,1,0,1,0
"9108",0,0,0,1,0,1
"55613",0,1,0,1,0,0
"403313",0,1,0,0,1,1
"9562",0,1,0,0,1,1
"3705",1,0,1,1,1,0
"138429",0,0,0,0,0,1
"10170",1,1,1,1,1,1
"9249",1,1,1,1,1,1
"220074",0,0,1,0,0,1
"1733",1,1,1,1,1,1
"1735",0,0,1,0,0,0
"1734",1,1,1,1,1,1
"6819",0,0,0,0,1,0
"27284",0,0,0,1,1,0
"84274",1,1,1,1,1,1
"4297",0,0,0,0,0,1
"55904",1,1,1,1,1,1
"55870",1,1,1,0,0,1
"79723",0,1,1,1,1,0
"79813",0,0,0,1,1,1
"387893",0,1,0,0,1,1
"8085",1,0,0,0,0,1
"58508",0,0,0,0,1,1
"9869",1,0,1,1,0,1
"9757",1,0,0,0,1,1
"80854",1,0,0,1,0,1
"9739",0,0,0,0,0,1
"64754",1,0,0,0,1,0
"84444",0,0,1,1,1,1
"10919",1,0,0,0,1,1
"64324",0,1,0,1,0,1
"23067",0,1,0,0,1,1
"6839",1,0,1,0,0,1
"83852",1,1,1,1,0,0
"54904",1,1,1,1,1,1
"84787",0,1,0,1,1,0
"29072",1,1,1,1,1,1
"7468",1,0,0,1,0,1
"51111",0,1,1,1,0,0
"6419",1,1,1,1,0,0
"90701",1,1,1,1,1,1
"9789",1,1,1,1,1,1
"23478",1,1,1,1,1,1
"28972",1,1,1,1,1,1
"60559",1,1,1,1,1,1
"57171",1,0,1,1,0,0
"4249",1,0,0,1,1,1
"25834",0,0,0,0,1,1
"137902",0,0,0,0,0,1
"7837",1,1,1,1,1,1
"9677",1,0,1,1,0,1
"23262",1,0,1,1,0,0
"26007",0,0,0,1,1,1
"158584",1,1,1,1,1,1
"283209",0,0,0,0,1,1
"23491",1,1,0,0,0,1
"221223",1,1,1,1,1,1
"1208",1,1,1,1,1,1
"55244",1,1,1,1,1,1
"146802",1,0,0,0,0,0
"345274",1,1,1,1,1,1
"116085",1,1,1,1,1,1
"123688",0,0,1,0,1,0
"56898",0,0,1,1,1,0
"51171",0,1,0,0,1,1
"84869",1,1,0,1,0,0
"51741",1,1,0,1,1,0
"10202",1,1,1,1,1,1
"1487",1,0,1,1,1,1
"93517",1,1,0,0,1,1
"121214",1,0,0,0,0,0
"10553",1,1,1,1,1,1
"100288072",1,1,1,0,0,1
"374875",1,1,0,0,0,1
"441282",1,0,0,0,0,0
"340811",0,1,0,0,0,1
"133121",1,1,1,1,1,1
"85007",1,1,1,1,1,1
"250",1,0,0,0,0,0
"251",1,1,1,1,1,1
"123264",1,1,1,1,1,1
"200931",1,1,0,0,1,1
"10941",0,0,0,1,0,1
"79799",1,1,1,1,1,1
