"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"HMR_3905",3,"Present","2","2","High","20"
"HMR_3907",3,"Present","2","2","High","20"
"HMR_4097",0,"-","0","0","Negative","-8"
"HMR_4099",1,"Present","1","1","Medium","10"
"HMR_4108",0,"-","0","0","Negative","-8"
"HMR_4133",0,"-","0","0","Negative","-8"
"HMR_4137",0,"-","0","0","Negative","-8"
"HMR_4281",3,"Present","2","2","High","20"
"HMR_4388",3,"Present","2","2","High","20"
"HMR_4283",0,"-","0","0","Negative","-8"
"HMR_8357",3,"Present","2","2","High","20"
"HMR_4379",3,"Present","2","2","High","20"
"HMR_4301",3,"Present","2","2","High","20"
"HMR_4355",2,"Present","2","2","High","15"
"HMR_4358",3,"Present","2","2","High","20"
"HMR_4360",0,"-","0","0","Negative","-8"
"HMR_4363",3,"Present","2","2","High","20"
"HMR_4365",3,"Present","2","2","High","20"
"HMR_4368",3,"Present","2","2","High","20"
"HMR_4370",1,"Present","1","1","Medium","10"
"HMR_4371",3,"Present","2","2","High","20"
"HMR_4372",0,"-","0","0","Negative","-8"
"HMR_4373",3,"Present","2","2","High","20"
"HMR_4375",2,"Present","2","2","High","15"
"HMR_4377",0,"-","0","0","Negative","-8"
"HMR_4381",3,"Present","2","2","High","20"
"HMR_4391",3,"Present","2","2","High","20"
"HMR_4394",3,"Present","2","2","High","20"
"HMR_4396",3,"Present","2","2","High","20"
"HMR_4521",0,"-","0","0","Negative","-8"
"HMR_6410",3,"Present","2","2","High","20"
"HMR_6412",1,"Present","1","1","Medium","10"
"HMR_7745",1,"Present","1","1","Medium","10"
"HMR_7746",3,"Present","2","2","High","20"
"HMR_7747",1,"Present","1","1","Medium","10"
"HMR_7748",3,"Present","2","2","High","20"
"HMR_7749",3,"Present","2","2","High","20"
"HMR_8360",3,"Present","2","2","High","20"
"HMR_8652",0,"-","0","0","Negative","-8"
"HMR_8757",0,"-","0","0","Negative","-8"
"HMR_3989",0,"-","0","0","Negative","-8"
"HMR_4122",0,"-","0","0","Negative","-8"
"HMR_4837",1,"Present","1","1","Medium","10"
"HMR_5395",2,"Present","2","2","High","15"
"HMR_5396",2,"Present","2","2","High","15"
"HMR_9727",0,"-","0","0","Negative","-8"
"HMR_5397",0,"-","0","0","Negative","-8"
"HMR_5398",2,"Present","2","2","High","15"
"HMR_5399",0,"-","0","0","Negative","-8"
"HMR_5400",0,"-","0","0","Negative","-8"
"HMR_5401",2,"Present","2","2","High","15"
"HMR_8568",1,"Present","1","1","Medium","10"
"HMR_8569",1,"Present","1","1","Medium","10"
"HMR_8570",1,"Present","1","1","Medium","10"
"HMR_8571",1,"Present","1","1","Medium","10"
"HMR_8572",1,"Present","1","1","Medium","10"
"HMR_8573",1,"Present","1","1","Medium","10"
"HMR_8574",1,"Present","1","1","Medium","10"
"HMR_8575",1,"Present","1","1","Medium","10"
"HMR_8576",1,"Present","1","1","Medium","10"
"HMR_8577",1,"Present","1","1","Medium","10"
"HMR_8578",1,"Present","1","1","Medium","10"
"HMR_8579",1,"Present","1","1","Medium","10"
"HMR_8581",1,"Present","1","1","Medium","10"
"HMR_8591",0,"-","0","0","Negative","-8"
"HMR_8592",0,"-","0","0","Negative","-8"
"HMR_8580",1,"Present","1","1","Medium","10"
"HMR_8582",1,"Present","1","1","Medium","10"
"HMR_8587",0,"-","0","0","Negative","-8"
"HMR_8589",0,"-","0","0","Negative","-8"
"HMR_8583",0,"-","0","0","Negative","-8"
"HMR_8584",0,"-","0","0","Negative","-8"
"HMR_8585",1,"Present","1","1","Medium","10"
"HMR_3944",3,"Present","2","2","High","20"
"HMR_4128",0,"-","0","0","Negative","-8"
"HMR_4130",0,"-","0","0","Negative","-8"
"HMR_4131",1,"Present","1","1","Medium","10"
"HMR_4132",1,"Present","1","1","Medium","10"
"HMR_4303",0,"-","0","0","Negative","-8"
"HMR_4414",0,"-","0","0","Negative","-8"
"HMR_4415",0,"-","0","0","Negative","-8"
"HMR_4416",1,"Present","1","1","Medium","10"
"HMR_4774",3,"Present","2","2","High","20"
"HMR_4775",3,"Present","2","2","High","20"
"HMR_4831",NA,"-","-1","-1","-","-2"
"HMR_4832",0,"-","0","0","Negative","-8"
"HMR_7674",1,"Present","1","1","Medium","10"
"HMR_8761",1,"Present","1","1","Medium","10"
"HMR_8762",2,"Present","2","2","High","15"
"HMR_8764",0,"-","0","0","Negative","-8"
"HMR_8766",3,"Present","2","2","High","20"
"HMR_8767",1,"Present","1","1","Medium","10"
"HMR_0454",NA,"-","-1","-1","-","-2"
"HMR_4297",1,"Present","1","1","Medium","10"
"HMR_4310",1,"Present","1","1","Medium","10"
"HMR_4315",0,"-","0","0","Negative","-8"
"HMR_4316",3,"Present","2","2","High","20"
"HMR_4317",1,"Present","1","1","Medium","10"
"HMR_4318",1,"Present","1","1","Medium","10"
"HMR_4319",3,"Present","2","2","High","20"
"HMR_4320",1,"Present","1","1","Medium","10"
"HMR_4356",2,"Present","2","2","High","15"
"HMR_4383",1,"Present","1","1","Medium","10"
"HMR_4385",1,"Present","1","1","Medium","10"
"HMR_4386",0,"-","0","0","Negative","-8"
"HMR_4387",0,"-","0","0","Negative","-8"
"HMR_4399",0,"-","0","0","Negative","-8"
"HMR_4400",1,"Present","1","1","Medium","10"
"HMR_4401",0,"-","0","0","Negative","-8"
"HMR_4402",0,"-","0","0","Negative","-8"
"HMR_4403",NA,"-","-1","-1","-","-2"
"HMR_4490",3,"Present","2","2","High","20"
"HMR_4706",1,"Present","1","1","Medium","10"
"HMR_8768",1,"Present","1","1","Medium","10"
"HMR_4590",3,"Present","2","2","High","20"
"HMR_4591",1,"Present","1","1","Medium","10"
"HMR_4592",3,"Present","2","2","High","20"
"HMR_4593",0,"-","0","0","Negative","-8"
"HMR_4594",0,"-","0","0","Negative","-8"
"HMR_4595",0,"-","0","0","Negative","-8"
"HMR_8341",3,"Present","2","2","High","20"
"HMR_8342",NA,"-","-1","-1","-","-2"
"HMR_8344",3,"Present","2","2","High","20"
"HMR_8352",0,"-","0","0","Negative","-8"
"HMR_8353",NA,"-","-1","-1","-","-2"
"HMR_8726",0,"-","0","0","Negative","-8"
"HMR_8727",2,"Present","2","2","High","15"
"HMR_8728",NA,"-","-1","-1","-","-2"
"HMR_8729",2,"Present","2","2","High","15"
"HMR_6537",3,"Present","2","2","High","20"
"HMR_1568",0,"-","0","0","Negative","-8"
"HMR_3853",3,"Present","2","2","High","20"
"HMR_3854",3,"Present","2","2","High","20"
"HMR_3855",3,"Present","2","2","High","20"
"HMR_3857",0,"-","0","0","Negative","-8"
"HMR_3859",2,"Present","2","2","High","15"
"HMR_4087",2,"Present","2","2","High","15"
"HMR_4089",0,"-","0","0","Negative","-8"
"HMR_4091",2,"Present","2","2","High","15"
"HMR_4093",0,"-","0","0","Negative","-8"
"HMR_4095",0,"-","0","0","Negative","-8"
"HMR_4101",0,"-","0","0","Negative","-8"
"HMR_4103",0,"-","0","0","Negative","-8"
"HMR_4143",0,"-","0","0","Negative","-8"
"HMR_4193",3,"Present","2","2","High","20"
"HMR_8497",3,"Present","2","2","High","20"
"HMR_8498",0,"-","0","0","Negative","-8"
"HMR_8499",0,"-","0","0","Negative","-8"
"HMR_8500",3,"Present","2","2","High","20"
"HMR_8501",2,"Present","2","2","High","15"
"HMR_8502",3,"Present","2","2","High","20"
"HMR_8503",3,"Present","2","2","High","20"
"HMR_8504",3,"Present","2","2","High","20"
"HMR_8506",3,"Present","2","2","High","20"
"HMR_8507",3,"Present","2","2","High","20"
"HMR_8508",3,"Present","2","2","High","20"
"HMR_8509",3,"Present","2","2","High","20"
"HMR_8511",0,"-","0","0","Negative","-8"
"HMR_8512",2,"Present","2","2","High","15"
"HMR_8514",2,"Present","2","2","High","15"
"HMR_8516",0,"-","0","0","Negative","-8"
"HMR_8517",NA,"-","-1","-1","-","-2"
"HMR_4280",3,"Present","2","2","High","20"
"HMR_0153",1,"Present","1","1","Medium","10"
"HMR_3212",3,"Present","2","2","High","20"
"HMR_3797",1,"Present","1","1","Medium","10"
"HMR_3800",0,"-","0","0","Negative","-8"
"HMR_4105",0,"-","0","0","Negative","-8"
"HMR_4106",0,"-","0","0","Negative","-8"
"HMR_4107",0,"-","0","0","Negative","-8"
"HMR_4282",1,"Present","1","1","Medium","10"
"HMR_4331",1,"Present","1","1","Medium","10"
"HMR_4459",1,"Present","1","1","Medium","10"
"HMR_4460",1,"Present","1","1","Medium","10"
"HMR_4464",NA,"-","-1","-1","-","-2"
"HMR_4497",0,"-","0","0","Negative","-8"
"HMR_4741",0,"-","0","0","Negative","-8"
"HMR_8078",NA,"-","-1","-1","-","-2"
"HMR_9803",NA,"-","-1","-1","-","-2"
"HMR_9804",3,"Present","2","2","High","20"
"HMR_0718",0,"-","0","0","Negative","-8"
"HMR_0719",0,"-","0","0","Negative","-8"
"HMR_1434",3,"Present","2","2","High","20"
"HMR_1436",0,"-","0","0","Negative","-8"
"HMR_3163",3,"Present","2","2","High","20"
"HMR_4461",0,"-","0","0","Negative","-8"
"HMR_4604",1,"Present","1","1","Medium","10"
"HMR_5351",3,"Present","2","2","High","20"
"HMR_7709",0,"-","0","0","Negative","-8"
"HMR_4052",3,"Present","2","2","High","20"
"HMR_4304",0,"-","0","0","Negative","-8"
"HMR_4306",0,"-","0","0","Negative","-8"
"HMR_4350",1,"Present","1","1","Medium","10"
"HMR_4351",1,"Present","1","1","Medium","10"
"HMR_4352",1,"Present","1","1","Medium","10"
"HMR_4354",3,"Present","2","2","High","20"
"HMR_4398",1,"Present","1","1","Medium","10"
"HMR_4404",3,"Present","2","2","High","20"
"HMR_4473",2,"Present","2","2","High","15"
"HMR_4474",2,"Present","2","2","High","15"
"HMR_4476",3,"Present","2","2","High","20"
"HMR_4477",0,"-","0","0","Negative","-8"
"HMR_4501",3,"Present","2","2","High","20"
"HMR_4565",3,"Present","2","2","High","20"
"HMR_4567",3,"Present","2","2","High","20"
"HMR_4568",3,"Present","2","2","High","20"
"HMR_9799",0,"-","0","0","Negative","-8"
"HMR_9800",1,"Present","1","1","Medium","10"
"HMR_4623",1,"Present","1","1","Medium","10"
"HMR_4625",1,"Present","1","1","Medium","10"
"HMR_4710",3,"Present","2","2","High","20"
"HMR_4841",0,"-","0","0","Negative","-8"
"HMR_8074",1,"Present","1","1","Medium","10"
"HMR_8653",1,"Present","1","1","Medium","10"
"HMR_3998",3,"Present","2","2","High","20"
"HMR_4000",2,"Present","2","2","High","15"
"HMR_4002",3,"Present","2","2","High","20"
"HMR_4004",3,"Present","2","2","High","20"
"HMR_4010",2,"Present","2","2","High","15"
"HMR_4081",2,"Present","2","2","High","15"
"HMR_4082",2,"Present","2","2","High","15"
"HMR_4012",3,"Present","2","2","High","20"
"HMR_4014",1,"Present","1","1","Medium","10"
"HMR_4020",1,"Present","1","1","Medium","10"
"HMR_4022",2,"Present","2","2","High","15"
"HMR_4038",3,"Present","2","2","High","20"
"HMR_4040",3,"Present","2","2","High","20"
"HMR_4042",2,"Present","2","2","High","15"
"HMR_4046",2,"Present","2","2","High","15"
"HMR_4048",1,"Present","1","1","Medium","10"
"HMR_4080",1,"Present","1","1","Medium","10"
"HMR_4085",3,"Present","2","2","High","20"
"HMR_4086",3,"Present","2","2","High","20"
"HMR_4134",3,"Present","2","2","High","20"
"HMR_4135",1,"Present","1","1","Medium","10"
"HMR_4168",3,"Present","2","2","High","20"
"HMR_4171",3,"Present","2","2","High","20"
"HMR_4290",0,"-","0","0","Negative","-8"
"HMR_4406",0,"-","0","0","Negative","-8"
"HMR_4412",1,"Present","1","1","Medium","10"
"HMR_4417",2,"Present","2","2","High","15"
"HMR_4418",3,"Present","2","2","High","20"
"HMR_4419",2,"Present","2","2","High","15"
"HMR_4421",3,"Present","2","2","High","20"
"HMR_4449",2,"Present","2","2","High","15"
"HMR_4450",2,"Present","2","2","High","15"
"HMR_4451",NA,"-","-1","-1","-","-2"
"HMR_4452",3,"Present","2","2","High","20"
"HMR_4453",2,"Present","2","2","High","15"
"HMR_4480",3,"Present","2","2","High","20"
"HMR_4481",1,"Present","1","1","Medium","10"
"HMR_4482",1,"Present","1","1","Medium","10"
"HMR_4486",3,"Present","2","2","High","20"
"HMR_4487",3,"Present","2","2","High","20"
"HMR_4488",3,"Present","2","2","High","20"
"HMR_4489",3,"Present","2","2","High","20"
"HMR_4492",3,"Present","2","2","High","20"
"HMR_4493",3,"Present","2","2","High","20"
"HMR_4495",3,"Present","2","2","High","20"
"HMR_4496",3,"Present","2","2","High","20"
"HMR_4518",0,"-","0","0","Negative","-8"
"HMR_4519",0,"-","0","0","Negative","-8"
"HMR_4520",0,"-","0","0","Negative","-8"
"HMR_4573",3,"Present","2","2","High","20"
"HMR_4574",3,"Present","2","2","High","20"
"HMR_4600",2,"Present","2","2","High","15"
"HMR_4602",2,"Present","2","2","High","15"
"HMR_4603",3,"Present","2","2","High","20"
"HMR_4611",0,"-","0","0","Negative","-8"
"HMR_4612",0,"-","0","0","Negative","-8"
"HMR_4614",0,"-","0","0","Negative","-8"
"HMR_4615",0,"-","0","0","Negative","-8"
"HMR_4617",0,"-","0","0","Negative","-8"
"HMR_4618",0,"-","0","0","Negative","-8"
"HMR_4619",0,"-","0","0","Negative","-8"
"HMR_4621",0,"-","0","0","Negative","-8"
"HMR_4632",2,"Present","2","2","High","15"
"HMR_4646",0,"-","0","0","Negative","-8"
"HMR_4648",0,"-","0","0","Negative","-8"
"HMR_4649",0,"-","0","0","Negative","-8"
"HMR_4650",0,"-","0","0","Negative","-8"
"HMR_4651",3,"Present","2","2","High","20"
"HMR_4663",3,"Present","2","2","High","20"
"HMR_4664",3,"Present","2","2","High","20"
"HMR_4694",1,"Present","1","1","Medium","10"
"HMR_4695",3,"Present","2","2","High","20"
"HMR_4705",2,"Present","2","2","High","15"
"HMR_4709",3,"Present","2","2","High","20"
"HMR_4799",2,"Present","2","2","High","15"
"HMR_4802",2,"Present","2","2","High","15"
"HMR_4804",3,"Present","2","2","High","20"
"HMR_4808",0,"-","0","0","Negative","-8"
"HMR_4810",3,"Present","2","2","High","20"
"HMR_4812",1,"Present","1","1","Medium","10"
"HMR_4814",3,"Present","2","2","High","20"
"HMR_5301",0,"-","0","0","Negative","-8"
"HMR_5353",1,"Present","1","1","Medium","10"
"HMR_6601",0,"-","0","0","Negative","-8"
"HMR_6602",3,"Present","2","2","High","20"
"HMR_6603",3,"Present","2","2","High","20"
"HMR_6605",NA,"-","-1","-1","-","-2"
"HMR_6606",NA,"-","-1","-1","-","-2"
"HMR_6607",NA,"-","-1","-1","-","-2"
"HMR_6609",NA,"-","-1","-1","-","-2"
"HMR_6610",NA,"-","-1","-1","-","-2"
"HMR_6611",NA,"-","-1","-1","-","-2"
"HMR_7144",3,"Present","2","2","High","20"
"HMR_8755",0,"-","0","0","Negative","-8"
"HMR_9797",NA,"-","-1","-1","-","-2"
"HMR_4016",1,"Present","1","1","Medium","10"
"HMR_4018",1,"Present","1","1","Medium","10"
"HMR_4044",1,"Present","1","1","Medium","10"
"HMR_4291",1,"Present","1","1","Medium","10"
"HMR_4420",1,"Present","1","1","Medium","10"
"HMR_4570",1,"Present","1","1","Medium","10"
"HMR_4572",1,"Present","1","1","Medium","10"
"HMR_4006",1,"Present","1","1","Medium","10"
"HMR_4028",1,"Present","1","1","Medium","10"
"HMR_4030",1,"Present","1","1","Medium","10"
"HMR_4670",1,"Present","1","1","Medium","10"
"HMR_4673",1,"Present","1","1","Medium","10"
"HMR_4675",1,"Present","1","1","Medium","10"
"HMR_6614",1,"Present","1","1","Medium","10"
"HMR_6615",1,"Present","1","1","Medium","10"
"HMR_6616",1,"Present","1","1","Medium","10"
"HMR_4635",1,"Present","1","1","Medium","10"
"HMR_3793",0,"-","0","0","Negative","-8"
"HMR_3931",3,"Present","2","2","High","20"
"HMR_3969",0,"-","0","0","Negative","-8"
"HMR_3970",2,"Present","2","2","High","15"
"HMR_4008",3,"Present","2","2","High","20"
"HMR_4032",0,"-","0","0","Negative","-8"
"HMR_4034",0,"-","0","0","Negative","-8"
"HMR_4036",0,"-","0","0","Negative","-8"
"HMR_4050",0,"-","0","0","Negative","-8"
"HMR_4056",2,"Present","2","2","High","15"
"HMR_4059",3,"Present","2","2","High","20"
"HMR_4060",3,"Present","2","2","High","20"
"HMR_4127",0,"-","0","0","Negative","-8"
"HMR_4177",2,"Present","2","2","High","15"
"HMR_4179",2,"Present","2","2","High","15"
"HMR_4182",1,"Present","1","1","Medium","10"
"HMR_4183",0,"-","0","0","Negative","-8"
"HMR_4192",0,"-","0","0","Negative","-8"
"HMR_4194",0,"-","0","0","Negative","-8"
"HMR_4210",3,"Present","2","2","High","20"
"HMR_4211",3,"Present","2","2","High","20"
"HMR_4343",1,"Present","1","1","Medium","10"
"HMR_4345",1,"Present","1","1","Medium","10"
"HMR_4346",3,"Present","2","2","High","20"
"HMR_4470",1,"Present","1","1","Medium","10"
"HMR_4471",1,"Present","1","1","Medium","10"
"HMR_4472",1,"Present","1","1","Medium","10"
"HMR_4484",2,"Present","2","2","High","15"
"HMR_4485",3,"Present","2","2","High","20"
"HMR_4510",2,"Present","2","2","High","15"
"HMR_4512",3,"Present","2","2","High","20"
"HMR_4513",3,"Present","2","2","High","20"
"HMR_4514",1,"Present","1","1","Medium","10"
"HMR_4577",0,"-","0","0","Negative","-8"
"HMR_4579",1,"Present","1","1","Medium","10"
"HMR_4580",1,"Present","1","1","Medium","10"
"HMR_4608",0,"-","0","0","Negative","-8"
"HMR_4575",0,"-","0","0","Negative","-8"
"HMR_4637",2,"Present","2","2","High","15"
"HMR_4642",2,"Present","2","2","High","15"
"HMR_4643",3,"Present","2","2","High","20"
"HMR_4644",0,"-","0","0","Negative","-8"
"HMR_4672",NA,"-","-1","-1","-","-2"
"HMR_4676",0,"-","0","0","Negative","-8"
"HMR_4736",0,"-","0","0","Negative","-8"
"HMR_4819",0,"-","0","0","Negative","-8"
"HMR_5299",0,"-","0","0","Negative","-8"
"HMR_5352",0,"-","0","0","Negative","-8"
"HMR_5415",0,"-","0","0","Negative","-8"
"HMR_5416",0,"-","0","0","Negative","-8"
"HMR_5417",3,"Present","2","2","High","20"
"HMR_6612",2,"Present","2","2","High","15"
"HMR_6613",2,"Present","2","2","High","15"
"HMR_6621",0,"-","0","0","Negative","-8"
"HMR_6622",0,"-","0","0","Negative","-8"
"HMR_6623",0,"-","0","0","Negative","-8"
"HMR_6624",0,"-","0","0","Negative","-8"
"HMR_6627",3,"Present","2","2","High","20"
"HMR_7744",0,"-","0","0","Negative","-8"
"HMR_8072",NA,"-","-1","-1","-","-2"
"HMR_8637",NA,"-","-1","-1","-","-2"
"HMR_3965",3,"Present","2","2","High","20"
"HMR_3966",3,"Present","2","2","High","20"
"HMR_3967",3,"Present","2","2","High","20"
"HMR_3968",2,"Present","2","2","High","15"
"HMR_3999",0,"-","0","0","Negative","-8"
"HMR_4024",3,"Present","2","2","High","20"
"HMR_4026",0,"-","0","0","Negative","-8"
"HMR_4054",0,"-","0","0","Negative","-8"
"HMR_4061",0,"-","0","0","Negative","-8"
"HMR_4083",3,"Present","2","2","High","20"
"HMR_4136",3,"Present","2","2","High","20"
"HMR_4180",0,"-","0","0","Negative","-8"
"HMR_4185",1,"Present","1","1","Medium","10"
"HMR_4186",1,"Present","1","1","Medium","10"
"HMR_4342",3,"Present","2","2","High","20"
"HMR_4344",NA,"-","-1","-1","-","-2"
"HMR_4483",0,"-","0","0","Negative","-8"
"HMR_4507",1,"Present","1","1","Medium","10"
"HMR_4516",1,"Present","1","1","Medium","10"
"HMR_4601",2,"Present","2","2","High","15"
"HMR_4633",1,"Present","1","1","Medium","10"
"HMR_4640",2,"Present","2","2","High","15"
"HMR_4641",0,"-","0","0","Negative","-8"
"HMR_4680",1,"Present","1","1","Medium","10"
"HMR_4806",2,"Present","2","2","High","15"
"HMR_5394",NA,"-","-1","-1","-","-2"
"HMR_6625",0,"-","0","0","Negative","-8"
"HMR_6626",2,"Present","2","2","High","15"
"HMR_7160",1,"Present","1","1","Medium","10"
"HMR_7161",1,"Present","1","1","Medium","10"
"HMR_7162",1,"Present","1","1","Medium","10"
"HMR_7163",0,"-","0","0","Negative","-8"
"HMR_7164",0,"-","0","0","Negative","-8"
"HMR_7713",2,"Present","2","2","High","15"
"HMR_7716",2,"Present","2","2","High","15"
"HMR_7717",2,"Present","2","2","High","15"
"HMR_7721",2,"Present","2","2","High","15"
"HMR_7725",2,"Present","2","2","High","15"
"HMR_7728",2,"Present","2","2","High","15"
"HMR_7800",0,"-","0","0","Negative","-8"
"HMR_7801",3,"Present","2","2","High","20"
"HMR_7802",0,"-","0","0","Negative","-8"
"HMR_7863",3,"Present","2","2","High","20"
"HMR_7864",3,"Present","2","2","High","20"
"HMR_7865",3,"Present","2","2","High","20"
"HMR_7866",3,"Present","2","2","High","20"
"HMR_7867",3,"Present","2","2","High","20"
"HMR_7868",3,"Present","2","2","High","20"
"HMR_7869",3,"Present","2","2","High","20"
"HMR_7870",3,"Present","2","2","High","20"
"HMR_7871",3,"Present","2","2","High","20"
"HMR_7872",3,"Present","2","2","High","20"
"HMR_7873",3,"Present","2","2","High","20"
"HMR_7874",3,"Present","2","2","High","20"
"HMR_7875",0,"-","0","0","Negative","-8"
"HMR_7876",3,"Present","2","2","High","20"
"HMR_7878",1,"Present","1","1","Medium","10"
"HMR_7879",3,"Present","2","2","High","20"
"HMR_7880",2,"Present","2","2","High","15"
"HMR_7881",1,"Present","1","1","Medium","10"
"HMR_7882",1,"Present","1","1","Medium","10"
"HMR_7883",1,"Present","1","1","Medium","10"
"HMR_7884",1,"Present","1","1","Medium","10"
"HMR_7885",1,"Present","1","1","Medium","10"
"HMR_7886",1,"Present","1","1","Medium","10"
"HMR_7887",1,"Present","1","1","Medium","10"
"HMR_7888",1,"Present","1","1","Medium","10"
"HMR_7889",1,"Present","1","1","Medium","10"
"HMR_7890",1,"Present","1","1","Medium","10"
"HMR_7891",1,"Present","1","1","Medium","10"
"HMR_7892",1,"Present","1","1","Medium","10"
"HMR_7893",1,"Present","1","1","Medium","10"
"HMR_7894",1,"Present","1","1","Medium","10"
"HMR_7895",1,"Present","1","1","Medium","10"
"HMR_8083",1,"Present","1","1","Medium","10"
"HMR_8085",1,"Present","1","1","Medium","10"
"HMR_8087",1,"Present","1","1","Medium","10"
"HMR_8443",3,"Present","2","2","High","20"
"HMR_8444",3,"Present","2","2","High","20"
"HMR_8445",0,"-","0","0","Negative","-8"
"HMR_8446",1,"Present","1","1","Medium","10"
"HMR_8448",3,"Present","2","2","High","20"
"HMR_8449",3,"Present","2","2","High","20"
"HMR_8450",3,"Present","2","2","High","20"
"HMR_8451",3,"Present","2","2","High","20"
"HMR_8452",3,"Present","2","2","High","20"
"HMR_8453",3,"Present","2","2","High","20"
"HMR_8454",3,"Present","2","2","High","20"
"HMR_8455",3,"Present","2","2","High","20"
"HMR_8456",3,"Present","2","2","High","20"
"HMR_8457",3,"Present","2","2","High","20"
"HMR_8458",3,"Present","2","2","High","20"
"HMR_8459",3,"Present","2","2","High","20"
"HMR_8460",3,"Present","2","2","High","20"
"HMR_8461",0,"-","0","0","Negative","-8"
"HMR_8462",3,"Present","2","2","High","20"
"HMR_8463",3,"Present","2","2","High","20"
"HMR_8464",3,"Present","2","2","High","20"
"HMR_8465",3,"Present","2","2","High","20"
"HMR_8466",3,"Present","2","2","High","20"
"HMR_8467",3,"Present","2","2","High","20"
"HMR_8468",3,"Present","2","2","High","20"
"HMR_8469",3,"Present","2","2","High","20"
"HMR_8470",3,"Present","2","2","High","20"
"HMR_8471",3,"Present","2","2","High","20"
"HMR_8472",3,"Present","2","2","High","20"
"HMR_8473",1,"Present","1","1","Medium","10"
"HMR_8474",3,"Present","2","2","High","20"
"HMR_8477",3,"Present","2","2","High","20"
"HMR_8478",3,"Present","2","2","High","20"
"HMR_8479",3,"Present","2","2","High","20"
"HMR_8480",1,"Present","1","1","Medium","10"
"HMR_8481",NA,"-","-1","-1","-","-2"
"HMR_8482",3,"Present","2","2","High","20"
"HMR_8483",3,"Present","2","2","High","20"
"HMR_8484",NA,"-","-1","-1","-","-2"
"HMR_8485",3,"Present","2","2","High","20"
"HMR_8486",3,"Present","2","2","High","20"
"HMR_8487",1,"Present","1","1","Medium","10"
"HMR_8488",3,"Present","2","2","High","20"
"HMR_8489",3,"Present","2","2","High","20"
"HMR_8493",0,"-","0","0","Negative","-8"
"HMR_8494",0,"-","0","0","Negative","-8"
"HMR_8495",0,"-","0","0","Negative","-8"
"HMR_3802",3,"Present","2","2","High","20"
"HMR_3804",3,"Present","2","2","High","20"
"HMR_3811",0,"-","0","0","Negative","-8"
"HMR_3813",1,"Present","1","1","Medium","10"
"HMR_3822",0,"-","0","0","Negative","-8"
"HMR_3827",3,"Present","2","2","High","20"
"HMR_3829",3,"Present","2","2","High","20"
"HMR_3831",2,"Present","2","2","High","15"
"HMR_3862",0,"-","0","0","Negative","-8"
"HMR_3865",3,"Present","2","2","High","20"
"HMR_3870",3,"Present","2","2","High","20"
"HMR_3873",1,"Present","1","1","Medium","10"
"HMR_8654",1,"Present","1","1","Medium","10"
"HMR_3890",0,"-","0","0","Negative","-8"
"HMR_3892",3,"Present","2","2","High","20"
"HMR_9802",0,"-","0","0","Negative","-8"
"HMR_3899",0,"-","0","0","Negative","-8"
"HMR_3903",1,"Present","1","1","Medium","10"
"HMR_4109",0,"-","0","0","Negative","-8"
"HMR_4114",3,"Present","2","2","High","20"
"HMR_4115",3,"Present","2","2","High","20"
"HMR_4118",3,"Present","2","2","High","20"
"HMR_4172",0,"-","0","0","Negative","-8"
"HMR_4196",0,"-","0","0","Negative","-8"
"HMR_4197",1,"Present","1","1","Medium","10"
"HMR_4287",1,"Present","1","1","Medium","10"
"HMR_4690",0,"-","0","0","Negative","-8"
"HMR_4693",0,"-","0","0","Negative","-8"
"HMR_6780",3,"Present","2","2","High","20"
"HMR_6968",0,"-","0","0","Negative","-8"
"HMR_6969",0,"-","0","0","Negative","-8"
"HMR_6970",0,"-","0","0","Negative","-8"
"HMR_6971",0,"-","0","0","Negative","-8"
"HMR_6972",0,"-","0","0","Negative","-8"
"HMR_7641",0,"-","0","0","Negative","-8"
"HMR_7642",3,"Present","2","2","High","20"
"HMR_8626",0,"-","0","0","Negative","-8"
"HMR_8628",0,"-","0","0","Negative","-8"
"HMR_3806",0,"-","0","0","Negative","-8"
"HMR_3807",1,"Present","1","1","Medium","10"
"HMR_3809",0,"-","0","0","Negative","-8"
"HMR_3816",0,"-","0","0","Negative","-8"
"HMR_3819",0,"-","0","0","Negative","-8"
"HMR_3820",0,"-","0","0","Negative","-8"
"HMR_3832",NA,"-","-1","-1","-","-2"
"HMR_3833",0,"-","0","0","Negative","-8"
"HMR_3835",0,"-","0","0","Negative","-8"
"HMR_3837",0,"-","0","0","Negative","-8"
"HMR_3838",0,"-","0","0","Negative","-8"
"HMR_3895",1,"Present","1","1","Medium","10"
"HMR_3897",1,"Present","1","1","Medium","10"
"HMR_3956",1,"Present","1","1","Medium","10"
"HMR_3993",0,"-","0","0","Negative","-8"
"HMR_4073",1,"Present","1","1","Medium","10"
"HMR_4075",2,"Present","2","2","High","15"
"HMR_4077",2,"Present","2","2","High","15"
"HMR_4190",0,"-","0","0","Negative","-8"
"HMR_4191",0,"-","0","0","Negative","-8"
"HMR_4212",1,"Present","1","1","Medium","10"
"HMR_4422",1,"Present","1","1","Medium","10"
"HMR_4423",0,"-","0","0","Negative","-8"
"HMR_4424",0,"-","0","0","Negative","-8"
"HMR_4583",0,"-","0","0","Negative","-8"
"HMR_4605",3,"Present","2","2","High","20"
"HMR_4606",0,"-","0","0","Negative","-8"
"HMR_4607",2,"Present","2","2","High","15"
